site_id,sensor,period,valid_frac,B2,B3,B4,B8,B11,B12,NDVI,NDWI,VV,VH,VV_minus_VH
treatment_0017,sentinel2,before,1.0,0.026563381776213646,0.045360974967479706,0.027154624462127686,0.3687441945075989,0.1739334613084793,0.07609657943248749,0.8620895743370056,-0.780443012714386,,,
treatment_0017,sentinel2,after,1.0,0.01775692030787468,0.03951483592391014,0.03434088081121445,0.2653086483478546,0.18260841071605682,0.09275034815073013,0.7651546597480774,-0.7391023635864258,,,
treatment_0017,sentinel2,change,1.0,-0.008806460537016392,-0.005846137646585703,0.007186250761151314,-0.10343555361032486,0.00867493450641632,0.0166537594050169,-0.09693499654531479,0.04134064167737961,,,
treatment_0017,sentinel1,before,1.0,,,,,,,,,-7.460990905761719,-14.285407066345215,6.824414253234863
treatment_0017,sentinel1,after,1.0,,,,,,,,,-7.51938533782959,-13.31689453125,5.797509670257568
treatment_0017,sentinel1,change,1.0,,,,,,,,,-0.058394040912389755,0.9685102701187134,-1.0269044637680054
treatment_0018,sentinel2,before,1.0,0.027788132429122925,0.04568937048316002,0.02980496920645237,0.3398093283176422,0.17526447772979736,0.08092519640922546,0.8356456160545349,-0.7598538994789124,,,
treatment_0018,sentinel2,after,1.0,0.019660916179418564,0.04133611544966698,0.03716375306248665,0.25474587082862854,0.1855914443731308,0.09707178175449371,0.745519757270813,-0.7205379009246826,,,
treatment_0018,sentinel2,change,1.0,-0.00812721811234951,-0.004353259690105915,0.007358783856034279,-0.08506348729133606,0.010326987132430077,0.0161465834826231,-0.09012587368488312,0.03931595757603645,,,
treatment_0018,sentinel1,before,1.0,,,,,,,,,-9.304283142089844,-15.86000919342041,6.555727005004883
treatment_0018,sentinel1,after,1.0,,,,,,,,,-9.088351249694824,-15.094564437866211,6.0062127113342285
treatment_0018,sentinel1,change,1.0,,,,,,,,,0.21593154966831207,0.7654457092285156,-0.54951411485672
treatment_0019,sentinel2,before,1.0,0.02191525511443615,0.03837030380964279,0.021433942019939423,0.3559960126876831,0.159828782081604,0.06587029993534088,0.8853342533111572,-0.8043924570083618,,,
treatment_0019,sentinel2,after,1.0,0.013240623287856579,0.033746566623449326,0.027290305122733116,0.25108662247657776,0.1625332534313202,0.07752558588981628,0.8013331294059753,-0.7616381645202637,,,
treatment_0019,sentinel2,change,1.0,-0.008674629963934422,-0.004623738117516041,0.005856362637132406,-0.10490937530994415,0.002704445505514741,0.011655288748443127,-0.08400116115808487,0.04275425523519516,,,
treatment_0019,sentinel1,before,1.0,,,,,,,,,-8.599124908447266,-15.258910179138184,6.659785270690918
treatment_0019,sentinel1,after,1.0,,,,,,,,,-8.800721168518066,-14.710829734802246,5.91010856628418
treatment_0019,sentinel1,change,1.0,,,,,,,,,-0.20159687101840973,0.5480799674987793,-0.7496768236160278
treatment_0020,sentinel2,before,1.0,0.036629147827625275,0.055699314922094345,0.035880815237760544,0.3739006519317627,0.18617850542068481,0.08607518672943115,0.8262252807617188,-0.7405757308006287,,,
treatment_0020,sentinel2,after,1.0,0.018570125102996826,0.040751345455646515,0.03788459673523903,0.2480492740869522,0.19524379074573517,0.10403401404619217,0.7395845055580139,-0.7212709188461304,,,
treatment_0020,sentinel2,change,1.0,-0.01805902272462845,-0.014947975985705853,0.002003778936341405,-0.12585137784481049,0.009065287187695503,0.01795882359147072,-0.08664077520370483,0.01930488646030426,,,
treatment_0020,sentinel1,before,1.0,,,,,,,,,-8.757696151733398,-15.285164833068848,6.527469158172607
treatment_0020,sentinel1,after,1.0,,,,,,,,,-9.061565399169922,-14.769887924194336,5.708321571350098
treatment_0020,sentinel1,change,1.0,,,,,,,,,-0.30386894941329956,0.5152782797813416,-0.8191472291946411
treatment_0021,sentinel2,before,1.0,0.03034123033285141,0.05298257991671562,0.03503362461924553,0.33871588110923767,0.1803356260061264,0.08389969170093536,0.8170099258422852,-0.7324099540710449,,,
treatment_0021,sentinel2,after,1.0,0.019825203344225883,0.04356232285499573,0.03657403215765953,0.26840630173683167,0.18296192586421967,0.09419935941696167,0.7686930298805237,-0.7275197505950928,,,
treatment_0021,sentinel2,change,1.0,-0.010516026988625526,-0.009420253336429596,0.0015404028818011284,-0.070309579372406,0.00262627680785954,0.010299671441316605,-0.04831688478589058,0.00489021884277463,,,
treatment_0021,sentinel1,before,1.0,,,,,,,,,-10.658430099487305,-16.351139068603516,5.692707061767578
treatment_0021,sentinel1,after,1.0,,,,,,,,,-10.957724571228027,-16.268421173095703,5.310696601867676
treatment_0021,sentinel1,change,1.0,,,,,,,,,-0.2992948293685913,0.08271581679582596,-0.38201063871383667
treatment_0022,sentinel2,before,1.0,0.029110359027981758,0.05047163367271423,0.032791394740343094,0.3295190930366516,0.17113105952739716,0.07940716296434402,0.8221070766448975,-0.7354994416236877,,,
treatment_0022,sentinel2,after,1.0,0.01885390654206276,0.041389547288417816,0.03597303479909897,0.25182998180389404,0.17573900520801544,0.09236027300357819,0.7559269070625305,-0.7206535339355469,,,
treatment_0022,sentinel2,change,1.0,-0.01025645062327385,-0.009082085452973843,0.003181643784046173,-0.07768910378217697,0.004607959650456905,0.012953107245266438,-0.06618008017539978,0.014845896512269974,,,
treatment_0022,sentinel1,before,1.0,,,,,,,,,-10.500391006469727,-16.25490379333496,5.754513263702393
treatment_0022,sentinel1,after,1.0,,,,,,,,,-10.786463737487793,-16.163198471069336,5.376735210418701
treatment_0022,sentinel1,change,1.0,,,,,,,,,-0.2860717475414276,0.09170567989349365,-0.3777773976325989
treatment_0023,sentinel2,before,1.0,0.03385595977306366,0.050788309425115585,0.033943213522434235,0.3408389091491699,0.19311434030532837,0.08774204552173615,0.8215004205703735,-0.7415653467178345,,,
treatment_0023,sentinel2,after,1.0,0.020248088985681534,0.04059973359107971,0.03288901597261429,0.2757222056388855,0.19091947376728058,0.09438825398683548,0.7933090925216675,-0.7481423616409302,,,
treatment_0023,sentinel2,change,1.0,-0.0136078717187047,-0.010188569314777851,-0.001054195687174797,-0.06511671841144562,-0.0021948530338704586,0.006646206136792898,-0.028191370889544487,-0.006576988846063614,,,
treatment_0023,sentinel1,before,1.0,,,,,,,,,-10.019917488098145,-16.36829948425293,6.3483805656433105
treatment_0023,sentinel1,after,1.0,,,,,,,,,-10.207719802856445,-16.26219940185547,6.054478645324707
