site_id,sensor,band,valid_before,valid_after,valid_both,chg_p01,chg_p05,chg_p50,chg_p95,chg_p99,frac_below_t1,frac_below_t2
counterfactual_0005_03,sentinel1,VV,1.0,1.0,1.0,-3.6075901985168457,-2.7110443115234375,-0.2975320816040039,2.088229179382324,3.2016401290893555,0.12341927262033134,0.0050975394569159884
counterfactual_0005_04,sentinel2,NDVI,1.0,1.0,1.0,-0.15449148416519165,-0.10453182458877563,-0.024032413959503174,0.03388094902038574,0.06900972127914429,0.057935496519949024,0.00235271051857661
counterfactual_0005_04,sentinel1,VV,1.0,1.0,1.0,-3.693695306777954,-2.691390037536621,-0.438690185546875,1.8464336395263672,2.8016247749328613,0.1302813449661798,0.005195569061856681
counterfactual_0005_05,sentinel2,NDVI,1.0,1.0,1.0,-0.17697227001190186,-0.12820231914520264,-0.029162347316741943,0.21997588872909546,0.29377537965774536,0.1115576904225076,0.004901480247034604
counterfactual_0005_05,sentinel1,VV,1.0,1.0,1.0,-3.523556709289551,-2.411707878112793,-0.017810821533203125,2.411252975463867,3.4908499717712402,0.08950102931085188,0.00470542103715322
counterfactual_0005_06,sentinel2,NDVI,1.0,1.0,1.0,-0.1809365153312683,-0.1170695424079895,-0.030507028102874756,0.02295464277267456,0.04818594455718994,0.0831291049897069,0.007254190765611215
counterfactual_0005_06,sentinel1,VV,1.0,1.0,1.0,-3.407792091369629,-2.4604082107543945,-0.17380332946777344,2.088937759399414,3.0380868911743164,0.09322615429859818,0.0036270953828056074
counterfactual_0005_07,sentinel2,NDVI,1.0,1.0,1.0,-0.26247909665107727,-0.10776740312576294,0.004319310188293457,0.14284002780914307,0.21320956945419312,0.06048426624840702,0.012351730222527203
counterfactual_0005_07,sentinel1,VV,1.0,1.0,1.0,-3.824068069458008,-2.7481861114501953,-0.3899688720703125,1.9443273544311523,2.888199806213379,0.12106656210175473,0.007254190765611215
counterfactual_0005_08,sentinel2,NDVI,1.0,1.0,1.0,-0.22010046243667603,-0.13094133138656616,-0.03282231092453003,0.11208957433700562,0.2432316541671753,0.10508773649642192,0.014312322321341045
counterfactual_0005_08,sentinel1,VV,1.0,1.0,1.0,-3.5524325370788574,-2.465548038482666,-0.15425634384155273,2.1161699295043945,3.0642905235290527,0.09567689442211548,0.0027448289383393784
counterfactual_0005_09,sentinel2,NDVI,0.9900990099009901,0.9900990099009901,0.9900990099009901,-0.20227088212966918,-0.09313337504863739,0.007844209671020508,0.11444446146488174,0.20485760450363177,0.044356435643564354,0.01089108910891089
counterfactual_0005_09,sentinel1,VV,0.9900990099009901,0.9900990099009901,0.9900990099009901,-3.6327370834350585,-2.6141067266464235,-0.35048508644104004,1.9768962621688841,2.935544772148136,0.11376237623762377,0.0048514851485148515
counterfactual_0005_10,sentinel2,NDVI,0.9900990099009901,0.9900990099009901,0.9900990099009901,-0.19155804961919784,-0.12011206150054932,-0.030418306589126587,0.03137972354888912,0.07583800852298742,0.09455445544554456,0.008514851485148515
counterfactual_0005_10,sentinel1,VV,0.9900990099009901,0.9900990099009901,0.9900990099009901,-3.5847096395492555,-2.610021066665649,-0.3257761001586914,1.9773358821868896,2.997500143051149,0.11633663366336634,0.004653465346534653
counterfactual_0006_01,sentinel2,NDVI,1.0,1.0,1.0,-0.30106645822525024,-0.24386954307556152,-0.10658013820648193,0.04650339484214783,0.09391573071479797,0.533281050877365,0.12988922654641702
counterfactual_0006_01,sentinel1,VV,1.0,0.9996078815802373,0.9996078815802373,-5.854837703704834,-3.868284797668457,0.03878307342529297,3.8713764190673783,5.688374977111805,0.1916249877414926,0.04658232813572619
counterfactual_0006_02,sentinel2,NDVI,1.0,1.0,1.0,-0.2757072448730469,-0.20933103561401367,-0.11232483386993408,-0.011556148529052734,0.025403380393981934,0.5929810802862464,0.06656210175472993
counterfactual_0006_02,sentinel1,VV,1.0,1.0,1.0,-5.462447166442871,-3.7756452560424805,0.07904624938964844,3.673100471496582,5.114246368408203,0.1807665915106362,0.043034996568963826
counterfactual_0006_03,sentinel2,NDVI,1.0,1.0,1.0,-0.29334378242492676,-0.22382420301437378,-0.10453957319259644,-0.0279771089553833,0.020782053470611572,0.5340652877168905,0.08116851289089305
counterfactual_0006_03,sentinel1,VV,1.0,1.0,1.0,-5.223057746887207,-3.6937103271484375,0.05251312255859375,3.5966765880584717,5.005123615264893,0.18017841388099207,0.03803548671698853
counterfactual_0006_04,sentinel2,NDVI,1.0,1.0,1.0,-0.3020063638687134,-0.2309625744819641,-0.12682020664215088,0.11306178569793701,0.21672314405441284,0.6892461523380061,0.10391138123713362
counterfactual_0006_04,sentinel1,VV,1.0,0.9997059111851779,0.9997059111851779,-5.536087970733643,-3.7212350845336912,0.04205775260925293,3.6580486774444574,5.173360095024111,0.17944695038242792,0.040105903118258485
counterfactual_0006_05,sentinel2,NDVI,1.0,1.0,1.0,-0.29775798320770264,-0.2286301851272583,-0.0950658917427063,-0.017843127250671387,0.05662184953689575,0.4668169787275757,0.0842074306440545
counterfactual_0006_05,sentinel1,VV,1.0,1.0,1.0,-5.298838138580322,-3.702971935272217,0.050168514251708984,3.4432623386383057,4.73180627822876,0.1819429467699245,0.03823154592686991
counterfactual_0006_06,sentinel2,NDVI,1.0,1.0,1.0,-0.2587842345237732,-0.19574707746505737,-0.10052204132080078,0.017827272415161133,0.21599030494689941,0.5032839917655132,0.042838937359082445
counterfactual_0006_06,sentinel1,VV,1.0,1.0,1.0,-5.442687034606934,-3.840848445892334,0.001384735107421875,3.7047834396362305,5.073477268218994,0.19998039407901186,0.0421527301244976
counterfactual_0006_07,sentinel2,NDVI,1.0,1.0,1.0,-0.292774498462677,-0.22911638021469116,-0.12292015552520752,-0.02862715721130371,0.027058005332946777,0.6867954122144888,0.08881482207626704
counterfactual_0006_07,sentinel1,VV,1.0,1.0,1.0,-5.395228385925293,-3.654911994934082,0.18201255798339844,3.8313140869140625,5.311322212219238,0.17419860797960984,0.03607489461817469
counterfactual_0006_08,sentinel2,NDVI,1.0,1.0,1.0,-0.29620039463043213,-0.23277604579925537,-0.11309826374053955,-0.035340309143066406,0.0014244914054870605,0.6091559651014606,0.10322517400254877
counterfactual_0006_08,sentinel1,VV,1.0,1.0,1.0,-5.328366279602051,-3.506743907928467,0.1482076644897461,3.5684242248535156,4.994158744812012,0.16312126262131163,0.03440839133418292
counterfactual_0006_09,sentinel2,NDVI,1.0,1.0,1.0,-0.31788206100463867,-0.272491455078125,-0.1280115246772766,-0.01330864429473877,0.060938119888305664,0.6368003136947358,0.22389961768454072
counterfactual_0006_09,sentinel1,VV,1.0,0.9999019703950593,0.9999019703950593,-5.343258485794068,-3.3923036098480224,0.5593962669372559,4.230839729309082,5.752484450340271,0.14127450980392156,0.030882352941176472
counterfactual_0006_10,sentinel2,NDVI,1.0,1.0,1.0,-0.3672279119491577,-0.3162822723388672,-0.14117896556854248,0.15131449699401855,0.2215348482131958,0.6264091755710225,0.3176159200078424
counterfactual_0006_10,sentinel1,VV,1.0,0.9993137927654152,0.9993137927654152,-5.566251173019409,-3.6904305458068847,0.2935934066772461,4.04554479122162,5.574259543418884,0.1667647635864234,0.03786541102609378
counterfactual_0007_01,sentinel2,NDVI,1.0,1.0,1.0,-0.17650669813156128,-0.08316487073898315,-0.012699246406555176,0.07426279783248901,0.13222450017929077,0.03725124987746299,0.006273894716204293
counterfactual_0007_01,sentinel1,VV,1.0,1.0,1.0,-3.4637889862060547,-2.4477176666259766,-0.14306068420410156,2.048849105834961,2.961550235748291,0.0903832957553181,0.004019213802568375
counterfactual_0007_02,sentinel2,NDVI,1.0,1.0,1.0,-0.19232702255249023,-0.15409040451049805,-0.057559967041015625,0.015456616878509521,0.04732388257980347,0.23331045975884718,0.007058131555729831
counterfactual_0007_02,sentinel1,VV,1.0,1.0,1.0,-4.286605358123779,-3.141630172729492,-0.3073148727416992,2.5250768661499023,3.62864351272583,0.1586119007940398,0.014900499950985198
counterfactual_0007_03,sentinel2,NDVI,1.0,1.0,1.0,-0.2111545205116272,-0.174748957157135,-0.07813394069671631,0.013128161430358887,0.08944904804229736,0.3569257915890599,0.01686109204979904
counterfactual_0007_03,sentinel1,VV,1.0,1.0,1.0,-4.415277481079102,-3.018669605255127,-0.21738433837890625,2.585831642150879,3.5827693939208984,0.14400548965787668,0.01774335849426527
counterfactual_0007_04,sentinel2,NDVI,1.0,1.0,1.0,-0.12423425912857056,-0.09272193908691406,-0.030400633811950684,0.0266573429107666,0.0665045976638794,0.03519262817370846,0.0
counterfactual_0007_04,sentinel1,VV,1.0,1.0,1.0,-4.433051109313965,-3.330355644226074,-0.5806827545166016,2.221858501434326,3.450185775756836,0.19605920988138417,0.02019409861778257
counterfactual_0007_05,sentinel2,NDVI,1.0,1.0,1.0,-0.22252225875854492,-0.1644972562789917,0.015693306922912598,0.3795699179172516,0.41823142766952515,0.1611606705224978,0.019900009802960493
counterfactual_0007_05,sentinel1,VV,1.0,1.0,1.0,-3.219200611114502,-2.190206527709961,0.23910999298095703,2.702519416809082,3.8548097610473633,0.06332712479168709,0.003333006567983531
counterfactual_0007_06,sentinel2,NDVI,1.0,1.0,1.0,-0.33945387601852417,-0.2460569143295288,-0.035239338874816895,0.015207290649414062,0.04731649160385132,0.22654641701793943,0.08146260170571512
counterfactual_0007_06,sentinel1,VV,1.0,1.0,1.0,-3.7807416915893555,-2.653872489929199,-0.2661752700805664,2.2555713653564453,3.3238792419433594,0.1164591706695422,0.007156161160670522
counterfactual_0007_07,sentinel2,NDVI,1.0,1.0,1.0,-0.13503986597061157,-0.08995574712753296,-0.021094202995300293,0.03641289472579956,0.07102161645889282,0.034114302519360845,0.0012743848642289971
counterfactual_0007_07,sentinel1,VV,1.0,1.0,1.0,-4.437171936035156,-3.2513046264648438,-0.4406466484069824,2.338362693786621,3.481626510620117,0.1759631408685423,0.019115772963434956
counterfactual_0007_08,sentinel2,NDVI,1.0,1.0,1.0,-0.22687643766403198,-0.14140713214874268,-0.02069389820098877,0.027920067310333252,0.052289366722106934,0.10744044701499852,0.01548867758062935
counterfactual_0007_08,sentinel1,VV,1.0,1.0,1.0,-4.483355522155762,-3.2720298767089844,-0.4250984191894531,2.320352554321289,3.4629485607147217,0.1845897461033232,0.019801980198019802
counterfactual_0007_09,sentinel2,NDVI,1.0,1.0,1.0,-0.26356878876686096,-0.09036117792129517,-0.001771390438079834,0.08755826950073242,0.1357709765434265,0.043034996568963826,0.015390647975688659
counterfactual_0007_09,sentinel1,VV,1.0,1.0,1.0,-3.3361215591430664,-2.372551918029785,-0.13136577606201172,2.1399765014648438,3.087582588195801,0.08714831879227526,0.002254680913635918
counterfactual_0007_10,sentinel2,NDVI,1.0,1.0,1.0,-0.18489301204681396,-0.15214568376541138,-0.059963107109069824,0.022094905376434326,0.05826866626739502,0.23860405842564456,0.004509361827271836
counterfactual_0007_10,sentinel1,VV,1.0,1.0,1.0,-4.60538387298584,-3.2966256141662598,-0.38514041900634766,2.5175094604492188,3.8823976516723633,0.17635525928830506,0.021958631506715027
counterfactual_0008_01,sentinel2,NDVI,0.9999019703950593,0.9999019703950593,0.9999019703950593,-0.15092392772436142,-0.10947663486003875,-0.03397774696350098,0.034223634004592766,0.13189872860908577,0.07166666666666667,0.000980392156862745
counterfactual_0008_01,sentinel1,VV,0.9999019703950593,0.9999019703950593,0.9999019703950593,-3.6248679494857785,-2.608336758613586,-0.3101844787597656,1.9363091945648183,2.826125755310059,0.11509803921568627,0.003823529411764706
counterfactual_0008_02,sentinel2,NDVI,1.0,1.0,1.0,-0.24054187536239624,-0.12417793273925781,-0.021187245845794678,0.10807007551193237,0.1796465516090393,0.08705028918733458,0.01460641113616312
counterfactual_0008_02,sentinel1,VV,1.0,1.0,1.0,-3.8397860527038574,-2.5395755767822266,-0.06408023834228516,2.4377708435058594,3.610668182373047,0.09685324968140378,0.008136457210077443
counterfactual_0008_03,sentinel2,NDVI,1.0,1.0,1.0,-0.13376235961914062,-0.09842437505722046,-0.029305875301361084,0.02118206024169922,0.04709428548812866,0.04607391432212528,0.0007842368395255367
counterfactual_0008_03,sentinel1,VV,1.0,1.0,1.0,-3.608213424682617,-2.594081401824951,-0.2675437927246094,1.9849729537963867,2.879582405090332,0.10959709832369376,0.0050975394569159884
counterfactual_0008_04,sentinel2,NDVI,1.0,1.0,1.0,-0.17234468460083008,-0.08408480882644653,0.05894571542739868,0.2716612219810486,0.35122042894363403,0.03519262817370846,0.006077835506322909
counterfactual_0008_04,sentinel1,VV,1.0,1.0,1.0,-3.175673484802246,-2.1254920959472656,0.1836566925048828,2.564554214477539,3.5495433807373047,0.06058229585334771,0.0027448289383393784
counterfactual_0008_05,sentinel2,NDVI,1.0,1.0,1.0,-0.268149733543396,-0.1575222611427307,0.03054225444793701,0.2725653052330017,0.31139206886291504,0.12371336143515342,0.02333104597588472
counterfactual_0008_05,sentinel1,VV,1.0,1.0,1.0,-3.388568878173828,-2.260390281677246,0.21589183807373047,2.800262451171875,4.06842565536499,0.07165964121164592,0.004411332222331144
counterfactual_0008_06,sentinel2,NDVI,1.0,1.0,1.0,-0.3255099058151245,-0.24263054132461548,-0.044760823249816895,0.25378334522247314,0.3247675895690918,0.3309479462797765,0.09675522007646309
counterfactual_0008_06,sentinel1,VV,1.0,1.0,1.0,-3.663834571838379,-2.4935998916625977,0.2398214340209961,3.213438034057617,4.833591461181641,0.08714831879227526,0.0050975394569159884
counterfactual_0008_07,sentinel2,NDVI,1.0,1.0,1.0,-0.45242494344711304,-0.2509131133556366,-0.03798258304595947,0.21355658769607544,0.2776287794113159,0.24360356827761984,0.08254092736006274
counterfactual_0008_07,sentinel1,VV,1.0,1.0,1.0,-3.901299476623535,-2.635221481323242,-0.001415252685546875,2.675189971923828,4.3827924728393555,0.09969610822468386,0.008234486815018136
counterfactual_0008_08,sentinel2,NDVI,1.0,1.0,1.0,-0.1585208773612976,-0.11616981029510498,-0.020696520805358887,0.33209261298179626,0.3845152258872986,0.08352122340946966,0.00235271051857661
counterfactual_0008_08,sentinel1,VV,1.0,1.0,1.0,-3.4656944274902344,-2.517123222351074,-0.19376659393310547,2.232466697692871,3.287764549255371,0.10332320360748946,0.003921184197627684
counterfactual_0008_09,sentinel2,NDVI,1.0,1.0,1.0,-0.25562894344329834,-0.20238417387008667,-0.06287741661071777,0.026232242584228516,0.06658804416656494,0.31791000882266446,0.052837957063033035
counterfactual_0008_09,sentinel1,VV,1.0,1.0,1.0,-3.329315185546875,-2.3298206329345703,-0.02138996124267578,2.2229416370391846,3.1970081329345703,0.07675718066856191,0.0027448289383393784
counterfactual_0008_10,sentinel2,NDVI,1.0,1.0,1.0,-0.20290184020996094,-0.14867788553237915,-0.02437770366668701,0.16705042123794556,0.22847560048103333,0.1635133810410744,0.011175374963238898
counterfactual_0008_10,sentinel1,VV,1.0,1.0,1.0,-3.229581356048584,-2.2002220153808594,0.13624095916748047,2.501211166381836,3.5884647369384766,0.06734633859425547,0.0026467993333986863
counterfactual_0009_01,sentinel2,NDVI,1.0,1.0,1.0,-0.14590656757354736,-0.100486159324646,-0.0008444786071777344,0.1391216516494751,0.1726793646812439,0.05107342417410058,0.0012743848642289971
counterfactual_0009_01,sentinel1,VV,1.0,1.0,1.0,-3.5621957778930664,-2.482607841491699,-0.17604637145996094,2.2037620544433594,3.1993050575256348,0.09655916086658171,0.004509361827271836
counterfactual_0009_02,sentinel2,NDVI,1.0,1.0,1.0,-0.16424936056137085,-0.12359976768493652,-0.024249911308288574,0.08890849351882935,0.1397695541381836,0.09950004901480247,0.0028428585432800704
counterfactual_0009_02,sentinel1,VV,1.0,1.0,1.0,-3.515054702758789,-2.517620086669922,-0.14466238021850586,2.312718391418457,3.2916946411132812,0.09567689442211548,0.00421527301244976
counterfactual_0009_03,sentinel2,NDVI,1.0,1.0,1.0,-0.18303942680358887,-0.1296585202217102,-0.022824525833129883,0.06848227977752686,0.1696966290473938,0.10508773649642192,0.005391628271738065
counterfactual_0009_03,sentinel1,VV,1.0,1.0,1.0,-3.6733932495117188,-2.5788755416870117,-0.3056483268737793,1.975062370300293,2.9594154357910156,0.1091069502989903,0.005783746691500833
counterfactual_0009_04,sentinel2,NDVI,0.9980394079011862,1.0,0.9980394079011862,-0.23074836730957032,-0.16742807626724243,-0.039880990982055664,0.1098363995552063,0.22018435001373352,0.21245457224241235,0.02308221196346135
counterfactual_0009_04,sentinel1,VV,1.0,1.0,1.0,-3.5551605224609375,-2.418755531311035,-0.06797504425048828,2.360501289367676,3.297882080078125,0.08940299970591119,0.00421527301244976
counterfactual_0009_05,sentinel2,NDVI,1.0,1.0,1.0,-0.11071747541427612,-0.07754260301589966,-0.017563998699188232,0.03252631425857544,0.13977903127670288,0.01833153612390942,0.00029408881482207626
counterfactual_0009_05,sentinel1,VV,1.0,1.0,1.0,-3.6231307983398438,-2.686695098876953,-0.45042896270751953,1.8505067825317383,2.7641983032226562,0.12988922654641702,0.0050975394569159884
counterfactual_0009_06,sentinel2,NDVI,1.0,1.0,1.0,-0.25435805320739746,-0.1867762804031372,-0.07578754425048828,0.019348084926605225,0.07223761081695557,0.34584844623076166,0.034898539358886385
counterfactual_0009_06,sentinel1,VV,1.0,1.0,1.0,-3.6821160316467285,-2.5998172760009766,-0.09087276458740234,2.440143585205078,3.617349624633789,0.09822566415057347,0.006371924321144986
counterfactual_0009_07,sentinel2,NDVI,0.9900990099009901,0.9900990099009901,0.9900990099009901,-0.12867891132831574,-0.0901185154914856,-0.007348150014877319,0.1047327697277069,0.18292744636535646,0.03445544554455446,0.0004950495049504951
counterfactual_0009_07,sentinel1,VV,0.9900990099009901,0.9900990099009901,0.9900990099009901,-3.627017593383789,-2.70309796333313,-0.36918091773986816,2.043904113769531,3.0348826408386245,0.12198019801980198,0.0049504950495049506
counterfactual_0009_08,sentinel2,NDVI,1.0,1.0,1.0,-0.13634401559829712,-0.10399866104125977,-0.032634735107421875,0.09735262393951416,0.1632639765739441,0.05999411822370356,0.00039211841976276833
counterfactual_0009_08,sentinel1,VV,1.0,1.0,1.0,-3.654825210571289,-2.5796680450439453,-0.21604442596435547,2.0647926330566406,3.0322790145874023,0.1127340456817959,0.005685717086560141
counterfactual_0009_09,sentinel2,NDVI,1.0,1.0,1.0,-0.14354664087295532,-0.05980789661407471,0.05671972036361694,0.20758306980133057,0.2603580951690674,0.02019409861778257,0.0026467993333986863
counterfactual_0009_09,sentinel1,VV,1.0,1.0,1.0,-3.608670234680176,-2.65659236907959,-0.2722949981689453,2.0314197540283203,2.976156234741211,0.11596902264483874,0.005195569061856681
counterfactual_0009_10,sentinel2,NDVI,0.9900990099009901,0.9900990099009901,0.9900990099009901,-0.15051799297332763,-0.10760595798492431,-0.02820727229118347,0.016135010123252864,0.04798984169960026,0.06396039603960396,0.0009900990099009901
counterfactual_0009_10,sentinel1,VV,0.9900990099009901,0.9900990099009901,0.9900990099009901,-3.6306287670135498,-2.6457647323608398,-0.31850194931030273,2.0045074224472037,3.06082332611084,0.11633663366336634,0.005544554455445544
counterfactual_0010_01,sentinel2,NDVI,1.0,1.0,1.0,-0.21607613563537598,-0.1192585825920105,-0.006571054458618164,0.2670942544937134,0.3373796045780182,0.07744338790314675,0.012939907852171357
counterfactual_0010_01,sentinel1,VV,1.0,1.0,1.0,-3.4089431762695312,-2.441542625427246,-0.0937662124633789,2.260560989379883,3.388333320617676,0.09136359180472503,0.0035290657778649153
counterfactual_0010_02,sentinel2,NDVI,0.9900990099009901,0.9900990099009901,0.9900990099009901,-0.10926045596599579,-0.06799888014793395,0.005983889102935791,0.115986131131649,0.28331175029277866,0.015544554455445544,0.0007920792079207921
counterfactual_0010_02,sentinel1,VV,0.9900990099009901,0.9900990099009901,0.9900990099009901,-3.383831329345703,-2.52919454574585,-0.25887274742126465,2.0954864978790257,3.0932939910888675,0.10504950495049505,0.003267326732673267
counterfactual_0010_03,sentinel2,NDVI,1.0,1.0,1.0,-0.13113170862197876,-0.0934450626373291,-0.014385342597961426,0.24679303169250488,0.3047468662261963,0.03872169395157338,0.00039211841976276833
counterfactual_0010_03,sentinel1,VV,1.0,1.0,1.0,-3.3837976455688477,-2.379323959350586,-0.08217811584472656,2.1647825241088867,3.1001482009887695,0.08518772669346142,0.0026467993333986863
counterfactual_0010_04,sentinel2,NDVI,1.0,1.0,1.0,-0.223954975605011,-0.16520893573760986,-0.044958293437957764,0.06765568256378174,0.13725817203521729,0.215861190079404,0.019801980198019802
counterfactual_0010_04,sentinel1,VV,1.0,1.0,1.0,-3.415109634399414,-2.3474903106689453,-0.042233943939208984,2.1878275871276855,3.062532424926758,0.0794039800019606,0.003333006567983531
counterfactual_0010_05,sentinel2,NDVI,1.0,1.0,1.0,-0.13731271028518677,-0.1049765944480896,-0.03278309106826782,0.02544844150543213,0.06178474426269531,0.05999411822370356,0.0005881776296441525
counterfactual_0010_05,sentinel1,VV,1.0,1.0,1.0,-3.5896730422973633,-2.628312110900879,-0.2912931442260742,2.016263961791992,2.9328207969665527,0.11724340750906774,0.004313302617390452
counterfactual_0010_06,sentinel2,NDVI,1.0,1.0,1.0,-0.2620552182197571,-0.17164337635040283,-0.02969890832901001,0.15958523750305176,0.2752484679222107,0.1545926869914714,0.03156553279090285
counterfactual_0010_06,sentinel1,VV,1.0,1.0,1.0,-3.431340217590332,-2.422478675842285,-0.05884361267089844,2.301823616027832,3.394062042236328,0.08685422997745319,0.0030389177531614546
counterfactual_0010_07,sentinel2,NDVI,1.0,1.0,1.0,-0.22987008094787598,-0.17315244674682617,-0.040683865547180176,0.11551487445831299,0.22972190380096436,0.23478090383295755,0.023625134790706794
counterfactual_0010_07,sentinel1,VV,1.0,1.0,1.0,-3.518542766571045,-2.4577889442443848,-0.06320571899414062,2.4570255279541016,3.7321557998657227,0.0929320654837761,0.004019213802568375
counterfactual_0010_08,sentinel2,NDVI,1.0,1.0,1.0,-0.2695314884185791,-0.21329432725906372,-0.04057490825653076,0.08690780401229858,0.14310652017593384,0.2912459562787962,0.06754239780413684
counterfactual_0010_08,sentinel1,VV,1.0,1.0,1.0,-3.456758499145508,-2.3391246795654297,0.02812480926513672,2.371522903442383,3.3111257553100586,0.07665915106362121,0.005293598666797373
counterfactual_0010_09,sentinel2,NDVI,1.0,1.0,1.0,-0.2181030511856079,-0.1410229206085205,0.005441546440124512,0.2520545721054077,0.4192761182785034,0.12312518380550927,0.013822174296637584
counterfactual_0010_09,sentinel1,VV,1.0,1.0,1.0,-3.3319807052612305,-2.23476505279541,-0.015353202819824219,2.257333755493164,3.215817451477051,0.06989510832271346,0.0034310361729242233
counterfactual_0010_10,sentinel2,NDVI,1.0,1.0,1.0,-0.231134831905365,-0.176585853099823,-0.0324094295501709,0.16048848628997803,0.3477201461791992,0.24115282815410255,0.02578178609940202
counterfactual_0010_10,sentinel1,VV,1.0,1.0,1.0,-3.29421329498291,-2.343149185180664,0.10119152069091797,2.459444046020508,3.4276914596557617,0.07695323987844328,0.0017645328889324577
counterfactual_0011_01,sentinel2,NDVI,1.0,1.0,1.0,-0.17043662071228027,-0.11817651987075806,0.013737142086029053,0.18885183334350586,0.27588343620300293,0.08126654249583375,0.0034310361729242233
counterfactual_0011_01,sentinel1,VV,1.0,1.0,1.0,-3.527395248413086,-2.464920997619629,-0.1322793960571289,2.1589255332946777,3.001476287841797,0.09352024311342025,0.0037251249877462995
counterfactual_0011_02,sentinel2,NDVI,1.0,1.0,1.0,-0.2186548113822937,-0.14643597602844238,-0.0280570387840271,0.03903388977050781,0.11818450689315796,0.12498774629938242,0.0173512400745025
counterfactual_0011_02,sentinel1,VV,1.0,1.0,1.0,-3.5457468032836914,-2.562293529510498,-0.21906661987304688,2.0998802185058594,3.183903217315674,0.10528379570630331,0.004803450642093913
counterfactual_0011_03,sentinel2,NDVI,0.9900990099009901,0.9900990099009901,0.9900990099009901,-0.2673578321933746,-0.19611146450042724,-0.06525477766990662,0.10277913212776159,0.19990983545780192,0.31752475247524753,0.045247524752475246
counterfactual_0011_03,sentinel1,VV,0.9900990099009901,0.9900990099009901,0.9900990099009901,-3.376890630722046,-2.3981459856033323,0.03126668930053711,2.404672384262083,3.435848140716553,0.0807920792079208,0.0030693069306930694
counterfactual_0011_04,sentinel2,NDVI,1.0,1.0,1.0,-0.27145063877105713,-0.12240076065063477,-0.011615991592407227,0.09668442606925964,0.264560341835022,0.06244485834722086,0.030193118321733162
counterfactual_0011_04,sentinel1,VV,1.0,1.0,1.0,-3.5885801315307617,-2.5505781173706055,-0.15525245666503906,2.1917028427124023,3.2391538619995117,0.10371532202725223,0.00470542103715322
counterfactual_0011_05,sentinel2,NDVI,1.0,1.0,1.0,-0.2586311101913452,-0.19310343265533447,-0.06376099586486816,0.08791792392730713,0.24189776182174683,0.32055680815606313,0.042446818939319675
counterfactual_0011_05,sentinel1,VV,1.0,1.0,1.0,-3.552375316619873,-2.53021240234375,-0.14960002899169922,2.1554269790649414,3.105401039123535,0.09724536810116655,0.00470542103715322
counterfactual_0011_06,sentinel2,NDVI,1.0,1.0,1.0,-0.31458425521850586,-0.24970155954360962,-0.046201229095458984,0.044322967529296875,0.09643304347991943,0.20762670326438584,0.07950200960690128
counterfactual_0011_06,sentinel1,VV,1.0,1.0,1.0,-3.657212734222412,-2.5405149459838867,-0.18015193939208984,2.114809036254883,3.007659912109375,0.10048034506420939,0.005391628271738065
counterfactual_0011_07,sentinel2,NDVI,1.0,1.0,1.0,-0.23946601152420044,-0.19077026844024658,-0.09609103202819824,-0.01910942792892456,0.0028185248374938965,0.4751494951475346,0.036957161062640916
counterfactual_0011_07,sentinel1,VV,1.0,1.0,1.0,-3.8633980751037598,-2.8523917198181152,-0.4786405563354492,2.2053656578063965,4.0366716384887695,0.1496912067444368,0.008332516419958828
counterfactual_0011_08,sentinel2,NDVI,1.0,1.0,1.0,-0.1438208818435669,-0.09446346759796143,-0.003016233444213867,0.17059236764907837,0.3739255666732788,0.039996078815802374,0.002058621703754534
counterfactual_0011_08,sentinel1,VV,1.0,1.0,1.0,-3.4561262130737305,-2.596424102783203,-0.30144166946411133,1.9929070472717285,3.1111221313476562,0.11204783844721106,0.0036270953828056074
counterfactual_0011_09,sentinel2,NDVI,1.0,1.0,1.0,-0.5930845141410828,-0.26653093099594116,-0.04193025827407837,0.17380833625793457,0.3232691287994385,0.26301343005587685,0.07273796686599353
counterfactual_0011_09,sentinel1,VV,1.0,1.0,1.0,-3.5452518463134766,-2.505840301513672,-0.11328983306884766,2.2745847702026367,3.315324306488037,0.09018723654543673,0.004803450642093913
counterfactual_0011_10,sentinel2,NDVI,1.0,1.0,1.0,-0.2008901834487915,-0.14202851057052612,-0.020151913166046143,0.09322816133499146,0.3081439137458801,0.13106558180570532,0.010489167728654054
counterfactual_0011_10,sentinel1,VV,1.0,1.0,1.0,-3.2959628105163574,-2.40468430519104,-0.10474777221679688,2.1494102478027344,3.0745067596435547,0.08577590432310558,0.001960592098813842
counterfactual_0012_01,sentinel2,NDVI,1.0,1.0,1.0,-0.20980620384216309,-0.14089548587799072,-0.030437469482421875,0.020236313343048096,0.045908212661743164,0.11959611802764435,0.012057641407705127
counterfactual_0012_01,sentinel1,VV,1.0,1.0,1.0,-3.474959373474121,-2.434335708618164,-0.13437461853027344,2.22867488861084,3.259950637817383,0.08989314773061464,0.004803450642093913
counterfactual_0012_02,sentinel2,NDVI,1.0,1.0,1.0,-0.2057783007621765,-0.1219298243522644,-0.0234450101852417,0.11664378643035889,0.24421799182891846,0.08891285168120773,0.01078325654347613
counterfactual_0012_02,sentinel1,VV,1.0,1.0,1.0,-3.636590003967285,-2.6346206665039062,-0.31531620025634766,1.9640684127807617,3.0057621002197266,0.11351828252132144,0.005587687481619449
