site_id,group,matched_treatment_site_id,control_rank,sensor,period_id,seq,half,period_start,period_end,has_latent,valid_pixel_fraction
counterfactual_0003_05,counterfactual,treatment_0003,5.0,sentinel2,after_P07,17,after,2024-12-20,2025-01-02,True,0.0
counterfactual_0003_05,counterfactual,treatment_0003,5.0,sentinel2,after_P08,18,after,2025-01-03,2025-01-16,True,0.1072443878051171
counterfactual_0003_05,counterfactual,treatment_0003,5.0,sentinel2,after_P09,19,after,2025-01-17,2025-01-30,True,1.0
counterfactual_0003_05,counterfactual,treatment_0003,5.0,sentinel2,after_P10,20,after,2025-01-31,2025-02-13,True,1.0
counterfactual_0004_01,counterfactual,treatment_0004,1.0,sentinel1,before_P01,1,before,2024-05-10,2024-05-23,True,0.99009900990099
counterfactual_0004_01,counterfactual,treatment_0004,1.0,sentinel1,before_P02,2,before,2024-05-24,2024-06-06,True,0.99009900990099
counterfactual_0004_01,counterfactual,treatment_0004,1.0,sentinel1,before_P03,3,before,2024-06-07,2024-06-20,True,0.99009900990099
counterfactual_0004_01,counterfactual,treatment_0004,1.0,sentinel1,before_P04,4,before,2024-06-21,2024-07-04,True,0.99009900990099
counterfactual_0004_01,counterfactual,treatment_0004,1.0,sentinel1,before_P05,5,before,2024-07-05,2024-07-18,True,0.99009900990099
counterfactual_0004_01,counterfactual,treatment_0004,1.0,sentinel1,before_P06,6,before,2024-07-19,2024-08-01,True,0.99009900990099
counterfactual_0004_01,counterfactual,treatment_0004,1.0,sentinel1,before_P07,7,before,2024-08-02,2024-08-15,True,0.99009900990099
counterfactual_0004_01,counterfactual,treatment_0004,1.0,sentinel1,before_P08,8,before,2024-08-16,2024-08-29,True,0.99009900990099
counterfactual_0004_01,counterfactual,treatment_0004,1.0,sentinel1,before_P09,9,before,2024-08-30,2024-09-12,True,0.99009900990099
counterfactual_0004_01,counterfactual,treatment_0004,1.0,sentinel1,before_P10,10,before,2024-09-13,2024-09-26,True,0.99009900990099
counterfactual_0004_01,counterfactual,treatment_0004,1.0,sentinel1,after_P01,11,after,2024-09-27,2024-10-10,True,0.99009900990099
counterfactual_0004_01,counterfactual,treatment_0004,1.0,sentinel1,after_P02,12,after,2024-10-11,2024-10-24,True,0.99009900990099
counterfactual_0004_01,counterfactual,treatment_0004,1.0,sentinel1,after_P03,13,after,2024-10-25,2024-11-07,True,0.99009900990099
counterfactual_0004_01,counterfactual,treatment_0004,1.0,sentinel1,after_P04,14,after,2024-11-08,2024-11-21,True,0.99009900990099
counterfactual_0004_01,counterfactual,treatment_0004,1.0,sentinel1,after_P05,15,after,2024-11-22,2024-12-05,True,0.99009900990099
counterfactual_0004_01,counterfactual,treatment_0004,1.0,sentinel1,after_P06,16,after,2024-12-06,2024-12-19,True,0.99009900990099
counterfactual_0004_01,counterfactual,treatment_0004,1.0,sentinel1,after_P07,17,after,2024-12-20,2025-01-02,True,0.99009900990099
counterfactual_0004_01,counterfactual,treatment_0004,1.0,sentinel1,after_P08,18,after,2025-01-03,2025-01-16,True,0.99009900990099
counterfactual_0004_01,counterfactual,treatment_0004,1.0,sentinel1,after_P09,19,after,2025-01-17,2025-01-30,True,0.99009900990099
counterfactual_0004_01,counterfactual,treatment_0004,1.0,sentinel1,after_P10,20,after,2025-01-31,2025-02-13,True,0.99009900990099
counterfactual_0004_01,counterfactual,treatment_0004,1.0,sentinel2,before_P01,1,before,2024-05-10,2024-05-23,True,0.261052837957063
counterfactual_0004_01,counterfactual,treatment_0004,1.0,sentinel2,before_P02,2,before,2024-05-24,2024-06-06,True,0.0277423781982158
counterfactual_0004_01,counterfactual,treatment_0004,1.0,sentinel2,before_P03,3,before,2024-06-07,2024-06-20,True,0.3270267620821488
counterfactual_0004_01,counterfactual,treatment_0004,1.0,sentinel2,before_P04,4,before,2024-06-21,2024-07-04,True,0.4791687089501029
counterfactual_0004_01,counterfactual,treatment_0004,1.0,sentinel2,before_P05,5,before,2024-07-05,2024-07-18,True,0.9891187138515832
counterfactual_0004_01,counterfactual,treatment_0004,1.0,sentinel2,before_P06,6,before,2024-07-19,2024-08-01,True,0.0
counterfactual_0004_01,counterfactual,treatment_0004,1.0,sentinel2,before_P07,7,before,2024-08-02,2024-08-15,True,0.3334967160082345
counterfactual_0004_01,counterfactual,treatment_0004,1.0,sentinel2,before_P08,8,before,2024-08-16,2024-08-29,True,0.7250269581413586
counterfactual_0004_01,counterfactual,treatment_0004,1.0,sentinel2,before_P09,9,before,2024-08-30,2024-09-12,True,0.9771591020488188
counterfactual_0004_01,counterfactual,treatment_0004,1.0,sentinel2,before_P10,10,before,2024-09-13,2024-09-26,True,0.99009900990099
counterfactual_0004_01,counterfactual,treatment_0004,1.0,sentinel2,after_P01,11,after,2024-09-27,2024-10-10,True,0.99009900990099
counterfactual_0004_01,counterfactual,treatment_0004,1.0,sentinel2,after_P02,12,after,2024-10-11,2024-10-24,True,0.99009900990099
counterfactual_0004_01,counterfactual,treatment_0004,1.0,sentinel2,after_P03,13,after,2024-10-25,2024-11-07,True,0.0262719341241054
counterfactual_0004_01,counterfactual,treatment_0004,1.0,sentinel2,after_P04,14,after,2024-11-08,2024-11-21,True,0.2688952063523184
counterfactual_0004_01,counterfactual,treatment_0004,1.0,sentinel2,after_P05,15,after,2024-11-22,2024-12-05,True,0.0
counterfactual_0004_01,counterfactual,treatment_0004,1.0,sentinel2,after_P06,16,after,2024-12-06,2024-12-19,True,0.9897068914812274
counterfactual_0004_01,counterfactual,treatment_0004,1.0,sentinel2,after_P07,17,after,2024-12-20,2025-01-02,True,0.009214782864425
counterfactual_0004_01,counterfactual,treatment_0004,1.0,sentinel2,after_P08,18,after,2025-01-03,2025-01-16,True,0.8047250269581414
counterfactual_0004_01,counterfactual,treatment_0004,1.0,sentinel2,after_P09,19,after,2025-01-17,2025-01-30,True,0.8005097539456916
counterfactual_0004_01,counterfactual,treatment_0004,1.0,sentinel2,after_P10,20,after,2025-01-31,2025-02-13,True,0.956376825801392
counterfactual_0004_02,counterfactual,treatment_0004,2.0,sentinel1,before_P01,1,before,2024-05-10,2024-05-23,True,1.0
counterfactual_0004_02,counterfactual,treatment_0004,2.0,sentinel1,before_P02,2,before,2024-05-24,2024-06-06,True,1.0
counterfactual_0004_02,counterfactual,treatment_0004,2.0,sentinel1,before_P03,3,before,2024-06-07,2024-06-20,True,1.0
counterfactual_0004_02,counterfactual,treatment_0004,2.0,sentinel1,before_P04,4,before,2024-06-21,2024-07-04,True,1.0
counterfactual_0004_02,counterfactual,treatment_0004,2.0,sentinel1,before_P05,5,before,2024-07-05,2024-07-18,True,1.0
counterfactual_0004_02,counterfactual,treatment_0004,2.0,sentinel1,before_P06,6,before,2024-07-19,2024-08-01,True,1.0
counterfactual_0004_02,counterfactual,treatment_0004,2.0,sentinel1,before_P07,7,before,2024-08-02,2024-08-15,True,1.0
counterfactual_0004_02,counterfactual,treatment_0004,2.0,sentinel1,before_P08,8,before,2024-08-16,2024-08-29,True,1.0
counterfactual_0004_02,counterfactual,treatment_0004,2.0,sentinel1,before_P09,9,before,2024-08-30,2024-09-12,True,1.0
counterfactual_0004_02,counterfactual,treatment_0004,2.0,sentinel1,before_P10,10,before,2024-09-13,2024-09-26,True,1.0
counterfactual_0004_02,counterfactual,treatment_0004,2.0,sentinel1,after_P01,11,after,2024-09-27,2024-10-10,True,1.0
counterfactual_0004_02,counterfactual,treatment_0004,2.0,sentinel1,after_P02,12,after,2024-10-11,2024-10-24,True,1.0
counterfactual_0004_02,counterfactual,treatment_0004,2.0,sentinel1,after_P03,13,after,2024-10-25,2024-11-07,True,1.0
counterfactual_0004_02,counterfactual,treatment_0004,2.0,sentinel1,after_P04,14,after,2024-11-08,2024-11-21,True,1.0
counterfactual_0004_02,counterfactual,treatment_0004,2.0,sentinel1,after_P05,15,after,2024-11-22,2024-12-05,True,1.0
counterfactual_0004_02,counterfactual,treatment_0004,2.0,sentinel1,after_P06,16,after,2024-12-06,2024-12-19,True,1.0
counterfactual_0004_02,counterfactual,treatment_0004,2.0,sentinel1,after_P07,17,after,2024-12-20,2025-01-02,True,1.0
counterfactual_0004_02,counterfactual,treatment_0004,2.0,sentinel1,after_P08,18,after,2025-01-03,2025-01-16,True,1.0
counterfactual_0004_02,counterfactual,treatment_0004,2.0,sentinel1,after_P09,19,after,2025-01-17,2025-01-30,True,1.0
counterfactual_0004_02,counterfactual,treatment_0004,2.0,sentinel1,after_P10,20,after,2025-01-31,2025-02-13,True,1.0
counterfactual_0004_02,counterfactual,treatment_0004,2.0,sentinel2,before_P01,1,before,2024-05-10,2024-05-23,True,0.8050191157729635
counterfactual_0004_02,counterfactual,treatment_0004,2.0,sentinel2,before_P02,2,before,2024-05-24,2024-06-06,True,0.0
counterfactual_0004_02,counterfactual,treatment_0004,2.0,sentinel2,before_P03,3,before,2024-06-07,2024-06-20,True,0.0
counterfactual_0004_02,counterfactual,treatment_0004,2.0,sentinel2,before_P04,4,before,2024-06-21,2024-07-04,True,0.5407313008528576
counterfactual_0004_02,counterfactual,treatment_0004,2.0,sentinel2,before_P05,5,before,2024-07-05,2024-07-18,True,0.6176845407313009
counterfactual_0004_02,counterfactual,treatment_0004,2.0,sentinel2,before_P06,6,before,2024-07-19,2024-08-01,True,0.0
counterfactual_0004_02,counterfactual,treatment_0004,2.0,sentinel2,before_P07,7,before,2024-08-02,2024-08-15,True,0.4656406234682874
counterfactual_0004_02,counterfactual,treatment_0004,2.0,sentinel2,before_P08,8,before,2024-08-16,2024-08-29,True,0.8823644740711695
counterfactual_0004_02,counterfactual,treatment_0004,2.0,sentinel2,before_P09,9,before,2024-08-30,2024-09-12,True,0.7359082442897755
counterfactual_0004_02,counterfactual,treatment_0004,2.0,sentinel2,before_P10,10,before,2024-09-13,2024-09-26,True,1.0
counterfactual_0004_02,counterfactual,treatment_0004,2.0,sentinel2,after_P01,11,after,2024-09-27,2024-10-10,True,1.0
counterfactual_0004_02,counterfactual,treatment_0004,2.0,sentinel2,after_P02,12,after,2024-10-11,2024-10-24,True,1.0
counterfactual_0004_02,counterfactual,treatment_0004,2.0,sentinel2,after_P03,13,after,2024-10-25,2024-11-07,True,0.0
counterfactual_0004_02,counterfactual,treatment_0004,2.0,sentinel2,after_P04,14,after,2024-11-08,2024-11-21,True,0.6592490932261543
counterfactual_0004_02,counterfactual,treatment_0004,2.0,sentinel2,after_P05,15,after,2024-11-22,2024-12-05,True,0.0
counterfactual_0004_02,counterfactual,treatment_0004,2.0,sentinel2,after_P06,16,after,2024-12-06,2024-12-19,True,0.9533379080482306
counterfactual_0004_02,counterfactual,treatment_0004,2.0,sentinel2,after_P07,17,after,2024-12-20,2025-01-02,True,0.1862562493873149
counterfactual_0004_02,counterfactual,treatment_0004,2.0,sentinel2,after_P08,18,after,2025-01-03,2025-01-16,True,0.3080090187236545
counterfactual_0004_02,counterfactual,treatment_0004,2.0,sentinel2,after_P09,19,after,2025-01-17,2025-01-30,True,1.0
counterfactual_0004_02,counterfactual,treatment_0004,2.0,sentinel2,after_P10,20,after,2025-01-31,2025-02-13,True,0.8713851583178119
counterfactual_0004_03,counterfactual,treatment_0004,3.0,sentinel1,before_P01,1,before,2024-05-10,2024-05-23,True,1.0
counterfactual_0004_03,counterfactual,treatment_0004,3.0,sentinel1,before_P02,2,before,2024-05-24,2024-06-06,True,1.0
counterfactual_0004_03,counterfactual,treatment_0004,3.0,sentinel1,before_P03,3,before,2024-06-07,2024-06-20,True,1.0
counterfactual_0004_03,counterfactual,treatment_0004,3.0,sentinel1,before_P04,4,before,2024-06-21,2024-07-04,True,1.0
counterfactual_0004_03,counterfactual,treatment_0004,3.0,sentinel1,before_P05,5,before,2024-07-05,2024-07-18,True,1.0
counterfactual_0004_03,counterfactual,treatment_0004,3.0,sentinel1,before_P06,6,before,2024-07-19,2024-08-01,True,1.0
counterfactual_0004_03,counterfactual,treatment_0004,3.0,sentinel1,before_P07,7,before,2024-08-02,2024-08-15,True,1.0
counterfactual_0004_03,counterfactual,treatment_0004,3.0,sentinel1,before_P08,8,before,2024-08-16,2024-08-29,True,1.0
counterfactual_0004_03,counterfactual,treatment_0004,3.0,sentinel1,before_P09,9,before,2024-08-30,2024-09-12,True,1.0
counterfactual_0004_03,counterfactual,treatment_0004,3.0,sentinel1,before_P10,10,before,2024-09-13,2024-09-26,True,1.0
counterfactual_0004_03,counterfactual,treatment_0004,3.0,sentinel1,after_P01,11,after,2024-09-27,2024-10-10,True,1.0
counterfactual_0004_03,counterfactual,treatment_0004,3.0,sentinel1,after_P02,12,after,2024-10-11,2024-10-24,True,1.0
counterfactual_0004_03,counterfactual,treatment_0004,3.0,sentinel1,after_P03,13,after,2024-10-25,2024-11-07,True,1.0
counterfactual_0004_03,counterfactual,treatment_0004,3.0,sentinel1,after_P04,14,after,2024-11-08,2024-11-21,True,1.0
counterfactual_0004_03,counterfactual,treatment_0004,3.0,sentinel1,after_P05,15,after,2024-11-22,2024-12-05,True,1.0
counterfactual_0004_03,counterfactual,treatment_0004,3.0,sentinel1,after_P06,16,after,2024-12-06,2024-12-19,True,1.0
counterfactual_0004_03,counterfactual,treatment_0004,3.0,sentinel1,after_P07,17,after,2024-12-20,2025-01-02,True,1.0
counterfactual_0004_03,counterfactual,treatment_0004,3.0,sentinel1,after_P08,18,after,2025-01-03,2025-01-16,True,1.0
counterfactual_0004_03,counterfactual,treatment_0004,3.0,sentinel1,after_P09,19,after,2025-01-17,2025-01-30,True,1.0
counterfactual_0004_03,counterfactual,treatment_0004,3.0,sentinel1,after_P10,20,after,2025-01-31,2025-02-13,True,1.0
counterfactual_0004_03,counterfactual,treatment_0004,3.0,sentinel2,before_P01,1,before,2024-05-10,2024-05-23,True,0.3782962454661308
counterfactual_0004_03,counterfactual,treatment_0004,3.0,sentinel2,before_P02,2,before,2024-05-24,2024-06-06,True,0.9231447897264974
counterfactual_0004_03,counterfactual,treatment_0004,3.0,sentinel2,before_P03,3,before,2024-06-07,2024-06-20,True,0.0
counterfactual_0004_03,counterfactual,treatment_0004,3.0,sentinel2,before_P04,4,before,2024-06-21,2024-07-04,True,0.2329183413390844
counterfactual_0004_03,counterfactual,treatment_0004,3.0,sentinel2,before_P05,5,before,2024-07-05,2024-07-18,True,0.8288403097735516
counterfactual_0004_03,counterfactual,treatment_0004,3.0,sentinel2,before_P06,6,before,2024-07-19,2024-08-01,True,0.0
counterfactual_0004_03,counterfactual,treatment_0004,3.0,sentinel2,before_P07,7,before,2024-08-02,2024-08-15,True,1.0
counterfactual_0004_03,counterfactual,treatment_0004,3.0,sentinel2,before_P08,8,before,2024-08-16,2024-08-29,True,1.0
counterfactual_0004_03,counterfactual,treatment_0004,3.0,sentinel2,before_P09,9,before,2024-08-30,2024-09-12,True,0.9193216351338104
counterfactual_0004_03,counterfactual,treatment_0004,3.0,sentinel2,before_P10,10,before,2024-09-13,2024-09-26,True,0.8281541025389668
counterfactual_0004_03,counterfactual,treatment_0004,3.0,sentinel2,after_P01,11,after,2024-09-27,2024-10-10,True,1.0
counterfactual_0004_03,counterfactual,treatment_0004,3.0,sentinel2,after_P02,12,after,2024-10-11,2024-10-24,True,1.0
counterfactual_0004_03,counterfactual,treatment_0004,3.0,sentinel2,after_P03,13,after,2024-10-25,2024-11-07,True,0.0
counterfactual_0004_03,counterfactual,treatment_0004,3.0,sentinel2,after_P04,14,after,2024-11-08,2024-11-21,True,0.0052935986667973
counterfactual_0004_03,counterfactual,treatment_0004,3.0,sentinel2,after_P05,15,after,2024-11-22,2024-12-05,False,
counterfactual_0004_03,counterfactual,treatment_0004,3.0,sentinel2,after_P06,16,after,2024-12-06,2024-12-19,True,0.8444270169591217
counterfactual_0004_03,counterfactual,treatment_0004,3.0,sentinel2,after_P07,17,after,2024-12-20,2025-01-02,True,0.0
counterfactual_0004_03,counterfactual,treatment_0004,3.0,sentinel2,after_P08,18,after,2025-01-03,2025-01-16,True,0.5142633075188707
counterfactual_0004_03,counterfactual,treatment_0004,3.0,sentinel2,after_P09,19,after,2025-01-17,2025-01-30,True,1.0
counterfactual_0004_03,counterfactual,treatment_0004,3.0,sentinel2,after_P10,20,after,2025-01-31,2025-02-13,True,1.0
counterfactual_0004_04,counterfactual,treatment_0004,4.0,sentinel1,before_P01,1,before,2024-05-10,2024-05-23,True,1.0
counterfactual_0004_04,counterfactual,treatment_0004,4.0,sentinel1,before_P02,2,before,2024-05-24,2024-06-06,True,1.0
counterfactual_0004_04,counterfactual,treatment_0004,4.0,sentinel1,before_P03,3,before,2024-06-07,2024-06-20,True,1.0
counterfactual_0004_04,counterfactual,treatment_0004,4.0,sentinel1,before_P04,4,before,2024-06-21,2024-07-04,True,1.0
counterfactual_0004_04,counterfactual,treatment_0004,4.0,sentinel1,before_P05,5,before,2024-07-05,2024-07-18,True,1.0
counterfactual_0004_04,counterfactual,treatment_0004,4.0,sentinel1,before_P06,6,before,2024-07-19,2024-08-01,True,1.0
counterfactual_0004_04,counterfactual,treatment_0004,4.0,sentinel1,before_P07,7,before,2024-08-02,2024-08-15,True,1.0
counterfactual_0004_04,counterfactual,treatment_0004,4.0,sentinel1,before_P08,8,before,2024-08-16,2024-08-29,True,1.0
counterfactual_0004_04,counterfactual,treatment_0004,4.0,sentinel1,before_P09,9,before,2024-08-30,2024-09-12,True,1.0
counterfactual_0004_04,counterfactual,treatment_0004,4.0,sentinel1,before_P10,10,before,2024-09-13,2024-09-26,True,1.0
counterfactual_0004_04,counterfactual,treatment_0004,4.0,sentinel1,after_P01,11,after,2024-09-27,2024-10-10,True,1.0
counterfactual_0004_04,counterfactual,treatment_0004,4.0,sentinel1,after_P02,12,after,2024-10-11,2024-10-24,True,1.0
counterfactual_0004_04,counterfactual,treatment_0004,4.0,sentinel1,after_P03,13,after,2024-10-25,2024-11-07,True,1.0
counterfactual_0004_04,counterfactual,treatment_0004,4.0,sentinel1,after_P04,14,after,2024-11-08,2024-11-21,True,1.0
counterfactual_0004_04,counterfactual,treatment_0004,4.0,sentinel1,after_P05,15,after,2024-11-22,2024-12-05,True,1.0
counterfactual_0004_04,counterfactual,treatment_0004,4.0,sentinel1,after_P06,16,after,2024-12-06,2024-12-19,True,1.0
counterfactual_0004_04,counterfactual,treatment_0004,4.0,sentinel1,after_P07,17,after,2024-12-20,2025-01-02,True,1.0
counterfactual_0004_04,counterfactual,treatment_0004,4.0,sentinel1,after_P08,18,after,2025-01-03,2025-01-16,True,1.0
counterfactual_0004_04,counterfactual,treatment_0004,4.0,sentinel1,after_P09,19,after,2025-01-17,2025-01-30,True,1.0
counterfactual_0004_04,counterfactual,treatment_0004,4.0,sentinel1,after_P10,20,after,2025-01-31,2025-02-13,True,1.0
counterfactual_0004_04,counterfactual,treatment_0004,4.0,sentinel2,before_P01,1,before,2024-05-10,2024-05-23,True,0.548867758062935
counterfactual_0004_04,counterfactual,treatment_0004,4.0,sentinel2,before_P02,2,before,2024-05-24,2024-06-06,True,0.9686305264189784
counterfactual_0004_04,counterfactual,treatment_0004,4.0,sentinel2,before_P03,3,before,2024-06-07,2024-06-20,True,0.0
counterfactual_0004_04,counterfactual,treatment_0004,4.0,sentinel2,before_P04,4,before,2024-06-21,2024-07-04,True,0.4637780609744142
counterfactual_0004_04,counterfactual,treatment_0004,4.0,sentinel2,before_P05,5,before,2024-07-05,2024-07-18,True,0.999411822370356
counterfactual_0004_04,counterfactual,treatment_0004,4.0,sentinel2,before_P06,6,before,2024-07-19,2024-08-01,True,0.3442799725517106
counterfactual_0004_04,counterfactual,treatment_0004,4.0,sentinel2,before_P07,7,before,2024-08-02,2024-08-15,True,0.5505342613469267
counterfactual_0004_04,counterfactual,treatment_0004,4.0,sentinel2,before_P08,8,before,2024-08-16,2024-08-29,True,0.9419664738751102
counterfactual_0004_04,counterfactual,treatment_0004,4.0,sentinel2,before_P09,9,before,2024-08-30,2024-09-12,True,0.1244975982746789
counterfactual_0004_04,counterfactual,treatment_0004,4.0,sentinel2,before_P10,10,before,2024-09-13,2024-09-26,True,0.9976472894814232
counterfactual_0004_04,counterfactual,treatment_0004,4.0,sentinel2,after_P01,11,after,2024-09-27,2024-10-10,True,1.0
counterfactual_0004_04,counterfactual,treatment_0004,4.0,sentinel2,after_P02,12,after,2024-10-11,2024-10-24,True,1.0
counterfactual_0004_04,counterfactual,treatment_0004,4.0,sentinel2,after_P03,13,after,2024-10-25,2024-11-07,True,0.0
counterfactual_0004_04,counterfactual,treatment_0004,4.0,sentinel2,after_P04,14,after,2024-11-08,2024-11-21,True,0.3918243309479463
counterfactual_0004_04,counterfactual,treatment_0004,4.0,sentinel2,after_P05,15,after,2024-11-22,2024-12-05,True,0.0
counterfactual_0004_04,counterfactual,treatment_0004,4.0,sentinel2,after_P06,16,after,2024-12-06,2024-12-19,True,0.0672483089893147
counterfactual_0004_04,counterfactual,treatment_0004,4.0,sentinel2,after_P07,17,after,2024-12-20,2025-01-02,True,0.0
counterfactual_0004_04,counterfactual,treatment_0004,4.0,sentinel2,after_P08,18,after,2025-01-03,2025-01-16,True,0.0423487893343789
counterfactual_0004_04,counterfactual,treatment_0004,4.0,sentinel2,after_P09,19,after,2025-01-17,2025-01-30,True,0.9707871777276738
counterfactual_0004_04,counterfactual,treatment_0004,4.0,sentinel2,after_P10,20,after,2025-01-31,2025-02-13,True,1.0
counterfactual_0004_05,counterfactual,treatment_0004,5.0,sentinel1,before_P01,1,before,2024-05-10,2024-05-23,True,0.9999019703950592
counterfactual_0004_05,counterfactual,treatment_0004,5.0,sentinel1,before_P02,2,before,2024-05-24,2024-06-06,True,0.9999019703950592
counterfactual_0004_05,counterfactual,treatment_0004,5.0,sentinel1,before_P03,3,before,2024-06-07,2024-06-20,True,0.9999019703950592
counterfactual_0004_05,counterfactual,treatment_0004,5.0,sentinel1,before_P04,4,before,2024-06-21,2024-07-04,True,0.9999019703950592
counterfactual_0004_05,counterfactual,treatment_0004,5.0,sentinel1,before_P05,5,before,2024-07-05,2024-07-18,True,0.9999019703950592
counterfactual_0004_05,counterfactual,treatment_0004,5.0,sentinel1,before_P06,6,before,2024-07-19,2024-08-01,True,0.9999019703950592
counterfactual_0004_05,counterfactual,treatment_0004,5.0,sentinel1,before_P07,7,before,2024-08-02,2024-08-15,True,0.9999019703950592
counterfactual_0004_05,counterfactual,treatment_0004,5.0,sentinel1,before_P08,8,before,2024-08-16,2024-08-29,True,0.9999019703950592
counterfactual_0004_05,counterfactual,treatment_0004,5.0,sentinel1,before_P09,9,before,2024-08-30,2024-09-12,True,0.9999019703950592
counterfactual_0004_05,counterfactual,treatment_0004,5.0,sentinel1,before_P10,10,before,2024-09-13,2024-09-26,True,0.9999019703950592
counterfactual_0004_05,counterfactual,treatment_0004,5.0,sentinel1,after_P01,11,after,2024-09-27,2024-10-10,True,0.9999019703950592
counterfactual_0004_05,counterfactual,treatment_0004,5.0,sentinel1,after_P02,12,after,2024-10-11,2024-10-24,True,0.9999019703950592
counterfactual_0004_05,counterfactual,treatment_0004,5.0,sentinel1,after_P03,13,after,2024-10-25,2024-11-07,True,0.9999019703950592
counterfactual_0004_05,counterfactual,treatment_0004,5.0,sentinel1,after_P04,14,after,2024-11-08,2024-11-21,True,0.9999019703950592
counterfactual_0004_05,counterfactual,treatment_0004,5.0,sentinel1,after_P05,15,after,2024-11-22,2024-12-05,True,0.9999019703950592
counterfactual_0004_05,counterfactual,treatment_0004,5.0,sentinel1,after_P06,16,after,2024-12-06,2024-12-19,True,0.9999019703950592
counterfactual_0004_05,counterfactual,treatment_0004,5.0,sentinel1,after_P07,17,after,2024-12-20,2025-01-02,True,0.9999019703950592
counterfactual_0004_05,counterfactual,treatment_0004,5.0,sentinel1,after_P08,18,after,2025-01-03,2025-01-16,True,0.9999019703950592
counterfactual_0004_05,counterfactual,treatment_0004,5.0,sentinel1,after_P09,19,after,2025-01-17,2025-01-30,True,0.9999019703950592
counterfactual_0004_05,counterfactual,treatment_0004,5.0,sentinel1,after_P10,20,after,2025-01-31,2025-02-13,True,0.9999019703950592
counterfactual_0004_05,counterfactual,treatment_0004,5.0,sentinel2,before_P01,1,before,2024-05-10,2024-05-23,True,0.0268601117537496
counterfactual_0004_05,counterfactual,treatment_0004,5.0,sentinel2,before_P02,2,before,2024-05-24,2024-06-06,True,0.046466032741888
counterfactual_0004_05,counterfactual,treatment_0004,5.0,sentinel2,before_P03,3,before,2024-06-07,2024-06-20,True,0.0
counterfactual_0004_05,counterfactual,treatment_0004,5.0,sentinel2,before_P04,4,before,2024-06-21,2024-07-04,True,0.711890991079306
counterfactual_0004_05,counterfactual,treatment_0004,5.0,sentinel2,before_P05,5,before,2024-07-05,2024-07-18,True,0.6314086854229978
counterfactual_0004_05,counterfactual,treatment_0004,5.0,sentinel2,before_P06,6,before,2024-07-19,2024-08-01,True,0.1223409469659837
counterfactual_0004_05,counterfactual,treatment_0004,5.0,sentinel2,before_P07,7,before,2024-08-02,2024-08-15,True,0.9012841878247232
counterfactual_0004_05,counterfactual,treatment_0004,5.0,sentinel2,before_P08,8,before,2024-08-16,2024-08-29,True,0.9999019703950592
counterfactual_0004_05,counterfactual,treatment_0004,5.0,sentinel2,before_P09,9,before,2024-08-30,2024-09-12,True,0.9615723948632487
counterfactual_0004_05,counterfactual,treatment_0004,5.0,sentinel2,before_P10,10,before,2024-09-13,2024-09-26,True,0.9999019703950592
counterfactual_0004_05,counterfactual,treatment_0004,5.0,sentinel2,after_P01,11,after,2024-09-27,2024-10-10,True,0.9999019703950592
counterfactual_0004_05,counterfactual,treatment_0004,5.0,sentinel2,after_P02,12,after,2024-10-11,2024-10-24,True,0.9999019703950592
counterfactual_0004_05,counterfactual,treatment_0004,5.0,sentinel2,after_P03,13,after,2024-10-25,2024-11-07,True,0.0121556710126458
counterfactual_0004_05,counterfactual,treatment_0004,5.0,sentinel2,after_P04,14,after,2024-11-08,2024-11-21,True,0.250563670228409
counterfactual_0004_05,counterfactual,treatment_0004,5.0,sentinel2,after_P05,15,after,2024-11-22,2024-12-05,True,0.0
counterfactual_0004_05,counterfactual,treatment_0004,5.0,sentinel2,after_P06,16,after,2024-12-06,2024-12-19,True,0.7263993726105283
counterfactual_0004_05,counterfactual,treatment_0004,5.0,sentinel2,after_P07,17,after,2024-12-20,2025-01-02,True,0.0423487893343789
counterfactual_0004_05,counterfactual,treatment_0004,5.0,sentinel2,after_P08,18,after,2025-01-03,2025-01-16,True,0.4111361631212626
counterfactual_0004_05,counterfactual,treatment_0004,5.0,sentinel2,after_P09,19,after,2025-01-17,2025-01-30,True,0.9238309969610824
counterfactual_0004_05,counterfactual,treatment_0004,5.0,sentinel2,after_P10,20,after,2025-01-31,2025-02-13,True,0.9983334967160082
counterfactual_0005_01,counterfactual,treatment_0005,1.0,sentinel1,before_P01,1,before,2024-05-10,2024-05-23,True,0.99009900990099
counterfactual_0005_01,counterfactual,treatment_0005,1.0,sentinel1,before_P02,2,before,2024-05-24,2024-06-06,True,0.99009900990099
counterfactual_0005_01,counterfactual,treatment_0005,1.0,sentinel1,before_P03,3,before,2024-06-07,2024-06-20,True,0.99009900990099
counterfactual_0005_01,counterfactual,treatment_0005,1.0,sentinel1,before_P04,4,before,2024-06-21,2024-07-04,True,0.99009900990099
counterfactual_0005_01,counterfactual,treatment_0005,1.0,sentinel1,before_P05,5,before,2024-07-05,2024-07-18,True,0.99009900990099
counterfactual_0005_01,counterfactual,treatment_0005,1.0,sentinel1,before_P06,6,before,2024-07-19,2024-08-01,True,0.99009900990099
counterfactual_0005_01,counterfactual,treatment_0005,1.0,sentinel1,before_P07,7,before,2024-08-02,2024-08-15,True,0.99009900990099
counterfactual_0005_01,counterfactual,treatment_0005,1.0,sentinel1,before_P08,8,before,2024-08-16,2024-08-29,True,0.99009900990099
