sensor,site_id,role,target_site,control_rank,seq,period_id,month,usable,mean_VV,mean_VH,mean_VV_minus_VH,mean_B2,mean_B3,mean_B4,mean_B8,mean_B11,mean_B12,mean_NDVI,mean_NDWI
sentinel1,counterfactual_0023_02,donor,treatment_0023,2,1,P01,2023-11,False,,,,,,,,,,,
sentinel1,counterfactual_0023_02,donor,treatment_0023,2,2,P02,2023-12,True,-9.716869423028433,-15.283028142334212,5.5182897757157905,,,,,,,,
sentinel1,counterfactual_0023_02,donor,treatment_0023,2,3,P03,2024-01,True,-10.008229903888584,-15.874558745044293,5.856434747075828,,,,,,,,
sentinel1,counterfactual_0023_02,donor,treatment_0023,2,4,P04,2024-02,True,-9.499316231801663,-15.262313047494038,5.737320929063428,,,,,,,,
sentinel1,counterfactual_0023_02,donor,treatment_0023,2,5,P05,2024-03,True,-9.631378828641212,-15.004685650816057,5.397023713862394,,,,,,,,
sentinel1,counterfactual_0023_02,donor,treatment_0023,2,6,P06,2024-04,True,-9.44279616979753,-15.235365053781189,5.795192627446486,,,,,,,,
sentinel1,counterfactual_0023_02,donor,treatment_0023,2,7,P07,2024-05,True,-9.110866879300021,-16.044816407732444,6.918147178197851,,,,,,,,
sentinel1,counterfactual_0023_02,donor,treatment_0023,2,8,P08,2024-06,True,-9.323853291083902,-16.03649367115285,6.681675363936194,,,,,,,,
sentinel1,counterfactual_0023_02,donor,treatment_0023,2,9,P09,2024-07,True,-8.967159132259797,-15.813492950637741,6.886285553003597,,,,,,,,
sentinel1,counterfactual_0023_02,donor,treatment_0023,2,10,P10,2024-08,True,-9.835832373409135,-16.20508353308876,6.391048943270551,,,,,,,,
sentinel1,counterfactual_0023_03,donor,treatment_0023,3,1,P01,2023-11,False,,,,,,,,,,,
sentinel1,counterfactual_0023_03,donor,treatment_0023,3,2,P02,2023-12,True,-10.598007668876075,-16.480409454380855,5.849596937461912,,,,,,,,
sentinel1,counterfactual_0023_03,donor,treatment_0023,3,3,P03,2024-01,True,-10.775987706018315,-16.898636175223324,6.089693953192838,,,,,,,,
sentinel1,counterfactual_0023_03,donor,treatment_0023,3,4,P04,2024-02,True,-10.40932221871511,-16.55619510689526,6.147884116565675,,,,,,,,
sentinel1,counterfactual_0023_03,donor,treatment_0023,3,5,P05,2024-03,True,-10.509876066027651,-16.154446300017273,5.668015627040195,,,,,,,,
sentinel1,counterfactual_0023_03,donor,treatment_0023,3,6,P06,2024-04,True,-10.391673369927128,-16.283582810875995,5.902213032558705,,,,,,,,
sentinel1,counterfactual_0023_03,donor,treatment_0023,3,7,P07,2024-05,True,-10.111736820561344,-16.702992616617355,6.578229479755377,,,,,,,,
sentinel1,counterfactual_0023_03,donor,treatment_0023,3,8,P08,2024-06,True,-9.938351574263033,-16.473810819536666,6.525475929286443,,,,,,,,
sentinel1,counterfactual_0023_03,donor,treatment_0023,3,9,P09,2024-07,True,-9.548268183223032,-16.265368872209574,6.737810189882198,,,,,,,,
sentinel1,counterfactual_0023_03,donor,treatment_0023,3,10,P10,2024-08,True,-10.010452972345055,-16.346638298866715,6.350337556928324,,,,,,,,
sentinel1,counterfactual_0023_04,donor,treatment_0023,4,1,P01,2023-11,False,,,,,,,,,,,
sentinel1,counterfactual_0023_04,donor,treatment_0023,4,2,P02,2023-12,True,-10.036499374568113,-15.72678723731189,5.660814038323089,,,,,,,,
sentinel1,counterfactual_0023_04,donor,treatment_0023,4,3,P03,2024-01,True,-10.149621831581111,-16.188025066518584,6.012158659375447,,,,,,,,
sentinel1,counterfactual_0023_04,donor,treatment_0023,4,4,P04,2024-02,True,-9.787272534455964,-15.787368177771627,5.987010423641452,,,,,,,,
sentinel1,counterfactual_0023_04,donor,treatment_0023,4,5,P05,2024-03,True,-9.809175763712679,-15.364756248497681,5.575716976485741,,,,,,,,
sentinel1,counterfactual_0023_04,donor,treatment_0023,4,6,P06,2024-04,True,-9.560836578938158,-15.265178893059097,5.711083069751922,,,,,,,,
sentinel1,counterfactual_0023_04,donor,treatment_0023,4,7,P07,2024-05,True,-9.23524920222482,-15.64595124824598,6.3961919860540215,,,,,,,,
sentinel1,counterfactual_0023_04,donor,treatment_0023,4,8,P08,2024-06,True,-9.103131277349188,-15.457427935557744,6.357859130696436,,,,,,,,
sentinel1,counterfactual_0023_04,donor,treatment_0023,4,9,P09,2024-07,True,-8.975358418759962,-15.301725945698491,6.34931910845938,,,,,,,,
sentinel1,counterfactual_0023_04,donor,treatment_0023,4,10,P10,2024-08,True,-9.498815211364187,-15.6287968736246,6.146784944817681,,,,,,,,
sentinel1,counterfactual_0023_05,donor,treatment_0023,5,1,P01,2023-11,False,,,,,,,,,,,
sentinel1,counterfactual_0023_05,donor,treatment_0023,5,2,P02,2023-12,True,-11.711632886236671,-18.18265879382083,6.46536967263638,,,,,,,,
sentinel1,counterfactual_0023_05,donor,treatment_0023,5,3,P03,2024-01,True,-11.647297665987699,-18.218100109610788,6.522087358590516,,,,,,,,
sentinel1,counterfactual_0023_05,donor,treatment_0023,5,4,P04,2024-02,True,-11.309831416806443,-18.258228739994717,6.945282107719591,,,,,,,,
sentinel1,counterfactual_0023_05,donor,treatment_0023,5,5,P05,2024-03,True,-11.635166169843092,-17.777682409977377,6.177865321922975,,,,,,,,
sentinel1,counterfactual_0023_05,donor,treatment_0023,5,6,P06,2024-04,True,-11.592081437674548,-17.806530133869913,6.225739500070597,,,,,,,,
sentinel1,counterfactual_0023_05,donor,treatment_0023,5,7,P07,2024-05,True,-11.47512883914065,-17.855763223986685,6.398586847293425,,,,,,,,
sentinel1,counterfactual_0023_05,donor,treatment_0023,5,8,P08,2024-06,True,-11.136751267886373,-17.431155913461133,6.279895001657745,,,,,,,,
sentinel1,counterfactual_0023_05,donor,treatment_0023,5,9,P09,2024-07,True,-10.715034033364379,-17.346192868220292,6.664458906162067,,,,,,,,
sentinel1,counterfactual_0023_05,donor,treatment_0023,5,10,P10,2024-08,True,-11.18342672416453,-17.22128939095718,6.044332986600597,,,,,,,,
sentinel1,treatment_0024,target,treatment_0024,0,1,P01,2023-11,True,-8.380868029879561,-13.690419740810569,5.309551703996073,,,,,,,,
sentinel1,treatment_0024,target,treatment_0024,0,2,P02,2023-12,True,-8.600508532569663,-13.832480771414685,5.2319910511953385,,,,,,,,
sentinel1,treatment_0024,target,treatment_0024,0,3,P03,2024-01,True,-9.826811229279317,-16.17713189683654,6.350320676139155,,,,,,,,
sentinel1,treatment_0024,target,treatment_0024,0,4,P04,2024-02,True,-8.465399129101662,-13.869682972319698,5.404283842450774,,,,,,,,
sentinel1,treatment_0024,target,treatment_0024,0,5,P05,2024-03,True,-8.676636487847391,-13.810097634190496,5.133461142347964,,,,,,,,
sentinel1,treatment_0024,target,treatment_0024,0,6,P06,2024-04,True,-8.285351331994038,-13.427500225705103,5.144419821728377,,,,,,,,
sentinel1,treatment_0024,target,treatment_0024,0,7,P07,2024-05,True,-8.15850818286765,-14.614501102568296,6.439694598346361,,,,,,,,
sentinel1,treatment_0024,target,treatment_0024,0,8,P08,2024-06,True,-8.707424991213331,-15.07603550985647,6.368610515682186,,,,,,,,
sentinel1,treatment_0024,target,treatment_0024,0,9,P09,2024-07,True,-8.386425935962647,-14.899032482457224,6.515069723643367,,,,,,,,
sentinel1,treatment_0024,target,treatment_0024,0,10,P10,2024-08,True,-8.78744223559327,-15.486184702703923,6.698742460528491,,,,,,,,
sentinel1,counterfactual_0024_01,donor,treatment_0024,1,1,P01,2023-11,False,,,,,,,,,,,
sentinel1,counterfactual_0024_01,donor,treatment_0024,1,2,P02,2023-12,True,-6.755847970320833,-12.122369394853015,5.322771360615096,,,,,,,,
sentinel1,counterfactual_0024_01,donor,treatment_0024,1,3,P03,2024-01,True,-8.051937990487295,-14.238708238393206,6.073731914705307,,,,,,,,
sentinel1,counterfactual_0024_01,donor,treatment_0024,1,4,P04,2024-02,True,-7.015870465833572,-12.377009805984654,5.402327196544195,,,,,,,,
sentinel1,counterfactual_0024_01,donor,treatment_0024,1,5,P05,2024-03,True,-7.623190010871248,-12.745304460677898,5.171387561086305,,,,,,,,
sentinel1,counterfactual_0024_01,donor,treatment_0024,1,6,P06,2024-04,True,-6.85220786196708,-12.169985992419301,5.350807779800096,,,,,,,,
sentinel1,counterfactual_0024_01,donor,treatment_0024,1,7,P07,2024-05,True,-5.990382560792025,-12.654266548839203,6.606261080783344,,,,,,,,
sentinel1,counterfactual_0024_01,donor,treatment_0024,1,8,P08,2024-06,True,-6.210574788259704,-13.219954690539641,7.00969474048442,,,,,,,,
sentinel1,counterfactual_0024_01,donor,treatment_0024,1,9,P09,2024-07,True,-5.63358790717808,-12.620677254875668,7.008814618450124,,,,,,,,
sentinel1,counterfactual_0024_01,donor,treatment_0024,1,10,P10,2024-08,True,-7.12216652423047,-13.946400934919962,6.883234835701729,,,,,,,,
sentinel1,counterfactual_0024_02,donor,treatment_0024,2,1,P01,2023-11,False,,,,,,,,,,,
sentinel1,counterfactual_0024_02,donor,treatment_0024,2,2,P02,2023-12,True,-9.711098438349424,-14.843088831293816,5.140867860602014,,,,,,,,
sentinel1,counterfactual_0024_02,donor,treatment_0024,2,3,P03,2024-01,True,-10.916468270759957,-17.09703824033924,6.180569968721738,,,,,,,,
sentinel1,counterfactual_0024_02,donor,treatment_0024,2,4,P04,2024-02,True,-9.679992225923959,-14.905469721438838,5.225477490503998,,,,,,,,
sentinel1,counterfactual_0024_02,donor,treatment_0024,2,5,P05,2024-03,True,-9.742387991607481,-14.86617669283175,5.123788701848574,,,,,,,,
sentinel1,counterfactual_0024_02,donor,treatment_0024,2,6,P06,2024-04,True,-9.473442451296483,-14.492172237284043,5.0380316198891135,,,,,,,,
sentinel1,counterfactual_0024_02,donor,treatment_0024,2,7,P07,2024-05,True,-9.586417264161156,-16.09780849830777,6.533376531197379,,,,,,,,
sentinel1,counterfactual_0024_02,donor,treatment_0024,2,8,P08,2024-06,True,-10.062173322103186,-16.78251354853312,6.720340225093213,,,,,,,,
sentinel1,counterfactual_0024_02,donor,treatment_0024,2,9,P09,2024-07,True,-9.694410317814818,-16.234762221691657,6.586276573535859,,,,,,,,
sentinel1,counterfactual_0024_02,donor,treatment_0024,2,10,P10,2024-08,True,-10.221092449479244,-17.03164950838276,6.810557055379283,,,,,,,,
sentinel1,counterfactual_0024_03,donor,treatment_0024,3,1,P01,2023-11,False,,,,,,,,,,,
sentinel1,counterfactual_0024_03,donor,treatment_0024,3,2,P02,2023-12,True,-8.591584067428338,-13.790899325207091,5.182441092351993,,,,,,,,
sentinel1,counterfactual_0024_03,donor,treatment_0024,3,3,P03,2024-01,True,-9.906186413757942,-15.956789032242693,6.050602617458571,,,,,,,,
sentinel1,counterfactual_0024_03,donor,treatment_0024,3,4,P04,2024-02,True,-8.590339012238783,-13.837933341915287,5.2475943258946085,,,,,,,,
sentinel1,counterfactual_0024_03,donor,treatment_0024,3,5,P05,2024-03,True,-8.737153972127402,-13.878592941576612,5.141438969982602,,,,,,,,
sentinel1,counterfactual_0024_03,donor,treatment_0024,3,6,P06,2024-04,True,-8.450065868027758,-13.412339047092678,5.005894395674783,,,,,,,,
sentinel1,counterfactual_0024_03,donor,treatment_0024,3,7,P07,2024-05,True,-8.353176416573413,-14.85098431033488,6.494497313597014,,,,,,,,
sentinel1,counterfactual_0024_03,donor,treatment_0024,3,8,P08,2024-06,True,-8.763332651404934,-15.47552407833773,6.71219141693064,,,,,,,,
sentinel1,counterfactual_0024_03,donor,treatment_0024,3,9,P09,2024-07,True,-8.439637690680295,-15.05368271052586,6.635046153033601,,,,,,,,
sentinel1,counterfactual_0024_03,donor,treatment_0024,3,10,P10,2024-08,True,-8.975188471086936,-15.877991562835751,6.902803097317212,,,,,,,,
sentinel1,counterfactual_0024_04,donor,treatment_0024,4,1,P01,2023-11,False,,,,,,,,,,,
sentinel1,counterfactual_0024_04,donor,treatment_0024,4,2,P02,2023-12,True,-8.537558851388374,-13.983765730611507,5.4555284938577895,,,,,,,,
sentinel1,counterfactual_0024_04,donor,treatment_0024,4,3,P03,2024-01,True,-9.909085925496473,-15.955820054543297,5.9708474439658925,,,,,,,,
sentinel1,counterfactual_0024_04,donor,treatment_0024,4,4,P04,2024-02,True,-8.807021430667364,-14.299570844566317,5.562568544686343,,,,,,,,
sentinel1,counterfactual_0024_04,donor,treatment_0024,4,5,P05,2024-03,True,-9.175541640590096,-14.50605323662677,5.353285943201337,,,,,,,,
sentinel1,counterfactual_0024_04,donor,treatment_0024,4,6,P06,2024-04,True,-8.690340127959905,-14.010295651774934,5.330300754540376,,,,,,,,
sentinel1,counterfactual_0024_04,donor,treatment_0024,4,7,P07,2024-05,True,-8.080978708345917,-14.645980900028805,6.539170660688391,,,,,,,,
sentinel1,counterfactual_0024_04,donor,treatment_0024,4,8,P08,2024-06,True,-8.468979980919643,-15.217599885789287,6.761444326875438,,,,,,,,
sentinel1,counterfactual_0024_04,donor,treatment_0024,4,9,P09,2024-07,True,-7.892623940557051,-14.568943614387567,6.6843908072027745,,,,,,,,
sentinel1,counterfactual_0024_04,donor,treatment_0024,4,10,P10,2024-08,True,-9.085768473708107,-15.595916532088864,6.539403235000227,,,,,,,,
sentinel1,counterfactual_0024_05,donor,treatment_0024,5,1,P01,2023-11,False,,,,,,,,,,,
sentinel1,counterfactual_0024_05,donor,treatment_0024,5,2,P02,2023-12,True,-8.372237769730733,-13.527625560573522,5.150737201502283,,,,,,,,
sentinel1,counterfactual_0024_05,donor,treatment_0024,5,3,P03,2024-01,True,-9.925230967368627,-16.194469238283492,6.269238270077854,,,,,,,,
sentinel1,counterfactual_0024_05,donor,treatment_0024,5,4,P04,2024-02,True,-8.529653237153708,-13.910645861822465,5.380992615753769,,,,,,,,
sentinel1,counterfactual_0024_05,donor,treatment_0024,5,5,P05,2024-03,True,-8.475870852341384,-13.646310701614244,5.170439850461366,,,,,,,,
sentinel1,counterfactual_0024_05,donor,treatment_0024,5,6,P06,2024-04,True,-8.243172263867738,-13.336154279960345,5.085379742762149,,,,,,,,
sentinel1,counterfactual_0024_05,donor,treatment_0024,5,7,P07,2024-05,True,-8.356514176486924,-14.649419412462398,6.286411478135502,,,,,,,,
sentinel1,counterfactual_0024_05,donor,treatment_0024,5,8,P08,2024-06,True,-8.89638125004809,-15.548412274384122,6.652031025839149,,,,,,,,
sentinel1,counterfactual_0024_05,donor,treatment_0024,5,9,P09,2024-07,True,-8.559761064220393,-15.148239044310614,6.596787696362634,,,,,,,,
sentinel1,counterfactual_0024_05,donor,treatment_0024,5,10,P10,2024-08,True,-9.12562478858926,-15.85829736419594,6.732672576245029,,,,,,,,
sentinel1,treatment_0025,target,treatment_0025,0,1,P01,2023-11,True,-8.108184904078445,-13.33393226618814,5.225747368860953,,,,,,,,
sentinel1,treatment_0025,target,treatment_0025,0,2,P02,2023-12,True,-8.365507604872237,-13.556865479072721,5.232061786201625,,,,,,,,
sentinel1,treatment_0025,target,treatment_0025,0,3,P03,2024-01,True,-9.52930737986423,-15.837946055006272,6.3086386669080445,,,,,,,,
sentinel1,treatment_0025,target,treatment_0025,0,4,P04,2024-02,True,-8.487158285640549,-13.811921079607293,5.324762793099231,,,,,,,,
sentinel1,treatment_0025,target,treatment_0025,0,5,P05,2024-03,True,-8.575752547388657,-13.58569590790437,5.009943362542723,,,,,,,,
sentinel1,treatment_0025,target,treatment_0025,0,6,P06,2024-04,True,-8.28973003321355,-13.588847090324553,5.299117051885269,,,,,,,,
sentinel1,treatment_0025,target,treatment_0025,0,7,P07,2024-05,True,-8.157588666601862,-14.53571518241769,6.38947710320501,,,,,,,,
sentinel1,treatment_0025,target,treatment_0025,0,8,P08,2024-06,True,-8.383185404508126,-14.951318473391014,6.568133077758668,,,,,,,,
sentinel1,treatment_0025,target,treatment_0025,0,9,P09,2024-07,True,-8.071510265340088,-14.658697664572461,6.563578380538095,,,,,,,,
sentinel1,treatment_0025,target,treatment_0025,0,10,P10,2024-08,True,-8.564240097911052,-15.134334977074424,6.570094878669128,,,,,,,,
sentinel1,counterfactual_0025_01,donor,treatment_0025,1,1,P01,2023-11,False,,,,,,,,,,,
sentinel1,counterfactual_0025_01,donor,treatment_0025,1,2,P02,2023-12,True,-7.813884305030817,-13.10774666318799,5.295157375208075,,,,,,,,
sentinel1,counterfactual_0025_01,donor,treatment_0025,1,3,P03,2024-01,True,-8.931436445395102,-15.235506296724376,6.304069860288412,,,,,,,,
sentinel1,counterfactual_0025_01,donor,treatment_0025,1,4,P04,2024-02,True,-7.789834532278157,-13.214649295759672,5.424814766036107,,,,,,,,
sentinel1,counterfactual_0025_01,donor,treatment_0025,1,5,P05,2024-03,True,-7.755397689386713,-13.022353519756015,5.266955831191758,,,,,,,,
sentinel1,counterfactual_0025_01,donor,treatment_0025,1,6,P06,2024-04,True,-7.5205132046284895,-12.697015294462147,5.190951692708722,,,,,,,,
sentinel1,counterfactual_0025_01,donor,treatment_0025,1,7,P07,2024-05,True,-7.57578284338421,-13.46161341291843,5.886418508249196,,,,,,,,
sentinel1,counterfactual_0025_01,donor,treatment_0025,1,8,P08,2024-06,True,-7.969419421368454,-13.936538395315115,5.967118967560554,,,,,,,,
sentinel1,counterfactual_0025_01,donor,treatment_0025,1,9,P09,2024-07,True,-7.592260085066301,-13.658709124126057,6.045486141515545,,,,,,,,
sentinel1,counterfactual_0025_01,donor,treatment_0025,1,10,P10,2024-08,True,-8.049685189606677,-14.24679459382992,6.197109416957834,,,,,,,,
sentinel1,counterfactual_0025_02,donor,treatment_0025,2,1,P01,2023-11,False,,,,,,,,,,,
sentinel1,counterfactual_0025_02,donor,treatment_0025,2,2,P02,2023-12,True,-8.172840564777573,-13.672389228651774,5.501697602519335,,,,,,,,
sentinel1,counterfactual_0025_02,donor,treatment_0025,2,3,P03,2024-01,True,-9.375522418590565,-16.046324578187896,6.670802169337645,,,,,,,,
sentinel1,counterfactual_0025_02,donor,treatment_0025,2,4,P04,2024-02,True,-8.251209705001688,-13.983045349657717,5.731835638491643,,,,,,,,
sentinel1,counterfactual_0025_02,donor,treatment_0025,2,5,P05,2024-03,True,-8.497692273944871,-14.297155269745833,5.799462993299052,,,,,,,,
sentinel1,counterfactual_0025_02,donor,treatment_0025,2,6,P06,2024-04,True,-8.330012272028535,-14.04960602786585,5.689797463541349,,,,,,,,
sentinel1,counterfactual_0025_02,donor,treatment_0025,2,7,P07,2024-05,True,-8.149083851221736,-14.575698644153604,6.430085007844457,,,,,,,,
sentinel1,counterfactual_0025_02,donor,treatment_0025,2,8,P08,2024-06,True,-8.74759554076177,-15.090120449099818,6.342524912749163,,,,,,,,
sentinel1,counterfactual_0025_02,donor,treatment_0025,2,9,P09,2024-07,True,-8.299712421454153,-14.614589206705654,6.323731783692386,,,,,,,,
sentinel1,counterfactual_0025_02,donor,treatment_0025,2,10,P10,2024-08,True,-8.868592995678066,-15.260105271933535,6.391512288119721,,,,,,,,
sentinel1,counterfactual_0025_03,donor,treatment_0025,3,1,P01,2023-11,False,,,,,,,,,,,
sentinel1,counterfactual_0025_03,donor,treatment_0025,3,2,P02,2023-12,True,-7.518064412407556,-12.957451582772979,5.447621133057321,,,,,,,,
sentinel1,counterfactual_0025_03,donor,treatment_0025,3,3,P03,2024-01,True,-8.624950638330313,-14.9015667241013,6.2766160865298515,,,,,,,,
sentinel1,counterfactual_0025_03,donor,treatment_0025,3,4,P04,2024-02,True,-7.536027881021495,-13.050300768036175,5.5142728969419705,,,,,,,,
sentinel1,counterfactual_0025_03,donor,treatment_0025,3,5,P05,2024-03,True,-7.420422866618721,-12.93810069515429,5.517677825543527,,,,,,,,
sentinel1,counterfactual_0025_03,donor,treatment_0025,3,6,P06,2024-04,True,-7.181978894191132,-12.540074614517456,5.384685138035768,,,,,,,,
sentinel1,counterfactual_0025_03,donor,treatment_0025,3,7,P07,2024-05,True,-7.362946337063082,-13.307720264188566,5.951995703794625,,,,,,,,
sentinel1,counterfactual_0025_03,donor,treatment_0025,3,8,P08,2024-06,True,-7.59716419773515,-13.781617722082647,6.184453513608027,,,,,,,,
sentinel1,counterfactual_0025_03,donor,treatment_0025,3,9,P09,2024-07,True,-7.292253578061915,-13.450874980343707,6.181781879678162,,,,,,,,
sentinel1,counterfactual_0025_03,donor,treatment_0025,3,10,P10,2024-08,True,-7.9170219271012225,-14.097363901797399,6.18034197723862,,,,,,,,
sentinel1,counterfactual_0025_04,donor,treatment_0025,4,1,P01,2023-11,False,,,,,,,,,,,
sentinel1,counterfactual_0025_04,donor,treatment_0025,4,2,P02,2023-12,True,-8.325065528469429,-13.646149050732499,5.320854948239971,,,,,,,,
sentinel1,counterfactual_0025_04,donor,treatment_0025,4,3,P03,2024-01,True,-9.730545283322147,-16.047739719248394,6.317194431291271,,,,,,,,
sentinel1,counterfactual_0025_04,donor,treatment_0025,4,4,P04,2024-02,True,-8.50671698228759,-13.94490212971598,5.4381851521093765,,,,,,,,
sentinel1,counterfactual_0025_04,donor,treatment_0025,4,5,P05,2024-03,True,-8.508344967996267,-13.763244473154714,5.254899514254432,,,,,,,,
sentinel1,counterfactual_0025_04,donor,treatment_0025,4,6,P06,2024-04,True,-8.197282665164927,-13.478993749445577,5.294057564688676,,,,,,,,
sentinel1,counterfactual_0025_04,donor,treatment_0025,4,7,P07,2024-05,True,-8.377616433218032,-14.494554703918793,6.141573637979555,,,,,,,,
sentinel1,counterfactual_0025_04,donor,treatment_0025,4,8,P08,2024-06,True,-8.654232606188057,-14.868094497890452,6.213861896800429,,,,,,,,
sentinel1,counterfactual_0025_04,donor,treatment_0025,4,9,P09,2024-07,True,-8.293332456370894,-14.594221422548634,6.3207567581860715,,,,,,,,
sentinel1,counterfactual_0025_04,donor,treatment_0025,4,10,P10,2024-08,True,-8.865154528327754,-15.244353396929242,6.37919886986066,,,,,,,,
sentinel1,counterfactual_0025_05,donor,treatment_0025,5,1,P01,2023-11,False,,,,,,,,,,,
sentinel1,counterfactual_0025_05,donor,treatment_0025,5,2,P02,2023-12,True,-8.692633040774044,-14.210126056447706,5.508123275187561,,,,,,,,
sentinel1,counterfactual_0025_05,donor,treatment_0025,5,3,P03,2024-01,True,-9.421510217464826,-16.147435167211842,6.725924946778943,,,,,,,,
sentinel1,counterfactual_0025_05,donor,treatment_0025,5,4,P04,2024-02,True,-8.546216331700785,-14.366248128391016,5.82003178878992,,,,,,,,
sentinel1,counterfactual_0025_05,donor,treatment_0025,5,5,P05,2024-03,True,-8.424594957068942,-14.121125534134464,5.696530578897652,,,,,,,,
sentinel1,counterfactual_0025_05,donor,treatment_0025,5,6,P06,2024-04,True,-8.094701731844468,-13.848730628647742,5.7355698970768305,,,,,,,,
sentinel1,counterfactual_0025_05,donor,treatment_0025,5,7,P07,2024-05,True,-8.252461694890957,-14.544898155494923,6.30123269741022,,,,,,,,
sentinel1,counterfactual_0025_05,donor,treatment_0025,5,8,P08,2024-06,True,-8.797679797451078,-15.124413001865701,6.32673320475717,,,,,,,,
sentinel1,counterfactual_0025_05,donor,treatment_0025,5,9,P09,2024-07,True,-8.42182081783671,-14.639064130800843,6.222064817232801,,,,,,,,
sentinel1,counterfactual_0025_05,donor,treatment_0025,5,10,P10,2024-08,True,-8.909718707805697,-15.182779346584233,6.273060622595564,,,,,,,,
sentinel1,treatment_0027,target,treatment_0027,0,1,P01,2023-11,True,-9.25080200368859,-14.859084011397984,5.608282016342457,,,,,,,,
sentinel1,treatment_0027,target,treatment_0027,0,2,P02,2023-12,True,-9.523879213721683,-15.042256588118297,5.520883481575249,,,,,,,,
sentinel1,treatment_0027,target,treatment_0027,0,3,P03,2024-01,True,-10.373006781179898,-17.11553027917095,6.74252350047799,,,,,,,,
sentinel1,treatment_0027,target,treatment_0027,0,4,P04,2024-02,True,-9.405191734932753,-15.242291453421998,5.837099721190912,,,,,,,,
sentinel1,treatment_0027,target,treatment_0027,0,5,P05,2024-03,True,-9.353117304184659,-14.887633301046357,5.534515988399659,,,,,,,,
sentinel1,treatment_0027,target,treatment_0027,0,6,P06,2024-04,True,-9.122831297519612,-14.578454976595566,5.447818154789585,,,,,,,,
sentinel1,treatment_0027,target,treatment_0027,0,7,P07,2024-05,True,-9.251726115509035,-15.627895331922646,6.367248828037616,,,,,,,,
sentinel1,treatment_0027,target,treatment_0027,0,8,P08,2024-06,True,-9.525226981566707,-16.03849944997308,6.513272457185951,,,,,,,,
sentinel1,treatment_0027,target,treatment_0027,0,9,P09,2024-07,True,-9.272240902619021,-15.601691100798615,6.346691363670335,,,,,,,,
sentinel1,treatment_0027,target,treatment_0027,0,10,P10,2024-08,True,-9.637850831718248,-16.000627466936038,6.362776630910024,,,,,,,,
sentinel1,counterfactual_0027_01,donor,treatment_0027,1,1,P01,2023-11,False,,,,,,,,,,,
sentinel1,counterfactual_0027_01,donor,treatment_0027,1,2,P02,2023-12,True,-10.505643420101393,-16.131887241684563,5.647857549871954,,,,,,,,
sentinel1,counterfactual_0027_01,donor,treatment_0027,1,3,P03,2024-01,True,-11.375080914520982,-18.730787187425218,7.3557062689856725,,,,,,,,
sentinel1,counterfactual_0027_01,donor,treatment_0027,1,4,P04,2024-02,True,-10.200782351434821,-16.47708695019826,6.276304604438419,,,,,,,,
sentinel1,counterfactual_0027_01,donor,treatment_0027,1,5,P05,2024-03,True,-10.37000729210896,-16.422128045865804,6.052120749020239,,,,,,,,
sentinel1,counterfactual_0027_01,donor,treatment_0027,1,6,P06,2024-04,True,-10.49791578054428,-16.302048295795327,5.8091054157420325,,,,,,,,
sentinel1,counterfactual_0027_01,donor,treatment_0027,1,7,P07,2024-05,True,-10.61890392507657,-16.690004461826664,6.090987814203052,,,,,,,,
sentinel1,counterfactual_0027_01,donor,treatment_0027,1,8,P08,2024-06,True,-10.896470852629973,-16.992100946313084,6.095630084805855,,,,,,,,
sentinel1,counterfactual_0027_01,donor,treatment_0027,1,9,P09,2024-07,True,-10.34236656368369,-16.401557962540352,6.079794390677834,,,,,,,,
sentinel1,counterfactual_0027_01,donor,treatment_0027,1,10,P10,2024-08,True,-10.41559115136614,-16.377576786362297,5.961985647670261,,,,,,,,
sentinel1,counterfactual_0027_02,donor,treatment_0027,2,1,P01,2023-11,False,,,,,,,,,,,
sentinel1,counterfactual_0027_02,donor,treatment_0027,2,2,P02,2023-12,True,-10.596736327141706,-15.803073801301109,5.235477585497608,,,,,,,,
sentinel1,counterfactual_0027_02,donor,treatment_0027,2,3,P03,2024-01,True,-11.379329200299765,-18.001130773628265,6.621801567339404,,,,,,,,
sentinel1,counterfactual_0027_02,donor,treatment_0027,2,4,P04,2024-02,True,-10.532049056229118,-16.04697146535843,5.514922410118242,,,,,,,,
sentinel1,counterfactual_0027_02,donor,treatment_0027,2,5,P05,2024-03,True,-10.211466976414146,-15.666115474284904,5.454648500234329,,,,,,,,
sentinel1,counterfactual_0027_02,donor,treatment_0027,2,6,P06,2024-04,True,-10.268796794166892,-15.567677999428588,5.272691831665436,,,,,,,,
sentinel1,counterfactual_0027_02,donor,treatment_0027,2,7,P07,2024-05,True,-10.412679411940431,-16.529638935194193,6.136163280359286,,,,,,,,
sentinel1,counterfactual_0027_02,donor,treatment_0027,2,8,P08,2024-06,True,-10.593061201008538,-16.800623131948246,6.2075619399196995,,,,,,,,
sentinel1,counterfactual_0027_02,donor,treatment_0027,2,9,P09,2024-07,True,-10.3169281195377,-16.335916492146914,6.030379539709686,,,,,,,,
sentinel1,counterfactual_0027_02,donor,treatment_0027,2,10,P10,2024-08,True,-10.698497636202982,-16.86373172966993,6.165234081193684,,,,,,,,
sentinel1,counterfactual_0027_03,donor,treatment_0027,3,1,P01,2023-11,False,,,,,,,,,,,
sentinel1,counterfactual_0027_03,donor,treatment_0027,3,2,P02,2023-12,True,-10.899260584565939,-16.220554076643552,5.347610949649037,,,,,,,,
