method,sensor,site_id,ok,nmse_VV,nmse_VH,nmse_VV-VH,nmse10_VV,nmse10_VH,nmse10_VV-VH,joint_nmse,joint_nmse_p10var,selected_blocks,weights,her_stored_joint_nmse,nmse_B2,nmse_B3,nmse_B4,nmse_B8,nmse_B11,nmse_B12,nmse_NDVI,nmse_NDWI,nmse10_B2,nmse10_B3,nmse10_B4,nmse10_B8,nmse10_B11,nmse10_B12,nmse10_NDVI,nmse10_NDWI
linear4,sentinel1,treatment_0015,True,0.9282216023087789,0.22857166337807275,0.01824398567619805,1.0218060266959863,0.24536426575031536,0.019197819728022612,0.3916790837876832,0.4287893707247748,,,,,,,,,,,,,,,,,,,
holt_damped,sentinel1,treatment_0015,True,0.22795864547499517,0.19857688448832495,0.0022419930308147647,0.2509417117684342,0.21316584364559152,0.002359209155333786,0.14292584099804495,0.15548892152311983,,,,,,,,,,,,,,,,,,,
ensemble,sentinel1,treatment_0015,True,0.40588079953953443,0.38577869874565585,0.2593834284328563,0.4468021925562972,0.4141209184065486,0.27294454116936967,0.35034764223934883,0.3779558840440718,,,,,,,,,,,,,,,,,,,
Kimi-K3-thinking-low [noguide],sentinel1,treatment_0015,True,0.7349009119094405,0.4709140475908831,0.16474555722020712,0.8089945105195279,0.5055109535932553,0.17335880243714769,0.4568535055735102,0.49595475551664364,,,,,,,,,,,,,,,,,,,
gpt-oss-120b [noguide],sentinel1,treatment_0015,True,0.483064987114583,0.5451289830645201,0.4414400937800322,0.531768183256848,0.5851782792847865,0.4645195129793882,0.4898780213197118,0.5271553251736742,,,,,,,,,,,,,,,,,,,
Kimi-K3-thinking-low [anon],sentinel1,treatment_0015,True,0.33541093519470194,0.4709140475908831,0.20939116892465268,0.3692274712732593,0.5055109535932553,0.2203385808891475,0.3385720505700793,0.3650256685852207,,,,,,,,,,,,,,,,,,,
gpt-oss-120b [anon],sentinel1,treatment_0015,True,2.861558885398046,1.0503391131513589,0.014766022337973573,3.15006471253456,1.1275049648693403,0.015538021130668109,1.3088880069624593,1.4310358995115229,,,,,,,,,,,,,,,,,,,
Kimi-K3-thinking-low [nocal],sentinel1,treatment_0015,True,0.483064987114583,0.38577869874565585,0.20939116892465268,0.531768183256848,0.4141209184065486,0.2203385808891475,0.3594116182616305,0.3887425608508481,,,,,,,,,,,,,,,,,,,
gpt-oss-120b [nocal],sentinel1,treatment_0015,True,0.33541093519470194,0.8962701151586969,0.10780210429559009,0.3692274712732593,0.9621168935368601,0.1134382256870702,0.4464943848829963,0.4815941968323966,,,,,,,,,,,,,,,,,,,
Kimi-K3-thinking-low [rule],sentinel1,treatment_0015,True,0.33541093519470194,0.25390836821535057,0.12544659331952346,0.3692274712732593,0.2725623964680687,0.13200520581337435,0.23825529890985866,0.2579316911849008,,,,,,,,,,,,,,,,,,,
gpt-oss-120b [rule],sentinel1,treatment_0015,True,0.39124968081215317,0.4358421319865505,0.37540789086054577,0.43069594674629136,0.46786238992821244,0.39503500721448975,0.4008332345530832,0.4311977812963312,,,,,,,,,,,,,,,,,,,
own_mean,sentinel1,treatment_0016,True,1.0234834331673641,0.5522520833597536,0.20716938612601912,1.0325312648819562,0.5849421007302478,0.22775732065731466,0.5943016342177123,0.6150768954231729,,,,,,,,,,,,,,,,,,,
shc,sentinel1,treatment_0016,True,0.041138384184103,0.08675274792527203,0.11551117935626037,0.04150205707322453,0.09188799127168387,0.1269903686452262,0.08113410382187847,0.08679347233004486,5,1.0000,0.081134,,,,,,,,,,,,,,,,
DeepSeek-V4-Flash-thinking-low,sentinel1,treatment_0016,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLM-5.3,sentinel1,treatment_0016,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kimi-K3-thinking-low,sentinel1,treatment_0016,True,0.16256268701575258,0.20982161683423411,0.2367484796659209,0.1639997789974358,0.22224180048892953,0.26027590469184064,0.2030442611719692,0.215505828059402,,,,,,,,,,,,,,,,,,,
gpt-oss-120b,sentinel1,treatment_0016,True,0.03174247538029768,0.0020185459283294034,0.05199832883204788,0.03202308624915828,0.002138031763600111,0.057165782430041265,0.028586450046891653,0.030442300147599882,,,,,,,,,,,,,,,,,,,
gpt-oss-120b (default effort),sentinel1,treatment_0016,True,0.06054931826744978,0.04827510917379361,0.03327242579858348,0.0610845883308076,0.05113270664604395,0.03657894968634525,0.04736561774660896,0.0495987482210656,,,,,,,,,,,,,,,,,,,
persistence,sentinel1,treatment_0016,True,0.041138384184103,0.08675274792527203,0.11551117935626037,0.04150205707322453,0.09188799127168387,0.1269903686452262,0.08113410382187847,0.08679347233004486,,,,,,,,,,,,,,,,,,,
last3_mean,sentinel1,treatment_0016,True,0.029648438534048124,0.001730821004093252,0.0533098832310487,0.029910537629903866,0.0018332752462661447,0.05860767556588826,0.028229714256396695,0.03011716281401942,,,,,,,,,,,,,,,,,,,
linear9,sentinel1,treatment_0016,True,0.006823448956609771,0.0019699048507624637,0.01770223207948664,0.0068837698332080925,0.0020865114254228555,0.01946143213276371,0.008831861962286292,0.009477237797131553,,,,,,,,,,,,,,,,,,,
