method,sensor,site_id,ok,nmse_VV,nmse_VH,nmse_VV-VH,nmse10_VV,nmse10_VH,nmse10_VV-VH,joint_nmse,joint_nmse_p10var,selected_blocks,weights,her_stored_joint_nmse,nmse_B2,nmse_B3,nmse_B4,nmse_B8,nmse_B11,nmse_B12,nmse_NDVI,nmse_NDWI,nmse10_B2,nmse10_B3,nmse10_B4,nmse10_B8,nmse10_B11,nmse10_B12,nmse10_NDVI,nmse10_NDWI
linear4,sentinel1,treatment_0016,True,0.22153385271031842,0.47213477093678824,0.750530503453138,0.22349226351937784,0.5000823230206863,0.8251161995242469,0.48139970903341495,0.5162302620214371,,,,,,,,,,,,,,,,,,,
holt_damped,sentinel1,treatment_0016,True,0.21357718997903982,0.1706425825590436,0.04990038649554854,0.21546526203803312,0.18074360192336034,0.05485935224559315,0.14470671967787732,0.1503560720689955,,,,,,,,,,,,,,,,,,,
ensemble,sentinel1,treatment_0016,True,0.01265922609496152,0.06325001846437996,0.12766310543291684,0.012771136599452759,0.06699404092185203,0.14034992034250965,0.06785744999741944,0.07337169928793814,,,,,,,,,,,,,,,,,,,
Kimi-K3-thinking-low [noguide],sentinel1,treatment_0016,True,0.077001973955316,0.15563318263162562,0.2367484796659209,0.07768268932350035,0.1648457353714926,0.26027590469184064,0.1564612120842875,0.16760144312894454,,,,,,,,,,,,,,,,,,,
gpt-oss-120b [noguide],sentinel1,treatment_0016,True,0.16256268701575258,0.1433485019779235,0.11188201146433878,0.1639997789974358,0.1518338751632701,0.12300054384178336,0.13926440015267164,0.14627806600082974,,,,,,,,,,,,,,,,,,,
Kimi-K3-thinking-low [anon],sentinel1,treatment_0016,True,0.0070376037852591935,0.0020185459283294034,0.027955595771478062,0.007099817840376771,0.002138031763600111,0.0307337474390051,0.01233724849502222,0.013323865680993993,,,,,,,,,,,,,,,,,,,
gpt-oss-120b [anon],sentinel1,treatment_0016,True,0.05076056665709537,0.019674831225975523,0.03327242579858348,0.05120930187836753,0.0208394634544785,0.03657894968634525,0.034569274560551456,0.03620923833973042,,,,,,,,,,,,,,,,,,,
Kimi-K3-thinking-low [nocal],sentinel1,treatment_0016,True,0.05076056665709537,0.009619671199503452,0.0009197226686549387,0.05120930187836753,0.010189098147967052,0.0010111222255262335,0.020433320175084587,0.020803174083953605,,,,,,,,,,,,,,,,,,,
gpt-oss-120b [nocal],sentinel1,treatment_0016,True,0.44255123175952793,0.1796239995643597,0.03333750094694488,0.44646348763029875,0.19025666504964575,0.03665049182734072,0.2185042440902775,0.2244568815024284,,,,,,,,,,,,,,,,,,,
Kimi-K3-thinking-low [rule],sentinel1,treatment_0016,True,0.3501540275333201,0.26386424322050284,0.1685331352481515,0.3532494706178298,0.27948342684015337,0.18528150342998462,0.2608504686673248,0.27267146696265593,,,,,,,,,,,,,,,,,,,
gpt-oss-120b [rule],sentinel1,treatment_0016,True,0.03174247538029768,0.0020185459283294034,0.05199832883204788,0.03202308624915828,0.002138031763600111,0.057165782430041265,0.028586450046891653,0.030442300147599882,,,,,,,,,,,,,,,,,,,
own_mean,sentinel1,treatment_0017,True,6.569569287542221e-06,0.7355873641051474,1.7120664756929613,7.390759986147644e-06,0.7642882010086697,1.6150114935989948,0.8158868031224654,0.7931023617892169,,,,,,,,,,,,,,,,,,,
shc,sentinel1,treatment_0017,True,0.4364209591800028,0.3533619288827981,0.09043844505250193,0.49097321621071477,0.36714925528843434,0.08531159875897583,0.29340711103843425,0.314478023419375,5,1.0000,0.293407,,,,,,,,,,,,,,,,
DeepSeek-V4-Flash-thinking-low,sentinel1,treatment_0017,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLM-5.3,sentinel1,treatment_0017,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kimi-K3-thinking-low,sentinel1,treatment_0017,True,0.1911892314287969,0.19370151756749301,0.08720237890868324,0.21508772639110282,0.20125928151906994,0.08225898129901511,0.1573643759683244,0.16620199640306263,,,,,,,,,,,,,,,,,,,
gpt-oss-120b,sentinel1,treatment_0017,True,0.29147329179846987,0.271797677797801,0.10944364763569137,0.3279072109247501,0.28240256472475445,0.10323941934643577,0.22423820574398742,0.23784973166531345,,,,,,,,,,,,,,,,,,,
gpt-oss-120b (default effort),sentinel1,treatment_0017,True,0.4128234964906763,0.40625394760981504,0.1760877992206171,0.46442609030558063,0.42210499244926214,0.16610559441551123,0.33172174777370284,0.350878892390118,,,,,,,,,,,,,,,,,,,
persistence,sentinel1,treatment_0017,True,0.4364209591800028,0.3533619288827981,0.09043844505250193,0.49097321621071477,0.36714925528843434,0.08531159875897583,0.29340711103843425,0.314478023419375,,,,,,,,,,,,,,,,,,,
last3_mean,sentinel1,treatment_0017,True,0.1748764628543698,0.19841977483008086,0.08898690145912568,0.19673587530829506,0.20616163374953034,0.08394234141993834,0.15409437971452544,0.1622799501592546,,,,,,,,,,,,,,,,,,,
linear9,sentinel1,treatment_0017,True,0.3334767127073827,0.2054477560695412,0.026534772742917444,0.37516102452309175,0.21346382979087236,0.025030548502799108,0.18848641383994713,0.20455180093892103,,,,,,,,,,,,,,,,,,,
linear4,sentinel1,treatment_0017,True,0.21768418196352465,0.007322598210366753,0.3171430350062287,0.24489452371316675,0.007608308252710165,0.29916457913389033,0.18071660506004003,0.18388913703325574,,,,,,,,,,,,,,,,,,,
holt_damped,sentinel1,treatment_0017,True,0.0010894305698747181,0.22100747865522608,0.09635075119708349,0.0012256084852905731,0.22963065505665706,0.09088874340419788,0.10614922014072808,0.10724833564871517,,,,,,,,,,,,,,,,,,,
ensemble,sentinel1,treatment_0017,True,0.23869799357331611,0.23110014767578302,0.09800755670740435,0.26853504430202785,0.24011711557176016,0.0924516266098534,0.18926856598550115,0.20036792882788046,,,,,,,,,,,,,,,,,,,
Kimi-K3-thinking-low [noguide],sentinel1,treatment_0017,True,0.17366035667356636,0.19370151756749301,0.08720237890868324,0.1953677568660354,0.20125928151906994,0.08225898129901511,0.15152141771658087,0.15962867322804017,,,,,,,,,,,,,,,,,,,
gpt-oss-120b [noguide],sentinel1,treatment_0017,True,0.17366035667356636,0.19370151756749301,0.08720237890868324,0.1953677568660354,0.20125928151906994,0.08225898129901511,0.15152141771658087,0.15962867322804017,,,,,,,,,,,,,,,,,,,
Kimi-K3-thinking-low [anon],sentinel1,treatment_0017,True,0.17366035667356636,0.19370151756749301,0.08720237890868324,0.1953677568660354,0.20125928151906994,0.08225898129901511,0.15152141771658087,0.15962867322804017,,,,,,,,,,,,,,,,,,,
gpt-oss-120b [anon],sentinel1,treatment_0017,True,0.1911892314287969,0.21466821640320302,0.08720237890868324,0.21508772639110282,0.22304405014914225,0.08225898129901511,0.16435327558022772,0.17346358594642006,,,,,,,,,,,,,,,,,,,
Kimi-K3-thinking-low [nocal],sentinel1,treatment_0017,True,0.17366035667356636,0.19370151756749301,0.09800755670740435,0.1953677568660354,0.20125928151906994,0.0924516266098534,0.1551231436494879,0.16302622166498626,,,,,,,,,,,,,,,,,,,
gpt-oss-120b [nocal],sentinel1,treatment_0017,True,0.1911892314287969,0.1642712040162076,0.05857232428991439,0.21508772639110282,0.17068066843128757,0.05525192992096401,0.13801091991163963,0.14700677491445147,,,,,,,,,,,,,,,,,,,
Kimi-K3-thinking-low [rule],sentinel1,treatment_0017,True,0.17366035667356636,0.19370151756749301,0.08720237890868324,0.1953677568660354,0.20125928151906994,0.08225898129901511,0.15152141771658087,0.15962867322804017,,,,,,,,,,,,,,,,,,,
gpt-oss-120b [rule],sentinel1,treatment_0017,True,0.29147329179846987,0.271797677797801,0.10944364763569137,0.3279072109247501,0.28240256472475445,0.10323941934643577,0.22423820574398742,0.23784973166531345,,,,,,,,,,,,,,,,,,,
own_mean,sentinel1,treatment_0018,True,0.04328320264021481,0.7643899612777647,1.3258075561914644,0.04845764523644006,0.7918448986528226,1.2979412196140259,0.7111602400364813,0.7127479211677628,,,,,,,,,,,,,,,,,,,
shc,sentinel1,treatment_0018,True,0.5932025895111454,0.2016161513597096,0.0010868230957858122,0.6641190781285033,0.2088576891739007,0.0010639798271335345,0.2653018546555469,0.2913469157098459,5,1.0000,0.265302,,,,,,,,,,,,,,,,
DeepSeek-V4-Flash-thinking-low,sentinel1,treatment_0018,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLM-5.3,sentinel1,treatment_0018,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kimi-K3-thinking-low,sentinel1,treatment_0018,True,0.30688533330962775,0.11826447110145594,0.006859093939562935,0.3435730191547305,0.12251222919911224,0.006714926847254912,0.1440029661168822,0.15760005840036587,,,,,,,,,,,,,,,,,,,
gpt-oss-120b,sentinel1,treatment_0018,True,0.21630327292812654,0.11826447110145594,0.01395573237537032,0.24216200797705129,0.12251222919911224,0.013662405388553414,0.11617449213498426,0.12611221418823898,,,,,,,,,,,,,,,,,,,
gpt-oss-120b (default effort),sentinel1,treatment_0018,True,0.2827583608634097,0.1347749435754244,0.018439399508011434,0.3165617029832709,0.13961571572450507,0.01805183306929527,0.14532423464894853,0.15807641725902374,,,,,,,,,,,,,,,,,,,
persistence,sentinel1,treatment_0018,True,0.5932025895111454,0.2016161513597096,0.0010868230957858122,0.6641190781285033,0.2088576891739007,0.0010639798271335345,0.2653018546555469,0.2913469157098459,,,,,,,,,,,,,,,,,,,
last3_mean,sentinel1,treatment_0018,True,0.22140635357294727,0.1146045284788256,0.014818248180216258,0.2478751543344309,0.11872083077435094,0.014506792502241307,0.11694304341066304,0.1270342592036744,,,,,,,,,,,,,,,,,,,
linear9,sentinel1,treatment_0018,True,0.2586800986682464,0.10352816888942545,0.003477575566915331,0.2896049203010405,0.10724663660538325,0.0034044825371097706,0.12189528104152908,0.1334186798145112,,,,,,,,,,,,,,,,,,,
linear4,sentinel1,treatment_0018,True,0.2336151529641617,0.12622503363726853,0.8917262906563033,0.26154349756171014,0.13075871483303253,0.8729836421970039,0.4171888257525778,0.42176195153058216,,,,,,,,,,,,,,,,,,,
holt_damped,sentinel1,treatment_0018,True,0.06854302538822139,0.12511790736677086,0.005830075232652412,0.07673724228088341,0.1296118234112867,0.0057075364539690455,0.06649700266254822,0.07068553404871304,,,,,,,,,,,,,,,,,,,
ensemble,sentinel1,treatment_0018,True,0.25961902665108344,0.11826447110145594,0.010095630519220961,0.29065609572983403,0.12251222919911224,0.009883436647873433,0.12932637609058678,0.1410172538589399,,,,,,,,,,,,,,,,,,,
Kimi-K3-thinking-low [noguide],sentinel1,treatment_0018,True,0.358102192903751,0.05731297297985457,0.012412499811753509,0.40091277825173127,0.05937150875825486,0.0121516090845085,0.14260922189845301,0.15747863203149823,,,,,,,,,,,,,,,,,,,
gpt-oss-120b [noguide],sentinel1,treatment_0018,True,0.21630327292812654,0.1104136478345098,0.01395573237537032,0.24216200797705129,0.1143794243886404,0.013662405388553414,0.11355755104600224,0.12340127925141503,,,,,,,,,,,,,,,,,,,
Kimi-K3-thinking-low [anon],sentinel1,treatment_0018,True,0.2374673306726571,0.10283243321425574,0.004246122636396238,0.265856197394429,0.10652591187965163,0.004156875986697848,0.11484862884110303,0.12551299508692618,,,,,,,,,,,,,,,,,,,
gpt-oss-120b [anon],sentinel1,treatment_0018,True,0.30688533330962775,0.21160117933898326,0.008789818350006733,0.3435730191547305,0.21920135388540057,0.00860507054445081,0.17575877699953923,0.19045981452819397,,,,,,,,,,,,,,,,,,,
Kimi-K3-thinking-low [nocal],sentinel1,treatment_0018,True,0.2374673306726571,0.1104136478345098,0.01395573237537032,0.265856197394429,0.1143794243886404,0.013662405388553414,0.12061223696084576,0.13129934239054095,,,,,,,,,,,,,,,,,,,
gpt-oss-120b [nocal],sentinel1,treatment_0018,True,0.21630327292812654,0.1104136478345098,0.01395573237537032,0.24216200797705129,0.1143794243886404,0.013662405388553414,0.11355755104600224,0.12340127925141503,,,,,,,,,,,,,,,,,,,
Kimi-K3-thinking-low [rule],sentinel1,treatment_0018,True,0.21630327292812654,0.1104136478345098,0.018439399508011434,0.24216200797705129,0.1143794243886404,0.01805183306929527,0.1150521067568826,0.12486442181166231,,,,,,,,,,,,,,,,,,,
gpt-oss-120b [rule],sentinel1,treatment_0018,True,0.6024751606360804,0.20105426960511633,0.0008908758595367444,0.6745001713608301,0.2082756260600981,0.0008721510857680084,0.2681401020335778,0.29454931616889873,,,,,,,,,,,,,,,,,,,
own_mean,sentinel1,treatment_0019,True,0.10005103934943756,1.386325357522281,1.6311247689826711,0.1113046033772369,1.349193626796135,1.5504968168574462,1.0391670552847965,1.0036650156769393,,,,,,,,,,,,,,,,,,,
shc,sentinel1,treatment_0019,True,1.1691374305966125,0.28328243573451917,0.0002629114649756772,1.3006399418955092,0.27569491880275027,0.0002499155167721239,0.48422759259870246,0.5255282587383439,5,1.0000,0.484228,,,,,,,,,,,,,,,,
DeepSeek-V4-Flash-thinking-low,sentinel1,treatment_0019,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLM-5.3,sentinel1,treatment_0019,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kimi-K3-thinking-low,sentinel1,treatment_0019,True,0.8331665966710635,0.22030347635408568,8.937248384583029e-05,0.9268797025261122,0.21440280569432513,8.495472225832869e-05,0.35118648183633167,0.38045582098089853,,,,,,,,,,,,,,,,,,,
gpt-oss-120b,sentinel1,treatment_0019,True,0.914543715781611,0.22030347635408568,0.009306282444207293,1.0174099761292377,0.21440280569432513,0.008846264602749735,0.3813844915266347,0.4135530154754376,,,,,,,,,,,,,,,,,,,
gpt-oss-120b (default effort),sentinel1,treatment_0019,True,0.6463100720459647,0.27690625286298637,0.01837974534268158,0.7190058863510836,0.26948951741780125,0.017471218137562975,0.3138653567505442,0.3353222073021493,,,,,,,,,,,,,,,,,,,
persistence,sentinel1,treatment_0019,True,1.1691374305966125,0.28328243573451917,0.0002629114649756772,1.3006399418955092,0.27569491880275027,0.0002499155167721239,0.48422759259870246,0.5255282587383439,,,,,,,,,,,,,,,,,,,
last3_mean,sentinel1,treatment_0019,True,0.6272278906487322,0.27498554608198916,0.019402777220362807,0.6977773749252961,0.26762025539081424,0.018443680637091904,0.30720540465036134,0.32794710365106744,,,,,,,,,,,,,,,,,,,
linear9,sentinel1,treatment_0019,True,0.7341645422870937,0.2627539026738035,0.007121271389842429,0.8167420720887794,0.2557162277814067,0.006769260593605756,0.33467990545024656,0.35974252015459734,,,,,,,,,,,,,,,,,,,
linear4,sentinel1,treatment_0019,True,0.7450067430747366,0.16153773680275327,1.0729242874568155,0.828803784453307,0.15721106434269588,1.0198886829904485,0.6598229224447684,0.6686345105954837,,,,,,,,,,,,,,,,,,,
holt_damped,sentinel1,treatment_0019,True,0.3908713946798995,0.2242659232325099,2.2722302943732786e-05,0.43483591813979705,0.21825912127412747,2.159911924328246e-05,0.20505334673845108,0.21770554617772261,,,,,,,,,,,,,,,,,,,
ensemble,sentinel1,treatment_0019,True,0.8733812627077293,0.22030347635408568,0.0028049086819331376,0.9716176431038809,0.21440280569432513,0.002666259544097051,0.365496549247916,0.3962289027807677,,,,,,,,,,,,,,,,,,,
Kimi-K3-thinking-low [noguide],sentinel1,treatment_0019,True,0.8331665966710635,0.22030347635408568,8.937248384583029e-05,0.9268797025261122,0.21440280569432513,8.495472225832869e-05,0.35118648183633167,0.38045582098089853,,,,,,,,,,,,,,,,,,,
gpt-oss-120b [noguide],sentinel1,treatment_0019,True,0.6463100720459647,0.27690625286298637,0.01837974534268158,0.7190058863510836,0.26948951741780125,0.017471218137562975,0.3138653567505442,0.3353222073021493,,,,,,,,,,,,,,,,,,,
Kimi-K3-thinking-low [anon],sentinel1,treatment_0019,True,0.8331665966710635,0.27690625286298637,8.937248384583029e-05,0.9268797025261122,0.26948951741780125,8.495472225832869e-05,0.37005407400596524,0.3988180582220573,,,,,,,,,,,,,,,,,,,
gpt-oss-120b [anon],sentinel1,treatment_0019,True,0.6463100720459647,0.27690625286298637,0.01837974534268158,0.7190058863510836,0.26948951741780125,0.017471218137562975,0.3138653567505442,0.3353222073021493,,,,,,,,,,,,,,,,,,,
Kimi-K3-thinking-low [nocal],sentinel1,treatment_0019,True,1.1814219620064403,0.28900257475401125,8.937248384583029e-05,1.314306215680738,0.28126184799986165,8.495472225832869e-05,0.4901713030814325,0.5318843394676193,,,,,,,,,,,,,,,,,,,
gpt-oss-120b [nocal],sentinel1,treatment_0019,True,0.6463100720459647,0.8541378925824207,0.395212179508469,0.7190058863510836,0.8312604215340283,0.3756764889870205,0.6318867147122847,0.6419809322907108,,,,,,,,,,,,,,,,,,,
Kimi-K3-thinking-low [rule],sentinel1,treatment_0019,True,0.6463100720459647,0.27690625286298637,0.01837974534268158,0.7190058863510836,0.26948951741780125,0.017471218137562975,0.3138653567505442,0.3353222073021493,,,,,,,,,,,,,,,,,,,
gpt-oss-120b [rule],sentinel1,treatment_0019,True,0.6463100720459647,0.27690625286298637,0.01837974534268158,0.7190058863510836,0.26948951741780125,0.017471218137562975,0.3138653567505442,0.3353222073021493,,,,,,,,,,,,,,,,,,,
own_mean,sentinel1,treatment_0020,True,0.006575631860266499,0.3285893881151228,0.8346782851390003,0.007392117460452436,0.35648512341482314,0.8584074858540245,0.38994776837146317,0.4074282422431,,,,,,,,,,,,,,,,,,,
shc,sentinel1,treatment_0020,True,0.3888320871806719,0.10585837898281815,0.00044209053649784915,0.43711274017641233,0.11484527090984978,0.0004546587981401455,0.16504418556666264,0.18413755662813405,5,1.0000,0.165044,,,,,,,,,,,,,,,,
DeepSeek-V4-Flash-thinking-low,sentinel1,treatment_0020,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLM-5.3,sentinel1,treatment_0020,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kimi-K3-thinking-low,sentinel1,treatment_0020,True,0.16574028938574414,0.052740498782977936,0.0004848364254561492,0.18631999374416694,0.05721792576886911,0.000498619916722713,0.07298854153139274,0.08134551314325292,,,,,,,,,,,,,,,,,,,
gpt-oss-120b,sentinel1,treatment_0020,True,0.14655126334469945,0.04161760287764152,8.077781035601319e-06,0.16474829729561696,0.045150746903814355,8.307425547670875e-06,0.06272564800112553,0.06996911720832633,,,,,,,,,,,,,,,,,,,
gpt-oss-120b (default effort),sentinel1,treatment_0020,True,0.14655126334469945,0.04161760287764152,0.0004848364254561492,0.16474829729561696,0.045150746903814355,0.000498619916722713,0.0628845675492657,0.07013255470538467,,,,,,,,,,,,,,,,,,,
persistence,sentinel1,treatment_0020,True,0.3888320871806719,0.10585837898281815,0.00044209053649784915,0.43711274017641233,0.11484527090984978,0.0004546587981401455,0.16504418556666264,0.18413755662813405,,,,,,,,,,,,,,,,,,,
last3_mean,sentinel1,treatment_0020,True,0.16064166601150315,0.051855010299034665,0.000225044588403919,0.1805882825307186,0.05625726336497454,0.00023144241652901188,0.07090724029964725,0.0790256627707407,,,,,,,,,,,,,,,,,,,
linear9,sentinel1,treatment_0020,True,0.3395094720464046,0.0579928072822134,0.013264526545764493,0.3816658154888711,0.0629161312231082,0.013641625864625766,0.13692226862479415,0.15274119085886834,,,,,,,,,,,,,,,,,,,
linear4,sentinel1,treatment_0020,True,0.14884838894160204,0.13658604206422656,0.7331668037255861,0.16733065327213106,0.14818157196527892,0.7540101185127916,0.33953374491047156,0.3565074479167339,,,,,,,,,,,,,,,,,,,
holt_damped,sentinel1,treatment_0020,True,1.5075615505105768e-05,0.05973833261211796,0.012897244755132986,1.6947530362176227e-05,0.06480984366532717,0.013263902561996116,0.024216884327585352,0.02603023125256182,,,,,,,,,,,,,,,,,,,
ensemble,sentinel1,treatment_0020,True,0.15599825118561025,0.04701458215958299,0.00015451913520218082,0.17536830237671777,0.051005905028142125,0.00015891198408636366,0.06772245082679847,0.07551103979631542,,,,,,,,,,,,,,,,,,,
Kimi-K3-thinking-low [noguide],sentinel1,treatment_0020,True,0.16574028938574414,0.052740498782977936,0.0004848364254561492,0.18631999374416694,0.05721792576886911,0.000498619916722713,0.07298854153139274,0.08134551314325292,,,,,,,,,,,,,,,,,,,
gpt-oss-120b [noguide],sentinel1,treatment_0020,True,0.14655126334469945,0.04161760287764152,0.0004848364254561492,0.16474829729561696,0.045150746903814355,0.000498619916722713,0.0628845675492657,0.07013255470538467,,,,,,,,,,,,,,,,,,,
Kimi-K3-thinking-low [anon],sentinel1,treatment_0020,True,0.16574028938574414,0.052740498782977936,0.0004848364254561492,0.18631999374416694,0.05721792576886911,0.000498619916722713,0.07298854153139274,0.08134551314325292,,,,,,,,,,,,,,,,,,,
gpt-oss-120b [anon],sentinel1,treatment_0020,True,0.14655126334469945,0.04161760287764152,8.077781035601319e-06,0.16474829729561696,0.045150746903814355,8.307425547670875e-06,0.06272564800112553,0.06996911720832633,,,,,,,,,,,,,,,,,,,
Kimi-K3-thinking-low [nocal],sentinel1,treatment_0020,True,0.16574028938574414,0.052740498782977936,0.0004848364254561492,0.18631999374416694,0.05721792576886911,0.000498619916722713,0.07298854153139274,0.08134551314325292,,,,,,,,,,,,,,,,,,,
gpt-oss-120b [nocal],sentinel1,treatment_0020,True,0.006198041574378883,0.331678562684059,0.8174952817107048,0.006967642397900204,0.3598365547674124,0.8407359841090762,0.3851239619897142,0.4025133937581296,,,,,,,,,,,,,,,,,,,
Kimi-K3-thinking-low [rule],sentinel1,treatment_0020,True,0.16574028938574414,0.052740498782977936,0.0004848364254561492,0.18631999374416694,0.05721792576886911,0.000498619916722713,0.07298854153139274,0.08134551314325292,,,,,,,,,,,,,,,,,,,
gpt-oss-120b [rule],sentinel1,treatment_0020,True,0.16574028938574414,0.052740498782977936,0.0004848364254561492,0.18631999374416694,0.05721792576886911,0.000498619916722713,0.07298854153139274,0.08134551314325292,,,,,,,,,,,,,,,,,,,
own_mean,sentinel1,treatment_0021,True,0.15771891300912214,0.004008540508784473,0.38106651344179215,0.17434038974921864,0.004507575332571868,0.41107696520954495,0.18093132231989958,0.19664164343044513,,,,,,,,,,,,,,,,,,,
shc,sentinel1,treatment_0021,True,0.4984658293114761,0.5343183460923022,0.4131215614784407,0.5509975011925422,0.6008371853317239,0.44565647141578746,0.4819685789607397,0.5324970526466846,5,1.0000,0.481969,,,,,,,,,,,,,,,,
DeepSeek-V4-Flash-thinking-low,sentinel1,treatment_0021,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLM-5.3,sentinel1,treatment_0021,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kimi-K3-thinking-low,sentinel1,treatment_0021,True,0.9965727278678131,0.7205756013424107,0.24876802130895914,1.1015982450999242,0.8102821460195522,0.26835945860798116,0.655305450173061,0.7267466165758192,,,,,,,,,,,,,,,,,,,
gpt-oss-120b,sentinel1,treatment_0021,True,0.09812213014323323,0.13941289879306143,0.14029518977914143,0.10846289823976547,0.1567688145510344,0.15134397490614465,0.1259434062384787,0.13885856256564819,,,,,,,,,,,,,,,,,,,
gpt-oss-120b (default effort),sentinel1,treatment_0021,True,1.1209084333087296,1.1154121762495568,0.8032234009111155,1.239037280994495,1.2542730702844787,0.8664803292464243,1.013181336823134,1.1199302268417994,,,,,,,,,,,,,,,,,,,
persistence,sentinel1,treatment_0021,True,0.4984658293114761,0.5343183460923022,0.4131215614784407,0.5509975011925422,0.6008371853317239,0.44565647141578746,0.4819685789607397,0.5324970526466846,,,,,,,,,,,,,,,,,,,
last3_mean,sentinel1,treatment_0021,True,0.1040981943294823,0.14343265093096758,0.14172164052056557,0.1150687601463635,0.16128899728092605,0.1528827641230437,0.12975082859367182,0.14308017385011107,,,,,,,,,,,,,,,,,,,
linear9,sentinel1,treatment_0021,True,0.14197577651476945,0.1854511228339216,0.18923864941234053,0.15693813595520567,0.2085384705111598,0.20414191999754563,0.17222184958701056,0.18987284215463704,,,,,,,,,,,,,,,,,,,
linear4,sentinel1,treatment_0021,True,1.2032875767262483,0.43795193707676305,7.583891264401906e-09,1.330098090992509,0.4924738428096612,8.181151834339076e-09,0.5470798404623008,0.6075239806611074,,,,,,,,,,,,,,,,,,,
holt_damped,sentinel1,treatment_0021,True,0.8876550603617774,0.11964485922223511,0.06996875639833894,0.9812021033735365,0.13453979445070333,0.07547906474366338,0.35908955866078385,0.39707365418930113,,,,,,,,,,,,,,,,,,,
ensemble,sentinel1,treatment_0021,True,0.4300273512537519,0.37347230714663515,0.19067479158001224,0.4753465173581755,0.4199669569020666,0.20569116387773803,0.33139148332679974,0.3670015460459934,,,,,,,,,,,,,,,,,,,
Kimi-K3-thinking-low [noguide],sentinel1,treatment_0021,True,0.2063723580654751,0.17820914702572455,0.09002165648316003,0.22812126112306697,0.20039492014898325,0.09711120774165378,0.1582010538581199,0.17520912967123467,,,,,,,,,,,,,,,,,,,
gpt-oss-120b [noguide],sentinel1,treatment_0021,True,8.33097656351614e-05,0.12179850463084738,0.5960161319018956,9.20895074258472e-05,0.13696155341701374,0.6429546918338394,0.2392993154327927,0.26000277825275964,,,,,,,,,,,,,,,,,,,
Kimi-K3-thinking-low [anon],sentinel1,treatment_0021,True,0.6348941137951,0.49359559948912707,0.22460509406601106,0.7018035132040287,0.555044745998559,0.24229360802484573,0.4510316024500794,0.49971395574247773,,,,,,,,,,,,,,,,,,,
gpt-oss-120b [anon],sentinel1,treatment_0021,True,1.1209084333087296,1.330946455833311,1.3102014740664847,1.239037280994495,1.4966398369034797,1.4133848731754093,1.2540187877361753,1.383020663691128,,,,,,,,,,,,,,,,,,,
Kimi-K3-thinking-low [nocal],sentinel1,treatment_0021,True,0.8055846251781925,0.620798054870699,0.24876802130895914,0.8904825353533928,0.6980830036546888,0.26835945860798116,0.5583835671192835,0.6189749992053543,,,,,,,,,,,,,,,,,,,
gpt-oss-120b [nocal],sentinel1,treatment_0021,True,1.2078584218639759,0.8277853559562751,0.24876802130895914,1.3351506424436381,0.9308387536550525,0.26835945860798116,0.7614705997097367,0.8447829515688906,,,,,,,,,,,,,,,,,,,
Kimi-K3-thinking-low [rule],sentinel1,treatment_0021,True,0.9965727278678131,1.0645014896104776,0.7593135861722842,1.1015982450999242,1.197024364737981,0.819112447921136,0.940129267883525,1.0392450192530138,,,,,,,,,,,,,,,,,,,
gpt-oss-120b [rule],sentinel1,treatment_0021,True,0.6348941137951,0.8277853559562751,0.5582772195055304,0.7018035132040287,0.9308387536550525,0.6022436951154768,0.6736522297523019,0.7449619873248526,,,,,,,,,,,,,,,,,,,
own_mean,sentinel1,treatment_0022,True,0.20350633017860464,0.0025612473116659183,0.47777097720269984,0.223820374362781,0.0028805732163284404,0.5100761467086973,0.2279461848976568,0.24559236476260224,,,,,,,,,,,,,,,,,,,
shc,sentinel1,treatment_0022,True,0.5135155098174242,0.4974784298977678,0.3089049659343691,0.5647747347591539,0.5595020185428915,0.3297920180198296,0.43996630188318697,0.48468959044062493,5,1.0000,0.439966,,,,,,,,,,,,,,,,
DeepSeek-V4-Flash-thinking-low,sentinel1,treatment_0022,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLM-5.3,sentinel1,treatment_0022,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kimi-K3-thinking-low,sentinel1,treatment_0022,True,0.29677934528462635,0.3507075908044042,0.2424361139841474,0.3264039212266707,0.3944323877795109,0.25882877936220866,0.2966410166910593,0.3265550294561301,,,,,,,,,,,,,,,,,,,
gpt-oss-120b,sentinel1,treatment_0022,True,0.8997154822796652,0.7249515639048482,1.0381289510701672,0.9895252687574432,0.8153355783364157,1.1083235282497195,0.8875986657515602,0.9710614584478594,,,,,,,,,,,,,,,,,,,
gpt-oss-120b (default effort),sentinel1,treatment_0022,True,0.06871919205209888,0.07903041619547316,0.05249779034141304,0.07557875608837278,0.0888836072686384,0.05604750369068191,0.06674913286299504,0.0735032890158977,,,,,,,,,,,,,,,,,,,
