group,site_id,seq,n_valid_parcels,masked
7,counterfactual_0007_03,20,104,True
7,counterfactual_0007_04,1,176,True
7,counterfactual_0007_04,2,196,True
7,counterfactual_0007_04,3,0,False
7,counterfactual_0007_04,4,146,True
7,counterfactual_0007_04,5,196,True
7,counterfactual_0007_04,6,149,True
7,counterfactual_0007_04,7,196,True
7,counterfactual_0007_04,8,196,True
7,counterfactual_0007_04,9,123,True
7,counterfactual_0007_04,10,196,True
7,counterfactual_0007_04,11,196,True
7,counterfactual_0007_04,12,196,True
7,counterfactual_0007_04,13,0,False
7,counterfactual_0007_04,14,37,True
7,counterfactual_0007_04,16,196,True
7,counterfactual_0007_04,17,0,False
7,counterfactual_0007_04,18,190,True
7,counterfactual_0007_04,19,196,True
7,counterfactual_0007_04,20,196,True
7,counterfactual_0007_05,1,166,True
7,counterfactual_0007_05,2,0,False
7,counterfactual_0007_05,3,3,False
7,counterfactual_0007_05,4,196,True
7,counterfactual_0007_05,5,196,True
7,counterfactual_0007_05,6,106,True
7,counterfactual_0007_05,7,187,True
7,counterfactual_0007_05,8,196,True
7,counterfactual_0007_05,9,194,True
7,counterfactual_0007_05,10,196,True
7,counterfactual_0007_05,11,196,True
7,counterfactual_0007_05,12,196,True
7,counterfactual_0007_05,13,196,True
7,counterfactual_0007_05,14,13,True
7,counterfactual_0007_05,16,188,True
7,counterfactual_0007_05,17,123,True
7,counterfactual_0007_05,18,31,True
7,counterfactual_0007_05,19,80,True
7,counterfactual_0007_05,20,76,True
8,treatment_0008,1,88,True
8,treatment_0008,2,3,False
8,treatment_0008,3,0,False
8,treatment_0008,4,132,True
8,treatment_0008,5,123,True
8,treatment_0008,6,2,False
8,treatment_0008,7,196,True
8,treatment_0008,8,196,True
8,treatment_0008,9,131,True
8,treatment_0008,10,196,True
8,treatment_0008,11,196,True
8,treatment_0008,12,196,True
8,treatment_0008,13,0,False
8,treatment_0008,14,96,True
8,treatment_0008,16,15,True
8,treatment_0008,17,87,True
8,treatment_0008,18,27,True
8,treatment_0008,19,162,True
8,treatment_0008,20,196,True
8,counterfactual_0008_01,1,195,True
8,counterfactual_0008_01,2,58,True
8,counterfactual_0008_01,3,0,False
8,counterfactual_0008_01,4,196,True
8,counterfactual_0008_01,5,145,True
8,counterfactual_0008_01,6,107,True
8,counterfactual_0008_01,7,171,True
8,counterfactual_0008_01,8,189,True
8,counterfactual_0008_01,9,104,True
8,counterfactual_0008_01,10,196,True
8,counterfactual_0008_01,11,196,True
8,counterfactual_0008_01,12,196,True
8,counterfactual_0008_01,13,148,True
8,counterfactual_0008_01,14,61,True
8,counterfactual_0008_01,16,21,True
8,counterfactual_0008_01,17,0,False
8,counterfactual_0008_01,18,110,True
8,counterfactual_0008_01,19,181,True
8,counterfactual_0008_01,20,196,True
8,counterfactual_0008_02,1,81,True
8,counterfactual_0008_02,2,196,True
8,counterfactual_0008_02,3,0,False
8,counterfactual_0008_02,4,190,True
8,counterfactual_0008_02,5,196,True
8,counterfactual_0008_02,6,0,False
8,counterfactual_0008_02,7,128,True
8,counterfactual_0008_02,8,196,True
8,counterfactual_0008_02,9,170,True
8,counterfactual_0008_02,10,196,True
8,counterfactual_0008_02,11,196,True
8,counterfactual_0008_02,12,196,True
8,counterfactual_0008_02,13,10,True
8,counterfactual_0008_02,14,0,False
8,counterfactual_0008_02,16,30,True
8,counterfactual_0008_02,17,2,False
8,counterfactual_0008_02,18,0,False
8,counterfactual_0008_02,19,179,True
8,counterfactual_0008_02,20,196,True
8,counterfactual_0008_03,1,188,True
8,counterfactual_0008_03,2,0,False
8,counterfactual_0008_03,3,0,False
8,counterfactual_0008_03,4,169,True
8,counterfactual_0008_03,5,51,True
8,counterfactual_0008_03,6,190,True
8,counterfactual_0008_03,7,180,True
8,counterfactual_0008_03,8,196,True
8,counterfactual_0008_03,9,38,True
8,counterfactual_0008_03,10,196,True
8,counterfactual_0008_03,11,196,True
8,counterfactual_0008_03,12,196,True
8,counterfactual_0008_03,13,64,True
8,counterfactual_0008_03,14,61,True
8,counterfactual_0008_03,16,37,True
8,counterfactual_0008_03,17,17,True
8,counterfactual_0008_03,18,114,True
8,counterfactual_0008_03,19,195,True
8,counterfactual_0008_03,20,196,True
8,counterfactual_0008_04,1,196,True
8,counterfactual_0008_04,2,196,True
8,counterfactual_0008_04,3,93,True
8,counterfactual_0008_04,4,81,True
8,counterfactual_0008_04,5,196,True
8,counterfactual_0008_04,6,0,False
8,counterfactual_0008_04,7,130,True
8,counterfactual_0008_04,8,196,True
8,counterfactual_0008_04,9,183,True
8,counterfactual_0008_04,10,196,True
8,counterfactual_0008_04,11,196,True
8,counterfactual_0008_04,12,196,True
8,counterfactual_0008_04,13,0,False
8,counterfactual_0008_04,14,113,True
8,counterfactual_0008_04,16,194,True
8,counterfactual_0008_04,17,10,True
8,counterfactual_0008_04,18,4,False
8,counterfactual_0008_04,19,141,True
8,counterfactual_0008_04,20,196,True
8,counterfactual_0008_05,1,196,True
8,counterfactual_0008_05,2,0,False
8,counterfactual_0008_05,3,0,False
8,counterfactual_0008_05,4,149,True
8,counterfactual_0008_05,5,196,True
8,counterfactual_0008_05,6,45,True
8,counterfactual_0008_05,7,178,True
8,counterfactual_0008_05,8,196,True
8,counterfactual_0008_05,9,153,True
8,counterfactual_0008_05,10,196,True
8,counterfactual_0008_05,11,196,True
8,counterfactual_0008_05,12,196,True
8,counterfactual_0008_05,13,171,True
8,counterfactual_0008_05,14,0,False
8,counterfactual_0008_05,16,181,True
8,counterfactual_0008_05,17,164,True
8,counterfactual_0008_05,18,17,True
8,counterfactual_0008_05,19,11,True
8,counterfactual_0008_05,20,180,True
9,treatment_0009,1,96,True
9,treatment_0009,2,23,True
9,treatment_0009,3,0,False
9,treatment_0009,4,123,True
9,treatment_0009,5,90,True
9,treatment_0009,6,0,False
9,treatment_0009,7,195,True
9,treatment_0009,8,196,True
9,treatment_0009,9,156,True
9,treatment_0009,10,196,True
9,treatment_0009,11,196,True
9,treatment_0009,12,196,True
9,treatment_0009,13,0,False
9,treatment_0009,14,103,True
9,treatment_0009,16,29,True
9,treatment_0009,17,81,True
9,treatment_0009,18,31,True
9,treatment_0009,19,179,True
9,treatment_0009,20,196,True
9,counterfactual_0009_01,1,187,True
9,counterfactual_0009_01,2,6,False
9,counterfactual_0009_01,3,196,True
9,counterfactual_0009_01,4,196,True
9,counterfactual_0009_01,5,196,True
9,counterfactual_0009_01,6,0,False
9,counterfactual_0009_01,7,196,True
9,counterfactual_0009_01,8,189,True
9,counterfactual_0009_01,9,14,True
9,counterfactual_0009_01,10,196,True
9,counterfactual_0009_01,11,196,True
9,counterfactual_0009_01,12,196,True
9,counterfactual_0009_01,13,86,True
9,counterfactual_0009_01,14,57,True
9,counterfactual_0009_01,16,196,True
9,counterfactual_0009_01,17,17,True
9,counterfactual_0009_01,18,20,True
9,counterfactual_0009_01,19,108,True
9,counterfactual_0009_01,20,192,True
9,counterfactual_0009_02,1,196,True
9,counterfactual_0009_02,2,192,True
9,counterfactual_0009_02,3,196,True
9,counterfactual_0009_02,4,160,True
9,counterfactual_0009_02,5,196,True
9,counterfactual_0009_02,6,9,False
9,counterfactual_0009_02,7,174,True
9,counterfactual_0009_02,8,196,True
9,counterfactual_0009_02,9,54,True
9,counterfactual_0009_02,10,196,True
9,counterfactual_0009_02,11,196,True
9,counterfactual_0009_02,12,196,True
9,counterfactual_0009_02,13,2,False
9,counterfactual_0009_02,14,174,True
9,counterfactual_0009_02,16,57,True
9,counterfactual_0009_02,17,0,False
9,counterfactual_0009_02,18,9,False
9,counterfactual_0009_02,19,131,True
9,counterfactual_0009_02,20,196,True
9,counterfactual_0009_03,1,196,True
9,counterfactual_0009_03,2,196,True
9,counterfactual_0009_03,3,0,False
9,counterfactual_0009_03,4,188,True
9,counterfactual_0009_03,5,114,True
9,counterfactual_0009_03,6,150,True
9,counterfactual_0009_03,7,196,True
9,counterfactual_0009_03,8,149,True
9,counterfactual_0009_03,9,86,True
9,counterfactual_0009_03,10,196,True
9,counterfactual_0009_03,11,196,True
9,counterfactual_0009_03,12,196,True
9,counterfactual_0009_03,13,92,True
9,counterfactual_0009_03,14,64,True
9,counterfactual_0009_03,16,6,False
9,counterfactual_0009_03,17,20,True
9,counterfactual_0009_03,18,85,True
9,counterfactual_0009_03,19,34,True
9,counterfactual_0009_03,20,196,True
9,counterfactual_0009_04,1,181,True
9,counterfactual_0009_04,2,153,True
9,counterfactual_0009_04,3,11,True
9,counterfactual_0009_04,4,105,True
9,counterfactual_0009_04,5,196,True
9,counterfactual_0009_04,6,195,True
9,counterfactual_0009_04,7,53,True
9,counterfactual_0009_04,8,192,True
9,counterfactual_0009_04,9,95,True
9,counterfactual_0009_04,10,194,True
9,counterfactual_0009_04,11,196,True
9,counterfactual_0009_04,12,196,True
9,counterfactual_0009_04,13,54,True
9,counterfactual_0009_04,14,57,True
9,counterfactual_0009_04,16,0,False
9,counterfactual_0009_04,17,89,True
9,counterfactual_0009_04,18,8,False
9,counterfactual_0009_04,19,16,True
9,counterfactual_0009_04,20,172,True
9,counterfactual_0009_05,1,140,True
9,counterfactual_0009_05,2,196,True
9,counterfactual_0009_05,3,0,False
9,counterfactual_0009_05,4,196,True
9,counterfactual_0009_05,5,194,True
9,counterfactual_0009_05,6,1,False
9,counterfactual_0009_05,7,43,True
9,counterfactual_0009_05,8,177,True
9,counterfactual_0009_05,9,193,True
9,counterfactual_0009_05,10,153,True
9,counterfactual_0009_05,11,196,True
9,counterfactual_0009_05,12,196,True
9,counterfactual_0009_05,13,0,False
9,counterfactual_0009_05,14,4,False
9,counterfactual_0009_05,16,160,True
9,counterfactual_0009_05,17,3,False
9,counterfactual_0009_05,18,87,True
9,counterfactual_0009_05,19,196,True
9,counterfactual_0009_05,20,196,True
10,treatment_0010,1,69,True
10,treatment_0010,2,0,False
10,treatment_0010,3,0,False
10,treatment_0010,4,101,True
10,treatment_0010,5,157,True
10,treatment_0010,6,60,True
10,treatment_0010,7,148,True
10,treatment_0010,8,196,True
10,treatment_0010,9,10,True
10,treatment_0010,10,196,True
10,treatment_0010,11,196,True
10,treatment_0010,12,196,True
10,treatment_0010,13,0,False
10,treatment_0010,14,114,True
10,treatment_0010,16,45,True
10,treatment_0010,17,133,True
10,treatment_0010,18,16,True
10,treatment_0010,19,128,True
10,treatment_0010,20,196,True
10,counterfactual_0010_01,1,165,True
10,counterfactual_0010_01,2,140,True
10,counterfactual_0010_01,3,0,False
10,counterfactual_0010_01,4,196,True
10,counterfactual_0010_01,5,196,True
10,counterfactual_0010_01,6,36,True
10,counterfactual_0010_01,7,182,True
10,counterfactual_0010_01,8,155,True
10,counterfactual_0010_01,9,63,True
10,counterfactual_0010_01,10,196,True
10,counterfactual_0010_01,11,196,True
10,counterfactual_0010_01,12,196,True
10,counterfactual_0010_01,13,145,True
10,counterfactual_0010_01,14,28,True
10,counterfactual_0010_01,16,21,True
10,counterfactual_0010_01,17,3,False
10,counterfactual_0010_01,18,5,False
10,counterfactual_0010_01,19,87,True
10,counterfactual_0010_01,20,196,True
10,counterfactual_0010_02,1,196,True
10,counterfactual_0010_02,2,196,True
10,counterfactual_0010_02,3,0,False
10,counterfactual_0010_02,4,196,True
10,counterfactual_0010_02,5,176,True
10,counterfactual_0010_02,6,65,True
10,counterfactual_0010_02,7,38,True
10,counterfactual_0010_02,8,196,True
10,counterfactual_0010_02,9,48,True
10,counterfactual_0010_02,10,196,True
10,counterfactual_0010_02,11,196,True
10,counterfactual_0010_02,12,196,True
10,counterfactual_0010_02,13,0,False
10,counterfactual_0010_02,14,26,True
10,counterfactual_0010_02,16,196,True
10,counterfactual_0010_02,17,19,True
10,counterfactual_0010_02,18,43,True
10,counterfactual_0010_02,19,196,True
10,counterfactual_0010_02,20,196,True
10,counterfactual_0010_03,1,196,True
10,counterfactual_0010_03,2,147,True
10,counterfactual_0010_03,3,196,True
10,counterfactual_0010_03,4,163,True
10,counterfactual_0010_03,5,196,True
10,counterfactual_0010_03,6,109,True
10,counterfactual_0010_03,7,177,True
10,counterfactual_0010_03,8,193,True
10,counterfactual_0010_03,9,126,True
10,counterfactual_0010_03,10,196,True
10,counterfactual_0010_03,11,196,True
10,counterfactual_0010_03,12,196,True
10,counterfactual_0010_03,13,164,True
10,counterfactual_0010_03,14,37,True
10,counterfactual_0010_03,16,10,True
10,counterfactual_0010_03,17,13,True
10,counterfactual_0010_03,18,40,True
10,counterfactual_0010_03,19,110,True
10,counterfactual_0010_03,20,196,True
10,counterfactual_0010_04,1,155,True
10,counterfactual_0010_04,2,0,False
10,counterfactual_0010_04,3,10,True
10,counterfactual_0010_04,4,190,True
10,counterfactual_0010_04,5,189,True
10,counterfactual_0010_04,6,20,True
10,counterfactual_0010_04,7,194,True
10,counterfactual_0010_04,8,196,True
10,counterfactual_0010_04,9,67,True
10,counterfactual_0010_04,10,196,True
10,counterfactual_0010_04,11,196,True
10,counterfactual_0010_04,12,196,True
10,counterfactual_0010_04,13,138,True
10,counterfactual_0010_04,14,28,True
10,counterfactual_0010_04,16,86,True
10,counterfactual_0010_04,17,24,True
10,counterfactual_0010_04,18,109,True
10,counterfactual_0010_04,19,47,True
10,counterfactual_0010_04,20,162,True
10,counterfactual_0010_05,1,196,True
10,counterfactual_0010_05,2,196,True
10,counterfactual_0010_05,3,196,True
10,counterfactual_0010_05,4,196,True
10,counterfactual_0010_05,5,196,True
10,counterfactual_0010_05,6,0,False
10,counterfactual_0010_05,7,149,True
10,counterfactual_0010_05,8,168,True
10,counterfactual_0010_05,9,124,True
10,counterfactual_0010_05,10,196,True
10,counterfactual_0010_05,11,196,True
10,counterfactual_0010_05,12,196,True
10,counterfactual_0010_05,13,75,True
10,counterfactual_0010_05,14,41,True
10,counterfactual_0010_05,16,18,True
10,counterfactual_0010_05,17,12,True
10,counterfactual_0010_05,18,51,True
10,counterfactual_0010_05,19,152,True
10,counterfactual_0010_05,20,196,True
