variant,sensor,treatment_site_id,period,latent_gap_norm,treated_latent_present,donors_present
cv,sentinel1,treatment_0004,P13,0.9761468745315196,True,True
cv,sentinel1,treatment_0004,P14,0.9775569045050252,True,True
cv,sentinel1,treatment_0004,P15,,True,False
cv,sentinel1,treatment_0004,P16,0.9831595506569247,True,True
cv,sentinel1,treatment_0004,P17,0.9928051198768636,True,True
cv,sentinel1,treatment_0004,P18,1.0187168398397466,True,True
cv,sentinel1,treatment_0004,P19,0.9950098230103722,True,True
cv,sentinel1,treatment_0004,P20,0.9925283964427847,True,True
cv,sentinel1,treatment_0005,P11,0.9490498131525812,True,True
cv,sentinel1,treatment_0005,P12,,True,False
cv,sentinel1,treatment_0005,P13,0.973086265624687,True,True
cv,sentinel1,treatment_0005,P14,0.9778597797590312,True,True
cv,sentinel1,treatment_0005,P15,,True,False
cv,sentinel1,treatment_0005,P16,0.9706487859179489,True,True
cv,sentinel1,treatment_0005,P17,0.9360059012478088,True,True
cv,sentinel1,treatment_0005,P18,0.9554605630188148,True,True
cv,sentinel1,treatment_0005,P19,0.938098581543857,True,True
cv,sentinel1,treatment_0005,P20,0.9378271917755089,True,True
cv,sentinel1,treatment_0006,P11,1.0131647573127525,True,True
cv,sentinel1,treatment_0006,P12,,False,False
cv,sentinel1,treatment_0006,P13,1.0119607607259695,True,True
cv,sentinel1,treatment_0006,P14,1.005121159416669,True,True
cv,sentinel1,treatment_0006,P15,,False,False
cv,sentinel1,treatment_0006,P16,0.9919083801683519,True,True
cv,sentinel1,treatment_0006,P17,1.0060672852627153,True,True
cv,sentinel1,treatment_0006,P18,1.0129614070691573,True,True
cv,sentinel1,treatment_0006,P19,1.0097823468184286,True,True
cv,sentinel1,treatment_0006,P20,1.0045621458498224,True,True
cv,sentinel1,treatment_0007,P11,0.9943569637418723,True,True
cv,sentinel1,treatment_0007,P12,,True,False
cv,sentinel1,treatment_0007,P13,0.9718480003001412,True,True
cv,sentinel1,treatment_0007,P14,0.9796156429448795,True,True
cv,sentinel1,treatment_0007,P15,,True,False
cv,sentinel1,treatment_0007,P16,,True,False
cv,sentinel1,treatment_0007,P17,0.9869856769251755,True,True
cv,sentinel1,treatment_0007,P18,1.0023245066621411,True,True
cv,sentinel1,treatment_0007,P19,1.0053111019048921,True,True
cv,sentinel1,treatment_0007,P20,0.9743403085303155,True,True
cv,sentinel1,treatment_0008,P11,0.97199862155986,True,True
cv,sentinel1,treatment_0008,P12,,True,False
cv,sentinel1,treatment_0008,P13,1.0255480520356242,True,True
cv,sentinel1,treatment_0008,P14,0.9884363903273427,True,True
cv,sentinel1,treatment_0008,P15,,True,False
cv,sentinel1,treatment_0008,P16,,True,False
cv,sentinel1,treatment_0008,P17,1.0174389728677313,True,True
cv,sentinel1,treatment_0008,P18,1.0372373250235096,True,True
cv,sentinel1,treatment_0008,P19,1.010111881906024,True,True
cv,sentinel1,treatment_0008,P20,0.9973318211804935,True,True
cv,sentinel1,treatment_0009,P11,0.9765171453783902,True,True
cv,sentinel1,treatment_0009,P12,,True,False
cv,sentinel1,treatment_0009,P13,1.0092805465784143,True,True
cv,sentinel1,treatment_0009,P14,0.9803629858870082,True,True
cv,sentinel1,treatment_0009,P15,,True,False
cv,sentinel1,treatment_0009,P16,1.0001472034786776,True,True
cv,sentinel1,treatment_0009,P17,0.9913746807307801,True,True
cv,sentinel1,treatment_0009,P18,1.00651166676798,True,True
cv,sentinel1,treatment_0009,P19,0.988171701396696,True,True
cv,sentinel1,treatment_0009,P20,0.9909386564548569,True,True
cv,sentinel1,treatment_0010,P11,1.0016000154698503,True,True
cv,sentinel1,treatment_0010,P12,,True,False
cv,sentinel1,treatment_0010,P13,0.999358474594982,True,True
cv,sentinel1,treatment_0010,P14,1.0041395682868512,True,True
cv,sentinel1,treatment_0010,P15,,True,False
cv,sentinel1,treatment_0010,P16,,True,False
cv,sentinel1,treatment_0010,P17,1.007221522038826,True,True
cv,sentinel1,treatment_0010,P18,1.0253690218528748,True,True
cv,sentinel1,treatment_0010,P19,1.0065695660570049,True,True
cv,sentinel1,treatment_0010,P20,0.9902996013869798,True,True
cv,sentinel2,treatment_0001,P11,1.2363052352259274,True,True
cv,sentinel2,treatment_0001,P12,1.225400438227504,True,True
cv,sentinel2,treatment_0001,P13,0.9798474732337485,True,True
cv,sentinel2,treatment_0001,P14,1.1800657522254587,True,True
cv,sentinel2,treatment_0001,P15,,False,False
cv,sentinel2,treatment_0001,P16,1.2844363982084641,True,True
cv,sentinel2,treatment_0001,P17,0.7486508638915059,True,True
cv,sentinel2,treatment_0001,P18,0.7817981775711296,True,True
cv,sentinel2,treatment_0001,P19,1.4163423011473044,True,True
cv,sentinel2,treatment_0001,P20,1.4629478589819018,True,True
cv,sentinel2,treatment_0002,P11,1.244583722015219,True,True
cv,sentinel2,treatment_0002,P12,1.2510144143501796,True,True
cv,sentinel2,treatment_0002,P13,1.0670331567915976,True,True
cv,sentinel2,treatment_0002,P14,1.2853077510807636,True,True
cv,sentinel2,treatment_0002,P15,,False,False
cv,sentinel2,treatment_0002,P16,1.2217643275181116,True,True
cv,sentinel2,treatment_0002,P17,0.9428851548253276,True,True
cv,sentinel2,treatment_0002,P18,0.8999953514286307,True,True
cv,sentinel2,treatment_0002,P19,1.3128223948607491,True,True
cv,sentinel2,treatment_0002,P20,1.2995778359023058,True,True
cv,sentinel2,treatment_0003,P11,1.0291812588841178,True,True
cv,sentinel2,treatment_0003,P12,1.06471607071358,True,True
cv,sentinel2,treatment_0003,P13,1.2979799092522,True,True
cv,sentinel2,treatment_0003,P14,0.6189736127159757,True,True
cv,sentinel2,treatment_0003,P15,,False,False
cv,sentinel2,treatment_0003,P16,1.0955187647413342,True,True
cv,sentinel2,treatment_0003,P17,1.0905501496940728,True,True
cv,sentinel2,treatment_0003,P18,1.0902397566521562,True,True
cv,sentinel2,treatment_0003,P19,1.1671965585184751,True,True
cv,sentinel2,treatment_0003,P20,1.252494449456103,True,True
cv,sentinel2,treatment_0004,P11,1.196620692258628,True,True
cv,sentinel2,treatment_0004,P12,1.2168655419037595,True,True
cv,sentinel2,treatment_0004,P13,0.6459078700396993,True,True
cv,sentinel2,treatment_0004,P14,1.19174633159373,True,True
cv,sentinel2,treatment_0004,P15,,True,False
cv,sentinel2,treatment_0004,P16,1.0284561976744429,True,True
cv,sentinel2,treatment_0004,P17,0.9780594893146888,True,True
cv,sentinel2,treatment_0004,P18,0.9610856951521559,True,True
cv,sentinel2,treatment_0004,P19,1.2843797955181195,True,True
cv,sentinel2,treatment_0004,P20,1.3854346160514786,True,True
cv,sentinel2,treatment_0005,P11,1.209336566009693,True,True
cv,sentinel2,treatment_0005,P12,1.2358750837400205,True,True
cv,sentinel2,treatment_0005,P13,0.6891979200868886,True,True
cv,sentinel2,treatment_0005,P14,1.089531780024296,True,True
cv,sentinel2,treatment_0005,P15,,True,False
cv,sentinel2,treatment_0005,P16,1.1782045938854662,True,True
cv,sentinel2,treatment_0005,P17,1.0158220165053695,True,True
cv,sentinel2,treatment_0005,P18,0.7856202659743978,True,True
cv,sentinel2,treatment_0005,P19,1.2353285415558488,True,True
cv,sentinel2,treatment_0005,P20,1.299949212873246,True,True
cv,sentinel2,treatment_0006,P11,1.2196845684924114,True,True
cv,sentinel2,treatment_0006,P12,1.2472259759652418,True,True
cv,sentinel2,treatment_0006,P13,0.9618850275446229,True,True
cv,sentinel2,treatment_0006,P14,1.2307521678914548,True,True
cv,sentinel2,treatment_0006,P15,,False,False
cv,sentinel2,treatment_0006,P16,0.9984116418376278,True,True
cv,sentinel2,treatment_0006,P17,1.0448891504352877,True,True
cv,sentinel2,treatment_0006,P18,0.7224705225055026,True,True
cv,sentinel2,treatment_0006,P19,1.2836747645365005,True,True
cv,sentinel2,treatment_0006,P20,1.379943552731688,True,True
cv,sentinel2,treatment_0007,P11,1.1100491339837213,True,True
cv,sentinel2,treatment_0007,P12,1.1321526869058698,True,True
cv,sentinel2,treatment_0007,P13,1.1465426262774012,True,True
cv,sentinel2,treatment_0007,P14,0.49907715733897684,True,True
cv,sentinel2,treatment_0007,P15,,True,False
cv,sentinel2,treatment_0007,P16,1.1907001427602868,True,True
cv,sentinel2,treatment_0007,P17,1.1925419290710233,True,True
cv,sentinel2,treatment_0007,P18,1.084101019157971,True,True
cv,sentinel2,treatment_0007,P19,1.1990837606196898,True,True
cv,sentinel2,treatment_0007,P20,1.2203164195388574,True,True
cv,sentinel2,treatment_0008,P11,1.1619288797154053,True,True
cv,sentinel2,treatment_0008,P12,1.2552781895575849,True,True
cv,sentinel2,treatment_0008,P13,1.137452882342769,True,True
cv,sentinel2,treatment_0008,P14,1.2196692793282258,True,True
cv,sentinel2,treatment_0008,P15,,True,False
cv,sentinel2,treatment_0008,P16,0.6607694301719279,True,True
cv,sentinel2,treatment_0008,P17,1.268090789755529,True,True
cv,sentinel2,treatment_0008,P18,0.8065521322624019,True,True
cv,sentinel2,treatment_0008,P19,1.2313279294408277,True,True
cv,sentinel2,treatment_0008,P20,1.4018907209594798,True,True
cv,sentinel2,treatment_0009,P11,1.2436474766181405,True,True
cv,sentinel2,treatment_0009,P12,1.2853612376250516,True,True
cv,sentinel2,treatment_0009,P13,0.8495659321367686,True,True
cv,sentinel2,treatment_0009,P14,1.2591194367534613,True,True
cv,sentinel2,treatment_0009,P15,,True,False
cv,sentinel2,treatment_0009,P16,0.8711215996236653,True,True
cv,sentinel2,treatment_0009,P17,1.3956632778662914,True,True
cv,sentinel2,treatment_0009,P18,0.8576546845265468,True,True
cv,sentinel2,treatment_0009,P19,1.3240463818806418,True,True
cv,sentinel2,treatment_0009,P20,1.4100168099959598,True,True
cv,sentinel2,treatment_0010,P11,1.249905029040223,True,True
cv,sentinel2,treatment_0010,P12,1.2718275191170936,True,True
cv,sentinel2,treatment_0010,P13,0.815936703954606,True,True
cv,sentinel2,treatment_0010,P14,1.2811303206336626,True,True
cv,sentinel2,treatment_0010,P15,,True,False
cv,sentinel2,treatment_0010,P16,1.0369456997686628,True,True
cv,sentinel2,treatment_0010,P17,1.2879238108779802,True,True
cv,sentinel2,treatment_0010,P18,0.8480031723301957,True,True
cv,sentinel2,treatment_0010,P19,1.244870470665558,True,True
cv,sentinel2,treatment_0010,P20,1.387980990992031,True,True
cv_intercept,sentinel1,treatment_0001,P11,1.004349698563197,True,True
cv_intercept,sentinel1,treatment_0001,P12,,False,False
cv_intercept,sentinel1,treatment_0001,P13,1.028828263032189,True,True
cv_intercept,sentinel1,treatment_0001,P14,1.0161343230828341,True,True
cv_intercept,sentinel1,treatment_0001,P15,,False,False
cv_intercept,sentinel1,treatment_0001,P16,0.9884971003832714,True,True
cv_intercept,sentinel1,treatment_0001,P17,1.0199420774826398,True,True
cv_intercept,sentinel1,treatment_0001,P18,1.0209817329517086,True,True
cv_intercept,sentinel1,treatment_0001,P19,1.017429536170689,True,True
cv_intercept,sentinel1,treatment_0001,P20,1.0076947010462431,True,True
cv_intercept,sentinel1,treatment_0002,P11,0.9579756383686481,True,True
cv_intercept,sentinel1,treatment_0002,P12,,False,False
cv_intercept,sentinel1,treatment_0002,P13,0.9731160685081505,True,True
cv_intercept,sentinel1,treatment_0002,P14,0.9748709726318115,True,True
cv_intercept,sentinel1,treatment_0002,P15,,False,False
cv_intercept,sentinel1,treatment_0002,P16,0.973598922006878,True,True
cv_intercept,sentinel1,treatment_0002,P17,0.9824781282933769,True,True
cv_intercept,sentinel1,treatment_0002,P18,0.9575468244980351,True,True
cv_intercept,sentinel1,treatment_0002,P19,0.9858512587330486,True,True
cv_intercept,sentinel1,treatment_0002,P20,0.9719718310814459,True,True
cv_intercept,sentinel1,treatment_0003,P11,0.9638202051388222,True,True
cv_intercept,sentinel1,treatment_0003,P12,,True,False
cv_intercept,sentinel1,treatment_0003,P13,0.9691405556629629,True,True
cv_intercept,sentinel1,treatment_0003,P14,0.9366347784728857,True,True
cv_intercept,sentinel1,treatment_0003,P15,,True,False
cv_intercept,sentinel1,treatment_0003,P16,0.9685660696319722,True,True
cv_intercept,sentinel1,treatment_0003,P17,0.960676348718082,True,True
cv_intercept,sentinel1,treatment_0003,P18,0.9943269409601657,True,True
cv_intercept,sentinel1,treatment_0003,P19,0.9309670301690124,True,True
cv_intercept,sentinel1,treatment_0003,P20,0.9546056200348179,True,True
cv_intercept,sentinel1,treatment_0004,P11,0.986530050360837,True,True
cv_intercept,sentinel1,treatment_0004,P12,,True,False
cv_intercept,sentinel1,treatment_0004,P13,0.9757223548405264,True,True
cv_intercept,sentinel1,treatment_0004,P14,0.9770336336198003,True,True
cv_intercept,sentinel1,treatment_0004,P15,,True,False
cv_intercept,sentinel1,treatment_0004,P16,0.9830257604167723,True,True
cv_intercept,sentinel1,treatment_0004,P17,0.9922586323468923,True,True
cv_intercept,sentinel1,treatment_0004,P18,1.0182438643313407,True,True
cv_intercept,sentinel1,treatment_0004,P19,0.9946805207303033,True,True
cv_intercept,sentinel1,treatment_0004,P20,0.9916163466548581,True,True
cv_intercept,sentinel1,treatment_0005,P11,0.9499133469949675,True,True
cv_intercept,sentinel1,treatment_0005,P12,,True,False
cv_intercept,sentinel1,treatment_0005,P13,0.9741732438722505,True,True
cv_intercept,sentinel1,treatment_0005,P14,0.9799124353630233,True,True
cv_intercept,sentinel1,treatment_0005,P15,,True,False
cv_intercept,sentinel1,treatment_0005,P16,0.9704102704946153,True,True
cv_intercept,sentinel1,treatment_0005,P17,0.9373591787168317,True,True
cv_intercept,sentinel1,treatment_0005,P18,0.9565670378629387,True,True
cv_intercept,sentinel1,treatment_0005,P19,0.9385994023514951,True,True
cv_intercept,sentinel1,treatment_0005,P20,0.9398322505948662,True,True
cv_intercept,sentinel1,treatment_0006,P11,1.0117065350233638,True,True
cv_intercept,sentinel1,treatment_0006,P12,,False,False
cv_intercept,sentinel1,treatment_0006,P13,1.0098751507605674,True,True
cv_intercept,sentinel1,treatment_0006,P14,1.003198675325009,True,True
cv_intercept,sentinel1,treatment_0006,P15,,False,False
cv_intercept,sentinel1,treatment_0006,P16,0.9905217598890146,True,True
cv_intercept,sentinel1,treatment_0006,P17,1.0048220666402805,True,True
cv_intercept,sentinel1,treatment_0006,P18,1.0126352922616837,True,True
cv_intercept,sentinel1,treatment_0006,P19,1.0087395937546872,True,True
cv_intercept,sentinel1,treatment_0006,P20,1.0038066845192641,True,True
cv_intercept,sentinel1,treatment_0007,P11,0.9945797523427796,True,True
cv_intercept,sentinel1,treatment_0007,P12,,True,False
cv_intercept,sentinel1,treatment_0007,P13,0.9730034691579089,True,True
cv_intercept,sentinel1,treatment_0007,P14,0.9811657917844167,True,True
cv_intercept,sentinel1,treatment_0007,P15,,True,False
cv_intercept,sentinel1,treatment_0007,P16,,True,False
cv_intercept,sentinel1,treatment_0007,P17,0.987333591234332,True,True
cv_intercept,sentinel1,treatment_0007,P18,1.003375819925899,True,True
cv_intercept,sentinel1,treatment_0007,P19,1.0068402378876473,True,True
cv_intercept,sentinel1,treatment_0007,P20,0.9749240307199433,True,True
cv_intercept,sentinel1,treatment_0008,P11,0.9708496988739386,True,True
cv_intercept,sentinel1,treatment_0008,P12,,True,False
cv_intercept,sentinel1,treatment_0008,P13,1.024254397051265,True,True
cv_intercept,sentinel1,treatment_0008,P14,0.9863038426961281,True,True
cv_intercept,sentinel1,treatment_0008,P15,,True,False
cv_intercept,sentinel1,treatment_0008,P16,,True,False
cv_intercept,sentinel1,treatment_0008,P17,1.0166456235720904,True,True
cv_intercept,sentinel1,treatment_0008,P18,1.0372104442789822,True,True
cv_intercept,sentinel1,treatment_0008,P19,1.008967723663428,True,True
cv_intercept,sentinel1,treatment_0008,P20,0.9959649710726493,True,True
cv_intercept,sentinel1,treatment_0009,P11,0.9768304689424127,True,True
cv_intercept,sentinel1,treatment_0009,P12,,True,False
cv_intercept,sentinel1,treatment_0009,P13,1.009566569946315,True,True
cv_intercept,sentinel1,treatment_0009,P14,0.9805060636262639,True,True
cv_intercept,sentinel1,treatment_0009,P15,,True,False
cv_intercept,sentinel1,treatment_0009,P16,0.9998147641932168,True,True
cv_intercept,sentinel1,treatment_0009,P17,0.9914286561380762,True,True
cv_intercept,sentinel1,treatment_0009,P18,1.0066695441893558,True,True
cv_intercept,sentinel1,treatment_0009,P19,0.9883440917909629,True,True
cv_intercept,sentinel1,treatment_0009,P20,0.99131811821761,True,True
cv_intercept,sentinel1,treatment_0010,P11,1.000368937930267,True,True
cv_intercept,sentinel1,treatment_0010,P12,,True,False
cv_intercept,sentinel1,treatment_0010,P13,0.9965509310837514,True,True
cv_intercept,sentinel1,treatment_0010,P14,1.000075517252646,True,True
cv_intercept,sentinel1,treatment_0010,P15,,True,False
cv_intercept,sentinel1,treatment_0010,P16,,True,False
cv_intercept,sentinel1,treatment_0010,P17,1.007427039644948,True,True
cv_intercept,sentinel1,treatment_0010,P18,1.0245145818189632,True,True
cv_intercept,sentinel1,treatment_0010,P19,1.0056141662513511,True,True
cv_intercept,sentinel1,treatment_0010,P20,0.9906359585636487,True,True
cv_intercept,sentinel2,treatment_0001,P11,1.2365758238456008,True,True
cv_intercept,sentinel2,treatment_0001,P12,1.2250030182661185,True,True
cv_intercept,sentinel2,treatment_0001,P13,0.9669616920911412,True,True
cv_intercept,sentinel2,treatment_0001,P14,1.191276205749379,True,True
cv_intercept,sentinel2,treatment_0001,P15,,False,False
cv_intercept,sentinel2,treatment_0001,P16,1.2846455199693854,True,True
cv_intercept,sentinel2,treatment_0001,P17,0.7380227416098507,True,True
cv_intercept,sentinel2,treatment_0001,P18,0.7885420929000357,True,True
cv_intercept,sentinel2,treatment_0001,P19,1.414647311214709,True,True
cv_intercept,sentinel2,treatment_0001,P20,1.464760435555433,True,True
cv_intercept,sentinel2,treatment_0002,P11,1.2430459773094982,True,True
cv_intercept,sentinel2,treatment_0002,P12,1.2494734139973782,True,True
cv_intercept,sentinel2,treatment_0002,P13,1.0775034102564394,True,True
cv_intercept,sentinel2,treatment_0002,P14,1.287552871509764,True,True
cv_intercept,sentinel2,treatment_0002,P15,,False,False
cv_intercept,sentinel2,treatment_0002,P16,1.2249726016143387,True,True
cv_intercept,sentinel2,treatment_0002,P17,0.9451963681805418,True,True
cv_intercept,sentinel2,treatment_0002,P18,0.8987486811541313,True,True
cv_intercept,sentinel2,treatment_0002,P19,1.317050624648079,True,True
cv_intercept,sentinel2,treatment_0002,P20,1.3029412044308137,True,True
cv_intercept,sentinel2,treatment_0003,P11,1.0236460310571418,True,True
cv_intercept,sentinel2,treatment_0003,P12,1.0602585172892098,True,True
cv_intercept,sentinel2,treatment_0003,P13,1.2779520022729751,True,True
cv_intercept,sentinel2,treatment_0003,P14,0.6249879208357213,True,True
cv_intercept,sentinel2,treatment_0003,P15,,False,False
cv_intercept,sentinel2,treatment_0003,P16,1.0693138975157699,True,True
cv_intercept,sentinel2,treatment_0003,P17,1.1008596661673,True,True
cv_intercept,sentinel2,treatment_0003,P18,1.1107516997697529,True,True
cv_intercept,sentinel2,treatment_0003,P19,1.1529016006310908,True,True
cv_intercept,sentinel2,treatment_0003,P20,1.2509900253404502,True,True
cv_intercept,sentinel2,treatment_0004,P11,1.1997927880557804,True,True
cv_intercept,sentinel2,treatment_0004,P12,1.2187312317072767,True,True
cv_intercept,sentinel2,treatment_0004,P13,0.6348611244803608,True,True
cv_intercept,sentinel2,treatment_0004,P14,1.1982304279713591,True,True
cv_intercept,sentinel2,treatment_0004,P15,,True,False
cv_intercept,sentinel2,treatment_0004,P16,1.025858771700408,True,True
cv_intercept,sentinel2,treatment_0004,P17,0.9876070757434995,True,True
cv_intercept,sentinel2,treatment_0004,P18,0.943133023230873,True,True
cv_intercept,sentinel2,treatment_0004,P19,1.2816217117242088,True,True
cv_intercept,sentinel2,treatment_0004,P20,1.3798818059383793,True,True
cv_intercept,sentinel2,treatment_0005,P11,1.1911932135772882,True,True
cv_intercept,sentinel2,treatment_0005,P12,1.2086623270590502,True,True
cv_intercept,sentinel2,treatment_0005,P13,0.9837482727259821,True,True
cv_intercept,sentinel2,treatment_0005,P14,1.0923998771775516,True,True
cv_intercept,sentinel2,treatment_0005,P15,,True,False
cv_intercept,sentinel2,treatment_0005,P16,1.2050005301470308,True,True
cv_intercept,sentinel2,treatment_0005,P17,0.914732565772757,True,True
cv_intercept,sentinel2,treatment_0005,P18,0.8231352820751322,True,True
cv_intercept,sentinel2,treatment_0005,P19,1.2423802799791464,True,True
cv_intercept,sentinel2,treatment_0005,P20,1.2970469723552136,True,True
cv_intercept,sentinel2,treatment_0006,P11,1.2166460007391509,True,True
cv_intercept,sentinel2,treatment_0006,P12,1.2442702781595245,True,True
cv_intercept,sentinel2,treatment_0006,P13,0.9754336546904361,True,True
cv_intercept,sentinel2,treatment_0006,P14,1.2304575224890966,True,True
cv_intercept,sentinel2,treatment_0006,P15,,False,False
cv_intercept,sentinel2,treatment_0006,P16,0.9978109203336819,True,True
cv_intercept,sentinel2,treatment_0006,P17,1.0361151383197518,True,True
cv_intercept,sentinel2,treatment_0006,P18,0.7303423283393324,True,True
cv_intercept,sentinel2,treatment_0006,P19,1.2807319165331545,True,True
cv_intercept,sentinel2,treatment_0006,P20,1.378680165977361,True,True
cv_intercept,sentinel2,treatment_0007,P11,1.124814192284707,True,True
cv_intercept,sentinel2,treatment_0007,P12,1.1429880696712982,True,True
cv_intercept,sentinel2,treatment_0007,P13,1.094807315089573,True,True
cv_intercept,sentinel2,treatment_0007,P14,0.5232011762578825,True,True
cv_intercept,sentinel2,treatment_0007,P15,,True,False
cv_intercept,sentinel2,treatment_0007,P16,1.196799237839479,True,True
cv_intercept,sentinel2,treatment_0007,P17,1.2240532241937037,True,True
cv_intercept,sentinel2,treatment_0007,P18,1.0817824017887556,True,True
cv_intercept,sentinel2,treatment_0007,P19,1.1957492071582025,True,True
cv_intercept,sentinel2,treatment_0007,P20,1.215532209268536,True,True
cv_intercept,sentinel2,treatment_0008,P11,1.1738297242634734,True,True
cv_intercept,sentinel2,treatment_0008,P12,1.2623172110941263,True,True
cv_intercept,sentinel2,treatment_0008,P13,1.0564065921948544,True,True
cv_intercept,sentinel2,treatment_0008,P14,1.2205813141932986,True,True
cv_intercept,sentinel2,treatment_0008,P15,,True,False
cv_intercept,sentinel2,treatment_0008,P16,0.664397101695296,True,True
cv_intercept,sentinel2,treatment_0008,P17,1.3433236885900157,True,True
cv_intercept,sentinel2,treatment_0008,P18,0.8279653250584501,True,True
cv_intercept,sentinel2,treatment_0008,P19,1.2279503602229664,True,True
cv_intercept,sentinel2,treatment_0008,P20,1.3950564025000391,True,True
cv_intercept,sentinel2,treatment_0009,P11,1.2547503437500755,True,True
cv_intercept,sentinel2,treatment_0009,P12,1.287400316418372,True,True
cv_intercept,sentinel2,treatment_0009,P13,0.7378124808665325,True,True
cv_intercept,sentinel2,treatment_0009,P14,1.2650492064864431,True,True
cv_intercept,sentinel2,treatment_0009,P15,,True,False
cv_intercept,sentinel2,treatment_0009,P16,0.8605304071299567,True,True
cv_intercept,sentinel2,treatment_0009,P17,1.491129893886479,True,True
cv_intercept,sentinel2,treatment_0009,P18,0.8863925484936647,True,True
cv_intercept,sentinel2,treatment_0009,P19,1.3253289461396,True,True
cv_intercept,sentinel2,treatment_0009,P20,1.3951126474507798,True,True
cv_intercept,sentinel2,treatment_0010,P11,1.2616157327483262,True,True
cv_intercept,sentinel2,treatment_0010,P12,1.2815407822258047,True,True
cv_intercept,sentinel2,treatment_0010,P13,0.7181422214217731,True,True
cv_intercept,sentinel2,treatment_0010,P14,1.2786025316438319,True,True
cv_intercept,sentinel2,treatment_0010,P15,,True,False
cv_intercept,sentinel2,treatment_0010,P16,1.053063803644709,True,True
cv_intercept,sentinel2,treatment_0010,P17,1.3187504348254926,True,True
cv_intercept,sentinel2,treatment_0010,P18,0.8859190608725077,True,True
cv_intercept,sentinel2,treatment_0010,P19,1.2516359877368706,True,True
cv_intercept,sentinel2,treatment_0010,P20,1.389525119084468,True,True
