cache,sensor,repr,site,test,test_rmse,train_rmse,n_test_dims
genfill,sentinel2,latent980,treatment_0003,P10,0.9441635246232528,0.9872640200728184,980
genfill,sentinel2,latent980,treatment_0004,P10,0.7368574362151057,0.6721398667279654,980
genfill,sentinel2,latent980,treatment_0005,P10,1.15333085283902,1.1438398838854007,980
genfill,sentinel2,latent980,treatment_0006,P10,1.0637785431482771,1.1371978873950452,980
genfill,sentinel2,latent980,treatment_0007,P10,1.0137484506133292,1.1098617857061386,980
genfill,sentinel2,latent980,treatment_0008,P10,1.1893959481252765,1.0307813756722948,980
genfill,sentinel2,latent980,treatment_0009,P10,1.3155653523162467,0.9136249420424652,980
genfill,sentinel2,latent980,treatment_0010,P10,1.2902271860429462,1.1472450170241073,980
genfill,sentinel2,chip_mean,treatment_0001,P09,0.5642978656722805,0.6324739906243291,5
genfill,sentinel2,chip_mean,treatment_0002,P09,0.5361396965751599,0.9151677850961466,5
genfill,sentinel2,chip_mean,treatment_0003,P09,0.43801470877132226,0.6188609918220805,5
genfill,sentinel2,chip_mean,treatment_0004,P09,0.1449313583044056,0.3749686943808699,5
genfill,sentinel2,chip_mean,treatment_0005,P09,1.298145358564266,0.6719595587469079,5
genfill,sentinel2,chip_mean,treatment_0006,P09,0.44171034315422797,0.603371618776217,5
genfill,sentinel2,chip_mean,treatment_0007,P09,0.7717014847345839,1.012976300443635,5
genfill,sentinel2,chip_mean,treatment_0008,P09,0.5398951422674093,0.5446920108539021,5
genfill,sentinel2,chip_mean,treatment_0009,P09,0.36475860440836066,0.6288126292170871,5
genfill,sentinel2,chip_mean,treatment_0010,P09,0.8330388996655079,0.5427035066797902,5
genfill,sentinel2,chip_mean,treatment_0001,P10,0.9489874436653678,0.6407680111147074,5
genfill,sentinel2,chip_mean,treatment_0002,P10,0.7094932264689805,0.9016982250739974,5
genfill,sentinel2,chip_mean,treatment_0003,P10,0.43855142970872757,0.6129465082461995,5
genfill,sentinel2,chip_mean,treatment_0004,P10,0.35143270617602784,0.36484442664905803,5
genfill,sentinel2,chip_mean,treatment_0005,P10,0.40459002417491924,0.719651753887233,5
genfill,sentinel2,chip_mean,treatment_0006,P10,0.5306726962196333,0.6002446199553146,5
genfill,sentinel2,chip_mean,treatment_0007,P10,0.9967645087334898,1.0137001337809972,5
genfill,sentinel2,chip_mean,treatment_0008,P10,0.7878890842225144,0.5562903961916101,5
genfill,sentinel2,chip_mean,treatment_0009,P10,0.36522343593899026,0.6215904512841538,5
genfill,sentinel2,chip_mean,treatment_0010,P10,0.9228811505248651,0.5899317280815605,5
genfill,sentinel2,quantile,treatment_0001,P09,0.5736342285751924,0.8246413877197865,100
genfill,sentinel2,quantile,treatment_0002,P09,0.7715797963349282,0.8876796869064553,100
genfill,sentinel2,quantile,treatment_0003,P09,0.8787255803849296,0.9338428872101123,100
genfill,sentinel2,quantile,treatment_0004,P09,0.5903726604062105,0.6008366589519754,100
genfill,sentinel2,quantile,treatment_0005,P09,0.8930144260091579,0.7870396490993702,100
genfill,sentinel2,quantile,treatment_0006,P09,0.5551928991271212,0.7678419225171976,100
genfill,sentinel2,quantile,treatment_0007,P09,0.7893046232505679,1.0122935570347023,100
genfill,sentinel2,quantile,treatment_0008,P09,0.5986678666953964,0.6669061311240246,100
genfill,sentinel2,quantile,treatment_0009,P09,0.5915401834387536,0.8147063117882897,100
genfill,sentinel2,quantile,treatment_0010,P09,0.8346071270681285,0.690013622510171,100
genfill,sentinel2,quantile,treatment_0001,P10,0.8993386232486232,0.8181016798811802,100
genfill,sentinel2,quantile,treatment_0002,P10,0.8487235455554539,0.8887470757182392,100
genfill,sentinel2,quantile,treatment_0003,P10,0.68250643946742,0.9422516953283222,100
genfill,sentinel2,quantile,treatment_0004,P10,0.5444576654961178,0.6099628067943051,100
genfill,sentinel2,quantile,treatment_0005,P10,0.8545914902059125,0.8115906026778023,100
genfill,sentinel2,quantile,treatment_0006,P10,0.6506956302606486,0.7609234874451911,100
genfill,sentinel2,quantile,treatment_0007,P10,1.1979816667896634,1.009336847382872,100
genfill,sentinel2,quantile,treatment_0008,P10,0.7227809782073569,0.6700236591651221,100
genfill,sentinel2,quantile,treatment_0009,P10,0.5617461716960012,0.8096182231934308,100
genfill,sentinel2,quantile,treatment_0010,P10,0.9297760067164776,0.7172208200819247,100
genfill,sentinel2,gram,treatment_0001,P09,0.645966423743654,0.6435572356618724,15
genfill,sentinel2,gram,treatment_0002,P09,0.6328793182069389,0.8964865877144907,15
genfill,sentinel2,gram,treatment_0003,P09,0.5296018743144336,0.7001972296227219,15
genfill,sentinel2,gram,treatment_0004,P09,0.1927323414562608,0.33123967756716327,15
genfill,sentinel2,gram,treatment_0005,P09,1.076593176571403,0.6680067483029305,15
genfill,sentinel2,gram,treatment_0006,P09,0.43240094572919574,0.6032862645514923,15
genfill,sentinel2,gram,treatment_0007,P09,0.7441464233309973,1.0973048278856088,15
genfill,sentinel2,gram,treatment_0008,P09,0.5239150638379761,0.5632393121095102,15
genfill,sentinel2,gram,treatment_0009,P09,0.31518241577027506,0.6536739642085103,15
genfill,sentinel2,gram,treatment_0010,P09,0.7479203197767788,0.570238878624048,15
genfill,sentinel2,gram,treatment_0001,P10,0.9157278529384941,0.6556683487380848,15
genfill,sentinel2,gram,treatment_0002,P10,0.9000763633014902,0.8880503353938483,15
genfill,sentinel2,gram,treatment_0003,P10,0.6599536452378179,0.6944877482638786,15
genfill,sentinel2,gram,treatment_0004,P10,0.23479046300341225,0.32504680126946667,15
genfill,sentinel2,gram,treatment_0005,P10,0.6557815580948523,0.7056931226329379,15
genfill,sentinel2,gram,treatment_0006,P10,0.6273078985372763,0.5987119636039269,15
genfill,sentinel2,gram,treatment_0007,P10,1.188426435219346,1.0869111887414522,15
genfill,sentinel2,gram,treatment_0008,P10,0.8585287110454746,0.5702705709076076,15
genfill,sentinel2,gram,treatment_0009,P10,0.317352337628216,0.64018259415598,15
genfill,sentinel2,gram,treatment_0010,P10,0.8490236045037988,0.6003971437970174,15
genfill,sentinel2,combined,treatment_0001,P09,0.5779426944368176,0.8059448447671096,115
genfill,sentinel2,combined,treatment_0002,P09,0.7452586551726694,0.8896758592530503,115
genfill,sentinel2,combined,treatment_0003,P09,0.8372994743713147,0.907226283179131,115
genfill,sentinel2,combined,treatment_0004,P09,0.5533028060628785,0.5743421968147485,115
genfill,sentinel2,combined,treatment_0005,P09,0.9054155624193437,0.7731089819524792,115
genfill,sentinel2,combined,treatment_0006,P09,0.5409842054200014,0.7530182346775506,115
genfill,sentinel2,combined,treatment_0007,P09,0.8006242005190832,1.0319116710146023,115
genfill,sentinel2,combined,treatment_0008,P09,0.5907599743920227,0.6567916610566014,115
genfill,sentinel2,combined,treatment_0009,P09,0.5664294470544979,0.7984422584792985,115
genfill,sentinel2,combined,treatment_0010,P09,0.8240465090759345,0.6768464474664121,115
genfill,sentinel2,combined,treatment_0001,P10,0.9024334116527845,0.8008122663087722,115
genfill,sentinel2,combined,treatment_0002,P10,0.8603894553211417,0.8892486085000262,115
genfill,sentinel2,combined,treatment_0003,P10,0.6713515230150321,0.913948771231506,115
genfill,sentinel2,combined,treatment_0004,P10,0.5188286616932276,0.5819682216076152,115
genfill,sentinel2,combined,treatment_0005,P10,0.8373730605744836,0.7998301492391254,115
genfill,sentinel2,combined,treatment_0006,P10,0.6297611915027533,0.7460703712811436,115
genfill,sentinel2,combined,treatment_0007,P10,1.212415511480941,1.0286305273790908,115
genfill,sentinel2,combined,treatment_0008,P10,0.7342984010027189,0.6602346712976651,115
genfill,sentinel2,combined,treatment_0009,P10,0.5386671874012852,0.7925329236517099,115
genfill,sentinel2,combined,treatment_0010,P10,0.9195540682060347,0.7042507236729487,115
