label,estimator,treatment_site_id,period,period_index,is_post,gap_norm,gap_rmse,sensor,method,repr
genfill,fsc,treatment_0003,P14,14,True,0.04690492885606472,0.01211080055430549,sentinel1,covmat,gram
genfill,fsc,treatment_0003,P16,15,True,0.02177940470079232,0.005623418113098679,sentinel1,covmat,gram
genfill,fsc,treatment_0003,P17,16,True,0.04912704571614757,0.012684548660467332,sentinel1,covmat,gram
genfill,fsc,treatment_0003,P18,17,True,0.05478001644556857,0.014144139426577032,sentinel1,covmat,gram
genfill,fsc,treatment_0003,P19,18,True,0.03579858229400128,0.00924315420283351,sentinel1,covmat,gram
genfill,fsc,treatment_0003,P20,19,True,0.1085113116655737,0.028017500197059307,sentinel1,covmat,gram
genfill,fsc,treatment_0004,P01,1,False,0.06552363218191708,0.016918129081572343,sentinel1,covmat,gram
genfill,fsc,treatment_0004,P02,2,False,0.09509949676888955,0.02455458448124102,sentinel1,covmat,gram
genfill,fsc,treatment_0004,P03,3,False,0.04946622886419684,0.0127721253727146,sentinel1,covmat,gram
genfill,fsc,treatment_0004,P04,4,False,0.06215460844575693,0.016048250893363966,sentinel1,covmat,gram
genfill,fsc,treatment_0004,P05,5,False,0.07342450557340753,0.018958125819288067,sentinel1,covmat,gram
genfill,fsc,treatment_0004,P06,6,False,0.049386930934325765,0.012751650735262639,sentinel1,covmat,gram
genfill,fsc,treatment_0004,P07,7,False,0.05140307914350944,0.013272217964439592,sentinel1,covmat,gram
genfill,fsc,treatment_0004,P08,8,False,0.07918717928036302,0.020446041772399136,sentinel1,covmat,gram
genfill,fsc,treatment_0004,P09,9,False,0.049365462124143514,0.012746107512309389,sentinel1,covmat,gram
genfill,fsc,treatment_0004,P10,10,False,0.10793874401481265,0.02786966386532766,sentinel1,covmat,gram
genfill,fsc,treatment_0004,P11,11,True,0.05683655701855857,0.01467513591924304,sentinel1,covmat,gram
genfill,fsc,treatment_0004,P12,12,True,0.07597407279814883,0.019616421246052024,sentinel1,covmat,gram
genfill,fsc,treatment_0004,P13,13,True,0.08469446864632607,0.02186801777220714,sentinel1,covmat,gram
genfill,fsc,treatment_0004,P14,14,True,0.10015823225125964,0.025860744366313543,sentinel1,covmat,gram
genfill,fsc,treatment_0004,P16,15,True,0.05437820970869482,0.014040393373223301,sentinel1,covmat,gram
genfill,fsc,treatment_0004,P17,16,True,0.06598094580860171,0.017036206952248566,sentinel1,covmat,gram
genfill,fsc,treatment_0004,P18,17,True,0.05332578683488585,0.013768658955661307,sentinel1,covmat,gram
genfill,fsc,treatment_0004,P19,18,True,0.08582918450709492,0.022161000147636153,sentinel1,covmat,gram
genfill,fsc,treatment_0004,P20,19,True,0.09476794956342832,0.024468979360892155,sentinel1,covmat,gram
genfill,fsc,treatment_0005,P01,1,False,0.10040556335106252,0.025924604981682593,sentinel1,covmat,gram
genfill,fsc,treatment_0005,P02,2,False,0.05907939418760796,0.015254233986175258,sentinel1,covmat,gram
genfill,fsc,treatment_0005,P03,3,False,0.028904414004228707,0.0074630876046841476,sentinel1,covmat,gram
genfill,fsc,treatment_0005,P04,4,False,0.04506880010353475,0.011636714148969413,sentinel1,covmat,gram
genfill,fsc,treatment_0005,P05,5,False,0.03996364543360864,0.010318568881206957,sentinel1,covmat,gram
genfill,fsc,treatment_0005,P06,6,False,0.04841859083939685,0.012501626397854331,sentinel1,covmat,gram
genfill,fsc,treatment_0005,P07,7,False,0.03249493277543512,0.008390155565025984,sentinel1,covmat,gram
genfill,fsc,treatment_0005,P08,8,False,0.045978731596475864,0.011871657450192785,sentinel1,covmat,gram
genfill,fsc,treatment_0005,P09,9,False,0.055564967436042,0.014346812900823206,sentinel1,covmat,gram
genfill,fsc,treatment_0005,P10,10,False,0.051317853242242355,0.013250212731354731,sentinel1,covmat,gram
genfill,fsc,treatment_0005,P11,11,True,0.03879583842953501,0.010017042409316187,sentinel1,covmat,gram
genfill,fsc,treatment_0005,P12,12,True,0.04634962008730159,0.011967420446743988,sentinel1,covmat,gram
genfill,fsc,treatment_0005,P13,13,True,0.04596100778371834,0.011867081181416706,sentinel1,covmat,gram
genfill,fsc,treatment_0005,P14,14,True,0.0419960823884346,0.010843341846424121,sentinel1,covmat,gram
genfill,fsc,treatment_0005,P16,15,True,0.06400442234696327,0.016525870788894306,sentinel1,covmat,gram
genfill,fsc,treatment_0005,P17,16,True,0.048535789866688064,0.01253188705658037,sentinel1,covmat,gram
genfill,fsc,treatment_0005,P18,17,True,0.04708957121609165,0.01215847500666474,sentinel1,covmat,gram
genfill,fsc,treatment_0005,P19,18,True,0.1008493553059018,0.026039191571700815,sentinel1,covmat,gram
genfill,fsc,treatment_0005,P20,19,True,0.09242451852497814,0.023863908068565285,sentinel1,covmat,gram
genfill,fsc,treatment_0006,P01,1,False,0.07481729699842467,0.01931774301887686,sentinel1,covmat,gram
genfill,fsc,treatment_0006,P02,2,False,0.0743937913777738,0.019208394337823124,sentinel1,covmat,gram
genfill,fsc,treatment_0006,P03,3,False,0.08807347805595574,0.02274047425021873,sentinel1,covmat,gram
genfill,fsc,treatment_0006,P04,4,False,0.055969461458779825,0.014451252808403476,sentinel1,covmat,gram
genfill,fsc,treatment_0006,P05,5,False,0.07165529316506565,0.018501317139727292,sentinel1,covmat,gram
genfill,fsc,treatment_0006,P06,6,False,0.05781816364988711,0.014928585661620522,sentinel1,covmat,gram
genfill,fsc,treatment_0006,P07,7,False,0.07227660256408176,0.01866173853674273,sentinel1,covmat,gram
genfill,fsc,treatment_0006,P08,8,False,0.057787677116823886,0.014920714072631356,sentinel1,covmat,gram
genfill,fsc,treatment_0006,P09,9,False,0.08752039505728154,0.022597668834023022,sentinel1,covmat,gram
genfill,fsc,treatment_0006,P10,10,False,0.0866848571789338,0.022381933881491938,sentinel1,covmat,gram
genfill,fsc,treatment_0006,P11,11,True,0.09192054746688375,0.023733783300900604,sentinel1,covmat,gram
genfill,fsc,treatment_0006,P12,12,True,0.20750527384409817,0.05357763132322678,sentinel1,covmat,gram
genfill,fsc,treatment_0006,P13,13,True,0.0895074471620716,0.02311072348134957,sentinel1,covmat,gram
genfill,fsc,treatment_0006,P14,14,True,0.11697170278401434,0.030201963790667415,sentinel1,covmat,gram
genfill,fsc,treatment_0006,P16,15,True,0.10663377385194009,0.027532722018120792,sentinel1,covmat,gram
genfill,fsc,treatment_0006,P17,16,True,0.1156305311514102,0.02985567476416864,sentinel1,covmat,gram
genfill,fsc,treatment_0006,P18,17,True,0.074725123062201,0.019293943810880284,sentinel1,covmat,gram
genfill,fsc,treatment_0006,P19,18,True,0.09476699146279582,0.024468731980372575,sentinel1,covmat,gram
genfill,fsc,treatment_0006,P20,19,True,0.06930760876601831,0.01789514763441654,sentinel1,covmat,gram
genfill,fsc,treatment_0007,P01,1,False,0.13913606182712063,0.035924776687554914,sentinel1,covmat,gram
genfill,fsc,treatment_0007,P02,2,False,0.1180578764677851,0.030482412629889613,sentinel1,covmat,gram
genfill,fsc,treatment_0007,P03,3,False,0.16606529738864576,0.04287787541128047,sentinel1,covmat,gram
genfill,fsc,treatment_0007,P04,4,False,0.14213218729328067,0.03669837295646063,sentinel1,covmat,gram
genfill,fsc,treatment_0007,P05,5,False,0.12732589802340233,0.03287540550570274,sentinel1,covmat,gram
genfill,fsc,treatment_0007,P06,6,False,0.14977195182782096,0.03867095167720867,sentinel1,covmat,gram
genfill,fsc,treatment_0007,P07,7,False,0.1061609017241936,0.02741062695974427,sentinel1,covmat,gram
genfill,fsc,treatment_0007,P08,8,False,0.12618075003247722,0.03257972956584968,sentinel1,covmat,gram
genfill,fsc,treatment_0007,P09,9,False,0.12953468059794065,0.03344571071414141,sentinel1,covmat,gram
genfill,fsc,treatment_0007,P10,10,False,0.12065552888176596,0.031153123599128505,sentinel1,covmat,gram
genfill,fsc,treatment_0007,P11,11,True,0.1104184765855668,0.028509928061966255,sentinel1,covmat,gram
genfill,fsc,treatment_0007,P12,12,True,0.08207794497628296,0.02119243426560484,sentinel1,covmat,gram
genfill,fsc,treatment_0007,P13,13,True,0.10902752721903458,0.02815078647983312,sentinel1,covmat,gram
genfill,fsc,treatment_0007,P14,14,True,0.0987949317061897,0.025508741679184793,sentinel1,covmat,gram
genfill,fsc,treatment_0007,P16,15,True,0.0978204220626563,0.02525712437117656,sentinel1,covmat,gram
genfill,fsc,treatment_0007,P17,16,True,0.11055890384125115,0.028546186223474195,sentinel1,covmat,gram
genfill,fsc,treatment_0007,P18,17,True,0.0793776889892361,0.02049523116771622,sentinel1,covmat,gram
genfill,fsc,treatment_0007,P19,18,True,0.15523345519641124,0.04008110578332906,sentinel1,covmat,gram
genfill,fsc,treatment_0007,P20,19,True,0.13695402204852805,0.03536137643933817,sentinel1,covmat,gram
genfill,fsc,treatment_0008,P01,1,False,0.08180104557695297,0.021120939148126183,sentinel1,covmat,gram
genfill,fsc,treatment_0008,P02,2,False,0.07878654684271225,0.020342598921801007,sentinel1,covmat,gram
genfill,fsc,treatment_0008,P03,3,False,0.09110335572532433,0.023522785300519416,sentinel1,covmat,gram
genfill,fsc,treatment_0008,P04,4,False,0.06550988107992067,0.01691457856230407,sentinel1,covmat,gram
genfill,fsc,treatment_0008,P05,5,False,0.033846946765188186,0.008739244076102857,sentinel1,covmat,gram
genfill,fsc,treatment_0008,P06,6,False,0.08979780824764164,0.023185694391269537,sentinel1,covmat,gram
genfill,fsc,treatment_0008,P07,7,False,0.08194138334091942,0.021157174202971918,sentinel1,covmat,gram
genfill,fsc,treatment_0008,P08,8,False,0.04258854988360013,0.010996316295887142,sentinel1,covmat,gram
genfill,fsc,treatment_0008,P09,9,False,0.06078471011001426,0.01569454466400872,sentinel1,covmat,gram
genfill,fsc,treatment_0008,P10,10,False,0.09724152756880579,0.025107654455583616,sentinel1,covmat,gram
genfill,fsc,treatment_0008,P11,11,True,0.08068630476443277,0.020833114307977615,sentinel1,covmat,gram
genfill,fsc,treatment_0008,P12,12,True,0.06068444370318354,0.015668655989086094,sentinel1,covmat,gram
genfill,fsc,treatment_0008,P13,13,True,0.05795859098762119,0.01496484384431361,sentinel1,covmat,gram
genfill,fsc,treatment_0008,P14,14,True,0.07197826668569718,0.018584708544172084,sentinel1,covmat,gram
genfill,fsc,treatment_0008,P16,15,True,0.05399162321006926,0.013940577168486939,sentinel1,covmat,gram
genfill,fsc,treatment_0008,P17,16,True,0.035414642519636996,0.009144021379362877,sentinel1,covmat,gram
genfill,fsc,treatment_0008,P18,17,True,0.05712429673155147,0.014749429993673974,sentinel1,covmat,gram
genfill,fsc,treatment_0008,P19,18,True,0.05793310793625461,0.014958264148743391,sentinel1,covmat,gram
genfill,fsc,treatment_0008,P20,19,True,0.06796606203580755,0.017548761758132185,sentinel1,covmat,gram
genfill,fsc,treatment_0009,P01,1,False,0.05521516684140016,0.014256494775653786,sentinel1,covmat,gram
genfill,fsc,treatment_0009,P02,2,False,0.06197324355849288,0.01600142268083327,sentinel1,covmat,gram
genfill,fsc,treatment_0009,P03,3,False,0.08019928928764115,0.02070736745258034,sentinel1,covmat,gram
genfill,fsc,treatment_0009,P04,4,False,0.07643147582434583,0.01973452219958308,sentinel1,covmat,gram
genfill,fsc,treatment_0009,P05,5,False,0.06255465522618513,0.01615154252791745,sentinel1,covmat,gram
genfill,fsc,treatment_0009,P06,6,False,0.04424415502047314,0.011423791704087449,sentinel1,covmat,gram
genfill,fsc,treatment_0009,P07,7,False,0.042197310380819024,0.01089529869064383,sentinel1,covmat,gram
genfill,fsc,treatment_0009,P08,8,False,0.06299752635586751,0.016265891361902513,sentinel1,covmat,gram
genfill,fsc,treatment_0009,P09,9,False,0.04402651990584569,0.011367598559120645,sentinel1,covmat,gram
genfill,fsc,treatment_0009,P10,10,False,0.048293187939801,0.01246924750840761,sentinel1,covmat,gram
genfill,fsc,treatment_0009,P11,11,True,0.04826951265819844,0.012463134576983377,sentinel1,covmat,gram
genfill,fsc,treatment_0009,P12,12,True,0.06395318314936946,0.01651264088496405,sentinel1,covmat,gram
genfill,fsc,treatment_0009,P13,13,True,0.03789211198880866,0.00978370124568549,sentinel1,covmat,gram
genfill,fsc,treatment_0009,P14,14,True,0.08221612782575927,0.021228112923921728,sentinel1,covmat,gram
genfill,fsc,treatment_0009,P16,15,True,0.10902993084921346,0.02815140709447667,sentinel1,covmat,gram
genfill,fsc,treatment_0009,P17,16,True,0.07379578301143982,0.019053989241576176,sentinel1,covmat,gram
genfill,fsc,treatment_0009,P18,17,True,0.057032322542780754,0.014725682360247981,sentinel1,covmat,gram
genfill,fsc,treatment_0009,P19,18,True,0.05281774130408988,0.013637482163668781,sentinel1,covmat,gram
genfill,fsc,treatment_0009,P20,19,True,0.049751959875197545,0.012845900802521315,sentinel1,covmat,gram
genfill,fsc,treatment_0010,P01,1,False,0.06288062280471594,0.01623570699478768,sentinel1,covmat,gram
genfill,fsc,treatment_0010,P02,2,False,0.0645827007159985,0.016675181621744,sentinel1,covmat,gram
genfill,fsc,treatment_0010,P03,3,False,0.06030274785847891,0.015570102545762252,sentinel1,covmat,gram
genfill,fsc,treatment_0010,P04,4,False,0.03435728091434003,0.008871011786813926,sentinel1,covmat,gram
genfill,fsc,treatment_0010,P05,5,False,0.03531629973342684,0.009118629381148774,sentinel1,covmat,gram
genfill,fsc,treatment_0010,P06,6,False,0.059900535183369776,0.015466251679606838,sentinel1,covmat,gram
genfill,fsc,treatment_0010,P07,7,False,0.04970679221783338,0.012834238563537406,sentinel1,covmat,gram
genfill,fsc,treatment_0010,P08,8,False,0.0493352220385248,0.012738299555776779,sentinel1,covmat,gram
genfill,fsc,treatment_0010,P09,9,False,0.04420895663038271,0.011414703518845215,sentinel1,covmat,gram
genfill,fsc,treatment_0010,P10,10,False,0.05776654025590638,0.014915256558609716,sentinel1,covmat,gram
genfill,fsc,treatment_0010,P11,11,True,0.047473524703199314,0.012257611370750491,sentinel1,covmat,gram
genfill,fsc,treatment_0010,P12,12,True,0.07025774381222315,0.018140471448456496,sentinel1,covmat,gram
genfill,fsc,treatment_0010,P13,13,True,0.07711742360325441,0.019911633154521807,sentinel1,covmat,gram
genfill,fsc,treatment_0010,P14,14,True,0.10835598170926995,0.0279773941747972,sentinel1,covmat,gram
genfill,fsc,treatment_0010,P16,15,True,0.08080380673074955,0.02086345318522372,sentinel1,covmat,gram
genfill,fsc,treatment_0010,P17,16,True,0.0574909322543479,0.014844094878601883,sentinel1,covmat,gram
genfill,fsc,treatment_0010,P18,17,True,0.1010474710799032,0.02609034484458938,sentinel1,covmat,gram
genfill,fsc,treatment_0010,P19,18,True,0.045615537248059626,0.011777881072669269,sentinel1,covmat,gram
genfill,fsc,treatment_0010,P20,19,True,0.05483568928875142,0.014158514092875912,sentinel1,covmat,gram
genfill,fsc,treatment_0001,P01,1,False,0.05613871264319245,0.02510599552790104,sentinel1,covmat,chip_mean
genfill,fsc,treatment_0001,P02,2,False,0.040329197603112106,0.01803576546371605,sentinel1,covmat,chip_mean
genfill,fsc,treatment_0001,P03,3,False,0.053908477008557894,0.024108603830923992,sentinel1,covmat,chip_mean
genfill,fsc,treatment_0001,P04,4,False,0.036252614937089485,0.016212662272291272,sentinel1,covmat,chip_mean
genfill,fsc,treatment_0001,P05,5,False,0.031418859643762,0.014050941187795332,sentinel1,covmat,chip_mean
genfill,fsc,treatment_0001,P06,6,False,0.03526478383740874,0.015770890774456366,sentinel1,covmat,chip_mean
genfill,fsc,treatment_0001,P07,7,False,0.024997213158304166,0.011179093574004064,sentinel1,covmat,chip_mean
genfill,fsc,treatment_0001,P08,8,False,0.04533859673017135,0.020276036858622563,sentinel1,covmat,chip_mean
genfill,fsc,treatment_0001,P09,9,False,0.05236922910975505,0.02342023124373462,sentinel1,covmat,chip_mean
genfill,fsc,treatment_0001,P10,10,False,0.059799890989948846,0.026743324260120563,sentinel1,covmat,chip_mean
genfill,fsc,treatment_0001,P11,11,True,0.048727993889293116,0.021791821348730752,sentinel1,covmat,chip_mean
genfill,fsc,treatment_0001,P12,12,True,0.04707198780369142,0.02105123291301901,sentinel1,covmat,chip_mean
genfill,fsc,treatment_0001,P13,13,True,0.07303774026977686,0.03266347043323897,sentinel1,covmat,chip_mean
genfill,fsc,treatment_0001,P14,14,True,0.035951708439022984,0.016078092795381648,sentinel1,covmat,chip_mean
genfill,fsc,treatment_0001,P16,15,True,0.07036715145717805,0.031469146808254696,sentinel1,covmat,chip_mean
genfill,fsc,treatment_0001,P17,16,True,0.08344331849713119,0.03731698648555019,sentinel1,covmat,chip_mean
genfill,fsc,treatment_0001,P18,17,True,0.057245949179775144,0.02560116676049511,sentinel1,covmat,chip_mean
genfill,fsc,treatment_0001,P19,18,True,0.05646493311490304,0.02525188575798043,sentinel1,covmat,chip_mean
genfill,fsc,treatment_0001,P20,19,True,0.06508186757454407,0.02910549599986398,sentinel1,covmat,chip_mean
genfill,fsc,treatment_0002,P01,1,False,0.037216438452575266,0.016643697252079075,sentinel1,covmat,chip_mean
genfill,fsc,treatment_0002,P02,2,False,0.03794368231683092,0.01696893059541813,sentinel1,covmat,chip_mean
genfill,fsc,treatment_0002,P03,3,False,0.03624235567695767,0.016208074191680553,sentinel1,covmat,chip_mean
genfill,fsc,treatment_0002,P04,4,False,0.06368364687998104,0.028480192695746,sentinel1,covmat,chip_mean
genfill,fsc,treatment_0002,P05,5,False,0.023465825615395283,0.010494236244835937,sentinel1,covmat,chip_mean
genfill,fsc,treatment_0002,P06,6,False,0.042959083163978035,0.019211886041144325,sentinel1,covmat,chip_mean
genfill,fsc,treatment_0002,P07,7,False,0.057573332269949484,0.025747576929357866,sentinel1,covmat,chip_mean
genfill,fsc,treatment_0002,P08,8,False,0.027671500112869053,0.01237507105835366,sentinel1,covmat,chip_mean
genfill,fsc,treatment_0002,P09,9,False,0.04398159943477186,0.019669169219063243,sentinel1,covmat,chip_mean
genfill,fsc,treatment_0002,P10,10,False,0.043038940983512006,0.0192475995437469,sentinel1,covmat,chip_mean
genfill,fsc,treatment_0002,P11,11,True,0.047448236782245815,0.021219496571521505,sentinel1,covmat,chip_mean
genfill,fsc,treatment_0002,P12,12,True,0.06322757541714843,0.028276231337047708,sentinel1,covmat,chip_mean
genfill,fsc,treatment_0002,P13,13,True,0.09609593202574658,0.042975407274153686,sentinel1,covmat,chip_mean
genfill,fsc,treatment_0002,P14,14,True,0.06593613337480546,0.029487535279911527,sentinel1,covmat,chip_mean
genfill,fsc,treatment_0002,P16,15,True,0.06265514231982673,0.02802023147341129,sentinel1,covmat,chip_mean
genfill,fsc,treatment_0002,P17,16,True,0.09426002288112073,0.042154363744574305,sentinel1,covmat,chip_mean
genfill,fsc,treatment_0002,P18,17,True,0.06308517962086725,0.02821255000100872,sentinel1,covmat,chip_mean
genfill,fsc,treatment_0002,P19,18,True,0.07067515799367677,0.031606891518879784,sentinel1,covmat,chip_mean
genfill,fsc,treatment_0002,P20,19,True,0.09157039819834119,0.04095152701964303,sentinel1,covmat,chip_mean
genfill,fsc,treatment_0003,P01,1,False,0.033365863344432756,0.014921667713224023,sentinel1,covmat,chip_mean
genfill,fsc,treatment_0003,P02,2,False,0.019827843308772998,0.008867281097126156,sentinel1,covmat,chip_mean
genfill,fsc,treatment_0003,P03,3,False,0.023136746234062092,0.010347067471505019,sentinel1,covmat,chip_mean
genfill,fsc,treatment_0003,P04,4,False,0.018009140352177266,0.008053932408760574,sentinel1,covmat,chip_mean
genfill,fsc,treatment_0003,P05,5,False,0.02625780194689558,0.011742846018596969,sentinel1,covmat,chip_mean
genfill,fsc,treatment_0003,P06,6,False,0.02358163152833484,0.010546026223541793,sentinel1,covmat,chip_mean
genfill,fsc,treatment_0003,P07,7,False,0.026293890670932525,0.011758985386630536,sentinel1,covmat,chip_mean
genfill,fsc,treatment_0003,P08,8,False,0.017862029499956668,0.007988142435601937,sentinel1,covmat,chip_mean
genfill,fsc,treatment_0003,P09,9,False,0.040550940581897184,0.018134931938535395,sentinel1,covmat,chip_mean
genfill,fsc,treatment_0003,P10,10,False,0.015758724054438296,0.007047515644877024,sentinel1,covmat,chip_mean
genfill,fsc,treatment_0003,P11,11,True,0.024833552019728065,0.01110590208777783,sentinel1,covmat,chip_mean
genfill,fsc,treatment_0003,P12,12,True,0.02154776926161212,0.009636455366489029,sentinel1,covmat,chip_mean
genfill,fsc,treatment_0003,P13,13,True,0.016416560871698817,0.007341709213176351,sentinel1,covmat,chip_mean
genfill,fsc,treatment_0003,P14,14,True,0.02677111174432101,0.011972405138708949,sentinel1,covmat,chip_mean
genfill,fsc,treatment_0003,P16,15,True,0.008460666804561555,0.0037837252219951128,sentinel1,covmat,chip_mean
genfill,fsc,treatment_0003,P17,16,True,0.03441492019320432,0.015390820198447014,sentinel1,covmat,chip_mean
genfill,fsc,treatment_0003,P18,17,True,0.03244897362860542,0.014511622166731946,sentinel1,covmat,chip_mean
genfill,fsc,treatment_0003,P19,18,True,0.018631260702291715,0.008332153087368949,sentinel1,covmat,chip_mean
genfill,fsc,treatment_0003,P20,19,True,0.05822877772307727,0.026040701047105243,sentinel1,covmat,chip_mean
genfill,fsc,treatment_0004,P01,1,False,0.0375739755508574,0.01680359270332645,sentinel1,covmat,chip_mean
genfill,fsc,treatment_0004,P02,2,False,0.04096526537184627,0.018320223617553293,sentinel1,covmat,chip_mean
genfill,fsc,treatment_0004,P03,3,False,0.020561342931348484,0.009195312100636,sentinel1,covmat,chip_mean
genfill,fsc,treatment_0004,P04,4,False,0.023044147408135977,0.010305656017623527,sentinel1,covmat,chip_mean
genfill,fsc,treatment_0004,P05,5,False,0.04737790581600277,0.02118804360723297,sentinel1,covmat,chip_mean
genfill,fsc,treatment_0004,P06,6,False,0.018353745651310843,0.00820804458361444,sentinel1,covmat,chip_mean
genfill,fsc,treatment_0004,P07,7,False,0.02293082390227403,0.010254976205112344,sentinel1,covmat,chip_mean
genfill,fsc,treatment_0004,P08,8,False,0.036580309623318256,0.01635921179114587,sentinel1,covmat,chip_mean
genfill,fsc,treatment_0004,P09,9,False,0.021229026354344815,0.009493909204889909,sentinel1,covmat,chip_mean
genfill,fsc,treatment_0004,P10,10,False,0.05873679786597715,0.0262678945617979,sentinel1,covmat,chip_mean
genfill,fsc,treatment_0004,P11,11,True,0.038963699159964865,0.017425095995306575,sentinel1,covmat,chip_mean
