fill,sensor,repr,M,estimator,perm,role,site,n_donors,n_pre,n_valid_test,rmse_train,rmse_test,rms_y_test,w_max,rel_l2_test,C2,C3,n_cells_used,rmse_test_unproj,sum_w,n_negative,lambda_,lambda_flag,rmse_test_fscm
chipmean,sentinel1,quantile,100,own_history_mean,-,reference,treatment_0006,5,9,196,0.040135363050491896,0.04775497905681817,0.6239830491453294,,0.07653249414744237,False,True,,,,,,,
chipmean,sentinel1,quantile,100,own_history_mean,-,reference,treatment_0007,5,5,196,0.04315866962606399,0.05722281585067952,0.6207753333178503,,0.09217959023088344,False,True,,,,,,,
chipmean,sentinel1,quantile,100,own_history_mean,-,reference,treatment_0008,5,9,196,0.04687017611022532,0.05183208737849294,0.6340284164118342,,0.08175041691636944,False,True,,,,,,,
chipmean,sentinel1,quantile,100,own_history_mean,-,reference,treatment_0009,5,9,196,0.04649178854564251,0.05030095341290386,0.62438421161085,,0.08056089900661058,False,True,,,,,,,
chipmean,sentinel1,quantile,100,own_history_mean,-,reference,treatment_0010,5,9,196,0.047862881703114035,0.05040428589079043,0.6320635736692839,,0.07974559520679415,False,True,,,,,,,
chipmean,sentinel1,quantile,100,scm,-,estimator,treatment_0001,5,9,196,0.05783880646896982,0.06118217890082395,0.6208442652782897,0.3813556789386607,0.09854674082138683,False,True,,,,,,,
chipmean,sentinel1,quantile,100,scm,-,estimator,treatment_0002,5,9,196,0.05827281521248436,0.05347065539200978,0.6210061993874038,0.3048111066842277,0.0861032554018886,False,True,,,,,,,
chipmean,sentinel1,quantile,100,scm,-,estimator,treatment_0003,5,9,196,0.048332164368763135,0.04753325246113255,0.6328481733253016,0.38256450160959643,0.07511004134114665,False,True,,,,,,,
chipmean,sentinel1,quantile,100,scm,-,estimator,treatment_0004,5,9,196,0.05502258088636997,0.06422767862298515,0.6204618993447061,0.349937186835232,0.1035159107929407,False,True,,,,,,,
chipmean,sentinel1,quantile,100,scm,-,estimator,treatment_0005,5,9,196,0.0550268936872314,0.0551201202883362,0.622970180212937,0.31772528201067785,0.0884795485226847,True,False,,,,,,,
chipmean,sentinel1,quantile,100,scm,-,estimator,treatment_0006,5,9,196,0.05473926137419436,0.0661820636927683,0.6239830491453294,0.5834605214814237,0.10606388071505785,False,True,,,,,,,
chipmean,sentinel1,quantile,100,scm,-,estimator,treatment_0007,5,5,196,0.054460864350438946,0.06404328173944131,0.6207753333178503,0.26394511335497844,0.10316660199294642,False,False,,,,,,,
chipmean,sentinel1,quantile,100,scm,-,estimator,treatment_0008,5,9,196,0.057379053468795495,0.058714682204895854,0.6340284164118342,0.3497373172040415,0.09260575817276562,False,True,,,,,,,
chipmean,sentinel1,quantile,100,scm,-,estimator,treatment_0009,5,9,196,0.05396470113234552,0.05210796090978448,0.62438421161085,0.29352415384944114,0.08345496241064625,False,True,,,,,,,
chipmean,sentinel1,quantile,100,scm,-,estimator,treatment_0010,5,9,196,0.05098113548668202,0.04937805908475241,0.6320635736692839,0.42840254465529065,0.0781219819362484,True,True,,,,,,,
chipmean,sentinel1,quantile,100,afsc,-,estimator,treatment_0001,5,9,196,0.05778265224298713,0.0611347426009428,0.6208442652782897,0.381399999999181,0.09847033470388829,False,True,,0.0611774509592272,1.0001000000000004,0.0,100000000.0,ceiling,0.0611774509592234
chipmean,sentinel1,quantile,100,afsc,-,estimator,treatment_0002,5,9,196,0.05817587203743866,0.0534215027228976,0.6210061993874038,0.304799999999326,0.08602410535610698,False,True,,0.0534705907460053,0.9999999999999991,0.0,100000000.0,ceiling,0.0534705907460108
chipmean,sentinel1,quantile,100,afsc,-,estimator,treatment_0003,5,9,196,0.04827814999847086,0.0474793132763478,0.6328481733253016,0.382599999998709,0.07502480891564825,False,True,,0.0475328892717408,0.9999999999999992,0.0,100000000.0,ceiling,0.0475328892717316
