site_id,sensor,period_id,seq,valid_pixel_fraction,fill_method,arm
counterfactual_0003_01,sentinel1,before_P02,2,1.0,none,
counterfactual_0003_01,sentinel1,before_P03,3,1.0,none,
counterfactual_0003_01,sentinel1,before_P04,4,1.0,none,
counterfactual_0003_01,sentinel1,before_P05,5,1.0,none,
counterfactual_0003_01,sentinel1,before_P06,6,1.0,none,
counterfactual_0003_01,sentinel1,before_P07,7,1.0,none,
counterfactual_0003_01,sentinel1,before_P08,8,1.0,none,
counterfactual_0003_01,sentinel1,before_P09,9,1.0,none,
counterfactual_0003_01,sentinel1,before_P10,10,1.0,none,
counterfactual_0003_01,sentinel1,after_P01,11,1.0,none,
counterfactual_0003_01,sentinel1,after_P02,12,1.0,none,
counterfactual_0003_01,sentinel1,after_P03,13,1.0,none,
counterfactual_0003_01,sentinel1,after_P04,14,1.0,none,
counterfactual_0003_01,sentinel1,after_P05,15,1.0,none,
counterfactual_0003_01,sentinel1,after_P06,16,1.0,none,
counterfactual_0003_01,sentinel1,after_P07,17,1.0,none,
counterfactual_0003_01,sentinel1,after_P08,18,1.0,none,
counterfactual_0003_01,sentinel1,after_P09,19,1.0,none,
counterfactual_0003_01,sentinel1,after_P10,20,1.0,none,
counterfactual_0003_01,sentinel2,before_P01,1,0.6626801293990785,generated_s1_to_s2,A
counterfactual_0003_01,sentinel2,before_P02,2,1.0,none,
counterfactual_0003_01,sentinel2,before_P03,3,0.0003921184197627,generated_s1_to_s2,A
counterfactual_0003_01,sentinel2,before_P04,4,0.4074110381335163,generated_s1_to_s2,A
counterfactual_0003_01,sentinel2,before_P05,5,1.0,none,
counterfactual_0003_01,sentinel2,before_P06,6,0.0484266248407018,generated_s1_to_s2,A
counterfactual_0003_01,sentinel2,before_P07,7,0.5932751691010685,generated_s1_to_s2,A
counterfactual_0003_01,sentinel2,before_P08,8,0.6662091951769434,generated_s1_to_s2,A
counterfactual_0003_01,sentinel2,before_P09,9,0.87393392804627,generated_s1_to_s2,A
counterfactual_0003_01,sentinel2,before_P10,10,1.0,none,
counterfactual_0003_01,sentinel2,after_P01,11,1.0,none,
counterfactual_0003_01,sentinel2,after_P02,12,1.0,none,
counterfactual_0003_01,sentinel2,after_P03,13,0.6185668071757671,generated_s1_to_s2,A
counterfactual_0003_01,sentinel2,after_P04,14,0.6151357710028429,generated_s1_to_s2,A
counterfactual_0003_01,sentinel2,after_P05,15,,still_missing,
counterfactual_0003_01,sentinel2,after_P06,16,0.6143515341633173,generated_s1_to_s2,A
counterfactual_0003_01,sentinel2,after_P07,17,0.0029408881482207,generated_s1_to_s2,A
counterfactual_0003_01,sentinel2,after_P08,18,0.5538672679149103,generated_s1_to_s2,A
counterfactual_0003_01,sentinel2,after_P09,19,0.5248505048524654,generated_s1_to_s2,A
counterfactual_0003_01,sentinel2,after_P10,20,0.9845113224193708,generated_s1_to_s2,A
counterfactual_0003_02,sentinel1,before_P01,1,0.99009900990099,none,
counterfactual_0003_02,sentinel1,before_P02,2,0.99009900990099,none,
counterfactual_0003_02,sentinel1,before_P03,3,0.99009900990099,none,
counterfactual_0003_02,sentinel1,before_P04,4,0.99009900990099,none,
counterfactual_0003_02,sentinel1,before_P05,5,0.99009900990099,none,
counterfactual_0003_02,sentinel1,before_P06,6,0.99009900990099,none,
counterfactual_0003_02,sentinel1,before_P07,7,0.99009900990099,none,
counterfactual_0003_02,sentinel1,before_P08,8,0.99009900990099,none,
counterfactual_0003_02,sentinel1,before_P09,9,0.99009900990099,none,
counterfactual_0003_02,sentinel1,before_P10,10,0.99009900990099,none,
counterfactual_0003_02,sentinel1,after_P01,11,0.99009900990099,none,
counterfactual_0003_02,sentinel1,after_P02,12,0.99009900990099,none,
counterfactual_0003_02,sentinel1,after_P03,13,0.99009900990099,none,
counterfactual_0003_02,sentinel1,after_P04,14,0.99009900990099,none,
counterfactual_0003_02,sentinel1,after_P05,15,0.99009900990099,none,
counterfactual_0003_02,sentinel1,after_P06,16,0.99009900990099,none,
counterfactual_0003_02,sentinel1,after_P07,17,0.99009900990099,none,
counterfactual_0003_02,sentinel1,after_P08,18,0.99009900990099,none,
counterfactual_0003_02,sentinel1,after_P09,19,0.99009900990099,none,
counterfactual_0003_02,sentinel1,after_P10,20,0.99009900990099,none,
counterfactual_0003_02,sentinel2,before_P01,1,0.99009900990099,generated_s1_to_s2,A
counterfactual_0003_02,sentinel2,before_P02,2,0.99009900990099,generated_s1_to_s2,A
counterfactual_0003_02,sentinel2,before_P03,3,0.0596019998039407,generated_s1_to_s2,A
counterfactual_0003_02,sentinel2,before_P04,4,0.9495147534555436,generated_s1_to_s2,A
counterfactual_0003_02,sentinel2,before_P05,5,0.99009900990099,generated_s1_to_s2,A
counterfactual_0003_02,sentinel2,before_P06,6,0.2142927164003529,generated_s1_to_s2,A
counterfactual_0003_02,sentinel2,before_P07,7,0.0078423683952553,generated_s1_to_s2,A
counterfactual_0003_02,sentinel2,before_P08,8,0.1090089206940496,generated_s1_to_s2,A
counterfactual_0003_02,sentinel2,before_P09,9,0.7661993922164494,generated_s1_to_s2,A
counterfactual_0003_02,sentinel2,before_P10,10,0.99009900990099,generated_s1_to_s2,A
counterfactual_0003_02,sentinel2,after_P01,11,0.99009900990099,generated_s1_to_s2,A
counterfactual_0003_02,sentinel2,after_P02,12,0.99009900990099,generated_s1_to_s2,A
counterfactual_0003_02,sentinel2,after_P03,13,0.7348299186354279,generated_s1_to_s2,A
counterfactual_0003_02,sentinel2,after_P04,14,0.3870208803058523,generated_s1_to_s2,A
counterfactual_0003_02,sentinel2,after_P05,15,,still_missing,
counterfactual_0003_02,sentinel2,after_P06,16,0.6373884913243799,generated_s1_to_s2,A
counterfactual_0003_02,sentinel2,after_P07,17,0.0,generated_s1_to_s2,A
counterfactual_0003_02,sentinel2,after_P08,18,0.7156161160670522,generated_s1_to_s2,A
counterfactual_0003_02,sentinel2,after_P09,19,0.9704930889128516,generated_s1_to_s2,A
counterfactual_0003_02,sentinel2,after_P10,20,0.9602980099990196,generated_s1_to_s2,A
counterfactual_0003_03,sentinel1,before_P01,1,1.0,none,
counterfactual_0003_03,sentinel1,before_P02,2,1.0,none,
counterfactual_0003_03,sentinel1,before_P03,3,1.0,none,
counterfactual_0003_03,sentinel1,before_P04,4,1.0,none,
counterfactual_0003_03,sentinel1,before_P05,5,1.0,none,
counterfactual_0003_03,sentinel1,before_P06,6,1.0,none,
counterfactual_0003_03,sentinel1,before_P07,7,1.0,none,
counterfactual_0003_03,sentinel1,before_P08,8,1.0,none,
counterfactual_0003_03,sentinel1,before_P09,9,1.0,none,
counterfactual_0003_03,sentinel1,before_P10,10,1.0,none,
counterfactual_0003_03,sentinel1,after_P01,11,1.0,none,
counterfactual_0003_03,sentinel1,after_P02,12,1.0,none,
counterfactual_0003_03,sentinel1,after_P03,13,1.0,none,
counterfactual_0003_03,sentinel1,after_P04,14,1.0,none,
counterfactual_0003_03,sentinel1,after_P05,15,1.0,none,
counterfactual_0003_03,sentinel1,after_P06,16,1.0,none,
counterfactual_0003_03,sentinel1,after_P07,17,1.0,none,
counterfactual_0003_03,sentinel1,after_P08,18,1.0,none,
counterfactual_0003_03,sentinel1,after_P09,19,1.0,none,
counterfactual_0003_03,sentinel1,after_P10,20,1.0,none,
counterfactual_0003_03,sentinel2,before_P01,1,0.6996372904617194,generated_s1_to_s2,A
counterfactual_0003_03,sentinel2,before_P02,2,1.0,none,
counterfactual_0003_03,sentinel2,before_P03,3,0.0007842368395255,generated_s1_to_s2,A
counterfactual_0003_03,sentinel2,before_P04,4,0.0452896774825997,generated_s1_to_s2,A
counterfactual_0003_03,sentinel2,before_P05,5,1.0,none,
counterfactual_0003_03,sentinel2,before_P06,6,0.2677188510930301,generated_s1_to_s2,A
counterfactual_0003_03,sentinel2,before_P07,7,0.3070287226742476,generated_s1_to_s2,A
counterfactual_0003_03,sentinel2,before_P08,8,0.3285952357611998,generated_s1_to_s2,A
counterfactual_0003_03,sentinel2,before_P09,9,0.9317713949612784,generated_s1_to_s2,A
counterfactual_0003_03,sentinel2,before_P10,10,1.0,none,
counterfactual_0003_03,sentinel2,after_P01,11,1.0,none,
counterfactual_0003_03,sentinel2,after_P02,12,1.0,none,
counterfactual_0003_03,sentinel2,after_P03,13,0.4079011861582198,generated_s1_to_s2,A
counterfactual_0003_03,sentinel2,after_P04,14,0.7406136653269287,generated_s1_to_s2,A
counterfactual_0003_03,sentinel2,after_P05,15,,still_missing,
counterfactual_0003_03,sentinel2,after_P06,16,0.2993824134888736,generated_s1_to_s2,A
counterfactual_0003_03,sentinel2,after_P07,17,0.0,generated_s1_to_s2,A
counterfactual_0003_03,sentinel2,after_P08,18,0.5223997647289481,generated_s1_to_s2,A
counterfactual_0003_03,sentinel2,after_P09,19,0.6118027644348594,generated_s1_to_s2,A
counterfactual_0003_03,sentinel2,after_P10,20,0.8732477208116851,generated_s1_to_s2,A
counterfactual_0003_04,sentinel1,before_P01,1,1.0,none,
counterfactual_0003_04,sentinel1,before_P02,2,1.0,none,
counterfactual_0003_04,sentinel1,before_P03,3,1.0,none,
counterfactual_0003_04,sentinel1,before_P04,4,1.0,none,
counterfactual_0003_04,sentinel1,before_P05,5,1.0,none,
counterfactual_0003_04,sentinel1,before_P06,6,1.0,none,
counterfactual_0003_04,sentinel1,before_P07,7,1.0,none,
counterfactual_0003_04,sentinel1,before_P08,8,1.0,none,
counterfactual_0003_04,sentinel1,before_P09,9,1.0,none,
counterfactual_0003_04,sentinel1,before_P10,10,1.0,none,
counterfactual_0003_04,sentinel1,after_P01,11,1.0,none,
counterfactual_0003_04,sentinel1,after_P02,12,1.0,none,
counterfactual_0003_04,sentinel1,after_P03,13,1.0,none,
counterfactual_0003_04,sentinel1,after_P04,14,1.0,none,
counterfactual_0003_04,sentinel1,after_P05,15,1.0,none,
counterfactual_0003_04,sentinel1,after_P06,16,1.0,none,
counterfactual_0003_04,sentinel1,after_P07,17,1.0,none,
counterfactual_0003_04,sentinel1,after_P08,18,1.0,none,
counterfactual_0003_04,sentinel1,after_P09,19,1.0,none,
counterfactual_0003_04,sentinel1,after_P10,20,1.0,none,
counterfactual_0003_04,sentinel2,before_P01,1,0.9832369375551416,generated_s1_to_s2,A
counterfactual_0003_04,sentinel2,before_P02,2,0.8651112636016077,generated_s1_to_s2,A
counterfactual_0003_04,sentinel2,before_P03,3,0.0,generated_s1_to_s2,A
counterfactual_0003_04,sentinel2,before_P04,4,1.0,none,
counterfactual_0003_04,sentinel2,before_P05,5,1.0,none,
counterfactual_0003_04,sentinel2,before_P06,6,0.0343103617292422,generated_s1_to_s2,A
counterfactual_0003_04,sentinel2,before_P07,7,0.1336143515341633,generated_s1_to_s2,A
counterfactual_0003_04,sentinel2,before_P08,8,0.9584354475051464,generated_s1_to_s2,A
counterfactual_0003_04,sentinel2,before_P09,9,1.0,none,
counterfactual_0003_04,sentinel2,before_P10,10,1.0,none,
counterfactual_0003_04,sentinel2,after_P01,11,1.0,none,
counterfactual_0003_04,sentinel2,after_P02,12,1.0,none,
counterfactual_0003_04,sentinel2,after_P03,13,0.4620135280854818,generated_s1_to_s2,A
counterfactual_0003_04,sentinel2,after_P04,14,0.4388785413194785,generated_s1_to_s2,A
counterfactual_0003_04,sentinel2,after_P05,15,,still_missing,
counterfactual_0003_04,sentinel2,after_P06,16,0.966571904715224,generated_s1_to_s2,A
counterfactual_0003_04,sentinel2,after_P07,17,0.0,generated_s1_to_s2,A
counterfactual_0003_04,sentinel2,after_P08,18,0.8994216253308499,generated_s1_to_s2,A
counterfactual_0003_04,sentinel2,after_P09,19,1.0,none,
counterfactual_0003_04,sentinel2,after_P10,20,0.850995000490148,generated_s1_to_s2,A
counterfactual_0003_05,sentinel1,before_P01,1,1.0,none,
counterfactual_0003_05,sentinel1,before_P02,2,1.0,none,
counterfactual_0003_05,sentinel1,before_P03,3,1.0,none,
counterfactual_0003_05,sentinel1,before_P04,4,1.0,none,
counterfactual_0003_05,sentinel1,before_P05,5,1.0,none,
counterfactual_0003_05,sentinel1,before_P06,6,1.0,none,
counterfactual_0003_05,sentinel1,before_P07,7,1.0,none,
counterfactual_0003_05,sentinel1,before_P08,8,1.0,none,
counterfactual_0003_05,sentinel1,before_P09,9,1.0,none,
counterfactual_0003_05,sentinel1,before_P10,10,1.0,none,
counterfactual_0003_05,sentinel1,after_P01,11,1.0,none,
counterfactual_0003_05,sentinel1,after_P02,12,,generated_s2_to_s1,B
counterfactual_0003_05,sentinel1,after_P03,13,1.0,none,
counterfactual_0003_05,sentinel1,after_P04,14,1.0,none,
counterfactual_0003_05,sentinel1,after_P05,15,,still_missing,
counterfactual_0003_05,sentinel1,after_P06,16,1.0,none,
counterfactual_0003_05,sentinel1,after_P07,17,1.0,none,
counterfactual_0003_05,sentinel1,after_P08,18,1.0,none,
counterfactual_0003_05,sentinel1,after_P09,19,1.0,none,
counterfactual_0003_05,sentinel1,after_P10,20,1.0,none,
counterfactual_0003_05,sentinel2,before_P01,1,0.9976472894814232,generated_s1_to_s2,A
counterfactual_0003_05,sentinel2,before_P02,2,1.0,none,
counterfactual_0003_05,sentinel2,before_P03,3,0.2809528477600235,generated_s1_to_s2,A
counterfactual_0003_05,sentinel2,before_P04,4,0.4440741103813351,generated_s1_to_s2,A
counterfactual_0003_05,sentinel2,before_P05,5,1.0,none,
counterfactual_0003_05,sentinel2,before_P06,6,0.0315655327909028,generated_s1_to_s2,A
counterfactual_0003_05,sentinel2,before_P07,7,0.0319576512106656,generated_s1_to_s2,A
counterfactual_0003_05,sentinel2,before_P08,8,1.0,none,
counterfactual_0003_05,sentinel2,before_P09,9,0.994902460543084,generated_s1_to_s2,A
counterfactual_0003_05,sentinel2,before_P10,10,0.4898539358886383,generated_s1_to_s2,A
counterfactual_0003_05,sentinel2,after_P01,11,1.0,none,
counterfactual_0003_05,sentinel2,after_P02,12,1.0,none,
counterfactual_0003_05,sentinel2,after_P03,13,0.0,generated_s1_to_s2,A
counterfactual_0003_05,sentinel2,after_P04,14,0.0,generated_s1_to_s2,A
counterfactual_0003_05,sentinel2,after_P05,15,,still_missing,
counterfactual_0003_05,sentinel2,after_P06,16,0.9082442897755122,generated_s1_to_s2,A
counterfactual_0003_05,sentinel2,after_P07,17,0.0,generated_s1_to_s2,A
counterfactual_0003_05,sentinel2,after_P08,18,0.1072443878051171,generated_s1_to_s2,A
counterfactual_0003_05,sentinel2,after_P09,19,1.0,none,
counterfactual_0003_05,sentinel2,after_P10,20,1.0,none,
counterfactual_0004_01,sentinel1,before_P01,1,0.99009900990099,none,
counterfactual_0004_01,sentinel1,before_P02,2,0.99009900990099,none,
counterfactual_0004_01,sentinel1,before_P03,3,0.99009900990099,none,
counterfactual_0004_01,sentinel1,before_P04,4,0.99009900990099,none,
counterfactual_0004_01,sentinel1,before_P05,5,0.99009900990099,none,
counterfactual_0004_01,sentinel1,before_P06,6,0.99009900990099,none,
counterfactual_0004_01,sentinel1,before_P07,7,0.99009900990099,none,
counterfactual_0004_01,sentinel1,before_P08,8,0.99009900990099,none,
counterfactual_0004_01,sentinel1,before_P09,9,0.99009900990099,none,
counterfactual_0004_01,sentinel1,before_P10,10,0.99009900990099,none,
counterfactual_0004_01,sentinel1,after_P01,11,0.99009900990099,none,
counterfactual_0004_01,sentinel1,after_P02,12,0.99009900990099,none,
counterfactual_0004_01,sentinel1,after_P03,13,0.99009900990099,none,
counterfactual_0004_01,sentinel1,after_P04,14,0.99009900990099,none,
counterfactual_0004_01,sentinel1,after_P05,15,0.99009900990099,none,
counterfactual_0004_01,sentinel1,after_P06,16,0.99009900990099,none,
counterfactual_0004_01,sentinel1,after_P07,17,0.99009900990099,none,
counterfactual_0004_01,sentinel1,after_P08,18,0.99009900990099,none,
counterfactual_0004_01,sentinel1,after_P09,19,0.99009900990099,none,
counterfactual_0004_01,sentinel1,after_P10,20,0.99009900990099,none,
counterfactual_0004_01,sentinel2,before_P01,1,0.261052837957063,generated_s1_to_s2,A
counterfactual_0004_01,sentinel2,before_P02,2,0.0277423781982158,generated_s1_to_s2,A
counterfactual_0004_01,sentinel2,before_P03,3,0.3270267620821488,generated_s1_to_s2,A
counterfactual_0004_01,sentinel2,before_P04,4,0.4791687089501029,generated_s1_to_s2,A
counterfactual_0004_01,sentinel2,before_P05,5,0.9891187138515832,generated_s1_to_s2,A
counterfactual_0004_01,sentinel2,before_P06,6,0.0,generated_s1_to_s2,A
counterfactual_0004_01,sentinel2,before_P07,7,0.3334967160082345,generated_s1_to_s2,A
counterfactual_0004_01,sentinel2,before_P08,8,0.7250269581413586,generated_s1_to_s2,A
counterfactual_0004_01,sentinel2,before_P09,9,0.9771591020488188,generated_s1_to_s2,A
counterfactual_0004_01,sentinel2,before_P10,10,0.99009900990099,generated_s1_to_s2,A
counterfactual_0004_01,sentinel2,after_P01,11,0.99009900990099,generated_s1_to_s2,A
counterfactual_0004_01,sentinel2,after_P02,12,0.99009900990099,generated_s1_to_s2,A
counterfactual_0004_01,sentinel2,after_P03,13,0.0262719341241054,generated_s1_to_s2,A
counterfactual_0004_01,sentinel2,after_P04,14,0.2688952063523184,generated_s1_to_s2,A
counterfactual_0004_01,sentinel2,after_P05,15,0.0,generated_s1_to_s2,A
counterfactual_0004_01,sentinel2,after_P06,16,0.9897068914812274,generated_s1_to_s2,A
counterfactual_0004_01,sentinel2,after_P07,17,0.009214782864425,generated_s1_to_s2,A
counterfactual_0004_01,sentinel2,after_P08,18,0.8047250269581414,generated_s1_to_s2,A
counterfactual_0004_01,sentinel2,after_P09,19,0.8005097539456916,generated_s1_to_s2,A
counterfactual_0004_01,sentinel2,after_P10,20,0.956376825801392,generated_s1_to_s2,A
counterfactual_0004_02,sentinel1,before_P01,1,1.0,none,
counterfactual_0004_02,sentinel1,before_P02,2,1.0,none,
counterfactual_0004_02,sentinel1,before_P03,3,1.0,none,
counterfactual_0004_02,sentinel1,before_P04,4,1.0,none,
counterfactual_0004_02,sentinel1,before_P05,5,1.0,none,
counterfactual_0004_02,sentinel1,before_P06,6,1.0,none,
counterfactual_0004_02,sentinel1,before_P07,7,1.0,none,
counterfactual_0004_02,sentinel1,before_P08,8,1.0,none,
counterfactual_0004_02,sentinel1,before_P09,9,1.0,none,
counterfactual_0004_02,sentinel1,before_P10,10,1.0,none,
counterfactual_0004_02,sentinel1,after_P01,11,1.0,none,
counterfactual_0004_02,sentinel1,after_P02,12,1.0,none,
counterfactual_0004_02,sentinel1,after_P03,13,1.0,none,
counterfactual_0004_02,sentinel1,after_P04,14,1.0,none,
counterfactual_0004_02,sentinel1,after_P05,15,1.0,none,
counterfactual_0004_02,sentinel1,after_P06,16,1.0,none,
counterfactual_0004_02,sentinel1,after_P07,17,1.0,none,
counterfactual_0004_02,sentinel1,after_P08,18,1.0,none,
counterfactual_0004_02,sentinel1,after_P09,19,1.0,none,
counterfactual_0004_02,sentinel1,after_P10,20,1.0,none,
counterfactual_0004_02,sentinel2,before_P01,1,0.8050191157729635,generated_s1_to_s2,A
counterfactual_0004_02,sentinel2,before_P02,2,0.0,generated_s1_to_s2,A
counterfactual_0004_02,sentinel2,before_P03,3,0.0,generated_s1_to_s2,A
counterfactual_0004_02,sentinel2,before_P04,4,0.5407313008528576,generated_s1_to_s2,A
counterfactual_0004_02,sentinel2,before_P05,5,0.6176845407313009,generated_s1_to_s2,A
counterfactual_0004_02,sentinel2,before_P06,6,0.0,generated_s1_to_s2,A
counterfactual_0004_02,sentinel2,before_P07,7,0.4656406234682874,generated_s1_to_s2,A
counterfactual_0004_02,sentinel2,before_P08,8,0.8823644740711695,generated_s1_to_s2,A
counterfactual_0004_02,sentinel2,before_P09,9,0.7359082442897755,generated_s1_to_s2,A
counterfactual_0004_02,sentinel2,before_P10,10,1.0,none,
counterfactual_0004_02,sentinel2,after_P01,11,1.0,none,
counterfactual_0004_02,sentinel2,after_P02,12,1.0,none,
counterfactual_0004_02,sentinel2,after_P03,13,0.0,generated_s1_to_s2,A
counterfactual_0004_02,sentinel2,after_P04,14,0.6592490932261543,generated_s1_to_s2,A
counterfactual_0004_02,sentinel2,after_P05,15,0.0,generated_s1_to_s2,A
counterfactual_0004_02,sentinel2,after_P06,16,0.9533379080482306,generated_s1_to_s2,A
counterfactual_0004_02,sentinel2,after_P07,17,0.1862562493873149,generated_s1_to_s2,A
counterfactual_0004_02,sentinel2,after_P08,18,0.3080090187236545,generated_s1_to_s2,A
counterfactual_0004_02,sentinel2,after_P09,19,1.0,none,
counterfactual_0004_02,sentinel2,after_P10,20,0.8713851583178119,generated_s1_to_s2,A
counterfactual_0004_03,sentinel1,before_P01,1,1.0,none,
counterfactual_0004_03,sentinel1,before_P02,2,1.0,none,
counterfactual_0004_03,sentinel1,before_P03,3,1.0,none,
counterfactual_0004_03,sentinel1,before_P04,4,1.0,none,
counterfactual_0004_03,sentinel1,before_P05,5,1.0,none,
counterfactual_0004_03,sentinel1,before_P06,6,1.0,none,
counterfactual_0004_03,sentinel1,before_P07,7,1.0,none,
counterfactual_0004_03,sentinel1,before_P08,8,1.0,none,
counterfactual_0004_03,sentinel1,before_P09,9,1.0,none,
counterfactual_0004_03,sentinel1,before_P10,10,1.0,none,
counterfactual_0004_03,sentinel1,after_P01,11,1.0,none,
counterfactual_0004_03,sentinel1,after_P02,12,1.0,none,
counterfactual_0004_03,sentinel1,after_P03,13,1.0,none,
counterfactual_0004_03,sentinel1,after_P04,14,1.0,none,
counterfactual_0004_03,sentinel1,after_P05,15,1.0,none,
counterfactual_0004_03,sentinel1,after_P06,16,1.0,none,
counterfactual_0004_03,sentinel1,after_P07,17,1.0,none,
counterfactual_0004_03,sentinel1,after_P08,18,1.0,none,
counterfactual_0004_03,sentinel1,after_P09,19,1.0,none,
counterfactual_0004_03,sentinel1,after_P10,20,1.0,none,
counterfactual_0004_03,sentinel2,before_P01,1,0.3782962454661308,generated_s1_to_s2,A
counterfactual_0004_03,sentinel2,before_P02,2,0.9231447897264974,generated_s1_to_s2,A
counterfactual_0004_03,sentinel2,before_P03,3,0.0,generated_s1_to_s2,A
counterfactual_0004_03,sentinel2,before_P04,4,0.2329183413390844,generated_s1_to_s2,A
counterfactual_0004_03,sentinel2,before_P05,5,0.8288403097735516,generated_s1_to_s2,A
counterfactual_0004_03,sentinel2,before_P06,6,0.0,generated_s1_to_s2,A
counterfactual_0004_03,sentinel2,before_P07,7,1.0,none,
counterfactual_0004_03,sentinel2,before_P08,8,1.0,none,
counterfactual_0004_03,sentinel2,before_P09,9,0.9193216351338104,generated_s1_to_s2,A
counterfactual_0004_03,sentinel2,before_P10,10,0.8281541025389668,generated_s1_to_s2,A
counterfactual_0004_03,sentinel2,after_P01,11,1.0,none,
counterfactual_0004_03,sentinel2,after_P02,12,1.0,none,
counterfactual_0004_03,sentinel2,after_P03,13,0.0,generated_s1_to_s2,A
counterfactual_0004_03,sentinel2,after_P04,14,0.0052935986667973,generated_s1_to_s2,A
counterfactual_0004_03,sentinel2,after_P05,15,,still_missing,
counterfactual_0004_03,sentinel2,after_P06,16,0.8444270169591217,generated_s1_to_s2,A
counterfactual_0004_03,sentinel2,after_P07,17,0.0,generated_s1_to_s2,A
counterfactual_0004_03,sentinel2,after_P08,18,0.5142633075188707,generated_s1_to_s2,A
counterfactual_0004_03,sentinel2,after_P09,19,1.0,none,
counterfactual_0004_03,sentinel2,after_P10,20,1.0,none,
counterfactual_0004_04,sentinel1,before_P01,1,1.0,none,
counterfactual_0004_04,sentinel1,before_P02,2,1.0,none,
counterfactual_0004_04,sentinel1,before_P03,3,1.0,none,
counterfactual_0004_04,sentinel1,before_P04,4,1.0,none,
counterfactual_0004_04,sentinel1,before_P05,5,1.0,none,
counterfactual_0004_04,sentinel1,before_P06,6,1.0,none,
counterfactual_0004_04,sentinel1,before_P07,7,1.0,none,
counterfactual_0004_04,sentinel1,before_P08,8,1.0,none,
counterfactual_0004_04,sentinel1,before_P09,9,1.0,none,
counterfactual_0004_04,sentinel1,before_P10,10,1.0,none,
counterfactual_0004_04,sentinel1,after_P01,11,1.0,none,
counterfactual_0004_04,sentinel1,after_P02,12,1.0,none,
counterfactual_0004_04,sentinel1,after_P03,13,1.0,none,
counterfactual_0004_04,sentinel1,after_P04,14,1.0,none,
counterfactual_0004_04,sentinel1,after_P05,15,1.0,none,
counterfactual_0004_04,sentinel1,after_P06,16,1.0,none,
counterfactual_0004_04,sentinel1,after_P07,17,1.0,none,
counterfactual_0004_04,sentinel1,after_P08,18,1.0,none,
counterfactual_0004_04,sentinel1,after_P09,19,1.0,none,
counterfactual_0004_04,sentinel1,after_P10,20,1.0,none,
counterfactual_0004_04,sentinel2,before_P01,1,0.548867758062935,generated_s1_to_s2,A
counterfactual_0004_04,sentinel2,before_P02,2,0.9686305264189784,generated_s1_to_s2,A
counterfactual_0004_04,sentinel2,before_P03,3,0.0,generated_s1_to_s2,A
counterfactual_0004_04,sentinel2,before_P04,4,0.4637780609744142,generated_s1_to_s2,A
counterfactual_0004_04,sentinel2,before_P05,5,0.999411822370356,generated_s1_to_s2,A
counterfactual_0004_04,sentinel2,before_P06,6,0.3442799725517106,generated_s1_to_s2,A
counterfactual_0004_04,sentinel2,before_P07,7,0.5505342613469267,generated_s1_to_s2,A
counterfactual_0004_04,sentinel2,before_P08,8,0.9419664738751102,generated_s1_to_s2,A
counterfactual_0004_04,sentinel2,before_P09,9,0.1244975982746789,generated_s1_to_s2,A
counterfactual_0004_04,sentinel2,before_P10,10,0.9976472894814232,generated_s1_to_s2,A
counterfactual_0004_04,sentinel2,after_P01,11,1.0,none,
counterfactual_0004_04,sentinel2,after_P02,12,1.0,none,
counterfactual_0004_04,sentinel2,after_P03,13,0.0,generated_s1_to_s2,A
counterfactual_0004_04,sentinel2,after_P04,14,0.3918243309479463,generated_s1_to_s2,A
counterfactual_0004_04,sentinel2,after_P05,15,0.0,generated_s1_to_s2,A
counterfactual_0004_04,sentinel2,after_P06,16,0.0672483089893147,generated_s1_to_s2,A
counterfactual_0004_04,sentinel2,after_P07,17,0.0,generated_s1_to_s2,A
counterfactual_0004_04,sentinel2,after_P08,18,0.0423487893343789,generated_s1_to_s2,A
counterfactual_0004_04,sentinel2,after_P09,19,0.9707871777276738,generated_s1_to_s2,A
counterfactual_0004_04,sentinel2,after_P10,20,1.0,none,
counterfactual_0004_05,sentinel1,before_P01,1,0.9999019703950592,none,
counterfactual_0004_05,sentinel1,before_P02,2,0.9999019703950592,none,
counterfactual_0004_05,sentinel1,before_P03,3,0.9999019703950592,none,
counterfactual_0004_05,sentinel1,before_P04,4,0.9999019703950592,none,
counterfactual_0004_05,sentinel1,before_P05,5,0.9999019703950592,none,
counterfactual_0004_05,sentinel1,before_P06,6,0.9999019703950592,none,
counterfactual_0004_05,sentinel1,before_P07,7,0.9999019703950592,none,
counterfactual_0004_05,sentinel1,before_P08,8,0.9999019703950592,none,
counterfactual_0004_05,sentinel1,before_P09,9,0.9999019703950592,none,
counterfactual_0004_05,sentinel1,before_P10,10,0.9999019703950592,none,
counterfactual_0004_05,sentinel1,after_P01,11,0.9999019703950592,none,
counterfactual_0004_05,sentinel1,after_P02,12,0.9999019703950592,none,
counterfactual_0004_05,sentinel1,after_P03,13,0.9999019703950592,none,
counterfactual_0004_05,sentinel1,after_P04,14,0.9999019703950592,none,
counterfactual_0004_05,sentinel1,after_P05,15,0.9999019703950592,none,
counterfactual_0004_05,sentinel1,after_P06,16,0.9999019703950592,none,
counterfactual_0004_05,sentinel1,after_P07,17,0.9999019703950592,none,
counterfactual_0004_05,sentinel1,after_P08,18,0.9999019703950592,none,
counterfactual_0004_05,sentinel1,after_P09,19,0.9999019703950592,none,
counterfactual_0004_05,sentinel1,after_P10,20,0.9999019703950592,none,
