label,estimator,treatment_site_id,period,period_index,is_post,gap_norm,gap_rmse,sensor,method,repr
chipmean,fsc,treatment_0001,P01,1,False,0.9751274193598402,0.09093110072000198,sentinel1,covmat,combined
chipmean,fsc,treatment_0001,P02,2,False,0.9956809556664767,0.09284772786323002,sentinel1,covmat,combined
chipmean,fsc,treatment_0001,P03,3,False,0.9694270266769053,0.0903995363614325,sentinel1,covmat,combined
chipmean,fsc,treatment_0001,P04,4,False,0.9325901735214646,0.08696448209264343,sentinel1,covmat,combined
chipmean,fsc,treatment_0001,P05,5,False,1.0112188339862749,0.09429664248753651,sentinel1,covmat,combined
chipmean,fsc,treatment_0001,P06,6,False,0.8050294303584435,0.07506938145842094,sentinel1,covmat,combined
chipmean,fsc,treatment_0001,P07,7,False,0.9172812589267794,0.08553691844579499,sentinel1,covmat,combined
chipmean,fsc,treatment_0001,P08,8,False,0.9990068364987078,0.093157867849999,sentinel1,covmat,combined
chipmean,fsc,treatment_0001,P09,9,False,0.9453191213097949,0.08815146259428923,sentinel1,covmat,combined
chipmean,fsc,treatment_0001,P10,10,False,1.0109421018168705,0.09427083707968006,sentinel1,covmat,combined
chipmean,fsc,treatment_0001,P11,11,True,1.0511951377888291,0.09802445203869223,sentinel1,covmat,combined
chipmean,fsc,treatment_0001,P13,12,True,1.0524299905787415,0.09813960265509847,sentinel1,covmat,combined
chipmean,fsc,treatment_0001,P14,13,True,0.8327202847297406,0.07765156694297262,sentinel1,covmat,combined
chipmean,fsc,treatment_0001,P16,14,True,1.1594930079922596,0.10812328050738067,sentinel1,covmat,combined
chipmean,fsc,treatment_0001,P17,15,True,1.2485019271261406,0.11642340501424239,sentinel1,covmat,combined
chipmean,fsc,treatment_0001,P18,16,True,0.9413042361092864,0.08777707261888851,sentinel1,covmat,combined
chipmean,fsc,treatment_0001,P19,17,True,1.0010627177918057,0.09334957976909751,sentinel1,covmat,combined
chipmean,fsc,treatment_0001,P20,18,True,1.1430479073867186,0.1065897669687144,sentinel1,covmat,combined
chipmean,fsc,treatment_0002,P01,1,False,0.8469149930002867,0.07897523031435791,sentinel1,covmat,combined
chipmean,fsc,treatment_0002,P02,2,False,0.9739555840477587,0.0908218265137038,sentinel1,covmat,combined
chipmean,fsc,treatment_0002,P03,3,False,0.9401742056628656,0.08767169673641398,sentinel1,covmat,combined
chipmean,fsc,treatment_0002,P04,4,False,1.0449368116935822,0.09744086012115687,sentinel1,covmat,combined
chipmean,fsc,treatment_0002,P05,5,False,0.7572477012066601,0.07061371224041349,sentinel1,covmat,combined
