arm,sensor,treatment_site_id,fit_window,donor,weight,largest_donor_weight,effective_donors,n_train_periods
main,sentinel1,treatment_0003,P01-08,counterfactual_0006_01,0.23843018315325368,0.23843018315325368,4.947298114070744,8
main,sentinel1,treatment_0003,P01-08,counterfactual_0008_03,0.196310117985057,0.23843018315325368,4.947298114070744,8
main,sentinel1,treatment_0003,P01-08,counterfactual_0006_05,0.17865544801769306,0.23843018315325368,4.947298114070744,8
main,sentinel1,treatment_0003,P01-08,counterfactual_0004_01,0.20018416345738888,0.23843018315325368,4.947298114070744,8
main,sentinel1,treatment_0003,P01-08,counterfactual_0003_05,0.18642008738660754,0.23843018315325368,4.947298114070744,8
main,sentinel1,treatment_0003,P01-09,counterfactual_0006_01,0.23722408736167155,0.23722408736167155,4.950886768131796,9
main,sentinel1,treatment_0003,P01-09,counterfactual_0008_03,0.19324877616480515,0.23722408736167155,4.950886768131796,9
main,sentinel1,treatment_0003,P01-09,counterfactual_0006_05,0.18219898481685703,0.23722408736167155,4.950886768131796,9
main,sentinel1,treatment_0003,P01-09,counterfactual_0004_01,0.2024856931075786,0.23722408736167155,4.950886768131796,9
main,sentinel1,treatment_0003,P01-09,counterfactual_0003_05,0.18484245854908762,0.23722408736167155,4.950886768131796,9
main,sentinel1,treatment_0004,P01-08,counterfactual_0005_05,0.21868231323526435,0.21868231323526435,4.983783463724791,8
main,sentinel1,treatment_0004,P01-08,counterfactual_0001_01,0.19021912409440442,0.21868231323526435,4.983783463724791,8
main,sentinel1,treatment_0004,P01-08,counterfactual_0002_03,0.20669255959729818,0.21868231323526435,4.983783463724791,8
main,sentinel1,treatment_0004,P01-08,counterfactual_0006_02,0.18774761044516108,0.21868231323526435,4.983783463724791,8
main,sentinel1,treatment_0004,P01-08,counterfactual_0010_03,0.19665839262787202,0.21868231323526435,4.983783463724791,8
main,sentinel1,treatment_0004,P01-09,counterfactual_0005_05,0.21975462964255119,0.21975462964255119,4.9828437653162325,9
main,sentinel1,treatment_0004,P01-09,counterfactual_0001_01,0.19043710234653308,0.21975462964255119,4.9828437653162325,9
main,sentinel1,treatment_0004,P01-09,counterfactual_0002_03,0.20525777261260728,0.21975462964255119,4.9828437653162325,9
main,sentinel1,treatment_0004,P01-09,counterfactual_0006_02,0.18680121751591253,0.21975462964255119,4.9828437653162325,9
main,sentinel1,treatment_0004,P01-09,counterfactual_0010_03,0.197749277882396,0.21975462964255119,4.9828437653162325,9
main,sentinel1,treatment_0005,P01-08,counterfactual_0006_01,0.21028814395481682,0.21028814395481682,4.981703148627957,8
main,sentinel1,treatment_0005,P01-08,counterfactual_0005_03,0.20232939888761475,0.21028814395481682,4.981703148627957,8
main,sentinel1,treatment_0005,P01-08,counterfactual_0004_05,0.20502784558900874,0.21028814395481682,4.981703148627957,8
main,sentinel1,treatment_0005,P01-08,counterfactual_0010_04,0.20604893963246856,0.21028814395481682,4.981703148627957,8
main,sentinel1,treatment_0005,P01-08,counterfactual_0001_04,0.1763056719360912,0.21028814395481682,4.981703148627957,8
main,sentinel1,treatment_0005,P01-09,counterfactual_0006_01,0.21086084745886696,0.21086084745886696,4.970451136237288,9
main,sentinel1,treatment_0005,P01-09,counterfactual_0005_03,0.2062871590744142,0.21086084745886696,4.970451136237288,9
main,sentinel1,treatment_0005,P01-09,counterfactual_0004_05,0.2056421325393576,0.21086084745886696,4.970451136237288,9
main,sentinel1,treatment_0005,P01-09,counterfactual_0010_04,0.20783987136749524,0.21086084745886696,4.970451136237288,9
main,sentinel1,treatment_0005,P01-09,counterfactual_0001_04,0.169369989559866,0.21086084745886696,4.970451136237288,9
main,sentinel1,treatment_0006,P01-08,counterfactual_0006_04,0.2038521611515392,0.2127633543891962,4.990339688261221,8
main,sentinel1,treatment_0006,P01-08,counterfactual_0009_01,0.2127633543891962,0.2127633543891962,4.990339688261221,8
main,sentinel1,treatment_0006,P01-08,counterfactual_0003_03,0.19317016541243315,0.2127633543891962,4.990339688261221,8
main,sentinel1,treatment_0006,P01-08,counterfactual_0010_01,0.20268646393075726,0.2127633543891962,4.990339688261221,8
main,sentinel1,treatment_0006,P01-08,counterfactual_0010_05,0.18752785511607425,0.2127633543891962,4.990339688261221,8
main,sentinel1,treatment_0006,P01-09,counterfactual_0006_04,0.20476508646462485,0.2106524925448275,4.991068432871791,9
main,sentinel1,treatment_0006,P01-09,counterfactual_0009_01,0.2106524925448275,0.2106524925448275,4.991068432871791,9
main,sentinel1,treatment_0006,P01-09,counterfactual_0003_03,0.19068043941914842,0.2106524925448275,4.991068432871791,9
main,sentinel1,treatment_0006,P01-09,counterfactual_0010_01,0.20457572816030722,0.2106524925448275,4.991068432871791,9
main,sentinel1,treatment_0006,P01-09,counterfactual_0010_05,0.18932625341109208,0.2106524925448275,4.991068432871791,9
main,sentinel1,treatment_0007,P01-08,counterfactual_0006_05,0.22457061754984295,0.22457061754984295,4.9494256679366275,4
main,sentinel1,treatment_0007,P01-08,counterfactual_0003_02,0.1918301353662647,0.22457061754984295,4.9494256679366275,4
main,sentinel1,treatment_0007,P01-08,counterfactual_0008_03,0.21842634126277372,0.22457061754984295,4.9494256679366275,4
main,sentinel1,treatment_0007,P01-08,counterfactual_0008_01,0.19720132960623218,0.22457061754984295,4.9494256679366275,4
main,sentinel1,treatment_0007,P01-08,counterfactual_0007_03,0.16797157621488637,0.22457061754984295,4.9494256679366275,4
main,sentinel1,treatment_0007,P01-09,counterfactual_0006_05,0.22426647727910234,0.22426647727910234,4.951986201169847,5
main,sentinel1,treatment_0007,P01-09,counterfactual_0003_02,0.19121634398833595,0.22426647727910234,4.951986201169847,5
main,sentinel1,treatment_0007,P01-09,counterfactual_0008_03,0.21493352106227412,0.22426647727910234,4.951986201169847,5
main,sentinel1,treatment_0007,P01-09,counterfactual_0008_01,0.20193201327216864,0.22426647727910234,4.951986201169847,5
main,sentinel1,treatment_0007,P01-09,counterfactual_0007_03,0.16765164439811894,0.22426647727910234,4.951986201169847,5
main,sentinel1,treatment_0008,P01-08,counterfactual_0006_05,0.20316933086707978,0.21118300639265924,4.984446832393958,4
main,sentinel1,treatment_0008,P01-08,counterfactual_0005_03,0.20101333589326104,0.21118300639265924,4.984446832393958,4
main,sentinel1,treatment_0008,P01-08,counterfactual_0008_03,0.20591651736865163,0.21118300639265924,4.984446832393958,4
main,sentinel1,treatment_0008,P01-08,counterfactual_0003_01,0.21118300639265924,0.21118300639265924,4.984446832393958,4
main,sentinel1,treatment_0008,P01-08,counterfactual_0007_03,0.1787178094783484,0.21118300639265924,4.984446832393958,4
main,sentinel1,treatment_0008,P01-09,counterfactual_0006_05,0.19908834465632577,0.21037924291177648,4.976712860366009,5
main,sentinel1,treatment_0008,P01-09,counterfactual_0005_03,0.20992398163225742,0.21037924291177648,4.976712860366009,5
main,sentinel1,treatment_0008,P01-09,counterfactual_0008_03,0.21037924291177648,0.21037924291177648,4.976712860366009,5
main,sentinel1,treatment_0008,P01-09,counterfactual_0003_01,0.20674779353808476,0.21037924291177648,4.976712860366009,5
main,sentinel1,treatment_0008,P01-09,counterfactual_0007_03,0.1738606372615556,0.21037924291177648,4.976712860366009,5
main,sentinel1,treatment_0009,P01-08,counterfactual_0003_02,0.2120097643165457,0.2120097643165457,4.986269516348594,8
main,sentinel1,treatment_0009,P01-08,counterfactual_0001_04,0.18485556266982306,0.2120097643165457,4.986269516348594,8
main,sentinel1,treatment_0009,P01-08,counterfactual_0001_05,0.20906761700444484,0.2120097643165457,4.986269516348594,8
main,sentinel1,treatment_0009,P01-08,counterfactual_0005_03,0.20325131287042045,0.2120097643165457,4.986269516348594,8
main,sentinel1,treatment_0009,P01-08,counterfactual_0009_05,0.19081574313876604,0.2120097643165457,4.986269516348594,8
main,sentinel1,treatment_0009,P01-09,counterfactual_0003_02,0.21331879331846473,0.21331879331846473,4.987991734167315,9
main,sentinel1,treatment_0009,P01-09,counterfactual_0001_04,0.18473347066631496,0.21331879331846473,4.987991734167315,9
main,sentinel1,treatment_0009,P01-09,counterfactual_0001_05,0.2045651388469729,0.21331879331846473,4.987991734167315,9
main,sentinel1,treatment_0009,P01-09,counterfactual_0005_03,0.20352678890263287,0.21331879331846473,4.987991734167315,9
main,sentinel1,treatment_0009,P01-09,counterfactual_0009_05,0.19385580826561447,0.21331879331846473,4.987991734167315,9
main,sentinel1,treatment_0010,P01-08,counterfactual_0007_04,0.20465049502398125,0.21444605310395953,4.9829178762546755,4
main,sentinel1,treatment_0010,P01-08,counterfactual_0009_02,0.21444605310395953,0.21444605310395953,4.9829178762546755,4
main,sentinel1,treatment_0010,P01-08,counterfactual_0008_03,0.19203274929229816,0.21444605310395953,4.9829178762546755,4
main,sentinel1,treatment_0010,P01-08,counterfactual_0001_01,0.207278716803169,0.21444605310395953,4.9829178762546755,4
main,sentinel1,treatment_0010,P01-08,counterfactual_0003_02,0.18159198577659214,0.21444605310395953,4.9829178762546755,4
main,sentinel1,treatment_0010,P01-09,counterfactual_0007_04,0.19829430368422907,0.2139333013041407,4.977111155698107,5
main,sentinel1,treatment_0010,P01-09,counterfactual_0009_02,0.2139333013041407,0.2139333013041407,4.977111155698107,5
main,sentinel1,treatment_0010,P01-09,counterfactual_0008_03,0.19922726116345038,0.2139333013041407,4.977111155698107,5
main,sentinel1,treatment_0010,P01-09,counterfactual_0001_01,0.2123904289727983,0.2139333013041407,4.977111155698107,5
main,sentinel1,treatment_0010,P01-09,counterfactual_0003_02,0.1761547048753816,0.2139333013041407,4.977111155698107,5
main,sentinel2,treatment_0001,P01-08,counterfactual_0004_03,0.294547743476946,0.294547743476946,4.727793578971891,8
main,sentinel2,treatment_0001,P01-08,counterfactual_0007_03,0.17365589845009521,0.294547743476946,4.727793578971891,8
main,sentinel2,treatment_0001,P01-08,counterfactual_0008_02,0.18025990191606986,0.294547743476946,4.727793578971891,8
main,sentinel2,treatment_0001,P01-08,counterfactual_0006_04,0.16316187517990866,0.294547743476946,4.727793578971891,8
main,sentinel2,treatment_0001,P01-08,counterfactual_0001_05,0.1883745809769802,0.294547743476946,4.727793578971891,8
main,sentinel2,treatment_0001,P01-09,counterfactual_0004_03,0.27298682445137,0.27298682445137,4.835145427230043,9
main,sentinel2,treatment_0001,P01-09,counterfactual_0007_03,0.18172516210303008,0.27298682445137,4.835145427230043,9
main,sentinel2,treatment_0001,P01-09,counterfactual_0008_02,0.17910404404520563,0.27298682445137,4.835145427230043,9
main,sentinel2,treatment_0001,P01-09,counterfactual_0006_04,0.17444436103273187,0.27298682445137,4.835145427230043,9
main,sentinel2,treatment_0001,P01-09,counterfactual_0001_05,0.1917396083676624,0.27298682445137,4.835145427230043,9
main,sentinel2,treatment_0002,P01-08,counterfactual_0006_05,0.34343662746483145,0.34343662746483145,4.41626187326084,8
main,sentinel2,treatment_0002,P01-08,counterfactual_0003_05,0.1550418705629572,0.34343662746483145,4.41626187326084,8
main,sentinel2,treatment_0002,P01-08,counterfactual_0003_03,0.1523567643509007,0.34343662746483145,4.41626187326084,8
main,sentinel2,treatment_0002,P01-08,counterfactual_0010_04,0.18638402405884788,0.34343662746483145,4.41626187326084,8
main,sentinel2,treatment_0002,P01-08,counterfactual_0010_05,0.16278071356246263,0.34343662746483145,4.41626187326084,8
main,sentinel2,treatment_0002,P01-09,counterfactual_0006_05,0.3184445466284155,0.3184445466284155,4.596048499110468,9
main,sentinel2,treatment_0002,P01-09,counterfactual_0003_05,0.16566089195908595,0.3184445466284155,4.596048499110468,9
main,sentinel2,treatment_0002,P01-09,counterfactual_0003_03,0.17146869126416292,0.3184445466284155,4.596048499110468,9
main,sentinel2,treatment_0002,P01-09,counterfactual_0010_04,0.16979981452175327,0.3184445466284155,4.596048499110468,9
main,sentinel2,treatment_0002,P01-09,counterfactual_0010_05,0.17462605562658245,0.3184445466284155,4.596048499110468,9
main,sentinel2,treatment_0003,P01-08,counterfactual_0009_03,0.21165163940410417,0.2132038509548276,4.959255813801111,8
main,sentinel2,treatment_0003,P01-08,counterfactual_0009_05,0.2132038509548276,0.2132038509548276,4.959255813801111,8
main,sentinel2,treatment_0003,P01-08,counterfactual_0007_02,0.21098279922037425,0.2132038509548276,4.959255813801111,8
main,sentinel2,treatment_0003,P01-08,counterfactual_0008_03,0.19896637429564754,0.2132038509548276,4.959255813801111,8
main,sentinel2,treatment_0003,P01-08,counterfactual_0003_04,0.16519533612504647,0.2132038509548276,4.959255813801111,8
main,sentinel2,treatment_0003,P01-09,counterfactual_0009_03,0.19766071323974466,0.2181317381621298,4.981740923353693,9
main,sentinel2,treatment_0003,P01-09,counterfactual_0009_05,0.2181317381621298,0.2181317381621298,4.981740923353693,9
main,sentinel2,treatment_0003,P01-09,counterfactual_0007_02,0.20637380714256948,0.2181317381621298,4.981740923353693,9
main,sentinel2,treatment_0003,P01-09,counterfactual_0008_03,0.19641723321191826,0.2181317381621298,4.981740923353693,9
main,sentinel2,treatment_0003,P01-09,counterfactual_0003_04,0.18141650824363784,0.2181317381621298,4.981740923353693,9
main,sentinel2,treatment_0004,P01-08,counterfactual_0006_02,0.2264487008777392,0.2414704907066007,4.890196028179286,8
main,sentinel2,treatment_0004,P01-08,counterfactual_0004_01,0.18956256061679727,0.2414704907066007,4.890196028179286,8
main,sentinel2,treatment_0004,P01-08,counterfactual_0001_03,0.2414704907066007,0.2414704907066007,4.890196028179286,8
main,sentinel2,treatment_0004,P01-08,counterfactual_0004_03,0.1588006221487206,0.2414704907066007,4.890196028179286,8
main,sentinel2,treatment_0004,P01-08,counterfactual_0008_04,0.1837176256501423,0.2414704907066007,4.890196028179286,8
main,sentinel2,treatment_0004,P01-09,counterfactual_0006_02,0.22045239109978673,0.2325300775987429,4.934686700225052,9
main,sentinel2,treatment_0004,P01-09,counterfactual_0004_01,0.19447451616391537,0.2325300775987429,4.934686700225052,9
main,sentinel2,treatment_0004,P01-09,counterfactual_0001_03,0.2325300775987429,0.2325300775987429,4.934686700225052,9
main,sentinel2,treatment_0004,P01-09,counterfactual_0004_03,0.17362666687462558,0.2325300775987429,4.934686700225052,9
main,sentinel2,treatment_0004,P01-09,counterfactual_0008_04,0.17891634826292926,0.2325300775987429,4.934686700225052,9
main,sentinel2,treatment_0005,P01-08,counterfactual_0004_01,0.23661801658020482,0.3265233461953871,4.270786960329037,8
main,sentinel2,treatment_0005,P01-08,counterfactual_0006_02,0.3265233461953871,0.3265233461953871,4.270786960329037,8
main,sentinel2,treatment_0005,P01-08,counterfactual_0004_03,0.21815511880815283,0.3265233461953871,4.270786960329037,8
main,sentinel2,treatment_0005,P01-08,counterfactual_0007_03,0.10510722500428057,0.3265233461953871,4.270786960329037,8
main,sentinel2,treatment_0005,P01-08,counterfactual_0006_01,0.11359629341197468,0.3265233461953871,4.270786960329037,8
main,sentinel2,treatment_0005,P01-09,counterfactual_0004_01,0.2194265704187105,0.3341306224613352,4.319159788317979,9
main,sentinel2,treatment_0005,P01-09,counterfactual_0006_02,0.3341306224613352,0.3341306224613352,4.319159788317979,9
main,sentinel2,treatment_0005,P01-09,counterfactual_0004_03,0.2082145081907023,0.3341306224613352,4.319159788317979,9
main,sentinel2,treatment_0005,P01-09,counterfactual_0007_03,0.12078396559050218,0.3341306224613352,4.319159788317979,9
main,sentinel2,treatment_0005,P01-09,counterfactual_0006_01,0.11744433333874985,0.3341306224613352,4.319159788317979,9
main,sentinel2,treatment_0006,P01-08,counterfactual_0004_01,0.27809382942489425,0.27809382942489425,4.63508825874933,8
main,sentinel2,treatment_0006,P01-08,counterfactual_0006_02,0.2563993357990659,0.27809382942489425,4.63508825874933,8
main,sentinel2,treatment_0006,P01-08,counterfactual_0004_03,0.17217305780427355,0.27809382942489425,4.63508825874933,8
main,sentinel2,treatment_0006,P01-08,counterfactual_0007_03,0.1454605354662322,0.27809382942489425,4.63508825874933,8
main,sentinel2,treatment_0006,P01-08,counterfactual_0003_03,0.14787324150553408,0.27809382942489425,4.63508825874933,8
main,sentinel2,treatment_0006,P01-09,counterfactual_0004_01,0.2576506474958788,0.27385300633269366,4.646988387660494,9
main,sentinel2,treatment_0006,P01-09,counterfactual_0006_02,0.27385300633269366,0.27385300633269366,4.646988387660494,9
main,sentinel2,treatment_0006,P01-09,counterfactual_0004_03,0.17699575402640774,0.27385300633269366,4.646988387660494,9
main,sentinel2,treatment_0006,P01-09,counterfactual_0007_03,0.14583785231406274,0.27385300633269366,4.646988387660494,9
main,sentinel2,treatment_0006,P01-09,counterfactual_0003_03,0.14566273983095712,0.27385300633269366,4.646988387660494,9
main,sentinel2,treatment_0007,P01-08,counterfactual_0007_02,0.2275250383363255,0.2275250383363255,4.953441618102699,8
main,sentinel2,treatment_0007,P01-08,counterfactual_0008_03,0.21595694394741344,0.2275250383363255,4.953441618102699,8
main,sentinel2,treatment_0007,P01-08,counterfactual_0009_03,0.17489615580444365,0.2275250383363255,4.953441618102699,8
main,sentinel2,treatment_0007,P01-08,counterfactual_0009_05,0.1966635784937769,0.2275250383363255,4.953441618102699,8
main,sentinel2,treatment_0007,P01-08,counterfactual_0008_01,0.18495828341804052,0.2275250383363255,4.953441618102699,8
main,sentinel2,treatment_0007,P01-09,counterfactual_0007_02,0.2242585380194715,0.24664007881397754,4.887326106678219,9
main,sentinel2,treatment_0007,P01-09,counterfactual_0008_03,0.24664007881397754,0.24664007881397754,4.887326106678219,9
main,sentinel2,treatment_0007,P01-09,counterfactual_0009_03,0.17526528521260376,0.24664007881397754,4.887326106678219,9
main,sentinel2,treatment_0007,P01-09,counterfactual_0009_05,0.18613020921045098,0.24664007881397754,4.887326106678219,9
main,sentinel2,treatment_0007,P01-09,counterfactual_0008_01,0.1677058887434963,0.24664007881397754,4.887326106678219,9
main,sentinel2,treatment_0008,P01-08,counterfactual_0008_03,0.2443933757526444,0.2443933757526444,4.883693959276122,8
main,sentinel2,treatment_0008,P01-08,counterfactual_0009_03,0.22458480043684306,0.2443933757526444,4.883693959276122,8
main,sentinel2,treatment_0008,P01-08,counterfactual_0009_05,0.18182846191212865,0.2443933757526444,4.883693959276122,8
main,sentinel2,treatment_0008,P01-08,counterfactual_0007_02,0.19143398082084423,0.2443933757526444,4.883693959276122,8
main,sentinel2,treatment_0008,P01-08,counterfactual_0003_04,0.1577593810775397,0.2443933757526444,4.883693959276122,8
main,sentinel2,treatment_0008,P01-09,counterfactual_0008_03,0.2615596940959788,0.2615596940959788,4.824922708233768,9
main,sentinel2,treatment_0008,P01-09,counterfactual_0009_03,0.22424025615849608,0.2615596940959788,4.824922708233768,9
main,sentinel2,treatment_0008,P01-09,counterfactual_0009_05,0.15772273799760494,0.2615596940959788,4.824922708233768,9
main,sentinel2,treatment_0008,P01-09,counterfactual_0007_02,0.18676921953888218,0.2615596940959788,4.824922708233768,9
main,sentinel2,treatment_0008,P01-09,counterfactual_0003_04,0.16970809220903796,0.2615596940959788,4.824922708233768,9
main,sentinel2,treatment_0009,P01-08,counterfactual_0008_03,0.23569220738677174,0.3092735801704656,4.540324202148741,8
main,sentinel2,treatment_0009,P01-08,counterfactual_0004_03,0.3092735801704656,0.3092735801704656,4.540324202148741,8
main,sentinel2,treatment_0009,P01-08,counterfactual_0003_04,0.15536398645393032,0.3092735801704656,4.540324202148741,8
main,sentinel2,treatment_0009,P01-08,counterfactual_0009_03,0.14776935414154008,0.3092735801704656,4.540324202148741,8
main,sentinel2,treatment_0009,P01-08,counterfactual_0009_05,0.15190087184729242,0.3092735801704656,4.540324202148741,8
main,sentinel2,treatment_0009,P01-09,counterfactual_0008_03,0.24343022909266504,0.3046257524359473,4.531678240800436,9
main,sentinel2,treatment_0009,P01-09,counterfactual_0004_03,0.3046257524359473,0.3046257524359473,4.531678240800436,9
main,sentinel2,treatment_0009,P01-09,counterfactual_0003_04,0.16138138306637273,0.3046257524359473,4.531678240800436,9
main,sentinel2,treatment_0009,P01-09,counterfactual_0009_03,0.15863049943003701,0.3046257524359473,4.531678240800436,9
main,sentinel2,treatment_0009,P01-09,counterfactual_0009_05,0.13193213597497785,0.3046257524359473,4.531678240800436,9
main,sentinel2,treatment_0010,P01-08,counterfactual_0008_05,0.2707504388635386,0.2707504388635386,4.757788582303566,8
main,sentinel2,treatment_0010,P01-08,counterfactual_0009_05,0.16707372838739679,0.2707504388635386,4.757788582303566,8
main,sentinel2,treatment_0010,P01-08,counterfactual_0004_02,0.22554265732842396,0.2707504388635386,4.757788582303566,8
main,sentinel2,treatment_0010,P01-08,counterfactual_0008_03,0.14156016763069473,0.2707504388635386,4.757788582303566,8
main,sentinel2,treatment_0010,P01-08,counterfactual_0007_04,0.19507300778994585,0.2707504388635386,4.757788582303566,8
main,sentinel2,treatment_0010,P01-09,counterfactual_0008_05,0.23763101874859094,0.23763101874859094,4.89156453351945,9
main,sentinel2,treatment_0010,P01-09,counterfactual_0009_05,0.17820695655598986,0.23763101874859094,4.89156453351945,9
main,sentinel2,treatment_0010,P01-09,counterfactual_0004_02,0.225436960455835,0.23763101874859094,4.89156453351945,9
main,sentinel2,treatment_0010,P01-09,counterfactual_0008_03,0.1565185999878609,0.23763101874859094,4.89156453351945,9
main,sentinel2,treatment_0010,P01-09,counterfactual_0007_04,0.2022064642517233,0.23763101874859094,4.89156453351945,9
quality40,sentinel1,treatment_0001,P01-08,counterfactual_0003_03,0.23710692433574213,0.23710692433574213,4.945969474569996,8
quality40,sentinel1,treatment_0001,P01-08,counterfactual_0006_04,0.18283425096980296,0.23710692433574213,4.945969474569996,8
quality40,sentinel1,treatment_0001,P01-08,counterfactual_0010_03,0.1779058289202155,0.23710692433574213,4.945969474569996,8
quality40,sentinel1,treatment_0001,P01-08,counterfactual_0006_02,0.1977020600878444,0.23710692433574213,4.945969474569996,8
quality40,sentinel1,treatment_0001,P01-08,counterfactual_0003_01,0.20445093568639505,0.23710692433574213,4.945969474569996,8
quality40,sentinel1,treatment_0001,P01-09,counterfactual_0003_03,0.23706776473888902,0.23706776473888902,4.946250089415949,9
quality40,sentinel1,treatment_0001,P01-09,counterfactual_0006_04,0.18130437200267144,0.23706776473888902,4.946250089415949,9
quality40,sentinel1,treatment_0001,P01-09,counterfactual_0010_03,0.1800842128407761,0.23706776473888902,4.946250089415949,9
quality40,sentinel1,treatment_0001,P01-09,counterfactual_0006_02,0.19567357506222968,0.23706776473888902,4.946250089415949,9
quality40,sentinel1,treatment_0001,P01-09,counterfactual_0003_01,0.20587007535543378,0.23706776473888902,4.946250089415949,9
quality40,sentinel1,treatment_0002,P01-08,counterfactual_0002_01,0.20434936153459585,0.20434936153459585,4.996992638885753,8
quality40,sentinel1,treatment_0002,P01-08,counterfactual_0006_03,0.19180663493701075,0.20434936153459585,4.996992638885753,8
quality40,sentinel1,treatment_0002,P01-08,counterfactual_0001_05,0.20263584985823482,0.20434936153459585,4.996992638885753,8
quality40,sentinel1,treatment_0002,P01-08,counterfactual_0007_01,0.20425381264382855,0.20434936153459585,4.996992638885753,8
quality40,sentinel1,treatment_0002,P01-08,counterfactual_0010_04,0.19695434102632997,0.20434936153459585,4.996992638885753,8
quality40,sentinel1,treatment_0002,P01-09,counterfactual_0002_01,0.20713332231424092,0.20735200057777875,4.994690933651959,9
quality40,sentinel1,treatment_0002,P01-09,counterfactual_0006_03,0.190186049305376,0.20735200057777875,4.994690933651959,9
quality40,sentinel1,treatment_0002,P01-09,counterfactual_0001_05,0.1972018768712956,0.20735200057777875,4.994690933651959,9
quality40,sentinel1,treatment_0002,P01-09,counterfactual_0007_01,0.20735200057777875,0.20735200057777875,4.994690933651959,9
quality40,sentinel1,treatment_0002,P01-09,counterfactual_0010_04,0.19812675093130877,0.20735200057777875,4.994690933651959,9
quality40,sentinel1,treatment_0003,P01-08,counterfactual_0006_01,0.23843018315325368,0.23843018315325368,4.947298114070744,8
quality40,sentinel1,treatment_0003,P01-08,counterfactual_0008_03,0.196310117985057,0.23843018315325368,4.947298114070744,8
quality40,sentinel1,treatment_0003,P01-08,counterfactual_0006_05,0.17865544801769306,0.23843018315325368,4.947298114070744,8
quality40,sentinel1,treatment_0003,P01-08,counterfactual_0004_01,0.20018416345738888,0.23843018315325368,4.947298114070744,8
quality40,sentinel1,treatment_0003,P01-08,counterfactual_0003_05,0.18642008738660754,0.23843018315325368,4.947298114070744,8
quality40,sentinel1,treatment_0003,P01-09,counterfactual_0006_01,0.23722408736167155,0.23722408736167155,4.950886768131796,9
quality40,sentinel1,treatment_0003,P01-09,counterfactual_0008_03,0.19324877616480515,0.23722408736167155,4.950886768131796,9
quality40,sentinel1,treatment_0003,P01-09,counterfactual_0006_05,0.18219898481685703,0.23722408736167155,4.950886768131796,9
quality40,sentinel1,treatment_0003,P01-09,counterfactual_0004_01,0.2024856931075786,0.23722408736167155,4.950886768131796,9
quality40,sentinel1,treatment_0003,P01-09,counterfactual_0003_05,0.18484245854908762,0.23722408736167155,4.950886768131796,9
quality40,sentinel1,treatment_0004,P01-08,counterfactual_0005_05,0.21868231323526435,0.21868231323526435,4.983783463724791,8
quality40,sentinel1,treatment_0004,P01-08,counterfactual_0001_01,0.19021912409440442,0.21868231323526435,4.983783463724791,8
quality40,sentinel1,treatment_0004,P01-08,counterfactual_0002_03,0.20669255959729818,0.21868231323526435,4.983783463724791,8
quality40,sentinel1,treatment_0004,P01-08,counterfactual_0006_02,0.18774761044516108,0.21868231323526435,4.983783463724791,8
