site,test,test_rmse,train_rmse,own_hist_rmse,equal_w_rmse,C1,C2,C3,w_max,arm,sensor,n_donors
treatment_0005,P09,0.7233470879910014,0.654408055830652,0.6642415369921404,1.0484021515238464,True,False,True,0.24477129019310376,lat_A_dm,sentinel1,5.0
treatment_0006,P09,0.8526556020473384,0.7330383165073177,0.7774994322144978,1.0961321943860263,True,False,True,0.22079567502771913,lat_A_dm,sentinel1,5.0
treatment_0007,P09,0.648794396441676,0.5795826037386052,0.5847053290131708,1.0889362960376197,True,False,True,0.23050484668742616,lat_A_dm,sentinel1,5.0
treatment_0008,P09,0.6825892684273966,0.6480452686152157,0.6428506730655584,1.0566520783082745,True,False,True,0.24381168841847328,lat_A_dm,sentinel1,5.0
treatment_0009,P09,0.7273928678289798,0.6684847895755907,0.663050711366829,1.0934558500706175,True,False,True,0.2053140634821822,lat_A_dm,sentinel1,5.0
treatment_0010,P09,0.7228425690710043,0.6588692702305042,0.6567508396324037,1.0938439222400091,True,False,True,0.22271471152039143,lat_A_dm,sentinel1,5.0
treatment_0001,P10,0.810381032598253,0.7353375714326833,0.7227511443444575,1.1101811384887774,True,False,True,0.2601254828755097,lat_A_dm,sentinel1,5.0
treatment_0002,P10,0.8280609104399106,0.6935877144983906,0.7263415509992999,1.0909100146571142,True,False,True,0.21843801021270562,lat_A_dm,sentinel1,5.0
treatment_0003,P10,0.793717734168457,0.7297284254926327,0.7499124797055267,1.0427044526543774,True,False,True,0.22849320893633843,lat_A_dm,sentinel1,5.0
treatment_0004,P10,0.7098640354688611,0.6744121453289154,0.6435291050464366,1.0984933882386079,True,False,True,0.2287811794990514,lat_A_dm,sentinel1,5.0
treatment_0005,P10,0.6843404999845606,0.6577195810823765,0.6310361403163858,1.0685387299854698,True,False,True,0.24227577570823483,lat_A_dm,sentinel1,5.0
treatment_0006,P10,0.8527310706590322,0.7415104928130841,0.7707126846653085,1.1105193735098913,True,False,True,0.21055235750131754,lat_A_dm,sentinel1,5.0
treatment_0007,P10,0.6668243886070246,0.5796051261368662,0.5941330248592782,1.0810567039725127,True,False,True,0.21831838587638927,lat_A_dm,sentinel1,5.0
treatment_0008,P10,0.7298738470793898,0.6477800797409998,0.6646255426320433,1.0622186857152933,True,False,True,0.23859381838652158,lat_A_dm,sentinel1,5.0
treatment_0009,P10,0.7245003135598955,0.6706993257967075,0.6793752218779436,1.0660937211251835,True,False,True,0.2119673269638668,lat_A_dm,sentinel1,5.0
treatment_0010,P10,0.7400960515117813,0.6616811326125488,0.6669206069308439,1.104761488515167,True,False,True,0.21677869059307753,lat_A_dm,sentinel1,5.0
treatment_0001,P09,0.9004184050421958,0.8089292101344091,0.7330067786741923,0.930353646975258,True,False,True,0.2848463831426105,lat_Dmin,sentinel1,5.0
treatment_0002,P09,0.8006701018151539,0.7420054430650795,0.7213942690743355,0.9083239369162561,True,False,True,0.2358992675773641,lat_Dmin,sentinel1,5.0
treatment_0003,P09,0.8237857419466276,0.7742533544355835,0.743235322796114,0.8749315553042304,True,False,True,0.21144315908069483,lat_Dmin,sentinel1,5.0
treatment_0004,P09,0.680785746200416,0.7420538152033692,0.6488096654148676,0.9110975973705814,True,False,True,0.3689456313205713,lat_Dmin,sentinel1,3.0
treatment_0005,P09,0.8104171340053515,0.7151511153028876,0.6642415369921404,0.8435598657868539,True,False,True,0.28493398047043145,lat_Dmin,sentinel1,4.0
treatment_0006,P09,0.8818345133268083,0.7772985134299808,0.7774994322144978,0.9155722199167325,True,False,True,0.21542573396190273,lat_Dmin,sentinel1,5.0
treatment_0007,P09,0.7291002283301492,0.6535816882900208,0.5847053290131708,0.7716855050835758,True,False,True,0.21345380896423796,lat_Dmin,sentinel1,5.0
treatment_0008,P09,0.8268123555195493,0.7345942424798966,0.6428506730655584,0.7939740568528212,True,False,False,0.21681007735568525,lat_Dmin,sentinel1,5.0
treatment_0009,P09,0.7359853433911128,0.709546173107155,0.663050711366829,0.7641384238604645,True,False,True,0.2144112953170733,lat_Dmin,sentinel1,5.0
treatment_0010,P09,0.7205508075517044,0.6840484568969465,0.6567508396324037,0.7960169203497117,True,False,True,0.23418001796695043,lat_Dmin,sentinel1,5.0
treatment_0001,P10,0.8861483150389141,0.8197034192037236,0.7227511443444575,0.9149995719600812,True,False,True,0.2809626079107371,lat_Dmin,sentinel1,5.0
treatment_0002,P10,0.9080711142280992,0.7487304574887668,0.7263415509992999,0.9408621152315896,True,False,True,0.25156908446875376,lat_Dmin,sentinel1,5.0
treatment_0003,P10,0.8255878426737744,0.7802004580633047,0.7499124797055267,0.8768878109719773,True,False,True,0.21536631935516481,lat_Dmin,sentinel1,5.0
treatment_0004,P10,0.7251329240040371,0.7357067422557981,0.6435291050464366,0.9267780735726471,True,False,True,0.3690631111033573,lat_Dmin,sentinel1,3.0
treatment_0005,P10,0.8155611375468623,0.7265453315817668,0.6310361403163858,0.8334046099376603,True,False,True,0.2930313536494573,lat_Dmin,sentinel1,4.0
treatment_0006,P10,0.901373992774545,0.7898520600044404,0.7707126846653085,0.9243406458954994,True,False,True,0.2128444236590451,lat_Dmin,sentinel1,5.0
treatment_0007,P10,0.7161544415666452,0.6693457996877922,0.5941330248592782,0.7416118395860795,True,False,True,0.22305894802952383,lat_Dmin,sentinel1,5.0
treatment_0008,P10,0.7648562403731429,0.7455580097945785,0.6646255426320433,0.815622698799973,True,False,True,0.23339509426620614,lat_Dmin,sentinel1,5.0
treatment_0009,P10,0.7325343133231362,0.7128067578848415,0.6793752218779436,0.785726738935581,True,False,True,0.21033892545672794,lat_Dmin,sentinel1,5.0
treatment_0010,P10,0.6908471177875113,0.6884403547306494,0.6669206069308439,0.8423879863682311,True,False,True,0.2307666477330234,lat_Dmin,sentinel1,5.0
treatment_0001,P09,0.8757573448144494,0.7794009303438119,0.7330067786741923,0.930353646975258,True,False,True,0.3201710643524341,lat_Dmin_dm,sentinel1,5.0
treatment_0002,P09,0.7260281500893381,0.6644130811807859,0.7213942690743355,0.9083239369162561,True,False,True,0.23744987268507853,lat_Dmin_dm,sentinel1,5.0
treatment_0003,P09,0.8129175901261891,0.733412282881686,0.743235322796114,0.8749315553042304,True,False,True,0.2430061555516785,lat_Dmin_dm,sentinel1,5.0
treatment_0004,P09,0.5873270893398983,0.6474802754228849,0.6488096654148676,0.9110975973705814,True,True,True,0.3938576072514671,lat_Dmin_dm,sentinel1,3.0
treatment_0005,P09,0.7948406013243675,0.6836438964187126,0.6642415369921404,0.8435598657868539,True,False,True,0.2904773892185535,lat_Dmin_dm,sentinel1,4.0
treatment_0006,P09,0.8538051743371775,0.7300398289065941,0.7774994322144978,0.9155722199167325,True,False,True,0.21484535538735675,lat_Dmin_dm,sentinel1,5.0
treatment_0007,P09,0.7149897082681425,0.6229432155254666,0.5847053290131708,0.7716855050835758,True,False,True,0.2303170365668925,lat_Dmin_dm,sentinel1,5.0
treatment_0008,P09,0.790995833126224,0.7087227760047139,0.6428506730655584,0.7939740568528212,True,False,True,0.23223463335133096,lat_Dmin_dm,sentinel1,5.0
treatment_0009,P09,0.7241288593118661,0.6777921217213216,0.663050711366829,0.7641384238604645,True,False,True,0.23131548082729395,lat_Dmin_dm,sentinel1,5.0
treatment_0010,P09,0.6970724674083539,0.6361096737899559,0.6567508396324037,0.7960169203497117,True,False,True,0.24295164987793005,lat_Dmin_dm,sentinel1,5.0
treatment_0001,P10,0.8710556968374594,0.7847788707517399,0.7227511443444575,0.9149995719600812,True,False,True,0.3127089238387862,lat_Dmin_dm,sentinel1,5.0
treatment_0002,P10,0.8687454285319626,0.6665967333683485,0.7263415509992999,0.9408621152315896,True,False,True,0.24481936877539795,lat_Dmin_dm,sentinel1,5.0
treatment_0003,P10,0.780818191516909,0.7373375948873786,0.7499124797055267,0.8768878109719773,True,False,True,0.22843158156425586,lat_Dmin_dm,sentinel1,5.0
treatment_0004,P10,0.6152552551777706,0.6379012903396736,0.6435291050464366,0.9267780735726471,True,True,True,0.3937873548843594,lat_Dmin_dm,sentinel1,3.0
treatment_0005,P10,0.7967969637019404,0.6914321152147792,0.6310361403163858,0.8334046099376603,True,False,True,0.27625113162180076,lat_Dmin_dm,sentinel1,4.0
treatment_0006,P10,0.8518913533463679,0.7390086352802199,0.7707126846653085,0.9243406458954994,True,False,True,0.21886789066308532,lat_Dmin_dm,sentinel1,5.0
treatment_0007,P10,0.6806273424345048,0.6214062327303433,0.5941330248592782,0.7416118395860795,True,False,True,0.2107495539755489,lat_Dmin_dm,sentinel1,5.0
treatment_0008,P10,0.7499182328041664,0.7131810984848308,0.6646255426320433,0.815622698799973,True,False,True,0.24319668679398038,lat_Dmin_dm,sentinel1,5.0
treatment_0009,P10,0.7012582330154534,0.6785529911912237,0.6793752218779436,0.785726738935581,True,False,True,0.2349641320524576,lat_Dmin_dm,sentinel1,5.0
treatment_0010,P10,0.649967092517741,0.6387143606859907,0.6669206069308439,0.8423879863682311,True,True,True,0.2399867193136104,lat_Dmin_dm,sentinel1,5.0
treatment_0001,P09,1.065786512126449,0.928030898813299,1.0021065123427781,1.0737361101568033,True,False,True,0.2837099445889259,lat_A,sentinel2,5.0
treatment_0002,P09,1.1780803236008168,0.8764605464059368,1.0425412588431828,1.1501182016296998,True,False,False,0.3214830563130722,lat_A,sentinel2,5.0
treatment_0003,P09,0.8867318190899232,0.8306391266326371,0.7433654977690758,0.8875496407044042,True,False,True,0.37559233031612366,lat_A,sentinel2,5.0
treatment_0004,P09,1.401627522667993,1.0709553185020995,1.2042782676632835,1.3834634500088971,True,False,False,0.45192436739832637,lat_A,sentinel2,5.0
treatment_0005,P09,1.1149749630067465,1.1395239132115105,1.029364792559264,1.0611192315128062,True,False,False,0.34770618722071855,lat_A,sentinel2,5.0
treatment_0006,P09,1.2208599245034455,0.9525990622217821,0.8762522616813598,1.2050885038943804,True,False,False,0.48911788383107907,lat_A,sentinel2,5.0
treatment_0007,P09,1.0783301808305368,0.7719809731391922,0.9443426383339529,1.075578925217712,True,False,False,0.28645842711499175,lat_A,sentinel2,5.0
treatment_0008,P09,1.0105450904486102,0.8799279867863671,0.8392384043775168,1.0360448250626777,True,False,True,0.3509850754650508,lat_A,sentinel2,5.0
treatment_0009,P09,1.0953733022534666,0.8869415469601325,0.8436253654515877,1.0648195816594304,True,False,False,0.3359510955239931,lat_A,sentinel2,5.0
treatment_0010,P09,0.8601443276256818,1.1004646867089387,1.2331285658638205,0.8638122224357729,True,True,True,0.3049506511445068,lat_A,sentinel2,5.0
treatment_0001,P10,1.3359585267528038,0.9331284993349355,1.0457790758149537,1.3563818334942839,True,False,True,0.2792548448323285,lat_A,sentinel2,5.0
treatment_0002,P10,1.1802142515488834,0.9041789795545138,1.0340431038528994,1.1616535765417284,True,False,False,0.31036010289543037,lat_A,sentinel2,5.0
treatment_0003,P10,0.9017465917813543,0.8264395073135677,0.8391738164959586,0.8924874747289326,True,False,False,0.3811095603501114,lat_A,sentinel2,5.0
treatment_0004,P10,1.4118388100618835,1.0987386207318373,0.9322832631966691,1.3864279792096637,True,False,False,0.4285736360919147,lat_A,sentinel2,5.0
treatment_0005,P10,1.3294044215881275,1.122090338295723,0.936247180489791,1.3135626116502666,True,False,False,0.31519987564420276,lat_A,sentinel2,5.0
treatment_0006,P10,1.211482716529732,0.9736252209970946,0.8605805519421318,1.16114871516965,True,False,False,0.47651070434540915,lat_A,sentinel2,5.0
treatment_0007,P10,1.0604124558318901,0.8011908108871373,0.9633754687188856,1.066257023364162,True,False,True,0.2754620700185566,lat_A,sentinel2,5.0
treatment_0008,P10,1.2449988390705358,0.8834615896567527,0.9888173840273378,1.2420016309549389,True,False,False,0.37493627324478257,lat_A,sentinel2,5.0
treatment_0009,P10,1.2889630168513253,0.9002836488024197,1.043998861193923,1.271167444046961,True,False,False,0.30186334808911836,lat_A,sentinel2,5.0
treatment_0010,P10,1.3704191184266843,1.0647511897968183,1.0863344264162793,1.3703262870678201,True,False,False,0.3010150952749282,lat_A,sentinel2,5.0
treatment_0001,P09,1.0411327100057313,0.7501081148482618,1.0021065123427781,1.0737361101568033,True,False,True,0.24425080359607054,lat_A_dm,sentinel2,5.0
treatment_0002,P09,1.1114906653435785,0.7570299667904752,1.0425412588431828,1.1501182016296998,True,False,True,0.30174248289257677,lat_A_dm,sentinel2,5.0
treatment_0003,P09,0.8040065738205231,0.7027518342854228,0.7433654977690758,0.8875496407044042,True,False,True,0.41442750746064727,lat_A_dm,sentinel2,5.0
treatment_0004,P09,1.2840459669059496,0.8777081600402726,1.2042782676632835,1.3834634500088971,True,False,True,0.42955288134125796,lat_A_dm,sentinel2,5.0
treatment_0005,P09,1.3040583523546219,0.9627117637443555,1.029364792559264,1.0611192315128062,True,False,False,0.4741458806746422,lat_A_dm,sentinel2,5.0
treatment_0006,P09,1.0010751350672347,0.7731121246143623,0.8762522616813598,1.2050885038943804,True,False,True,0.5481129917770705,lat_A_dm,sentinel2,5.0
treatment_0007,P09,0.976517368000978,0.6616222600146305,0.9443426383339529,1.075578925217712,True,False,True,0.3418055733944936,lat_A_dm,sentinel2,5.0
treatment_0008,P09,0.9200146014071922,0.7331642424582532,0.8392384043775168,1.0360448250626777,True,False,True,0.3569557739347127,lat_A_dm,sentinel2,5.0
treatment_0009,P09,0.9414101208349616,0.7336621230817667,0.8436253654515877,1.0648195816594304,True,False,True,0.3586144692527391,lat_A_dm,sentinel2,5.0
treatment_0010,P09,1.1015898008282328,0.9258785196193309,1.2331285658638205,0.8638122224357729,True,True,False,0.2889265415041723,lat_A_dm,sentinel2,5.0
treatment_0001,P10,1.09183644809599,0.7699349477890993,1.0457790758149537,1.3563818334942839,True,False,True,0.24999899751893587,lat_A_dm,sentinel2,5.0
treatment_0002,P10,1.0066083951781635,0.7857325999843363,1.0340431038528994,1.1616535765417284,True,True,True,0.2987711311463448,lat_A_dm,sentinel2,5.0
treatment_0003,P10,0.7754797089691956,0.699944928505079,0.8391738164959586,0.8924874747289326,True,True,True,0.4294285309655244,lat_A_dm,sentinel2,5.0
treatment_0004,P10,1.050410770665786,0.9095464790123138,0.9322832631966691,1.3864279792096637,True,False,True,0.40366826216070484,lat_A_dm,sentinel2,5.0
treatment_0005,P10,1.0673781108066582,0.9812699358605104,0.936247180489791,1.3135626116502666,True,False,True,0.40024683648555737,lat_A_dm,sentinel2,5.0
treatment_0006,P10,0.8773230793020502,0.7835362110425022,0.8605805519421318,1.16114871516965,True,False,True,0.5380647185921905,lat_A_dm,sentinel2,5.0
treatment_0007,P10,0.9156095165806875,0.6860787880324936,0.9633754687188856,1.066257023364162,True,True,True,0.33052021943705256,lat_A_dm,sentinel2,5.0
treatment_0008,P10,1.020943289724955,0.7390161552428985,0.9888173840273378,1.2420016309549389,True,False,True,0.36725340612251156,lat_A_dm,sentinel2,5.0
treatment_0009,P10,1.079729187820379,0.7422796027098257,1.043998861193923,1.271167444046961,True,False,True,0.33320004515244567,lat_A_dm,sentinel2,5.0
treatment_0010,P10,1.1544898559667331,0.9295657085580984,1.0863344264162793,1.3703262870678201,True,False,True,0.2902588222638891,lat_A_dm,sentinel2,5.0
treatment_0001,P09,0.9901205712481443,0.7872757889288509,1.0021065123427781,1.1260343841215221,True,True,True,0.25005406329850094,lat_Dmin,sentinel2,5.0
treatment_0002,P09,1.1328763995882227,0.8609031723496767,1.0425412588431828,1.2345539746047443,True,False,True,0.3755192908067114,lat_Dmin,sentinel2,4.0
treatment_0003,P09,0.6824085800862606,0.6922945687042669,0.7433654977690758,0.8318075633161734,True,True,True,0.39158444106477386,lat_Dmin,sentinel2,5.0
treatment_0004,P09,1.251319058816839,1.095200565735752,1.2042782676632835,1.5613631021628103,True,False,True,0.4639431996840446,lat_Dmin,sentinel2,3.0
treatment_0005,P09,1.2192508967565099,0.9974488755224573,1.029364792559264,1.2136374779672414,True,False,False,0.4646276342916356,lat_Dmin,sentinel2,4.0
treatment_0006,P09,1.0406654969618674,0.7235582874462164,0.8762522616813598,1.009784135938806,True,False,False,0.5183181853399129,lat_Dmin,sentinel2,5.0
treatment_0007,P09,1.0250927614892957,0.7112690680167717,0.9443426383339529,1.0033809431371008,True,False,False,0.2979405750007121,lat_Dmin,sentinel2,5.0
treatment_0008,P09,0.7952198309635345,0.7082593218668848,0.8392384043775168,1.0217836785936807,True,True,True,0.37746650490986683,lat_Dmin,sentinel2,5.0
treatment_0009,P09,0.8111496056543714,0.6690247358742564,0.8436253654515877,0.9389502567626846,True,True,True,0.3051236479843649,lat_Dmin,sentinel2,5.0
treatment_0010,P09,0.9707237151551525,0.8808192182334251,1.2331285658638205,1.0021575272175152,True,True,True,0.27155504216221266,lat_Dmin,sentinel2,5.0
treatment_0001,P10,0.9716822144471425,0.8019468433007352,1.0457790758149537,1.020245236724154,True,True,True,0.2661418861704112,lat_Dmin,sentinel2,5.0
treatment_0002,P10,0.9309879582816949,0.8861361325467949,1.0340431038528994,0.9940562708316731,True,True,True,0.3702750194308286,lat_Dmin,sentinel2,4.0
treatment_0003,P10,0.7354089944146359,0.6820147419021297,0.8391738164959586,0.7550396823656126,True,True,True,0.41826519289400715,lat_Dmin,sentinel2,5.0
treatment_0004,P10,1.0126728052548009,1.1045789734305986,0.9322832631966691,1.084202790984187,True,False,True,0.4496788896831725,lat_Dmin,sentinel2,3.0
treatment_0005,P10,0.8578152717450886,1.0119860902842943,0.936247180489791,0.9824357620159481,True,True,True,0.4333889143950957,lat_Dmin,sentinel2,4.0
treatment_0006,P10,0.8297988649416077,0.7550208944024008,0.8605805519421318,0.8527925137160318,True,True,True,0.4942586837023181,lat_Dmin,sentinel2,5.0
treatment_0007,P10,0.8780686023070144,0.7431358616511837,0.9633754687188856,0.8938078552232639,True,True,True,0.3045138219462372,lat_Dmin,sentinel2,5.0
treatment_0008,P10,0.8629496749602583,0.710630786676588,0.9888173840273378,0.9983176375696999,True,True,True,0.4013391234143071,lat_Dmin,sentinel2,5.0
treatment_0009,P10,1.0649276032783603,0.6772149879849814,1.043998861193923,1.0766228910183493,False,False,True,0.31248281813808654,lat_Dmin,sentinel2,5.0
treatment_0010,P10,0.8820343330957804,0.8826470671840408,1.0863344264162793,1.0237411564073884,True,True,True,0.2821464185459491,lat_Dmin,sentinel2,5.0
treatment_0001,P09,0.9717906325536005,0.7523282108234829,1.0021065123427781,1.1260343841215221,True,True,True,0.2467838785555277,lat_Dmin_dm,sentinel2,5.0
treatment_0002,P09,1.068536129075511,0.7914915984933412,1.0425412588431828,1.2345539746047443,True,False,True,0.40403637599040787,lat_Dmin_dm,sentinel2,4.0
treatment_0003,P09,0.7324599204917072,0.631701962533928,0.7433654977690758,0.8318075633161734,True,True,True,0.3919892226115188,lat_Dmin_dm,sentinel2,5.0
treatment_0004,P09,1.2099692737129801,1.0205511583620388,1.2042782676632835,1.5613631021628103,True,False,True,0.5059300616403215,lat_Dmin_dm,sentinel2,3.0
treatment_0005,P09,1.3682631821728184,0.9282268038466349,1.029364792559264,1.2136374779672414,True,False,False,0.5276890339785476,lat_Dmin_dm,sentinel2,4.0
treatment_0006,P09,1.052561405539769,0.676202094516886,0.8762522616813598,1.009784135938806,False,False,False,0.530094517369981,lat_Dmin_dm,sentinel2,5.0
treatment_0007,P09,1.003870100941951,0.672922705494213,0.9443426383339529,1.0033809431371008,True,False,False,0.3116343339028352,lat_Dmin_dm,sentinel2,5.0
treatment_0008,P09,0.8608575875736483,0.6201919867303959,0.8392384043775168,1.0217836785936807,True,False,True,0.34191523728205464,lat_Dmin_dm,sentinel2,5.0
treatment_0009,P09,0.8881689920793957,0.6227915113693496,0.8436253654515877,0.9389502567626846,True,False,True,0.3155906382580009,lat_Dmin_dm,sentinel2,5.0
treatment_0010,P09,1.1461819182753485,0.7998414764171825,1.2331285658638205,1.0021575272175152,True,True,False,0.3218498833356875,lat_Dmin_dm,sentinel2,5.0
treatment_0001,P10,0.9464123375622921,0.7623374246012271,1.0457790758149537,1.020245236724154,True,True,True,0.2527933033135472,lat_Dmin_dm,sentinel2,5.0
treatment_0002,P10,0.9458071520918505,0.8099378974555743,1.0340431038528994,0.9940562708316731,True,True,True,0.4051519919391962,lat_Dmin_dm,sentinel2,4.0
treatment_0003,P10,0.7207442692204681,0.6297006876470793,0.8391738164959586,0.7550396823656126,True,True,True,0.4231508574841408,lat_Dmin_dm,sentinel2,5.0
treatment_0004,P10,0.957864783806884,1.0263797629564415,0.9322832631966691,1.084202790984187,True,False,True,0.47684888251068747,lat_Dmin_dm,sentinel2,3.0
treatment_0005,P10,0.8475244078377213,0.9620646737356312,0.936247180489791,0.9824357620159481,True,True,True,0.4733675711597022,lat_Dmin_dm,sentinel2,4.0
treatment_0006,P10,0.7657441002386073,0.7080801319665592,0.8605805519421318,0.8527925137160318,True,True,True,0.5161120784138237,lat_Dmin_dm,sentinel2,5.0
treatment_0007,P10,0.8690787245794893,0.6998077501808687,0.9633754687188856,0.8938078552232639,True,True,True,0.3259028333623639,lat_Dmin_dm,sentinel2,5.0
treatment_0008,P10,0.8782905678860031,0.6377881172148265,0.9888173840273378,0.9983176375696999,True,True,True,0.34466845956933645,lat_Dmin_dm,sentinel2,5.0
treatment_0009,P10,1.067409233806872,0.6408445499652718,1.043998861193923,1.0766228910183493,False,False,True,0.3184343478922663,lat_Dmin_dm,sentinel2,5.0
treatment_0010,P10,0.8664427616682121,0.8263634619562722,1.0863344264162793,1.0237411564073884,True,True,True,0.24118783318795922,lat_Dmin_dm,sentinel2,5.0
