sensor,repr,M,estimator,site,rmse,rel_l2,rms_y,sd_y
sentinel1,chip_mean,5,scm_demeaned,treatment_0005,0.017173776177791516,0.031521488714049785,0.5448275725041124,0.05261194410757198
sentinel1,chip_mean,5,scm_demeaned,treatment_0006,0.009348750028821731,0.01721332772828108,0.5431111390194449,0.032657610265929705
sentinel1,chip_mean,5,scm_demeaned,treatment_0007,0.005842387526038235,0.010930940288983905,0.5344816979675697,0.07728521121225225
sentinel1,chip_mean,5,scm_demeaned,treatment_0008,0.012937810850372626,0.023413920667824977,0.5525691760009912,0.0645132320242669
sentinel1,chip_mean,5,scm_demeaned,treatment_0009,0.010268024385149864,0.018874896946310227,0.5440042620819244,0.06671588745567388
sentinel1,chip_mean,5,scm_demeaned,treatment_0010,0.007964750392456142,0.01433864926712861,0.5554742461492069,0.04935699250781707
sentinel1,chip_mean,5,shc_m3,treatment_0001,0.013137210149115335,0.02442117229612029,0.537943469290473,0.04521303324335851
sentinel1,chip_mean,5,shc_m3,treatment_0002,0.019541590099310946,0.036008398542621084,0.542695340260153,0.05160571918242557
sentinel1,chip_mean,5,shc_m3,treatment_0003,0.004787543738093356,0.008595492518312832,0.5569830615166519,0.09164520149947451
sentinel1,chip_mean,5,shc_m3,treatment_0004,0.021867891960635148,0.04049389415912663,0.5400293652841116,0.061552326524866724
sentinel1,chip_mean,5,shc_m3,treatment_0005,0.012911097010429019,0.023697583716418037,0.5448275725041124,0.05261194410757198
sentinel1,chip_mean,5,shc_m3,treatment_0006,0.02371152727973016,0.043658701831341414,0.5431111390194449,0.032657610265929705
sentinel1,chip_mean,5,shc_m3,treatment_0007,0.012170874666617362,0.02277135908095368,0.5344816979675697,0.07728521121225225
sentinel1,chip_mean,5,shc_m3,treatment_0008,0.015194176512017573,0.027497329152486632,0.5525691760009912,0.0645132320242669
sentinel1,chip_mean,5,shc_m3,treatment_0009,0.012059194241935297,0.022167462798516162,0.5440042620819244,0.06671588745567388
sentinel1,chip_mean,5,shc_m3,treatment_0010,0.012764178582376504,0.022978884567310606,0.5554742461492069,0.04935699250781707
sentinel1,gram,15,equal_weight,treatment_0001,0.02974327919888704,0.09175545823706821,0.3241581456880685,0.057058629124968105
sentinel1,gram,15,equal_weight,treatment_0002,0.019654065156311004,0.05995759202202812,0.32779944112982723,0.05936718082670827
sentinel1,gram,15,equal_weight,treatment_0003,0.01810200645304275,0.05265119503357346,0.3438099826888993,0.08366414028916029
sentinel1,gram,15,equal_weight,treatment_0004,0.030552909322533805,0.09385313932772861,0.3255395561766472,0.06579646833410922
sentinel1,gram,15,equal_weight,treatment_0005,0.013637367258311208,0.041311129480202505,0.3301136383803457,0.05850470713293738
sentinel1,gram,15,equal_weight,treatment_0006,0.03325515547823108,0.10085725141744484,0.3297249826944926,0.05291797515043796
sentinel1,gram,15,equal_weight,treatment_0007,0.021371971159069154,0.06710787420578612,0.3184718844398508,0.07511420077778047
sentinel1,gram,15,equal_weight,treatment_0008,0.02944783088487648,0.08623046062542708,0.3415014911354085,0.06557437170162272
sentinel1,gram,15,equal_weight,treatment_0009,0.015163859233772536,0.04548152775029078,0.33340698925127005,0.06755234942626255
sentinel1,gram,15,equal_weight,treatment_0010,0.022462590238046202,0.06553444847843884,0.34276004085754236,0.0607176845807255
sentinel1,gram,15,own_history_mean,treatment_0001,0.008893475550967637,0.027435607185159767,0.3241581456880685,0.057058629124968105
sentinel1,gram,15,own_history_mean,treatment_0002,0.013764862732371739,0.041991721172337425,0.32779944112982723,0.05936718082670827
sentinel1,gram,15,own_history_mean,treatment_0003,0.016889179788123956,0.04912358755855656,0.3438099826888993,0.08366414028916029
sentinel1,gram,15,own_history_mean,treatment_0004,0.017713861426594143,0.05441385260408135,0.3255395561766472,0.06579646833410922
sentinel1,gram,15,own_history_mean,treatment_0005,0.02108806187759023,0.06388121975528101,0.3301136383803457,0.05850470713293738
sentinel1,gram,15,own_history_mean,treatment_0006,0.01365465687726671,0.04141226050171171,0.3297249826944926,0.05291797515043796
sentinel1,gram,15,own_history_mean,treatment_0007,0.013201335747737209,0.04145212306874933,0.3184718844398508,0.07511420077778047
sentinel1,gram,15,own_history_mean,treatment_0008,0.021154983794350716,0.06194697342027876,0.3415014911354085,0.06557437170162272
sentinel1,gram,15,own_history_mean,treatment_0009,0.017957216617599914,0.0538597485851341,0.33340698925127005,0.06755234942626255
sentinel1,gram,15,own_history_mean,treatment_0010,0.01855514915021321,0.05413451668342251,0.34276004085754236,0.0607176845807255
sentinel1,gram,15,scm,treatment_0001,0.022700995698229056,0.07003061931404868,0.3241581456880685,0.057058629124968105
sentinel1,gram,15,scm,treatment_0002,0.016479165715596857,0.050272098264713544,0.32779944112982723,0.05936718082670827
sentinel1,gram,15,scm,treatment_0003,0.008985635694580486,0.026135470600082165,0.3438099826888993,0.08366414028916029
sentinel1,gram,15,scm,treatment_0004,0.027871869667373757,0.08561745919518816,0.3255395561766472,0.06579646833410922
sentinel1,gram,15,scm,treatment_0005,0.013286475115817058,0.04024818599136106,0.3301136383803457,0.05850470713293738
sentinel1,gram,15,scm,treatment_0006,0.022568662095035896,0.0684469278324201,0.3297249826944926,0.05291797515043796
sentinel1,gram,15,scm,treatment_0007,0.01754176022357296,0.055081032520112594,0.3184718844398508,0.07511420077778047
sentinel1,gram,15,scm,treatment_0008,0.025054042812699615,0.07336437310830203,0.3415014911354085,0.06557437170162272
sentinel1,gram,15,scm,treatment_0009,0.012483199589712208,0.037441325443553684,0.33340698925127005,0.06755234942626255
sentinel1,gram,15,scm,treatment_0010,0.015082620062548489,0.0440034375792863,0.34276004085754236,0.0607176845807255
sentinel1,gram,15,scm_demeaned,treatment_0001,0.011966841413515358,0.03691667654414223,0.3241581456880685,0.057058629124968105
sentinel1,gram,15,scm_demeaned,treatment_0002,0.010133644028137894,0.030914158954055065,0.32779944112982723,0.05936718082670827
sentinel1,gram,15,scm_demeaned,treatment_0003,0.0076529931948138355,0.022259368779698124,0.3438099826888993,0.08366414028916029
sentinel1,gram,15,scm_demeaned,treatment_0004,0.019005140978913388,0.05838043524455949,0.3255395561766472,0.06579646833410922
sentinel1,gram,15,scm_demeaned,treatment_0005,0.013711271128079308,0.04153500350773648,0.3301136383803457,0.05850470713293738
sentinel1,gram,15,scm_demeaned,treatment_0006,0.007441036832317464,0.022567403814869477,0.3297249826944926,0.05291797515043796
sentinel1,gram,15,scm_demeaned,treatment_0007,0.0061936200031294025,0.019447933414979936,0.3184718844398508,0.07511420077778047
sentinel1,gram,15,scm_demeaned,treatment_0008,0.015765342085046447,0.04616478256838809,0.3415014911354085,0.06557437170162272
sentinel1,gram,15,scm_demeaned,treatment_0009,0.010097477787192851,0.030285741189375458,0.33340698925127005,0.06755234942626255
sentinel1,gram,15,scm_demeaned,treatment_0010,0.009390577598563979,0.027396943865072305,0.34276004085754236,0.0607176845807255
sentinel1,gram,15,shc_m3,treatment_0001,0.011371907333601881,0.03508135607533015,0.3241581456880685,0.057058629124968105
sentinel1,gram,15,shc_m3,treatment_0002,0.016894553415513807,0.05153929902163135,0.32779944112982723,0.05936718082670827
sentinel1,gram,15,shc_m3,treatment_0003,0.0074085081363717414,0.021548263603140987,0.3438099826888993,0.08366414028916029
sentinel1,gram,15,shc_m3,treatment_0004,0.022023285705555673,0.06765164259671472,0.3255395561766472,0.06579646833410922
sentinel1,gram,15,shc_m3,treatment_0005,0.010240577915883045,0.031021371810407303,0.3301136383803457,0.05850470713293738
sentinel1,gram,15,shc_m3,treatment_0006,0.016337369860276035,0.049548474388467746,0.3297249826944926,0.05291797515043796
sentinel1,gram,15,shc_m3,treatment_0007,0.009288553621446467,0.02916600828918943,0.3184718844398508,0.07511420077778047
sentinel1,gram,15,shc_m3,treatment_0008,0.017541818897580646,0.05136674173590987,0.3415014911354085,0.06557437170162272
sentinel1,gram,15,shc_m3,treatment_0009,0.009331298082867869,0.027987709867219955,0.33340698925127005,0.06755234942626255
sentinel1,gram,15,shc_m3,treatment_0010,0.014339586156844462,0.041835641403731395,0.34276004085754236,0.0607176845807255
sentinel1,quantile,100,equal_weight,treatment_0001,0.06572927692961886,0.10587079660010405,0.6208442652782897,0.31328074396006533
sentinel1,quantile,100,equal_weight,treatment_0002,0.055116431332408344,0.08875343174798958,0.6210061993874038,0.3124234106528381
sentinel1,quantile,100,equal_weight,treatment_0003,0.05185184332620901,0.08193409653654118,0.6328481733253016,0.31470775089809716
sentinel1,quantile,100,equal_weight,treatment_0004,0.06624263482043878,0.10676342075218512,0.6204618993447061,0.30975831180579105
sentinel1,quantile,100,equal_weight,treatment_0005,0.05321130014842971,0.08541548510434574,0.622970180212937,0.31319251085110544
sentinel1,quantile,100,equal_weight,treatment_0006,0.07216474934545507,0.11565177843260206,0.6239830491453294,0.31371017679028895
sentinel1,quantile,100,equal_weight,treatment_0007,0.06308051258932879,0.10161568800129854,0.6207753333178503,0.320627108838755
sentinel1,quantile,100,equal_weight,treatment_0008,0.0637253802808209,0.10050871322371138,0.6340284164118342,0.31395424065133315
sentinel1,quantile,100,equal_weight,treatment_0009,0.05327725896512739,0.08532768441994598,0.62438421161085,0.3140779159189244
sentinel1,quantile,100,equal_weight,treatment_0010,0.05575756061738853,0.08821511465010114,0.6320635736692839,0.3150985640857154
sentinel1,quantile,100,own_history_mean,treatment_0001,0.04063301928147397,0.0654480061328431,0.6208442652782897,0.31328074396006533
sentinel1,quantile,100,own_history_mean,treatment_0002,0.04112243373337977,0.06621903899501375,0.6210061993874038,0.3124234106528381
sentinel1,quantile,100,own_history_mean,treatment_0003,0.045723181322263634,0.07224984324756932,0.6328481733253016,0.31470775089809716
sentinel1,quantile,100,own_history_mean,treatment_0004,0.048872178560384165,0.0787674128129382,0.6204618993447061,0.30975831180579105
sentinel1,quantile,100,own_history_mean,treatment_0005,0.05723789053385833,0.0918790214232949,0.622970180212937,0.31319251085110544
sentinel1,quantile,100,own_history_mean,treatment_0006,0.04775497905681817,0.07653249414744237,0.6239830491453294,0.31371017679028895
sentinel1,quantile,100,own_history_mean,treatment_0007,0.05722281585067952,0.09217959023088343,0.6207753333178503,0.320627108838755
sentinel1,quantile,100,own_history_mean,treatment_0008,0.05183208737849294,0.08175041691636944,0.6340284164118342,0.31395424065133315
sentinel1,quantile,100,own_history_mean,treatment_0009,0.05030095341290386,0.08056089900661058,0.62438421161085,0.3140779159189244
sentinel1,quantile,100,own_history_mean,treatment_0010,0.05040428589079043,0.07974559520679415,0.6320635736692839,0.3150985640857154
sentinel1,quantile,100,scm,treatment_0001,0.06118217890082395,0.09854674082138683,0.6208442652782897,0.31328074396006533
sentinel1,quantile,100,scm,treatment_0002,0.05347065539200978,0.08610325540188861,0.6210061993874038,0.3124234106528381
sentinel1,quantile,100,scm,treatment_0003,0.04753325246113255,0.07511004134114665,0.6328481733253016,0.31470775089809716
sentinel1,quantile,100,scm,treatment_0004,0.06422767862298515,0.10351591079294072,0.6204618993447061,0.30975831180579105
sentinel1,quantile,100,scm,treatment_0005,0.0551201202883362,0.08847954852268472,0.622970180212937,0.31319251085110544
sentinel1,quantile,100,scm,treatment_0006,0.0661820636927683,0.10606388071505783,0.6239830491453294,0.31371017679028895
sentinel1,quantile,100,scm,treatment_0007,0.06404328173944131,0.1031666019929464,0.6207753333178503,0.320627108838755
sentinel1,quantile,100,scm,treatment_0008,0.058714682204895854,0.09260575817276562,0.6340284164118342,0.31395424065133315
sentinel1,quantile,100,scm,treatment_0009,0.05210796090978448,0.08345496241064625,0.62438421161085,0.3140779159189244
sentinel1,quantile,100,scm,treatment_0010,0.04937805908475241,0.0781219819362484,0.6320635736692839,0.3150985640857154
sentinel1,quantile,100,scm_demeaned,treatment_0001,0.05007850611654785,0.08066194522083645,0.6208442652782897,0.31328074396006533
sentinel1,quantile,100,scm_demeaned,treatment_0002,0.044555728517714305,0.07174763885073393,0.6210061993874038,0.3124234106528381
sentinel1,quantile,100,scm_demeaned,treatment_0003,0.04486853490235619,0.07089936701024893,0.6328481733253016,0.31470775089809716
sentinel1,quantile,100,scm_demeaned,treatment_0004,0.052907601550928426,0.08527131417224199,0.6204618993447061,0.30975831180579105
sentinel1,quantile,100,scm_demeaned,treatment_0005,0.05850242660167616,0.09390887149956274,0.622970180212937,0.31319251085110544
sentinel1,quantile,100,scm_demeaned,treatment_0006,0.05302659357070532,0.08498082382740355,0.6239830491453294,0.31371017679028895
sentinel1,quantile,100,scm_demeaned,treatment_0007,0.056817538521788974,0.09152673354161317,0.6207753333178503,0.320627108838755
sentinel1,quantile,100,scm_demeaned,treatment_0008,0.053205351328519696,0.08391635130429242,0.6340284164118342,0.31395424065133315
sentinel1,quantile,100,scm_demeaned,treatment_0009,0.04883149835010333,0.07820745214572747,0.62438421161085,0.3140779159189244
sentinel1,quantile,100,scm_demeaned,treatment_0010,0.04419058187982682,0.06991477395745124,0.6320635736692839,0.3150985640857154
sentinel1,quantile,100,shc_m3,treatment_0001,0.0446959708589027,0.07199224243275888,0.6208442652782897,0.31328074396006533
sentinel1,quantile,100,shc_m3,treatment_0002,0.04065158478167396,0.06546083569177735,0.6210061993874038,0.3124234106528381
sentinel1,quantile,100,shc_m3,treatment_0003,0.03614825161224946,0.05711994303832532,0.6328481733253016,0.31470775089809716
sentinel1,quantile,100,shc_m3,treatment_0004,0.05035050157503621,0.08115002972497319,0.6204618993447061,0.30975831180579105
sentinel1,quantile,100,shc_m3,treatment_0005,0.049659196225488596,0.07971360075134674,0.622970180212937,0.31319251085110544
sentinel1,quantile,100,shc_m3,treatment_0006,0.052310457874666434,0.08383313929171017,0.6239830491453294,0.31371017679028895
sentinel1,quantile,100,shc_m3,treatment_0007,0.05019433025868273,0.08085748186934186,0.6207753333178503,0.320627108838755
sentinel1,quantile,100,shc_m3,treatment_0008,0.050317753761904296,0.0793619851404583,0.6340284164118342,0.31395424065133315
sentinel1,quantile,100,shc_m3,treatment_0009,0.05199876090427887,0.08328007008717785,0.62438421161085,0.3140779159189244
sentinel1,quantile,100,shc_m3,treatment_0010,0.05283694843271724,0.08359435764663008,0.6320635736692839,0.3150985640857154
sentinel1,combined,115,equal_weight,treatment_0001,0.06222705440084071,0.10535196157416409,0.5906587164685589,0.30173280348873566
sentinel1,combined,115,equal_weight,treatment_0002,0.05188417991605133,0.08778028322223429,0.5910687230832417,0.30079893874855035
sentinel1,combined,115,equal_weight,treatment_0003,0.048792070381850995,0.08090806579354892,0.6030557015953453,0.3036380708340779
sentinel1,combined,115,equal_weight,treatment_0004,0.06274938910608338,0.10628133136747378,0.5904083840380564,0.2989242929099908
sentinel1,combined,115,equal_weight,treatment_0005,0.049863632572699754,0.08408273010714536,0.5930306081779134,0.3014174489449049
sentinel1,combined,115,equal_weight,treatment_0006,0.06835735292006812,0.11509372753255273,0.5939277003669394,0.3017883153196377
sentinel1,combined,115,equal_weight,treatment_0007,0.05932713464684846,0.10052174339707733,0.5901920583738444,0.3092396563534981
sentinel1,combined,115,equal_weight,treatment_0008,0.060368436206412725,0.09995404116267459,0.6039619359477768,0.30244352227426846
sentinel1,combined,115,equal_weight,treatment_0009,0.049982237861294694,0.08406563344231312,0.5945620798253204,0.30240000639884324
sentinel1,combined,115,equal_weight,treatment_0010,0.052623277706255266,0.08737609870058137,0.6022616995819833,0.3029449144265893
sentinel1,combined,115,own_history_mean,treatment_0001,0.03802637919672382,0.0643796123488647,0.5906587164685589,0.30173280348873566
sentinel1,combined,115,own_history_mean,treatment_0002,0.03866776292494108,0.06542007961990472,0.5910687230832417,0.30079893874855035
sentinel1,combined,115,own_history_mean,treatment_0003,0.0430711844490019,0.07142156907738346,0.6030557015953453,0.3036380708340779
sentinel1,combined,115,own_history_mean,treatment_0004,0.04602038272646779,0.07794669583062935,0.5904083840380564,0.2989242929099908
sentinel1,combined,115,own_history_mean,treatment_0005,0.053915248031387274,0.0909147812741772,0.5930306081779134,0.3014174489449049
sentinel1,combined,115,own_history_mean,treatment_0006,0.04480397374537339,0.07543674712880488,0.5939277003669394,0.3017883153196377
sentinel1,combined,115,own_history_mean,treatment_0007,0.053573127135269016,0.09077236193736496,0.5901920583738444,0.3092396563534981
sentinel1,combined,115,own_history_mean,treatment_0008,0.04893380873501792,0.0810213455889861,0.6039619359477768,0.30244352227426846
sentinel1,combined,115,own_history_mean,treatment_0009,0.047352105306897485,0.07964198678935144,0.5945620798253204,0.30240000639884324
sentinel1,combined,115,own_history_mean,treatment_0010,0.047477555980452335,0.07883210241229929,0.6022616995819833,0.3029449144265893
sentinel1,combined,115,scm,treatment_0001,0.057679696099708404,0.09765317008198035,0.5906587164685589,0.30173280348873566
sentinel1,combined,115,scm,treatment_0002,0.05023856610782975,0.08499615044045312,0.5910687230832417,0.30079893874855035
sentinel1,combined,115,scm,treatment_0003,0.04443760708142351,0.07368740062297176,0.6030557015953453,0.3036380708340779
sentinel1,combined,115,scm,treatment_0004,0.060689729446198194,0.10279279747200587,0.5904083840380564,0.2989242929099908
sentinel1,combined,115,scm,treatment_0005,0.051673036133175934,0.0871338433811053,0.5930306081779134,0.3014174489449049
sentinel1,combined,115,scm,treatment_0006,0.062256279743992796,0.10482131024622987,0.5939277003669394,0.3017883153196377
sentinel1,combined,115,scm,treatment_0007,0.06018341410231618,0.10197259222385928,0.5901920583738444,0.3092396563534981
sentinel1,combined,115,scm,treatment_0008,0.05551373735211864,0.09191595371818065,0.6039619359477768,0.30244352227426846
sentinel1,combined,115,scm,treatment_0009,0.04880621934631351,0.08208767595917413,0.5945620798253204,0.30240000639884324
sentinel1,combined,115,scm,treatment_0010,0.04643560473476594,0.07710203847761841,0.6022616995819833,0.3029449144265893
sentinel1,combined,115,scm_demeaned,treatment_0001,0.0469301811690403,0.07945397208328239,0.5906587164685589,0.30173280348873566
