sensor,treatment_site_id,scheme,eval_period,valid_rmse_scm,valid_rmse_ascm,valid_rmse_ridge_cv,valid_rmse_ridge_cv_intercept,valid_rmse_ridge_paper,valid_rmse_ridge_unitnorm,null_rmse,best_method,best_rmse,gain_over_null,beats_null,beats_mean_baseline
sentinel2,treatment_0007,expanding,P10,1.0421828794971222,1.0421828781458427,0.9954229790792488,0.9761258407682414,1.0182496398733938,0.9595480545899435,0.9522314547305343,ridge_unitnorm,0.9595480545899435,-0.007316599859409245,False,True
sentinel2,treatment_0008,frozen_joint,pooled,1.1783908002864596,1.1783907914085574,1.084769647539846,1.0842633852561228,1.1212758611364178,1.086979015656361,1.076330949512713,ridge_cv_intercept,1.0842633852561228,-0.00793243574340985,False,False
sentinel2,treatment_0008,expanding,P09,1.1850167001866294,1.1850166912134201,1.0504249322573118,1.0482899508672656,1.1085362292996113,1.0556584310558503,1.0206198386083647,ridge_cv_intercept,1.0482899508672656,-0.027670112258900925,False,False
sentinel2,treatment_0008,expanding,P10,1.1691283325076252,1.1691283073022791,1.1176255919336398,1.1185303011899481,1.125322102459891,1.1166187525698787,1.129297025054486,ridge_unitnorm,1.1166187525698787,0.01267827248460729,True,False
sentinel2,treatment_0009,frozen_joint,pooled,0.9933198313069203,0.993319838812555,0.9869191062867398,0.9876279683787547,0.9902658419281922,0.9890491986946164,1.080236690236493,ridge_cv,0.9869191062867398,0.0933175839497532,True,True
sentinel2,treatment_0009,expanding,P09,0.6338276583465174,0.6338276719385586,0.6448488252471625,0.6432675536358233,0.6365989510284303,0.7137980144264572,0.9600331333469341,scm,0.6338276583465174,0.32620547500041663,True,True
sentinel2,treatment_0009,expanding,P10,1.2619288265536945,1.2619288092917622,1.2511429461317798,1.2534333520732617,1.2569938859372092,1.2069614714768557,1.1883429625921356,ridge_unitnorm,1.2069614714768557,-0.018618508884720164,False,False
sentinel2,treatment_0010,frozen_joint,pooled,1.285931729561114,1.2859317460249966,1.2739022926082204,1.2738486959535114,1.278590782211391,1.1667035472952885,1.1173395698344923,ridge_unitnorm,1.1667035472952885,-0.04936397746079613,False,False
sentinel2,treatment_0010,expanding,P09,1.1966090597866335,1.1966091187738142,1.1845494147494167,1.1850994401208832,1.189720712937172,1.0567168267938036,0.9769674302568148,ridge_unitnorm,1.0567168267938036,-0.07974939653698887,False,False
sentinel2,treatment_0010,expanding,P10,1.3474430684077077,1.3474430518197085,1.3191690963683784,1.3194089222970589,1.335743510562848,1.2611179247932238,1.2419460812987222,ridge_unitnorm,1.2611179247932238,-0.019171843494501628,False,False
