fill,sensor,seq,period,n_rows,lam,lam_flag,n_leverage_one,kind,r2_ch1,r2_ch2,r2_ch3,r2_ch4,r2_ch5,feature,coef_ch1,coef_ch2,coef_ch3,coef_ch4,coef_ch5
chipmean,sentinel2,9,P09,165,100.0,interior,0.0,r2,-0.003235271618731276,-0.008325410655044486,-0.012811721170806903,0.008590753459564966,-0.009855642103243571,,,,,,
chipmean,sentinel2,9,P09,165,100.0,,,coef,,,,,,intercept,0.58221976731014,0.6591763631586721,0.8002225919507719,0.5758562920780895,0.7405385734987981
chipmean,sentinel2,9,P09,165,100.0,,,coef,,,,,,class_21,1.4217920622454843e-17,1.947343600080274e-17,2.7017326922248047e-17,8.596781171553238e-18,2.975241823733914e-17
chipmean,sentinel2,9,P09,165,100.0,,,coef,,,,,,class_22,-0.0015416043055451554,-0.00027077114966394676,-0.00015917335183221796,-0.0014758994299406269,-0.0005375997009082104
chipmean,sentinel2,9,P09,165,100.0,,,coef,,,,,,class_42,5.131331712348523e-18,5.902855174324162e-18,6.900112683525986e-18,5.038931647164789e-18,6.161638003197635e-18
chipmean,sentinel2,9,P09,165,100.0,,,coef,,,,,,class_43,0.003746783428464355,0.0072931826699705,0.0030745048263858005,0.007569186675904095,-0.00644581475033508
chipmean,sentinel2,9,P09,165,100.0,,,coef,,,,,,class_71,1.05008757065171e-18,9.440940500987796e-20,-3.9083090351563107e-19,2.489311255170564e-18,-1.1659083773170457e-18
chipmean,sentinel2,9,P09,165,100.0,,,coef,,,,,,class_81,-0.003557390912638181,-0.0012736914526664735,0.00016331298231127866,-0.009054803784408759,0.004259481778362707
chipmean,sentinel2,9,P09,165,100.0,,,coef,,,,,,elevation_m,0.010524627861998509,0.00892401996407158,0.004286901540273787,0.01780560383309053,-0.004875243803556364
chipmean,sentinel2,9,P09,165,100.0,,,coef,,,,,,slope_deg,0.009813129423788189,-0.0004143607576151119,-0.002097007955896493,0.020712333936419504,-0.004876978407971123
chipmean,sentinel2,10,P10,165,100.0,interior,0.0,r2,-0.013795039448096666,-0.011833487769957667,-0.01562913119181275,-0.00487743423731216,-0.010594586253191414,,,,,,
chipmean,sentinel2,10,P10,165,100.0,,,coef,,,,,,intercept,0.6026133997434792,0.7343791531944007,0.8378043863538346,0.614399137742159,0.7169721955712138
chipmean,sentinel2,10,P10,165,100.0,,,coef,,,,,,class_21,2.0059378356268355e-17,2.7334829414825783e-17,3.1160294898228136e-17,1.3098906791005851e-17,3.058468153966496e-17
