fill,sensor,seq,period,n_rows,lam,lam_flag,n_leverage_one,kind,r2_ch1,r2_ch2,r2_ch3,r2_ch4,r2_ch5,feature,coef_ch1,coef_ch2,coef_ch3,coef_ch4,coef_ch5
histfill,sentinel1,11,P11,120,1000.0,,,coef,,,,,,class_81,-0.00022632867927918317,0.00031430626671665347,0.00021756034057128306,-0.00010535714851148728,2.1804059128022807e-05
histfill,sentinel1,11,P11,120,1000.0,,,coef,,,,,,elevation_m,0.00023317569801038345,-0.0010017752774754386,-0.001537602348442695,0.0013427895046462285,-0.0004739980004428543
histfill,sentinel1,11,P11,120,1000.0,,,coef,,,,,,slope_deg,0.0003713093329698417,-0.0010245203157050852,-0.001304932496304258,0.0009869868634558559,-0.0004478386127744534
histfill,sentinel1,12,P12,120,1000.0,interior,0.0,r2,-0.016788142305691086,-0.016345668740082857,-0.01645664956564905,-0.016962030832861245,-0.017405180694371636,,,,,,
histfill,sentinel1,12,P12,120,1000.0,,,coef,,,,,,intercept,0.5673361632085335,0.4295285091567844,0.5468181736922056,0.5763360398463053,0.5963712904242886
histfill,sentinel1,12,P12,120,1000.0,,,coef,,,,,,class_21,-4.788846743208521e-05,0.0001582480237404194,0.00016485015524001154,-0.0006928522577897159,7.962567743970638e-05
histfill,sentinel1,12,P12,120,1000.0,,,coef,,,,,,class_22,-4.162915534586497e-18,-3.021982168891205e-18,-3.845881270364743e-18,-3.98571935482324e-18,-4.273362419027123e-18
histfill,sentinel1,12,P12,120,1000.0,,,coef,,,,,,class_42,1.5054533632705697e-05,-2.758080463893139e-05,0.00011214523107841849,-0.00011826940739340855,9.792055986523022e-05
histfill,sentinel1,12,P12,120,1000.0,,,coef,,,,,,class_43,-5.99404105014755e-05,7.04306834463573e-05,0.00013426602795016211,-5.945259594761433e-05,-6.808533701490274e-06
histfill,sentinel1,12,P12,120,1000.0,,,coef,,,,,,class_71,-1.755298675154514e-05,0.00013802004395584955,-5.851308365023535e-05,3.172971995764059e-05,2.5567897099482022e-05
histfill,sentinel1,12,P12,120,1000.0,,,coef,,,,,,class_81,-0.0002860015696144184,0.00022346722940087032,0.00021451558406203677,0.0004513017077156544,-8.2813837692975e-05
histfill,sentinel1,12,P12,120,1000.0,,,coef,,,,,,elevation_m,0.0008185605833778961,-0.0007833281828100183,-0.001122483077832898,0.000401212132201928,-0.0001328349403943588
histfill,sentinel1,12,P12,120,1000.0,,,coef,,,,,,slope_deg,0.0007293153973296754,-0.0008705766427856684,-0.001012306387960765,0.00024082711554529768,-0.00024995011727182173
histfill,sentinel1,13,P13,120,1000.0,interior,0.0,r2,-0.0166112094235617,-0.0164278937126629,-0.01671431588290221,-0.01664240515084766,-0.01693889657076554,,,,,,
histfill,sentinel1,14,P14,120,1000.0,interior,0.0,r2,-0.016991015667896674,-0.01658326556978921,-0.01660350382834221,-0.0164569559049986,-0.01715194427345052,,,,,,
histfill,sentinel1,15,P15,120,1000.0,interior,0.0,r2,-0.016624958772074056,-0.016309670601609167,-0.01693467688725778,-0.016606435555028852,-0.017028307530885262,,,,,,
histfill,sentinel1,16,P16,120,1000.0,interior,0.0,r2,-0.016816842722078014,-0.016263547851919004,-0.01684078253502578,-0.017018877850214966,-0.016913073899538115,,,,,,
histfill,sentinel1,17,P17,120,1000.0,interior,0.0,r2,-0.016936797498060343,-0.015888109345809656,-0.016986680187855714,-0.01636217700149344,-0.017091360760047896,,,,,,
histfill,sentinel1,18,P18,120,1000.0,interior,0.0,r2,-0.016322628806559332,-0.01625691820812073,-0.01701249389086176,-0.016881045334251922,-0.016787686027686606,,,,,,
histfill,sentinel1,19,P19,120,1000.0,interior,0.0,r2,-0.016552583588103235,-0.01640100778628306,-0.01659167771036002,-0.01630446700737631,-0.01691043787117039,,,,,,
histfill,sentinel1,20,P20,120,1000.0,interior,0.0,r2,-0.017111259992765988,-0.016639727711669806,-0.01663196533722805,-0.016009095370573764,-0.017250556236003124,,,,,,
histfill,sentinel1,21,P21,120,1000.0,interior,0.0,r2,-0.01691330910615504,-0.016940685819801998,-0.016860144075157027,-0.016848951832343233,-0.01751368388651023,,,,,,
histfill,sentinel2,1,P01,61,100.0,interior,0.0,r2,-0.03129480377181325,-0.02909310602447156,-0.031057826137261296,-0.03405957323871187,-0.023794134882161616,,,,,,
histfill,sentinel2,2,P02,165,100.0,interior,0.0,r2,-0.013390573345633523,-0.007407317983788145,-0.008904216592377653,-0.00019309285092989302,0.0023710271460834894,,,,,,
histfill,sentinel2,3,P03,165,100.0,interior,0.0,r2,-0.012284578460507333,-0.0009819843541430174,-0.004842063774896404,0.00810047375253927,-0.0016564909938563534,,,,,,
histfill,sentinel2,4,P04,165,100.0,interior,0.0,r2,-0.009988458714492866,-0.009827456286974791,-0.01342599281144156,-0.009530168281550662,0.0017990226028501807,,,,,,
histfill,sentinel2,5,P05,165,100.0,interior,0.0,r2,-0.012789201351097698,-0.012873644254607228,-0.01002994492137578,-0.00888300920645524,-0.0016386491991910157,,,,,,
histfill,sentinel2,6,P06,165,100.0,interior,0.0,r2,-0.016734962562462787,-0.01625994729380058,-0.00775413246591274,-0.006616005208484572,-0.0141377701580807,,,,,,
histfill,sentinel2,7,P07,165,100.0,interior,0.0,r2,-0.013018857220446609,-0.002611209497317215,-0.011287130099916234,-0.015994926174945162,-0.017187987265349734,,,,,,
histfill,sentinel2,8,P08,164,100.0,interior,0.0,r2,-0.007000216978394163,-0.010122891940338028,-0.012896447098256799,-0.006578486193117452,-0.014596374015241281,,,,,,
histfill,sentinel2,9,P09,165,100.0,interior,0.0,r2,-0.003780366920977779,-0.008457699006798,-0.013340371446101658,0.009040606674277257,-0.011023456793192003,,,,,,
histfill,sentinel2,9,P09,165,100.0,,,coef,,,,,,intercept,0.5809635877791703,0.6611800020493316,0.7971216330765932,0.5725132266920908,0.7350487493539831
histfill,sentinel2,9,P09,165,100.0,,,coef,,,,,,class_21,1.4222082395772558e-17,1.9717447965742225e-17,2.6634626375093297e-17,8.176328728258354e-18,2.896307277682486e-17
histfill,sentinel2,9,P09,165,100.0,,,coef,,,,,,class_22,-0.0016354647572940984,-2.560892989332198e-05,-0.00012737683955069148,-0.0018615991895901075,-0.00036950510069317814
histfill,sentinel2,9,P09,165,100.0,,,coef,,,,,,class_42,5.123422701475227e-18,5.881332306686259e-18,6.911088138286446e-18,5.081080867263131e-18,6.215582319428381e-18
histfill,sentinel2,9,P09,165,100.0,,,coef,,,,,,class_43,0.0036687876652347143,0.006866932081224587,0.003337693112763906,0.008165177749533375,-0.006401948844879549
histfill,sentinel2,9,P09,165,100.0,,,coef,,,,,,class_71,1.0301359183285492e-18,1.1292827148449035e-19,-3.4124500233955874e-19,2.467588252383487e-18,-1.0335827110290177e-18
histfill,sentinel2,9,P09,165,100.0,,,coef,,,,,,class_81,-0.0034622724216535434,-0.0013620192712938306,0.00035952829586348125,-0.008760984735172964,0.004949665384506059
histfill,sentinel2,9,P09,165,100.0,,,coef,,,,,,elevation_m,0.010369159281476295,0.008557620542323785,0.004587857835964272,0.018314866768073677,-0.003926323584375798
histfill,sentinel2,9,P09,165,100.0,,,coef,,,,,,slope_deg,0.010069765563771739,-0.0005675678488639365,-0.0010644063599192846,0.02146336321810415,-0.0037504310470827776
histfill,sentinel2,10,P10,165,100.0,interior,0.0,r2,-0.013604117473391646,-0.011970607721212405,-0.01451820279291803,-0.007412493681572378,-0.008614951183049023,,,,,,
histfill,sentinel2,10,P10,165,100.0,,,coef,,,,,,intercept,0.6024770555912891,0.7355153553504589,0.8322035858440003,0.6093441402733488,0.7100800019466983
histfill,sentinel2,10,P10,165,100.0,,,coef,,,,,,class_21,1.9970649561756235e-17,2.6888063870176948e-17,3.238749656194678e-17,1.402355920309364e-17,3.22480624998146e-17
histfill,sentinel2,10,P10,165,100.0,,,coef,,,,,,class_22,0.00039773651694540097,-0.00025855623177675573,-0.00037337786426219863,0.0011068488141852111,-0.0020218532310982916
histfill,sentinel2,10,P10,165,100.0,,,coef,,,,,,class_42,4.767240831968121e-18,5.866968052845673e-18,6.570091617834546e-18,5.210140011420416e-18,5.4389518209785135e-18
histfill,sentinel2,10,P10,165,100.0,,,coef,,,,,,class_43,0.0034065977124185833,0.0058182203366847875,0.0021449887392442648,0.0065138857815073194,-0.005928627196753569
histfill,sentinel2,10,P10,165,100.0,,,coef,,,,,,class_71,8.377307582739229e-20,-8.375363596887292e-19,-1.2555476315775192e-18,1.57974015322182e-18,-2.0759412728357673e-18
histfill,sentinel2,10,P10,165,100.0,,,coef,,,,,,class_81,-0.004341727363284215,-0.003357366287426098,-0.0016620290708284397,-0.006091102508612041,0.0029699787909891876
histfill,sentinel2,10,P10,165,100.0,,,coef,,,,,,elevation_m,0.001412517056211867,-0.0018365113877867323,-0.005700838545039839,0.012183320893237277,-0.014646211378885004
histfill,sentinel2,10,P10,165,100.0,,,coef,,,,,,slope_deg,0.0056970201441415525,0.003506558533491483,0.0026309793319305923,0.011132226784244139,0.0046804917308305525
histfill,sentinel2,11,P11,150,100.0,interior,0.0,r2,-0.010424465359485314,-0.013108163245950467,-0.016420028790788032,-0.004271034903265992,-0.015528650910437721,,,,,,
histfill,sentinel2,11,P11,150,100.0,,,coef,,,,,,intercept,0.6142820530646502,0.7702234628647413,0.8308965220158047,0.6081900316460125,0.6829996507900364
histfill,sentinel2,11,P11,150,100.0,,,coef,,,,,,class_21,-4.068240397030659e-18,-6.0961472018980314e-18,-6.289154487405559e-18,-3.116463631947384e-18,-3.305429552175712e-18
histfill,sentinel2,11,P11,150,100.0,,,coef,,,,,,class_22,-0.0006476894778115531,-0.0011149926578855164,3.7549390219677676e-06,0.0006135807380514876,-0.0014545899554238664
histfill,sentinel2,11,P11,150,100.0,,,coef,,,,,,class_42,4.009083144102482e-18,5.685533672417084e-18,6.081525395618388e-18,2.8133695342669366e-18,5.378909238455726e-18
histfill,sentinel2,11,P11,150,100.0,,,coef,,,,,,class_43,0.0027683446990880317,0.002807298867870185,0.0011412576968017271,0.005138652744311637,-0.003851717327927886
histfill,sentinel2,11,P11,150,100.0,,,coef,,,,,,class_71,2.554472117563044e-19,2.443991626694441e-19,3.4255716122778986e-19,4.702300780584527e-19,-4.467389736713434e-19
histfill,sentinel2,11,P11,150,100.0,,,coef,,,,,,class_81,-0.004581332297907703,-0.004400080347257919,-0.0007363239660899884,-0.01036382680981688,0.0070968211907928395
histfill,sentinel2,11,P11,150,100.0,,,coef,,,,,,elevation_m,0.006020677389806657,0.0025284059725186867,0.003039011563390487,0.01655420617998838,-0.005507897470606303
histfill,sentinel2,11,P11,150,100.0,,,coef,,,,,,slope_deg,0.007767223377548556,0.0046131681003704385,0.0056563265948907085,0.014760775935826777,0.007181842613475606
histfill,sentinel2,12,P12,150,100.0,interior,0.0,r2,-0.014932535422886594,-0.013487895184876076,-0.01699246268990044,-0.01572093471164098,-0.017621295748056653,,,,,,
histfill,sentinel2,12,P12,150,100.0,,,coef,,,,,,intercept,0.6177724632034609,0.7752815560561942,0.7984149569781975,0.5951119544809433,0.6696264044411685
histfill,sentinel2,12,P12,150,100.0,,,coef,,,,,,class_21,-4.625066628352095e-18,-5.616396715068049e-18,-6.133615849633307e-18,-3.891584048272123e-18,-4.593426229128619e-18
histfill,sentinel2,12,P12,150,100.0,,,coef,,,,,,class_22,-0.002050200880251124,-0.002709057882198149,-0.001970584408781366,-0.002619399953152476,-0.0006932656394257873
histfill,sentinel2,12,P12,150,100.0,,,coef,,,,,,class_42,4.3373301407251866e-18,5.404781923112952e-18,6.114442819450384e-18,3.527352393196399e-18,5.502638069754059e-18
histfill,sentinel2,12,P12,150,100.0,,,coef,,,,,,class_43,0.002758372352430221,0.0028105397765883938,-0.001244262074203752,0.006505039049773661,-0.008079786554874468
histfill,sentinel2,12,P12,150,100.0,,,coef,,,,,,class_71,4.680614443008057e-19,4.0526194814916676e-19,1.739311685228339e-19,8.961884508406593e-19,-3.9850680337516303e-19
histfill,sentinel2,12,P12,150,100.0,,,coef,,,,,,class_81,-0.0028294739703352166,-0.004418600866472431,0.0007231319926812449,-0.005595854600974699,0.007874133389286995
histfill,sentinel2,12,P12,150,100.0,,,coef,,,,,,elevation_m,0.003613746716365867,0.004496586461181267,-0.0002360872114017448,0.00909646110308434,-0.005013659116167447
histfill,sentinel2,12,P12,150,100.0,,,coef,,,,,,slope_deg,0.004975945236174603,0.0066102750865162,0.0029571080590360785,0.009544777440656632,0.0007724935277860543
histfill,sentinel2,13,P13,146,100.0,interior,0.0,r2,-0.017245830617200388,-0.017735347386173408,-0.007304722576229988,-0.019170133297055775,0.005106344455182044,,,,,,
histfill,sentinel2,14,P14,150,100.0,interior,0.0,r2,-0.014704430913248537,-0.011229701678875657,-0.008167685646143247,-0.003371872991968823,0.0046413880560936165,,,,,,
histfill,sentinel2,15,P15,150,100.0,interior,0.0,r2,-0.01455810266111113,-0.008422676557704609,-0.016482244930267648,-0.007476781619357461,0.003688867755619187,,,,,,
histfill,sentinel2,16,P16,150,100.0,interior,0.0,r2,-0.011812473292866353,-0.008703019173996266,-0.014893209552085241,-0.001283850373219053,-0.0010085351911125716,,,,,,
histfill,sentinel2,17,P17,150,100.0,interior,0.0,r2,-0.013178815943000965,-0.015050845769962502,-0.01488536601097535,-0.012733258381476004,-0.004359515648575138,,,,,,
histfill,sentinel2,18,P18,140,100.0,interior,0.0,r2,-0.020822611295863748,-0.013997812431053235,-0.01749162628330381,-0.013268541890454387,-0.010448980697330594,,,,,,
histfill,sentinel2,19,P19,148,100.0,interior,0.0,r2,-0.01103217244372945,-0.002500050486305076,-0.0016749104131813825,-0.008070751994649602,-0.016649327945490178,,,,,,
histfill,sentinel2,20,P20,150,100.0,interior,0.0,r2,-0.009282424699046374,-0.007825977270706613,-0.012866781816774265,-0.014403352196750353,-0.012665203248695857,,,,,,
histfill,sentinel2,21,P21,150,100.0,interior,0.0,r2,-0.013200639760609383,-0.01329002771112318,-0.017396954126213705,-0.011299905281128193,-0.010588269781968645,,,,,,
