cache,sensor,repr,site,test,own_hist_rmse,arm,test_rmse,train_rmse,n_blocks,C1,C2,n_donors,w_blocks_total,C3
chipmean,sentinel2,chip_mean,treatment_0004,P09,0.8308324667063524,L_last_period,0.8745547522307064,,0,False,False,,,
chipmean,sentinel2,chip_mean,treatment_0004,P09,0.8308324667063524,H1_m2,1.033886911462753,0.3030395313683184,6,False,False,,,
chipmean,sentinel2,chip_mean,treatment_0004,P09,0.8308324667063524,H1_m2_diff,0.9707658086002907,0.14727729891960864,6,False,False,,,
chipmean,sentinel2,chip_mean,treatment_0004,P09,0.8308324667063524,H1_m3,1.1899247918259543,1.405158853888233,5,True,False,,,
chipmean,sentinel2,chip_mean,treatment_0004,P09,0.8308324667063524,H1_m3_diff,2.415599436972076,1.484522155581174,5,False,False,,,
chipmean,sentinel2,chip_mean,treatment_0004,P09,0.8308324667063524,H1_m4,0.927291492858467,1.3837145997019775,4,True,False,,,
chipmean,sentinel2,chip_mean,treatment_0004,P09,0.8308324667063524,H1_m4_diff,1.6584884248971927,1.9903768099104688,4,True,False,,,
chipmean,sentinel2,chip_mean,treatment_0005,P09,0.7568818580614415,H0_own_mean,0.7568818580614415,,0,False,False,,,
chipmean,sentinel2,chip_mean,treatment_0005,P09,0.7568818580614415,L_last_period,1.2104515622766387,,0,False,False,,,
chipmean,sentinel2,chip_mean,treatment_0005,P09,0.7568818580614415,H1_m2,1.60838944330552,0.7317543785763567,6,False,False,,,
chipmean,sentinel2,chip_mean,treatment_0005,P09,0.7568818580614415,H1_m2_diff,1.1000340155469148,0.717536506359511,6,False,False,,,
chipmean,sentinel2,chip_mean,treatment_0005,P09,0.7568818580614415,H1_m3,1.7271204250000103,1.372321553301916,5,True,False,,,
chipmean,sentinel2,chip_mean,treatment_0005,P09,0.7568818580614415,H1_m3_diff,2.276664849408697,1.6382988460495755,5,True,False,,,
chipmean,sentinel2,chip_mean,treatment_0005,P09,0.7568818580614415,H1_m4,1.6746073391505711,1.2213592567507041,4,True,False,,,
chipmean,sentinel2,chip_mean,treatment_0005,P09,0.7568818580614415,H1_m4_diff,2.3161366686763234,1.8243137282239206,4,True,False,,,
chipmean,sentinel2,chip_mean,treatment_0006,P09,0.5069375113810298,H0_own_mean,0.5069375113810298,,0,False,False,,,
chipmean,sentinel2,chip_mean,treatment_0006,P09,0.5069375113810298,L_last_period,0.12950642771462495,,0,False,True,,,
chipmean,sentinel2,chip_mean,treatment_0006,P09,0.5069375113810298,H1_m2,1.5774013760377008,0.5238928592158285,6,False,False,,,
chipmean,sentinel2,chip_mean,treatment_0006,P09,0.5069375113810298,H1_m2_diff,0.8631698567439339,0.5429175932617967,6,False,False,,,
chipmean,sentinel2,chip_mean,treatment_0006,P09,0.5069375113810298,H1_m3,0.5532468515520627,1.3207176292405536,5,True,False,,,
chipmean,sentinel2,chip_mean,treatment_0006,P09,0.5069375113810298,H1_m3_diff,0.7002496614359504,1.506715284636873,5,True,False,,,
chipmean,sentinel2,chip_mean,treatment_0006,P09,0.5069375113810298,H1_m4,0.38421784125880526,1.239022713043301,4,True,True,,,
chipmean,sentinel2,chip_mean,treatment_0006,P09,0.5069375113810298,H1_m4_diff,0.5194611154755797,1.8671493142541227,4,True,False,,,
chipmean,sentinel2,chip_mean,treatment_0007,P09,0.6910553737220734,H0_own_mean,0.6910553737220734,,0,False,False,,,
chipmean,sentinel2,chip_mean,treatment_0007,P09,0.6910553737220734,L_last_period,0.4524840896396206,,0,False,True,,,
chipmean,sentinel2,chip_mean,treatment_0007,P09,0.6910553737220734,H1_m2,0.6639083264953556,0.6721631434783496,6,True,True,,,
chipmean,sentinel2,chip_mean,treatment_0007,P09,0.6910553737220734,H1_m2_diff,0.45649452631233006,1.1452839552754286,6,True,True,,,
chipmean,sentinel2,chip_mean,treatment_0007,P09,0.6910553737220734,H1_m3,1.087581828760872,0.7743135864005324,5,True,False,,,
chipmean,sentinel2,chip_mean,treatment_0007,P09,0.6910553737220734,H1_m3_diff,0.8726370604566681,1.1413921205281081,5,True,False,,,
chipmean,sentinel2,chip_mean,treatment_0007,P09,0.6910553737220734,H1_m4,0.2580840670966885,0.8542015178186376,4,True,True,,,
chipmean,sentinel2,chip_mean,treatment_0007,P09,0.6910553737220734,H1_m4_diff,0.1843315416340762,1.0961030012049635,4,True,True,,,
chipmean,sentinel2,chip_mean,treatment_0008,P09,0.552039669706479,H0_own_mean,0.552039669706479,,0,False,False,,,
chipmean,sentinel2,chip_mean,treatment_0008,P09,0.552039669706479,L_last_period,0.41225902441102574,,0,False,True,,,
chipmean,sentinel2,chip_mean,treatment_0008,P09,0.552039669706479,H1_m2,1.1405028068159384,0.7020568318510537,6,False,False,,,
chipmean,sentinel2,chip_mean,treatment_0008,P09,0.552039669706479,H1_m2_diff,1.6528318876854737,0.12755620509124688,6,False,False,,,
chipmean,sentinel2,chip_mean,treatment_0008,P09,0.552039669706479,H1_m3,0.3412431231823233,1.478512074338118,5,True,True,,,
chipmean,sentinel2,chip_mean,treatment_0008,P09,0.552039669706479,H1_m3_diff,1.0916659591649949,1.5247182280430303,5,True,False,,,
chipmean,sentinel2,chip_mean,treatment_0008,P09,0.552039669706479,H1_m4,0.5571558037612209,1.3676621278788155,4,True,False,,,
chipmean,sentinel2,chip_mean,treatment_0008,P09,0.552039669706479,H1_m4_diff,0.6941675352914983,1.90114882378505,4,True,False,,,
chipmean,sentinel2,chip_mean,treatment_0009,P09,0.5375520659432215,H0_own_mean,0.5375520659432215,,0,False,False,,,
chipmean,sentinel2,chip_mean,treatment_0009,P09,0.5375520659432215,L_last_period,0.3011497496875082,,0,False,True,,,
chipmean,sentinel2,chip_mean,treatment_0009,P09,0.5375520659432215,H1_m2,0.8148684306112232,0.5156281468792858,6,False,False,,,
chipmean,sentinel2,chip_mean,treatment_0009,P09,0.5375520659432215,H1_m2_diff,0.4853707306162533,0.0966242414014358,6,False,True,,,
chipmean,sentinel2,chip_mean,treatment_0009,P09,0.5375520659432215,H1_m3,0.6369276879439761,1.001975271387512,5,True,False,,,
chipmean,sentinel2,chip_mean,treatment_0009,P09,0.5375520659432215,H1_m3_diff,0.9066223429490554,0.8478014372275531,5,True,False,,,
chipmean,sentinel2,chip_mean,treatment_0009,P09,0.5375520659432215,H1_m4,0.7074615150828034,0.9242828005333396,4,True,False,,,
chipmean,sentinel2,chip_mean,treatment_0009,P09,0.5375520659432215,H1_m4_diff,1.1479280877271576,1.1302696950221898,4,True,False,,,
chipmean,sentinel2,chip_mean,treatment_0010,P09,2.136453333298418,H0_own_mean,2.136453333298418,,0,False,False,,,
chipmean,sentinel2,chip_mean,treatment_0010,P09,2.136453333298418,L_last_period,1.6439686182943385,,0,False,True,,,
chipmean,sentinel2,chip_mean,treatment_0010,P09,2.136453333298418,H1_m2,1.9391574973665706,0.4964320064623024,6,False,True,,,
chipmean,sentinel2,chip_mean,treatment_0010,P09,2.136453333298418,H1_m2_diff,1.593616247691819,0.2934147617417884,6,False,True,,,
chipmean,sentinel2,chip_mean,treatment_0010,P09,2.136453333298418,H1_m3,1.763485133695321,0.8303533738630481,5,False,True,,,
chipmean,sentinel2,chip_mean,treatment_0010,P09,2.136453333298418,H1_m3_diff,2.066328020475566,1.003961097998421,5,False,True,,,
chipmean,sentinel2,chip_mean,treatment_0010,P09,2.136453333298418,H1_m4,1.6857417839529252,0.7759527497782484,4,False,True,,,
chipmean,sentinel2,chip_mean,treatment_0010,P09,2.136453333298418,H1_m4_diff,1.5459139241468598,1.1030830579233837,4,True,True,,,
chipmean,sentinel2,chip_mean,treatment_0001,P10,0.5783862105871703,H0_own_mean,0.5783862105871703,,0,False,False,,,
chipmean,sentinel2,chip_mean,treatment_0001,P10,0.5783862105871703,L_last_period,0.8707068162719585,,0,False,False,,,
chipmean,sentinel2,chip_mean,treatment_0001,P10,0.5783862105871703,H1_m2,0.8188466808116945,0.42142870828306983,7,False,False,,,
chipmean,sentinel2,chip_mean,treatment_0001,P10,0.5783862105871703,H1_m2_diff,1.1227893140318292,0.4607906867015928,7,False,False,,,
chipmean,sentinel2,chip_mean,treatment_0001,P10,0.5783862105871703,H1_m3,0.7925957124790355,0.99811981084747,6,True,False,,,
chipmean,sentinel2,chip_mean,treatment_0001,P10,0.5783862105871703,H1_m3_diff,0.8256819108925523,0.5285990946388178,6,False,False,,,
chipmean,sentinel2,chip_mean,treatment_0001,P10,0.5783862105871703,H1_m4,0.4345119658558058,1.070616238716626,5,True,True,,,
chipmean,sentinel2,chip_mean,treatment_0001,P10,0.5783862105871703,H1_m4_diff,1.7010824927252002,1.170314418209388,5,True,False,,,
chipmean,sentinel2,chip_mean,treatment_0002,P10,1.1305797072378,H0_own_mean,1.1305797072378,,0,False,False,,,
chipmean,sentinel2,chip_mean,treatment_0002,P10,1.1305797072378,L_last_period,1.0431217627053753,,0,False,True,,,
chipmean,sentinel2,chip_mean,treatment_0002,P10,1.1305797072378,H1_m2,1.4949052836058103,0.538067470273827,7,False,False,,,
chipmean,sentinel2,chip_mean,treatment_0002,P10,1.1305797072378,H1_m2_diff,1.0481437697513658,0.45788977664056474,7,False,True,,,
chipmean,sentinel2,chip_mean,treatment_0002,P10,1.1305797072378,H1_m3,1.4569224107382146,0.497771461338244,6,False,False,,,
chipmean,sentinel2,chip_mean,treatment_0002,P10,1.1305797072378,H1_m3_diff,1.495669015604334,0.6609988028433578,6,False,False,,,
chipmean,sentinel2,chip_mean,treatment_0002,P10,1.1305797072378,H1_m4,1.5329905475259384,0.44884884562551075,5,False,False,,,
chipmean,sentinel2,chip_mean,treatment_0002,P10,1.1305797072378,H1_m4_diff,1.5052785882348936,0.5704849681501685,5,False,False,,,
chipmean,sentinel2,chip_mean,treatment_0003,P10,1.0563467734065954,H0_own_mean,1.0563467734065954,,0,False,False,,,
chipmean,sentinel2,chip_mean,treatment_0003,P10,1.0563467734065954,L_last_period,0.4346488779360972,,0,False,True,,,
chipmean,sentinel2,chip_mean,treatment_0003,P10,1.0563467734065954,H1_m2,1.4907986342885318,0.3171350336034473,7,False,False,,,
chipmean,sentinel2,chip_mean,treatment_0003,P10,1.0563467734065954,H1_m2_diff,1.336891690922711,0.428760333730955,7,False,False,,,
chipmean,sentinel2,chip_mean,treatment_0003,P10,1.0563467734065954,H1_m3,0.6850932298374376,0.5287578203759884,6,True,True,,,
chipmean,sentinel2,chip_mean,treatment_0003,P10,1.0563467734065954,H1_m3_diff,0.9355958908221914,0.5202483042828709,6,False,True,,,
chipmean,sentinel2,chip_mean,treatment_0003,P10,1.0563467734065954,H1_m4,0.9796963330275392,0.5854975096486121,5,False,True,,,
chipmean,sentinel2,chip_mean,treatment_0003,P10,1.0563467734065954,H1_m4_diff,0.31454758119432474,0.5858104247829663,5,True,True,,,
chipmean,sentinel2,chip_mean,treatment_0004,P10,0.5624748470265789,H0_own_mean,0.5624748470265789,,0,False,False,,,
chipmean,sentinel2,chip_mean,treatment_0004,P10,0.5624748470265789,L_last_period,0.9639980562375589,,0,False,False,,,
chipmean,sentinel2,chip_mean,treatment_0004,P10,0.5624748470265789,H1_m2,0.8788588102163879,0.6542711759872871,7,True,False,,,
chipmean,sentinel2,chip_mean,treatment_0004,P10,0.5624748470265789,H1_m2_diff,1.3696449360240963,0.8020268847202632,7,False,False,,,
chipmean,sentinel2,chip_mean,treatment_0004,P10,0.5624748470265789,H1_m3,0.7785796438902003,0.6052644542168889,6,True,False,,,
chipmean,sentinel2,chip_mean,treatment_0004,P10,0.5624748470265789,H1_m3_diff,1.2878753250364943,0.61981956569265,6,False,False,,,
chipmean,sentinel2,chip_mean,treatment_0004,P10,0.5624748470265789,H1_m4,0.5767746674373826,1.3529206368800493,5,True,False,,,
chipmean,sentinel2,chip_mean,treatment_0004,P10,0.5624748470265789,H1_m4_diff,0.9296569292709485,1.4572755301451337,5,True,False,,,
chipmean,sentinel2,chip_mean,treatment_0005,P10,0.7625504022439338,H0_own_mean,0.7625504022439338,,0,False,False,,,
chipmean,sentinel2,chip_mean,treatment_0005,P10,0.7625504022439338,L_last_period,1.4062586363824645,,0,False,False,,,
chipmean,sentinel2,chip_mean,treatment_0005,P10,0.7625504022439338,H1_m2,0.7494502695151156,0.45545617654831777,7,False,True,,,
chipmean,sentinel2,chip_mean,treatment_0005,P10,0.7625504022439338,H1_m2_diff,2.3122642144584042,0.5602788245511328,7,False,False,,,
chipmean,sentinel2,chip_mean,treatment_0005,P10,0.7625504022439338,H1_m3,0.7150735780872298,0.9168147970533701,6,True,True,,,
chipmean,sentinel2,chip_mean,treatment_0005,P10,0.7625504022439338,H1_m3_diff,2.128872406433771,0.8020351502151644,6,False,False,,,
chipmean,sentinel2,chip_mean,treatment_0005,P10,0.7625504022439338,H1_m4,0.8155359647823444,1.3742626534684854,5,True,False,,,
chipmean,sentinel2,chip_mean,treatment_0005,P10,0.7625504022439338,H1_m4_diff,1.7096050583320828,1.7649332545226355,5,True,False,,,
chipmean,sentinel2,chip_mean,treatment_0006,P10,0.9332989647189405,H0_own_mean,0.9332989647189405,,0,False,False,,,
chipmean,sentinel2,chip_mean,treatment_0006,P10,0.9332989647189405,L_last_period,0.5483842557991266,,0,False,True,,,
chipmean,sentinel2,chip_mean,treatment_0006,P10,0.9332989647189405,H1_m2,1.8291521870875347,0.5280210623117072,7,False,False,,,
chipmean,sentinel2,chip_mean,treatment_0006,P10,0.9332989647189405,H1_m2_diff,0.4224104094209309,0.03192852720900621,7,False,True,,,
chipmean,sentinel2,chip_mean,treatment_0006,P10,0.9332989647189405,H1_m3,0.7928604916232072,0.6161395897437694,6,True,True,,,
chipmean,sentinel2,chip_mean,treatment_0006,P10,0.9332989647189405,H1_m3_diff,0.3531764959890782,0.588555768193517,6,True,True,,,
chipmean,sentinel2,chip_mean,treatment_0006,P10,0.9332989647189405,H1_m4,0.6653623801953528,1.2045591452288007,5,True,True,,,
chipmean,sentinel2,chip_mean,treatment_0006,P10,0.9332989647189405,H1_m4_diff,0.3214591394337808,1.325170978842649,5,True,True,,,
chipmean,sentinel2,chip_mean,treatment_0007,P10,1.1105828605654366,H0_own_mean,1.1105828605654366,,0,False,False,,,
chipmean,sentinel2,chip_mean,treatment_0007,P10,1.1105828605654366,L_last_period,0.5901372401626308,,0,False,True,,,
chipmean,sentinel2,chip_mean,treatment_0007,P10,1.1105828605654366,H1_m2,1.7340430779665348,0.6840551872375629,7,False,False,,,
chipmean,sentinel2,chip_mean,treatment_0007,P10,1.1105828605654366,H1_m2_diff,0.21949263853382422,0.04565912664945524,7,False,True,,,
chipmean,sentinel2,chip_mean,treatment_0007,P10,1.1105828605654366,H1_m3,1.7239462280235336,0.6720222303831642,6,False,False,,,
chipmean,sentinel2,chip_mean,treatment_0007,P10,1.1105828605654366,H1_m3_diff,1.2840244416245328,0.8661795407013424,6,True,False,,,
chipmean,sentinel2,chip_mean,treatment_0007,P10,1.1105828605654366,H1_m4,0.5458908764634546,0.7644417129597126,5,True,True,,,
chipmean,sentinel2,chip_mean,treatment_0007,P10,1.1105828605654366,H1_m4_diff,0.7976356646395564,1.050360746469134,5,True,True,,,
chipmean,sentinel2,chip_mean,treatment_0008,P10,0.6922208637629296,H0_own_mean,0.6922208637629296,,0,False,False,,,
chipmean,sentinel2,chip_mean,treatment_0008,P10,0.6922208637629296,L_last_period,0.4046114839216335,,0,False,True,,,
chipmean,sentinel2,chip_mean,treatment_0008,P10,0.6922208637629296,H1_m2,0.44402152904906744,0.4255954236756051,7,True,True,,,
chipmean,sentinel2,chip_mean,treatment_0008,P10,0.6922208637629296,H1_m2_diff,1.2782866192054463,0.2251165473889583,7,False,False,,,
chipmean,sentinel2,chip_mean,treatment_0008,P10,0.6922208637629296,H1_m3,0.6074431235308687,0.6833791594775824,6,True,True,,,
chipmean,sentinel2,chip_mean,treatment_0008,P10,0.6922208637629296,H1_m3_diff,0.763140297575826,0.4292778661360289,6,False,False,,,
chipmean,sentinel2,chip_mean,treatment_0008,P10,0.6922208637629296,H1_m4,0.4893587795176749,1.2984743289862517,5,True,True,,,
chipmean,sentinel2,chip_mean,treatment_0008,P10,0.6922208637629296,H1_m4_diff,0.30729228841265793,1.3784450468150198,5,True,True,,,
chipmean,sentinel2,chip_mean,treatment_0009,P10,0.6426293279725308,H0_own_mean,0.6426293279725308,,0,False,False,,,
chipmean,sentinel2,chip_mean,treatment_0009,P10,0.6426293279725308,L_last_period,0.40273954726535954,,0,False,True,,,
chipmean,sentinel2,chip_mean,treatment_0009,P10,0.6426293279725308,H1_m2,0.41597131039238444,0.2913208509505792,7,True,True,,,
chipmean,sentinel2,chip_mean,treatment_0009,P10,0.6426293279725308,H1_m2_diff,1.3023418450719104,0.1506888747109496,7,False,False,,,
chipmean,sentinel2,chip_mean,treatment_0009,P10,0.6426293279725308,H1_m3,0.4090074888223449,0.4953445455733361,6,True,True,,,
chipmean,sentinel2,chip_mean,treatment_0009,P10,0.6426293279725308,H1_m3_diff,0.6178709524653868,0.2735715883352169,6,False,True,,,
chipmean,sentinel2,chip_mean,treatment_0009,P10,0.6426293279725308,H1_m4,0.4660482333071718,0.9146482931222275,5,True,True,,,
chipmean,sentinel2,chip_mean,treatment_0009,P10,0.6426293279725308,H1_m4_diff,0.6543057819773741,0.8265253867221402,5,True,False,,,
chipmean,sentinel2,chip_mean,treatment_0010,P10,0.43283087602649606,H0_own_mean,0.43283087602649606,,0,False,False,,,
chipmean,sentinel2,chip_mean,treatment_0010,P10,0.43283087602649606,L_last_period,1.6616412279497426,,0,False,False,,,
chipmean,sentinel2,chip_mean,treatment_0010,P10,0.43283087602649606,H1_m2,1.6616412279497401,1.2248331698766501,7,True,False,,,
chipmean,sentinel2,chip_mean,treatment_0010,P10,0.43283087602649606,H1_m2_diff,2.9813830143816755,1.401020560063196,7,False,False,,,
chipmean,sentinel2,chip_mean,treatment_0010,P10,0.43283087602649606,H1_m3,1.2106706197670052,1.1390164768896303,6,True,False,,,
chipmean,sentinel2,chip_mean,treatment_0010,P10,0.43283087602649606,H1_m3_diff,2.4669696521463997,1.0492051094169537,6,False,False,,,
chipmean,sentinel2,chip_mean,treatment_0010,P10,0.43283087602649606,H1_m4,1.5471521248104871,1.1214161538674203,5,True,False,,,
chipmean,sentinel2,chip_mean,treatment_0010,P10,0.43283087602649606,H1_m4_diff,2.2092981429205945,1.2800537933622906,5,False,False,,,
chipmean,sentinel2,gram,treatment_0001,P09,0.7001984601003741,H0_own_mean,0.7001984601003741,,0,False,False,,,
chipmean,sentinel2,gram,treatment_0001,P09,0.7001984601003741,L_last_period,0.6330979160156415,,0,False,True,,,
chipmean,sentinel2,gram,treatment_0001,P09,0.7001984601003741,H1_m2,2.069278919795393,0.8135482680926724,6,False,False,,,
chipmean,sentinel2,gram,treatment_0001,P09,0.7001984601003741,H1_m2_diff,0.6111913902539263,0.5011450621243745,6,True,True,,,
chipmean,sentinel2,gram,treatment_0001,P09,0.7001984601003741,H1_m3,1.9650172030845747,0.8476767430820802,5,False,False,,,
chipmean,sentinel2,gram,treatment_0001,P09,0.7001984601003741,H1_m3_diff,1.4114852973643628,1.191119838961317,5,True,False,,,
chipmean,sentinel2,gram,treatment_0001,P09,0.7001984601003741,H1_m4,1.9328953101586923,0.765347823925174,4,False,False,,,
chipmean,sentinel2,gram,treatment_0001,P09,0.7001984601003741,H1_m4_diff,1.4616739392219185,0.9891485266735336,4,True,False,,,
chipmean,sentinel2,gram,treatment_0002,P09,0.4479044767213184,H0_own_mean,0.4479044767213184,,0,False,False,,,
chipmean,sentinel2,gram,treatment_0002,P09,0.4479044767213184,L_last_period,0.8715478279825952,,0,False,False,,,
chipmean,sentinel2,gram,treatment_0002,P09,0.4479044767213184,H1_m2,0.6836875345721035,0.7045821831851934,6,True,False,,,
chipmean,sentinel2,gram,treatment_0002,P09,0.4479044767213184,H1_m2_diff,0.6518774193452848,1.0308775177234957,6,True,False,,,
chipmean,sentinel2,gram,treatment_0002,P09,0.4479044767213184,H1_m3,0.7311894607056528,0.5987070473806628,5,True,False,,,
chipmean,sentinel2,gram,treatment_0002,P09,0.4479044767213184,H1_m3_diff,0.8897906279262602,0.757483058624456,5,True,False,,,
chipmean,sentinel2,gram,treatment_0002,P09,0.4479044767213184,H1_m4,0.589463991199533,0.8458774075734008,4,True,False,,,
chipmean,sentinel2,gram,treatment_0002,P09,0.4479044767213184,H1_m4_diff,1.0834378535867841,0.953959459409932,4,True,False,,,
chipmean,sentinel2,gram,treatment_0003,P09,1.035990015783273,H0_own_mean,1.035990015783273,,0,False,False,,,
chipmean,sentinel2,gram,treatment_0003,P09,1.035990015783273,L_last_period,1.1560909275802247,,0,False,False,,,
chipmean,sentinel2,gram,treatment_0003,P09,1.035990015783273,H1_m2,1.1951340609850145,0.22642518330827535,6,False,False,,,
chipmean,sentinel2,gram,treatment_0003,P09,1.035990015783273,H1_m2_diff,2.047585094310966,0.06788425584508644,6,False,False,,,
chipmean,sentinel2,gram,treatment_0003,P09,1.035990015783273,H1_m3,0.9896359099372515,0.479448276137222,5,False,True,,,
chipmean,sentinel2,gram,treatment_0003,P09,1.035990015783273,H1_m3_diff,1.02226355736687,0.33971557637083327,5,False,True,,,
chipmean,sentinel2,gram,treatment_0003,P09,1.035990015783273,H1_m4,0.9866350022493459,0.566342384971919,4,False,True,,,
chipmean,sentinel2,gram,treatment_0003,P09,1.035990015783273,H1_m4_diff,1.2892420800319293,0.7575646171091391,4,False,False,,,
chipmean,sentinel2,gram,treatment_0004,P09,0.7820325923151733,H0_own_mean,0.7820325923151733,,0,False,False,,,
chipmean,sentinel2,gram,treatment_0004,P09,0.7820325923151733,L_last_period,0.9620114597934377,,0,False,False,,,
chipmean,sentinel2,gram,treatment_0004,P09,0.7820325923151733,H1_m2,0.9094869764985299,0.3179637857340958,6,False,False,,,
chipmean,sentinel2,gram,treatment_0004,P09,0.7820325923151733,H1_m2_diff,0.9253589945467864,0.1170808328877265,6,False,False,,,
chipmean,sentinel2,gram,treatment_0004,P09,0.7820325923151733,H1_m3,0.9303833402509858,1.359415452473127,5,True,False,,,
chipmean,sentinel2,gram,treatment_0004,P09,0.7820325923151733,H1_m3_diff,1.69235417634054,1.5057126871110351,5,True,False,,,
chipmean,sentinel2,gram,treatment_0004,P09,0.7820325923151733,H1_m4,0.8143446962046613,1.3556278664586925,4,True,False,,,
chipmean,sentinel2,gram,treatment_0004,P09,0.7820325923151733,H1_m4_diff,1.6009495938792004,1.9078485027658088,4,True,False,,,
chipmean,sentinel2,gram,treatment_0005,P09,0.7292396407088995,H0_own_mean,0.7292396407088995,,0,False,False,,,
chipmean,sentinel2,gram,treatment_0005,P09,0.7292396407088995,L_last_period,1.5197413762168912,,0,False,False,,,
chipmean,sentinel2,gram,treatment_0005,P09,0.7292396407088995,H1_m2,1.585650673418035,0.9715207154725725,6,False,False,,,
chipmean,sentinel2,gram,treatment_0005,P09,0.7292396407088995,H1_m2_diff,1.3332479297380406,0.9210125914584836,6,True,False,,,
chipmean,sentinel2,gram,treatment_0005,P09,0.7292396407088995,H1_m3,1.8205670942146597,1.3811218870765785,5,True,False,,,
chipmean,sentinel2,gram,treatment_0005,P09,0.7292396407088995,H1_m3_diff,2.294815154075032,1.903075635682639,5,True,False,,,
chipmean,sentinel2,gram,treatment_0005,P09,0.7292396407088995,H1_m4,1.777671070258026,1.2311774979692898,4,True,False,,,
chipmean,sentinel2,gram,treatment_0005,P09,0.7292396407088995,H1_m4_diff,2.2901444625952547,1.8994267105880516,4,True,False,,,
chipmean,sentinel2,gram,treatment_0006,P09,0.6489762982684729,H0_own_mean,0.6489762982684729,,0,False,False,,,
chipmean,sentinel2,gram,treatment_0006,P09,0.6489762982684729,L_last_period,0.14637097851248243,,0,False,True,,,
chipmean,sentinel2,gram,treatment_0006,P09,0.6489762982684729,H1_m2,1.9797849004249453,0.47612049943092555,6,False,False,,,
chipmean,sentinel2,gram,treatment_0006,P09,0.6489762982684729,H1_m2_diff,0.9539444198180793,0.7081661517923958,6,True,False,,,
chipmean,sentinel2,gram,treatment_0006,P09,0.6489762982684729,H1_m3,1.2953989109369974,1.316808212159761,5,True,False,,,
chipmean,sentinel2,gram,treatment_0006,P09,0.6489762982684729,H1_m3_diff,1.0763306230638006,1.633579207788042,5,True,False,,,
chipmean,sentinel2,gram,treatment_0006,P09,0.6489762982684729,H1_m4,0.9839531532891778,1.1928008399287973,4,True,False,,,
chipmean,sentinel2,gram,treatment_0006,P09,0.6489762982684729,H1_m4_diff,0.8074175939447645,1.8351187308946335,4,True,False,,,
chipmean,sentinel2,gram,treatment_0007,P09,0.7975573521790528,H0_own_mean,0.7975573521790528,,0,False,False,,,
chipmean,sentinel2,gram,treatment_0007,P09,0.7975573521790528,L_last_period,0.5582937291392838,,0,False,True,,,
chipmean,sentinel2,gram,treatment_0007,P09,0.7975573521790528,H1_m2,0.7884732837787731,0.7229459660157982,6,True,True,,,
chipmean,sentinel2,gram,treatment_0007,P09,0.7975573521790528,H1_m2_diff,0.5661042171876117,1.291143662864949,6,True,True,,,
chipmean,sentinel2,gram,treatment_0007,P09,0.7975573521790528,H1_m3,1.1661988901924567,0.869221031368874,5,True,False,,,
chipmean,sentinel2,gram,treatment_0007,P09,0.7975573521790528,H1_m3_diff,0.9352901947663437,1.2345456905326013,5,True,False,,,
chipmean,sentinel2,gram,treatment_0007,P09,0.7975573521790528,H1_m4,0.3468000069367215,0.9325044841446799,4,True,True,,,
chipmean,sentinel2,gram,treatment_0007,P09,0.7975573521790528,H1_m4_diff,0.5589512879342597,1.122017171471325,4,True,True,,,
chipmean,sentinel2,gram,treatment_0008,P09,0.6147619028689453,H0_own_mean,0.6147619028689453,,0,False,False,,,
chipmean,sentinel2,gram,treatment_0008,P09,0.6147619028689453,L_last_period,0.5219317167606415,,0,False,True,,,
chipmean,sentinel2,gram,treatment_0008,P09,0.6147619028689453,H1_m2,1.2627574608068632,0.8546436632428517,6,True,False,,,
chipmean,sentinel2,gram,treatment_0008,P09,0.6147619028689453,H1_m2_diff,1.2450888868922283,0.14730160630945943,6,False,False,,,
chipmean,sentinel2,gram,treatment_0008,P09,0.6147619028689453,H1_m3,0.2930211893907671,1.4165755885290763,5,True,True,,,
chipmean,sentinel2,gram,treatment_0008,P09,0.6147619028689453,H1_m3_diff,1.0043773825342126,1.5063586605381467,5,True,False,,,
chipmean,sentinel2,gram,treatment_0008,P09,0.6147619028689453,H1_m4,0.4570172977106885,1.3012199098935544,4,True,True,,,
chipmean,sentinel2,gram,treatment_0008,P09,0.6147619028689453,H1_m4_diff,0.6572711562767237,1.7664270994513316,4,True,False,,,
chipmean,sentinel2,gram,treatment_0009,P09,0.698464341199404,H0_own_mean,0.698464341199404,,0,False,False,,,
chipmean,sentinel2,gram,treatment_0009,P09,0.698464341199404,L_last_period,0.34895566971138137,,0,False,True,,,
chipmean,sentinel2,gram,treatment_0009,P09,0.698464341199404,H1_m2,0.6096143541810337,0.7659131374822209,6,True,True,,,
chipmean,sentinel2,gram,treatment_0009,P09,0.698464341199404,H1_m2_diff,0.7062890005567073,0.1258020594233967,6,False,False,,,
chipmean,sentinel2,gram,treatment_0009,P09,0.698464341199404,H1_m3,0.6139161028531627,0.9755853180884267,5,True,True,,,
chipmean,sentinel2,gram,treatment_0009,P09,0.698464341199404,H1_m3_diff,0.8032977765297566,0.8910298942230215,5,True,False,,,
chipmean,sentinel2,gram,treatment_0009,P09,0.698464341199404,H1_m4,0.6788122938271784,0.8998245215973507,4,True,True,,,
chipmean,sentinel2,gram,treatment_0009,P09,0.698464341199404,H1_m4_diff,0.9307415763384661,1.0536353837055878,4,True,False,,,
chipmean,sentinel2,gram,treatment_0010,P09,2.2250372686616524,H0_own_mean,2.2250372686616524,,0,False,False,,,
