site,test,test_rmse,train_rmse,own_hist_rmse,equal_w_rmse,C1,C2,C3,n_donors,n_test_dims,w_max,arm,sensor,n_pred_positions
treatment_0010,P09,0.7437425196355687,0.7581332619421356,1.079386822578014,0.7638268962423623,True,True,True,5.0,160.0,0.39860577219233995,G_block2_D_min,sentinel2,
treatment_0001,P10,0.6433144308860568,0.5755583211879652,0.7109238557288975,0.6494225913263315,True,True,True,5.0,170.0,0.3183016377953753,G_block2_D_min,sentinel2,
treatment_0002,P10,0.6004066594816246,0.7069014219053479,0.7382164978939566,0.6003359693008993,True,True,False,4.0,140.0,0.37959806958393655,G_block2_D_min,sentinel2,
treatment_0003,P10,0.3943336981352729,0.5198687350372535,0.6032482694872205,0.3868978199411478,True,True,False,5.0,195.0,0.4964082020800832,G_block2_D_min,sentinel2,
treatment_0004,P10,0.7150139065866701,0.9093997996786816,0.619912919078245,0.748320238667109,True,False,True,3.0,120.0,0.4888947401620538,G_block2_D_min,sentinel2,
treatment_0005,P10,0.5825277316363521,0.8363278188053669,0.6506766870857597,0.6247451779276522,True,True,True,4.0,170.0,0.4722883294248268,G_block2_D_min,sentinel2,
treatment_0006,P10,0.5677744002098845,0.5428469561972898,0.6160031537690432,0.542462327155706,True,True,False,5.0,220.0,0.5948554196380028,G_block2_D_min,sentinel2,
treatment_0007,P10,0.5177664176657953,0.4987594594372485,0.7261994429279314,0.5284792202277172,True,True,True,5.0,230.0,0.5128003763552929,G_block2_D_min,sentinel2,
treatment_0008,P10,0.5897714538238031,0.5703812133195711,0.6826795035273139,0.6799278973854326,True,True,True,5.0,155.0,0.451430758266071,G_block2_D_min,sentinel2,
treatment_0009,P10,0.6560378775352719,0.5449748781361181,0.7014113398817261,0.6827794518787679,True,True,True,5.0,195.0,0.31162847132317884,G_block2_D_min,sentinel2,
treatment_0010,P10,0.6251911275831837,0.7492040447352118,0.6708939945065724,0.6578674628541383,True,True,True,5.0,160.0,0.3626620785451274,G_block2_D_min,sentinel2,
treatment_0001,P09,0.8710133151241829,0.7008496615350555,0.7330067786741923,,True,False,,,,,P_K10,sentinel1,192.0
treatment_0002,P09,0.8015502643982718,0.6323184766284262,0.7213942690743355,,True,False,,,,,P_K10,sentinel1,194.0
treatment_0003,P09,0.8264103454552558,0.6567631410682317,0.743235322796114,,True,False,,,,,P_K10,sentinel1,196.0
treatment_0004,P09,0.7631136157359792,0.6648584296647383,0.6488096654148676,,True,False,,,,,P_K10,sentinel1,194.0
treatment_0005,P09,0.7628045926461935,0.6327844803953228,0.6642415369921404,,True,False,,,,,P_K10,sentinel1,194.0
treatment_0006,P09,0.8660023694706601,0.688281720151308,0.7774994322144978,,True,False,,,,,P_K10,sentinel1,194.0
treatment_0007,P09,0.7234720255219871,0.48157925879178,0.5847053290131708,,False,False,,,,,P_K10,sentinel1,196.0
treatment_0008,P09,0.7431970897141814,0.5994588487405296,0.6428506730655584,,True,False,,,,,P_K10,sentinel1,196.0
treatment_0009,P09,0.7556041748902147,0.6230367458021029,0.663050711366829,,True,False,,,,,P_K10,sentinel1,196.0
treatment_0010,P09,0.7391150897870422,0.6193849965940526,0.6567508396324037,,True,False,,,,,P_K10,sentinel1,194.0
treatment_0001,P10,0.8695130139669508,0.712840250839398,0.7227511443444575,,True,False,,,,,P_K10,sentinel1,192.0
treatment_0002,P10,0.8405186277345832,0.644045859815463,0.7263415509992999,,True,False,,,,,P_K10,sentinel1,194.0
treatment_0003,P10,0.8404559195651764,0.6688779020145806,0.7499124797055267,,True,False,,,,,P_K10,sentinel1,196.0
treatment_0004,P10,0.7534416269269937,0.6692985186968613,0.6435291050464366,,True,False,,,,,P_K10,sentinel1,194.0
treatment_0005,P10,0.7312224662226997,0.6416615715795259,0.6310361403163858,,True,False,,,,,P_K10,sentinel1,194.0
treatment_0006,P10,0.9091187798175845,0.700749337925578,0.7707126846653085,,True,False,,,,,P_K10,sentinel1,194.0
treatment_0007,P10,0.7210532302892161,0.5092559531495329,0.5941330248592782,,True,False,,,,,P_K10,sentinel1,196.0
treatment_0008,P10,0.7538630198077467,0.6099192479262422,0.6646255426320433,,True,False,,,,,P_K10,sentinel1,196.0
treatment_0009,P10,0.7626836517800787,0.6314815535096976,0.6793752218779436,,True,False,,,,,P_K10,sentinel1,196.0
treatment_0010,P10,0.7739115879616186,0.6272601685448908,0.6669206069308439,,True,False,,,,,P_K10,sentinel1,194.0
treatment_0001,P09,0.854078907545235,0.7248327158033823,0.7330067786741923,,True,False,,,,,P_K10_ridge1,sentinel1,192.0
treatment_0002,P09,0.779464790888761,0.6565272888856243,0.7213942690743355,,True,False,,,,,P_K10_ridge1,sentinel1,194.0
treatment_0003,P09,0.7970311277211858,0.682680159061538,0.743235322796114,,True,False,,,,,P_K10_ridge1,sentinel1,196.0
treatment_0004,P09,0.7446177165291652,0.6907618502768265,0.6488096654148676,,True,False,,,,,P_K10_ridge1,sentinel1,194.0
treatment_0005,P09,0.7487061952280396,0.6589027426113652,0.6642415369921404,,True,False,,,,,P_K10_ridge1,sentinel1,194.0
treatment_0006,P09,0.835310067749026,0.7118076839382131,0.7774994322144978,,True,False,,,,,P_K10_ridge1,sentinel1,194.0
treatment_0007,P09,0.683119992238405,0.5236711213445889,0.5847053290131708,,True,False,,,,,P_K10_ridge1,sentinel1,196.0
treatment_0008,P09,0.7196449134715682,0.6254339696786699,0.6428506730655584,,True,False,,,,,P_K10_ridge1,sentinel1,196.0
treatment_0009,P09,0.744086203043106,0.6504991936466415,0.663050711366829,,True,False,,,,,P_K10_ridge1,sentinel1,196.0
treatment_0010,P09,0.7234193601660662,0.6463895349668256,0.6567508396324037,,True,False,,,,,P_K10_ridge1,sentinel1,194.0
treatment_0001,P10,0.8412594391214746,0.7360258487349298,0.7227511443444575,,True,False,,,,,P_K10_ridge1,sentinel1,192.0
treatment_0002,P10,0.8181339531432076,0.6671146570351681,0.7263415509992999,,True,False,,,,,P_K10_ridge1,sentinel1,194.0
treatment_0003,P10,0.8064984390163522,0.6931936543800984,0.7499124797055267,,True,False,,,,,P_K10_ridge1,sentinel1,196.0
treatment_0004,P10,0.7487632742451739,0.6943676346574981,0.6435291050464366,,True,False,,,,,P_K10_ridge1,sentinel1,194.0
treatment_0005,P10,0.7254345986249402,0.6670846659512547,0.6310361403163858,,True,False,,,,,P_K10_ridge1,sentinel1,194.0
treatment_0006,P10,0.8826677659648683,0.7226769706923754,0.7707126846653085,,True,False,,,,,P_K10_ridge1,sentinel1,194.0
treatment_0007,P10,0.6790163516648786,0.5468603018109632,0.5941330248592782,,True,False,,,,,P_K10_ridge1,sentinel1,196.0
treatment_0008,P10,0.7355590359077967,0.6345130777350578,0.6646255426320433,,True,False,,,,,P_K10_ridge1,sentinel1,196.0
treatment_0009,P10,0.7348964811911769,0.6582673851041937,0.6793752218779436,,True,False,,,,,P_K10_ridge1,sentinel1,196.0
treatment_0010,P10,0.7450021531552188,0.6530631379529941,0.6669206069308439,,True,False,,,,,P_K10_ridge1,sentinel1,194.0
treatment_0001,P09,1.081777365838027,0.6812889057787168,1.0021065123427781,,False,False,,,,,P_K10,sentinel2,192.0
treatment_0002,P09,1.1437716156997504,0.7616358062746476,1.0425412588431828,,False,False,,,,,P_K10,sentinel2,112.0
treatment_0003,P09,0.7282971660263873,0.6599023703381681,0.7433654977690758,,True,True,,,,,P_K10,sentinel2,196.0
treatment_0004,P09,1.4657051672850991,0.951517414084095,1.2042782676632835,,False,False,,,,,P_K10,sentinel2,191.0
treatment_0005,P09,1.1447675509074882,0.9010316763116747,1.029364792559264,,True,False,,,,,P_K10,sentinel2,183.0
treatment_0006,P09,1.1131294883079605,0.721810329924481,0.8762522616813598,,False,False,,,,,P_K10,sentinel2,194.0
treatment_0007,P09,0.9947706072782033,0.5711808392573636,0.9443426383339529,,False,False,,,,,P_K10,sentinel2,195.0
treatment_0008,P09,0.9715663955018792,0.6072807082102115,0.8392384043775168,,False,False,,,,,P_K10,sentinel2,193.0
treatment_0009,P09,0.9387448098614922,0.6838834909068987,0.8436253654515877,,True,False,,,,,P_K10,sentinel2,185.0
treatment_0010,P09,0.948382703058521,0.8491775119402167,1.2331285658638205,,True,True,,,,,P_K10,sentinel2,157.0
treatment_0001,P10,0.9385789746182397,0.7092481788403195,1.0457790758149537,,True,True,,,,,P_K10,sentinel2,192.0
treatment_0002,P10,0.8825568509528826,0.7894927238291214,1.0340431038528994,,True,True,,,,,P_K10,sentinel2,112.0
treatment_0003,P10,0.7301698142505969,0.6506559816695897,0.8391738164959586,,True,True,,,,,P_K10,sentinel2,196.0
treatment_0004,P10,0.9893000392407928,0.9936528582562006,0.9322832631966691,,True,False,,,,,P_K10,sentinel2,191.0
treatment_0005,P10,0.9311214945838084,0.9068904768663668,0.936247180489791,,True,True,,,,,P_K10,sentinel2,183.0
treatment_0006,P10,0.8049599407458,0.7445656764775901,0.8605805519421318,,True,True,,,,,P_K10,sentinel2,194.0
treatment_0007,P10,0.7664429765450353,0.6039833424434993,0.9633754687188856,,True,True,,,,,P_K10,sentinel2,195.0
treatment_0008,P10,0.9405880857582831,0.6275750098021718,0.9888173840273378,,True,True,,,,,P_K10,sentinel2,193.0
treatment_0009,P10,1.06565326392386,0.6926972122486134,1.043998861193923,,False,False,,,,,P_K10,sentinel2,185.0
treatment_0010,P10,0.9383164764494889,0.8362379346538608,1.0863344264162793,,True,True,,,,,P_K10,sentinel2,157.0
treatment_0001,P09,1.0494265175238557,0.7122530102328839,1.0021065123427781,,True,False,,,,,P_K10_ridge1,sentinel2,192.0
treatment_0002,P09,1.1238992671379229,0.7885585451865061,1.0425412588431828,,True,False,,,,,P_K10_ridge1,sentinel2,112.0
treatment_0003,P09,0.6939031953960348,0.6943832023834909,0.7433654977690758,,True,True,,,,,P_K10_ridge1,sentinel2,196.0
treatment_0004,P09,1.4386880528309356,0.9740524407301057,1.2042782676632835,,True,False,,,,,P_K10_ridge1,sentinel2,191.0
treatment_0005,P09,1.1096534630937933,0.9272633743183303,1.029364792559264,,True,False,,,,,P_K10_ridge1,sentinel2,183.0
treatment_0006,P09,1.0265911039157487,0.757058692335825,0.8762522616813598,,True,False,,,,,P_K10_ridge1,sentinel2,194.0
treatment_0007,P09,0.9441344999951171,0.6065465711371821,0.9443426383339529,,False,True,,,,,P_K10_ridge1,sentinel2,195.0
treatment_0008,P09,0.9208345293581174,0.6391444843888834,0.8392384043775168,,True,False,,,,,P_K10_ridge1,sentinel2,193.0
treatment_0009,P09,0.8802900635111338,0.7118286106980827,0.8436253654515877,,True,False,,,,,P_K10_ridge1,sentinel2,185.0
treatment_0010,P09,0.8810092333368298,0.8769798085871635,1.2331285658638205,,True,True,,,,,P_K10_ridge1,sentinel2,157.0
treatment_0001,P10,0.9178245701794414,0.738924690089571,1.0457790758149537,,True,True,,,,,P_K10_ridge1,sentinel2,192.0
treatment_0002,P10,0.8601382549169975,0.8161647976934123,1.0340431038528994,,True,True,,,,,P_K10_ridge1,sentinel2,112.0
treatment_0003,P10,0.6998204639137037,0.6835094286520457,0.8391738164959586,,True,True,,,,,P_K10_ridge1,sentinel2,196.0
treatment_0004,P10,0.9362374392792929,1.015263378228103,0.9322832631966691,,True,False,,,,,P_K10_ridge1,sentinel2,191.0
treatment_0005,P10,0.8618498376453758,0.932343250886259,0.936247180489791,,True,True,,,,,P_K10_ridge1,sentinel2,183.0
treatment_0006,P10,0.7985282273677227,0.7765541401665471,0.8605805519421318,,True,True,,,,,P_K10_ridge1,sentinel2,194.0
treatment_0007,P10,0.7451286574977772,0.6363970292560734,0.9633754687188856,,True,True,,,,,P_K10_ridge1,sentinel2,195.0
treatment_0008,P10,0.9224218011722611,0.6564070254149541,0.9888173840273378,,True,True,,,,,P_K10_ridge1,sentinel2,193.0
treatment_0009,P10,1.0387409034958133,0.718226875452266,1.043998861193923,,True,True,,,,,P_K10_ridge1,sentinel2,185.0
treatment_0010,P10,0.9097929560733351,0.8619339687915498,1.0863344264162793,,True,True,,,,,P_K10_ridge1,sentinel2,157.0
