site,test,test_rmse,train_rmse,own_hist_rmse,equal_w_rmse,C1,C2,C3,n_donors,n_test_dims,w_max,arm,sensor,n_pred_positions
treatment_0007,P10,1.0604124558318901,0.8011908108871373,0.9633754687188856,1.066257023364162,True,False,True,5.0,980.0,0.2754620700185566,A,sentinel2,
treatment_0008,P10,1.2449988390705358,0.8834615896567527,0.9888173840273378,1.2420016309549389,True,False,False,5.0,980.0,0.37493627324478257,A,sentinel2,
treatment_0009,P10,1.2889630168513253,0.9002836488024197,1.043998861193923,1.271167444046961,True,False,False,5.0,980.0,0.30186334808911836,A,sentinel2,
treatment_0010,P10,1.3704191184266843,1.0647511897968183,1.0863344264162793,1.3703262870678201,True,False,False,5.0,980.0,0.3010150952749282,A,sentinel2,
treatment_0001,P09,1.129166034933793,0.9180498275126427,1.0021065123427781,1.1569539604743557,True,False,True,5.0,300.0,0.22747402967063976,B,sentinel2,
treatment_0002,P09,1.2727654606716798,1.0253771642683789,1.0425412588431828,1.2885355376492842,True,False,True,4.0,290.0,0.38572990975009386,B,sentinel2,
treatment_0003,P09,0.8338687156002823,0.7827774426019392,0.7433654977690758,0.9237036421452619,True,False,True,5.0,545.0,0.37977967314957833,B,sentinel2,
treatment_0004,P09,1.4265929783197335,1.2225798088081958,1.2042782676632835,1.5651549695379618,True,False,True,3.0,265.0,0.4874880390133205,B,sentinel2,
treatment_0005,P09,1.3501539910060687,1.0126791950174903,1.029364792559264,1.2093807294884764,True,False,False,4.0,295.0,0.3870040117506568,B,sentinel2,
treatment_0006,P09,1.109073971918347,0.8709971485532263,0.8762522616813598,1.142456432555287,True,False,True,5.0,735.0,0.5177567547044019,B,sentinel2,
treatment_0007,P09,1.0935431794664083,0.7801675519595102,0.9443426383339529,1.1407704118720514,True,False,True,5.0,450.0,0.27143573526439,B,sentinel2,
treatment_0008,P09,1.0836541304806906,0.7990005008912261,0.8392384043775168,1.0747636059010497,True,False,False,5.0,220.0,0.3059658137253841,B,sentinel2,
treatment_0009,P09,0.9103164183708423,0.774798122043491,0.8436253654515877,0.9969951582137587,True,False,True,5.0,515.0,0.2963145275793194,B,sentinel2,
treatment_0010,P09,0.9361033664764624,0.9977036918963158,1.2331285658638205,1.0113760785213668,True,True,True,5.0,385.0,0.321654478052291,B,sentinel2,
treatment_0001,P10,1.1302444220931431,0.9316211942129418,1.0457790758149537,1.286044382796315,True,False,True,5.0,300.0,0.22204119658020094,B,sentinel2,
treatment_0002,P10,1.2604722666345978,1.044715959473546,1.0340431038528994,1.2344570941424093,True,False,False,4.0,290.0,0.39023746266107795,B,sentinel2,
treatment_0003,P10,0.900519623362581,0.7787371178333454,0.8391738164959586,0.919648738581288,True,False,True,5.0,545.0,0.3948062306045461,B,sentinel2,
treatment_0004,P10,1.3096866248956567,1.2350968977484527,0.9322832631966691,1.3294453986702928,True,False,True,3.0,265.0,0.4669803911378301,B,sentinel2,
treatment_0005,P10,1.1098254141728239,1.0436933902532595,0.936247180489791,1.2455515973017157,True,False,True,4.0,295.0,0.36975780790186313,B,sentinel2,
treatment_0006,P10,1.0593641170890997,0.8894816643541025,0.8605805519421318,1.0785683361223468,True,False,True,5.0,735.0,0.5003461052510526,B,sentinel2,
treatment_0007,P10,1.0272263259261207,0.8098806119514934,0.9633754687188856,1.1088965966892042,True,False,True,5.0,450.0,0.28009481502959044,B,sentinel2,
treatment_0008,P10,1.1189532731254275,0.8235373718478589,0.9888173840273378,1.2217265588295694,True,False,True,5.0,220.0,0.3641127876138314,B,sentinel2,
treatment_0009,P10,1.225002339190184,0.780969039597638,1.043998861193923,1.2123518359139092,False,False,False,5.0,515.0,0.2940445444603075,B,sentinel2,
treatment_0010,P10,1.1315197682073337,0.9800872249047804,1.0863344264162793,1.2234219670439486,True,False,True,5.0,385.0,0.28896826264132003,B,sentinel2,
treatment_0001,P09,1.0099370011654667,0.9436363423632359,1.0021065123427781,1.129267476811634,True,False,True,5.0,245.0,0.28296595975188726,C,sentinel2,
treatment_0002,P09,1.2465831407654497,1.0265769171174022,1.0425412588431828,1.2417566940680034,True,False,False,4.0,325.0,0.4288575116344255,C,sentinel2,
treatment_0003,P09,0.7896660403839242,0.7947591345792155,0.7433654977690758,0.9028039267897362,True,False,True,5.0,525.0,0.38387602619951966,C,sentinel2,
treatment_0004,P09,1.356087434575946,1.1925844775039107,1.2042782676632835,1.549582285938464,True,False,True,3.0,255.0,0.464604458006644,C,sentinel2,
treatment_0005,P09,1.1839177258120765,1.0741032228878773,1.029364792559264,1.2590957584992049,True,False,True,4.0,240.0,0.41148329643990234,C,sentinel2,
treatment_0006,P09,1.1296636653131442,0.8775048036936108,0.8762522616813598,1.1496014716468852,True,False,True,5.0,705.0,0.5043327678409522,C,sentinel2,
treatment_0007,P09,1.0863226184597987,0.8025953520812534,0.9443426383339529,1.1138044083030063,True,False,True,5.0,300.0,0.29946420383521455,C,sentinel2,
treatment_0008,P09,0.8709046773096853,0.8843839997291414,0.8392384043775168,1.0626424973969277,True,False,True,5.0,155.0,0.37703676020670696,C,sentinel2,
treatment_0009,P09,0.9518377328762834,0.8117384515061449,0.8436253654515877,1.0083120552862923,True,False,True,5.0,385.0,0.3060470523072853,C,sentinel2,
treatment_0010,P09,0.9222753892700317,1.0164156729938392,1.2331285658638205,0.9870906956296434,True,True,True,5.0,385.0,0.3268718627603742,C,sentinel2,
treatment_0001,P10,1.2848572329243955,0.9384397735068793,1.0457790758149537,1.2154988667906543,True,False,False,5.0,245.0,0.2620824853930557,C,sentinel2,
treatment_0002,P10,1.2660262129126931,1.0414631400884442,1.0340431038528994,1.2459598955141655,True,False,False,4.0,325.0,0.42280169691806224,C,sentinel2,
treatment_0003,P10,0.8663025451287915,0.7839130355212529,0.8391738164959586,0.8955135714613432,True,False,True,5.0,525.0,0.39902874623029927,C,sentinel2,
treatment_0004,P10,1.2879877451944375,1.200576568585184,0.9322832631966691,1.3742481942706535,True,False,True,3.0,255.0,0.4427134255612491,C,sentinel2,
treatment_0005,P10,1.0897041359840924,1.0746577444143026,0.936247180489791,1.2623204344332142,True,False,True,4.0,240.0,0.39832290238396695,C,sentinel2,
treatment_0006,P10,1.054407787186205,0.8977513456238071,0.8605805519421318,1.1036418825717054,True,False,True,5.0,705.0,0.49103651600388015,C,sentinel2,
treatment_0007,P10,1.0498632343109304,0.8277180643358849,0.9633754687188856,1.0485311723122421,True,False,False,5.0,300.0,0.28842096946990253,C,sentinel2,
treatment_0008,P10,1.2163898750231161,0.8716482862495454,0.9888173840273378,1.2335937888843655,True,False,True,5.0,155.0,0.4089163014739547,C,sentinel2,
treatment_0009,P10,1.2403711676220042,0.8172340167603197,1.043998861193923,1.2399627460682567,False,False,False,5.0,385.0,0.2826207938837651,C,sentinel2,
treatment_0010,P10,1.1291192333501376,0.9966331509317333,1.0863344264162793,1.221626381915664,True,False,True,5.0,385.0,0.32385065160239995,C,sentinel2,
treatment_0001,P09,0.9901205712481443,0.7872757889288509,1.0021065123427781,1.1260343841215221,True,True,True,5.0,250.0,0.25005406329850094,D_min,sentinel2,
treatment_0002,P09,1.1328763995882227,0.8609031723496767,1.0425412588431828,1.2345539746047443,True,False,True,4.0,325.0,0.3755192908067114,D_min,sentinel2,
treatment_0003,P09,0.6824085800862606,0.6922945687042669,0.7433654977690758,0.8318075633161734,True,True,True,5.0,495.0,0.39158444106477386,D_min,sentinel2,
treatment_0004,P09,1.251319058816839,1.095200565735752,1.2042782676632835,1.5613631021628103,True,False,True,3.0,250.0,0.4639431996840446,D_min,sentinel2,
treatment_0005,P09,1.2192508967565099,0.9974488755224573,1.029364792559264,1.2136374779672414,True,False,False,4.0,255.0,0.4646276342916356,D_min,sentinel2,
treatment_0006,P09,1.0406654969618674,0.7235582874462164,0.8762522616813598,1.009784135938806,True,False,False,5.0,720.0,0.5183181853399129,D_min,sentinel2,
treatment_0007,P09,1.0250927614892957,0.7112690680167717,0.9443426383339529,1.0033809431371008,True,False,False,5.0,315.0,0.2979405750007121,D_min,sentinel2,
treatment_0008,P09,0.7952198309635345,0.7082593218668848,0.8392384043775168,1.0217836785936807,True,True,True,5.0,145.0,0.37746650490986683,D_min,sentinel2,
treatment_0009,P09,0.8111496056543714,0.6690247358742564,0.8436253654515877,0.9389502567626846,True,True,True,5.0,435.0,0.3051236479843649,D_min,sentinel2,
treatment_0010,P09,0.9707237151551525,0.8808192182334251,1.2331285658638205,1.0021575272175152,True,True,True,5.0,385.0,0.27155504216221266,D_min,sentinel2,
treatment_0001,P10,0.9716822144471425,0.8019468433007352,1.0457790758149537,1.020245236724154,True,True,True,5.0,250.0,0.2661418861704112,D_min,sentinel2,
treatment_0002,P10,0.9309879582816949,0.886136132546795,1.0340431038528994,0.9940562708316731,True,True,True,4.0,325.0,0.3702750194308286,D_min,sentinel2,
treatment_0003,P10,0.7354089944146359,0.6820147419021297,0.8391738164959586,0.7550396823656126,True,True,True,5.0,495.0,0.41826519289400715,D_min,sentinel2,
treatment_0004,P10,1.0126728052548009,1.1045789734305986,0.9322832631966691,1.084202790984187,True,False,True,3.0,250.0,0.4496788896831725,D_min,sentinel2,
treatment_0005,P10,0.8578152717450886,1.0119860902842943,0.936247180489791,0.9824357620159481,True,True,True,4.0,255.0,0.4333889143950957,D_min,sentinel2,
treatment_0006,P10,0.8297988649416077,0.7550208944024009,0.8605805519421318,0.8527925137160318,True,True,True,5.0,720.0,0.4942586837023181,D_min,sentinel2,
treatment_0007,P10,0.8780686023070144,0.7431358616511837,0.9633754687188856,0.8938078552232639,True,True,True,5.0,315.0,0.3045138219462372,D_min,sentinel2,
treatment_0008,P10,0.8629496749602583,0.710630786676588,0.9888173840273378,0.9983176375696999,True,True,True,5.0,145.0,0.4013391234143071,D_min,sentinel2,
treatment_0009,P10,1.0649276032783603,0.6772149879849814,1.043998861193923,1.0766228910183493,False,False,True,5.0,435.0,0.31248281813808654,D_min,sentinel2,
treatment_0010,P10,0.8820343330957804,0.882647067184041,1.0863344264162793,1.0237411564073884,True,True,True,5.0,385.0,0.2821464185459491,D_min,sentinel2,
treatment_0001,P09,1.0164085473611593,0.7897688723375138,1.0021065123427781,1.1652300195199412,True,False,True,5.0,260.0,0.2637460398139043,D_full,sentinel2,
treatment_0002,P09,1.0921236410498965,0.8994853641343536,1.0425412588431828,1.256569487241876,True,False,True,4.0,300.0,0.4290867410239833,D_full,sentinel2,
treatment_0003,P09,0.760457633335276,0.6914384753626686,0.7433654977690758,0.8445532013074577,True,False,True,5.0,490.0,0.3655622344729859,D_full,sentinel2,
treatment_0004,P09,1.3489136623898648,1.0977804870975614,1.2042782676632835,1.5246007484207744,True,False,True,3.0,245.0,0.4679829114282115,D_full,sentinel2,
treatment_0005,P09,1.2100270788715621,0.9397256339411887,1.029364792559264,1.2318698047028065,True,False,True,4.0,225.0,0.4354196443289513,D_full,sentinel2,
treatment_0006,P09,1.0705287143111273,0.7652518854477187,0.8762522616813598,1.0518069822581662,True,False,False,5.0,725.0,0.5148582685173676,D_full,sentinel2,
treatment_0007,P09,1.047101547861525,0.6564606499200185,0.9443426383339529,1.015897123668445,False,False,False,5.0,365.0,0.35177016875054057,D_full,sentinel2,
treatment_0008,P09,0.8908871572341007,0.6944963297250146,0.8392384043775168,1.0034934570075904,True,False,True,5.0,120.0,0.4153088751695546,D_full,sentinel2,
treatment_0009,P09,0.8380158578317162,0.6647545075171667,0.8436253654515877,0.9644479479728268,True,True,True,5.0,465.0,0.3044913799428481,D_full,sentinel2,
treatment_0010,P09,0.9916886461079345,0.9117740632464358,1.2331285658638205,1.0058925308282693,True,True,True,5.0,385.0,0.2912196876328295,D_full,sentinel2,
treatment_0001,P10,1.0921834553163412,0.8068266995226815,1.0457790758149537,1.1075570366271899,True,False,True,5.0,260.0,0.28054517562117515,D_full,sentinel2,
treatment_0002,P10,0.9557822547530903,0.9131391928628245,1.0340431038528994,1.0070853202347783,True,True,True,4.0,300.0,0.4129907551960336,D_full,sentinel2,
treatment_0003,P10,0.7491331892946749,0.689847265645934,0.8391738164959586,0.7906846439979176,True,True,True,5.0,490.0,0.38526423195602066,D_full,sentinel2,
treatment_0004,P10,1.1722181995671443,1.1184441795607825,0.9322832631966691,1.2564407055428193,True,False,True,3.0,245.0,0.4443240415053574,D_full,sentinel2,
treatment_0005,P10,0.9651289904931084,0.9624401378500195,0.936247180489791,1.0299136196736263,True,False,True,4.0,225.0,0.4143746315534938,D_full,sentinel2,
treatment_0006,P10,0.8736299802934452,0.7947040261721374,0.8605805519421318,0.9242525624699668,True,False,True,5.0,725.0,0.4932862272723155,D_full,sentinel2,
treatment_0007,P10,0.9190465121994404,0.7013550133291858,0.9633754687188856,0.969011190122891,True,True,True,5.0,365.0,0.3420383865438514,D_full,sentinel2,
treatment_0008,P10,0.9222960871671807,0.710451757555201,0.9888173840273378,1.067143586702237,True,True,True,5.0,120.0,0.40272272611501686,D_full,sentinel2,
treatment_0009,P10,1.0885758936039973,0.6777988240264516,1.043998861193923,1.0711088965672477,False,False,False,5.0,465.0,0.3050132502489977,D_full,sentinel2,
treatment_0010,P10,0.9437706881624536,0.9127753410531269,1.0863344264162793,1.0446824388215268,True,True,True,5.0,385.0,0.28017751820017994,D_full,sentinel2,
treatment_0001,P09,1.0261602967537986,0.7960929796236541,1.0021065123427781,1.121282384882002,True,False,True,5.0,255.0,0.30019533686769506,E,sentinel2,
treatment_0002,P09,1.072165650241547,0.9000502577752992,1.0425412588431828,1.1904444473661753,True,False,True,4.0,300.0,0.4157540743306334,E,sentinel2,
treatment_0003,P09,0.7462261098014024,0.6931556950896357,0.7433654977690758,0.8580794410690941,True,False,True,5.0,495.0,0.37658905878270726,E,sentinel2,
treatment_0004,P09,1.3143704077219815,1.1026623579374404,1.2042782676632835,1.5496940453080101,True,False,True,3.0,250.0,0.4641854954234626,E,sentinel2,
treatment_0005,P09,1.2659655864738792,0.942477560302115,1.029364792559264,1.215028366952901,True,False,False,4.0,225.0,0.44584852332468955,E,sentinel2,
treatment_0006,P09,1.061439889540997,0.7666743971007441,0.8762522616813598,1.0560876568665623,True,False,False,5.0,725.0,0.5171123808369202,E,sentinel2,
treatment_0007,P09,1.0348825016115015,0.6529660324750446,0.9443426383339529,1.0120900150723864,False,False,False,5.0,375.0,0.34980491735109404,E,sentinel2,
treatment_0008,P09,0.8652378872349581,0.6909185441941896,0.8392384043775168,1.0059576653209683,True,False,True,5.0,120.0,0.4039516553873696,E,sentinel2,
treatment_0009,P09,0.8483639419672369,0.6655966331786252,0.8436253654515877,0.9685775670444956,True,False,True,5.0,465.0,0.3124473422655699,E,sentinel2,
treatment_0010,P09,1.0028056638416014,0.912967286989927,1.2331285658638205,1.0077938016861478,True,True,True,5.0,385.0,0.2863033797414452,E,sentinel2,
treatment_0001,P10,1.057320777544826,0.8135234903677633,1.0457790758149537,1.112842538645099,True,False,True,5.0,255.0,0.31430160830920434,E,sentinel2,
treatment_0002,P10,0.9658622729299813,0.9109292722275927,1.0340431038528994,1.022149377625328,True,True,True,4.0,300.0,0.39250102616660665,E,sentinel2,
treatment_0003,P10,0.7498256193462783,0.6901607633572221,0.8391738164959586,0.7900017675697707,True,True,True,5.0,495.0,0.3947722037835925,E,sentinel2,
treatment_0004,P10,1.1565302542813993,1.1183902652647835,0.9322832631966691,1.2714286493999167,True,False,True,3.0,250.0,0.4461267158979917,E,sentinel2,
treatment_0005,P10,0.9535119192076994,0.9724199355600868,0.936247180489791,1.0379212559199966,True,False,True,4.0,225.0,0.4252425716353939,E,sentinel2,
treatment_0006,P10,0.8739353233974824,0.7943698717600443,0.8605805519421318,0.9367562015296006,True,False,True,5.0,725.0,0.4971976557723649,E,sentinel2,
treatment_0007,P10,0.9135548626585939,0.6967563945749639,0.9633754687188856,0.9692916967006177,True,True,True,5.0,375.0,0.34790599663193333,E,sentinel2,
treatment_0008,P10,0.8649082187968797,0.7036539457053677,0.9888173840273378,1.04785981553921,True,True,True,5.0,120.0,0.3868250588278678,E,sentinel2,
treatment_0009,P10,1.0879206144920175,0.6801582175547696,1.043998861193923,1.073623440153117,False,False,False,5.0,465.0,0.3068750729681418,E,sentinel2,
treatment_0010,P10,0.9482120013313846,0.9149653038644033,1.0863344264162793,1.031479440096202,True,True,True,5.0,385.0,0.26773269085370566,E,sentinel2,
treatment_0001,P09,0.5901747990715585,0.6280012073961803,0.3607950040522962,0.5921069008391328,True,False,True,5.0,245.0,0.2476017384189396,G_block2_A,sentinel1,
treatment_0002,P09,0.5552279542734432,0.5536378167989496,0.3425990578984891,0.559347227449597,True,False,True,5.0,245.0,0.2545461737603451,G_block2_A,sentinel1,
treatment_0003,P09,0.5782783033422302,0.5872472419179642,0.36902200875696056,0.5784253555558652,True,False,True,5.0,245.0,0.31060424458317204,G_block2_A,sentinel1,
treatment_0004,P09,0.5585980505131328,0.5808735501064303,0.31191832941017217,0.5574327619506316,True,False,False,5.0,245.0,0.2732932495120652,G_block2_A,sentinel1,
treatment_0005,P09,0.5165087538380735,0.5443093603687301,0.3225363180896563,0.5159717677701303,True,False,False,5.0,245.0,0.262123638542143,G_block2_A,sentinel1,
treatment_0006,P09,0.5635144571582078,0.5681664608929853,0.39377999933401764,0.5773411308674525,True,False,True,5.0,245.0,0.30965454408860055,G_block2_A,sentinel1,
treatment_0007,P09,0.6025610542582274,0.5851934084589556,0.28868966407169455,0.6093737802327858,True,False,True,5.0,245.0,0.3119383687908784,G_block2_A,sentinel1,
treatment_0008,P09,0.5291636886046693,0.5510818897850907,0.30823686468979217,0.5451114188606987,True,False,True,5.0,245.0,0.3658878494411519,G_block2_A,sentinel1,
treatment_0009,P09,0.5756768923657336,0.5689139319850229,0.33624602654366587,0.5873814746719879,True,False,True,5.0,245.0,0.31110922383597395,G_block2_A,sentinel1,
treatment_0010,P09,0.5997696208633072,0.6164920855028545,0.343099909467513,0.6110465196867165,True,False,True,5.0,245.0,0.30673623902721586,G_block2_A,sentinel1,
treatment_0001,P10,0.6268136066897724,0.6241131973959877,0.3689615128109344,0.6288789393110009,True,False,True,5.0,245.0,0.24704887132746572,G_block2_A,sentinel1,
treatment_0002,P10,0.5608281773498112,0.5540114482614196,0.36063296212298906,0.5640009857593278,True,False,True,5.0,245.0,0.25536423561878613,G_block2_A,sentinel1,
treatment_0003,P10,0.5873152862643236,0.5864417572440782,0.3768777240459565,0.5908990667133,True,False,True,5.0,245.0,0.30167186154306064,G_block2_A,sentinel1,
treatment_0004,P10,0.5548864864090265,0.5786239624833545,0.3396957650155522,0.5628155460895106,True,False,True,5.0,245.0,0.27241751848313406,G_block2_A,sentinel1,
treatment_0005,P10,0.5290406181008285,0.541463187503718,0.31606675871585554,0.5359947344729648,True,False,True,5.0,245.0,0.2582394168860177,G_block2_A,sentinel1,
treatment_0006,P10,0.5694151818082785,0.5678341170021158,0.3564266510881188,0.578709605009445,True,False,True,5.0,245.0,0.3116615275590533,G_block2_A,sentinel1,
treatment_0007,P10,0.5866498910710725,0.5888544452632661,0.30517892244520584,0.5979256677377055,True,False,True,5.0,245.0,0.3141818026054525,G_block2_A,sentinel1,
treatment_0008,P10,0.5274989093253046,0.5488732536455105,0.3269184549438793,0.5404236930915712,True,False,True,5.0,245.0,0.3668499548328803,G_block2_A,sentinel1,
treatment_0009,P10,0.562367925362256,0.5698177991761981,0.3604419052468382,0.569580305923327,True,False,True,5.0,245.0,0.32230382666425955,G_block2_A,sentinel1,
treatment_0010,P10,0.583406232113018,0.6147868777189596,0.3334259874339808,0.5896096644003272,True,False,True,5.0,245.0,0.320804892220044,G_block2_A,sentinel1,
treatment_0001,P09,0.48240281156022913,0.4501068150644801,0.3607950040522962,0.5127891514317965,True,False,True,5.0,185.0,0.29558184289021205,G_block2_D_min,sentinel1,
treatment_0002,P09,0.4450023930973722,0.4270839005395301,0.3425990578984891,0.5617055515364521,True,False,True,5.0,145.0,0.22274485277718745,G_block2_D_min,sentinel1,
treatment_0003,P09,0.4230231771966928,0.38804135780872967,0.36902200875696056,0.4427672977294438,True,False,True,5.0,200.0,0.23723472099735926,G_block2_D_min,sentinel1,
treatment_0004,P09,0.45084909192771977,0.47929128469612076,0.31191832941017217,0.5182283249908215,True,False,True,3.0,130.0,0.5074029977918171,G_block2_D_min,sentinel1,
treatment_0005,P09,0.42688284028234014,0.42201647790547603,0.3225363180896563,0.461818894573591,True,False,True,4.0,195.0,0.352748823782175,G_block2_D_min,sentinel1,
treatment_0006,P09,0.4424932000678685,0.4199467549082059,0.39377999933401764,0.4513641654056418,True,False,True,5.0,225.0,0.26108660159591807,G_block2_D_min,sentinel1,
treatment_0007,P09,0.4118938259799417,0.3592077501277755,0.28868966407169455,0.4167168082902314,True,False,True,5.0,220.0,0.3544114241150286,G_block2_D_min,sentinel1,
treatment_0008,P09,0.3889753415340755,0.4027616217416819,0.30823686468979217,0.41768830783089156,True,False,True,5.0,155.0,0.23961279120929319,G_block2_D_min,sentinel1,
treatment_0009,P09,0.39088186213737136,0.39181904764177045,0.33624602654366587,0.40395695784239777,True,False,True,5.0,215.0,0.2740360160974339,G_block2_D_min,sentinel1,
treatment_0010,P09,0.41361290278440244,0.41051236572342586,0.343099909467513,0.4312517196975572,True,False,True,5.0,175.0,0.34445102178480325,G_block2_D_min,sentinel1,
treatment_0001,P10,0.48822910050080603,0.4539524010687076,0.3689615128109344,0.5156177234214134,True,False,True,5.0,185.0,0.30014204627932456,G_block2_D_min,sentinel1,
treatment_0002,P10,0.4789170986061466,0.4291447368454707,0.36063296212298906,0.5676315008751815,True,False,True,5.0,145.0,0.22070507639601403,G_block2_D_min,sentinel1,
treatment_0003,P10,0.4271799786961713,0.39215258626466976,0.3768777240459565,0.4368702659144078,True,False,True,5.0,200.0,0.2270782855861789,G_block2_D_min,sentinel1,
treatment_0004,P10,0.463616588088675,0.4763888863272843,0.3396957650155522,0.5195248216639348,True,False,True,3.0,130.0,0.5112610518392791,G_block2_D_min,sentinel1,
treatment_0005,P10,0.4419248283358739,0.42269901200181415,0.31606675871585554,0.44861670255619984,True,False,True,4.0,195.0,0.35681264487135966,G_block2_D_min,sentinel1,
treatment_0006,P10,0.4567008183684129,0.42266286127036407,0.3564266510881188,0.4660637792257097,True,False,True,5.0,225.0,0.26142889585518087,G_block2_D_min,sentinel1,
treatment_0007,P10,0.379521391067358,0.3701294382282615,0.30517892244520584,0.3872118783137219,True,False,True,5.0,220.0,0.34356023223057464,G_block2_D_min,sentinel1,
treatment_0008,P10,0.4300684301469719,0.4012827094709938,0.3269184549438793,0.4325358180615265,True,False,True,5.0,155.0,0.250258981063374,G_block2_D_min,sentinel1,
treatment_0009,P10,0.4138796243467015,0.3918152999574376,0.3604419052468382,0.4149305449273636,True,False,True,5.0,215.0,0.2713215188671896,G_block2_D_min,sentinel1,
treatment_0010,P10,0.42239814003909537,0.4110138730723254,0.3334259874339808,0.43959851810201567,True,False,True,5.0,175.0,0.34299602023741865,G_block2_D_min,sentinel1,
treatment_0001,P09,0.760058491916703,0.6625807176081692,0.7527427599629246,0.786823910228945,True,False,True,5.0,245.0,0.32803858029529476,G_block2_A,sentinel2,
treatment_0002,P09,0.859137002981008,0.6488212020151432,0.7685070939862865,0.8249937198324075,True,False,False,5.0,245.0,0.37199678481319176,G_block2_A,sentinel2,
treatment_0003,P09,0.5894613046271816,0.6043716385125143,0.5466927219320397,0.5763292207561356,True,False,False,5.0,245.0,0.4361652866838324,G_block2_A,sentinel2,
treatment_0004,P09,1.0618429141716172,0.7911186882678964,0.9168762678379663,1.0548740394521408,True,False,False,5.0,245.0,0.5461115591976893,G_block2_A,sentinel2,
treatment_0005,P09,0.862092170558337,0.9242795800308484,0.7220911376217414,0.7373570238528926,True,False,False,5.0,245.0,0.43186563001975004,G_block2_A,sentinel2,
treatment_0006,P09,0.8500210062509186,0.6652115110203667,0.6107162522890321,0.8239346789216263,True,False,False,5.0,245.0,0.5914935382718965,G_block2_A,sentinel2,
treatment_0007,P09,0.7458918437878027,0.5424655630190116,0.6985092188793299,0.7452155696459497,True,False,False,5.0,245.0,0.34667639991634386,G_block2_A,sentinel2,
treatment_0008,P09,0.6706450119518518,0.6721434707293875,0.6086759990671173,0.7024023376166049,True,False,True,5.0,245.0,0.40876430396844604,G_block2_A,sentinel2,
treatment_0009,P09,0.7725281795112647,0.6662496370759291,0.6194376549177791,0.7339125105510542,True,False,False,5.0,245.0,0.3579897066777487,G_block2_A,sentinel2,
treatment_0010,P09,0.6711966911344595,0.8258934249245626,1.079386822578014,0.671173316485359,True,True,False,5.0,245.0,0.42980707280896063,G_block2_A,sentinel2,
treatment_0001,P10,0.9043523292021513,0.6661594544863341,0.7109238557288975,0.9632355122584134,True,False,True,5.0,245.0,0.33366861840387274,G_block2_A,sentinel2,
treatment_0002,P10,0.7705866639638834,0.6683180795524867,0.7382164978939566,0.7421525897525769,True,False,False,5.0,245.0,0.3766238744746654,G_block2_A,sentinel2,
treatment_0003,P10,0.5342417485577833,0.5941934054570956,0.6032482694872205,0.5172896750819985,True,True,False,5.0,245.0,0.4461125361414092,G_block2_A,sentinel2,
treatment_0004,P10,0.9155513983925646,0.814841764231648,0.619912919078245,0.9265342194024285,True,False,True,5.0,245.0,0.5248791937169227,G_block2_A,sentinel2,
treatment_0005,P10,0.942913234264328,0.9040695727698325,0.6506766870857597,0.9010041561476524,True,False,False,5.0,245.0,0.37936051121919706,G_block2_A,sentinel2,
treatment_0006,P10,0.779313776068538,0.6794091225811341,0.6160031537690432,0.7332308999930636,True,False,False,5.0,245.0,0.5818766951408454,G_block2_A,sentinel2,
treatment_0007,P10,0.6692113365650583,0.5611229777831588,0.7261994429279314,0.6708102818825411,True,True,True,5.0,245.0,0.3442431942682424,G_block2_A,sentinel2,
treatment_0008,P10,0.8349513726683417,0.6626249066490266,0.6826795035273139,0.8393058494481997,True,False,True,5.0,245.0,0.4447288950001324,G_block2_A,sentinel2,
treatment_0009,P10,0.858813915415901,0.6698511814663143,0.7014113398817261,0.8331161148732829,True,False,False,5.0,245.0,0.3204502494485219,G_block2_A,sentinel2,
treatment_0010,P10,0.8283567258853549,0.802527403219837,0.6708939945065724,0.8491381571034116,True,False,True,5.0,245.0,0.4089197036012084,G_block2_A,sentinel2,
treatment_0001,P09,0.6928736474264521,0.5684688265320248,0.7527427599629246,0.7327482640480806,True,True,True,5.0,170.0,0.306995122457878,G_block2_D_min,sentinel2,
treatment_0002,P09,0.8316572691277536,0.696936870808967,0.7685070939862865,0.8931735055658411,True,False,True,4.0,140.0,0.3576713449503545,G_block2_D_min,sentinel2,
treatment_0003,P09,0.43110831382790077,0.5372065775771989,0.5466927219320397,0.4799526285771272,True,True,True,5.0,195.0,0.4795310182152275,G_block2_D_min,sentinel2,
treatment_0004,P09,1.0669430866019523,0.8950962587315697,0.9168762678379663,1.2515122225882476,True,False,True,3.0,120.0,0.49608716762307103,G_block2_D_min,sentinel2,
treatment_0005,P09,0.8868602687501695,0.8413848909904885,0.7220911376217414,0.8276763525306289,True,False,False,4.0,170.0,0.5028739629650335,G_block2_D_min,sentinel2,
treatment_0006,P09,0.7128418052498346,0.5260309336026041,0.6107162522890321,0.7206619408165449,True,False,True,5.0,220.0,0.6068258761399774,G_block2_D_min,sentinel2,
treatment_0007,P09,0.6890454178609997,0.4774505859863071,0.6985092188793299,0.6904834820952149,True,True,True,5.0,230.0,0.5131728234930123,G_block2_D_min,sentinel2,
treatment_0008,P09,0.6077087932522075,0.5733885205960532,0.6086759990671173,0.7003529789804257,True,True,True,5.0,155.0,0.40928470353253665,G_block2_D_min,sentinel2,
treatment_0009,P09,0.5952937653534068,0.5463712774779236,0.6194376549177791,0.5781354623513444,True,True,False,5.0,195.0,0.3344530706652255,G_block2_D_min,sentinel2,
