arm,sensor,treatment_site_id,fit_window,donor,weight,largest_donor_weight,effective_donors,n_train_periods
main,sentinel1,treatment_0007,P01-08,counterfactual_0008_01,0.20167368194698798,0.22509944712853097,4.975422692295581,8
main,sentinel1,treatment_0007,P01-08,counterfactual_0007_04,0.18242254874150424,0.22509944712853097,4.975422692295581,8
main,sentinel1,treatment_0007,P01-09,counterfactual_0006_05,0.22485981931524107,0.22485981931524107,4.974511256034448,9
main,sentinel1,treatment_0007,P01-09,counterfactual_0003_02,0.1917538198200866,0.22485981931524107,4.974511256034448,9
main,sentinel1,treatment_0007,P01-09,counterfactual_0008_03,0.19764800615147168,0.22485981931524107,4.974511256034448,9
main,sentinel1,treatment_0007,P01-09,counterfactual_0008_01,0.20362869769584666,0.22485981931524107,4.974511256034448,9
main,sentinel1,treatment_0007,P01-09,counterfactual_0007_04,0.18210965701735393,0.22485981931524107,4.974511256034448,9
main,sentinel1,treatment_0008,P01-08,counterfactual_0006_05,0.21815015579484737,0.21815015579484737,4.976051890666446,8
main,sentinel1,treatment_0008,P01-08,counterfactual_0005_03,0.20527327453835245,0.21815015579484737,4.976051890666446,8
main,sentinel1,treatment_0008,P01-08,counterfactual_0008_03,0.20198400416984263,0.21815015579484737,4.976051890666446,8
main,sentinel1,treatment_0008,P01-08,counterfactual_0003_01,0.1990986942303835,0.21815015579484737,4.976051890666446,8
main,sentinel1,treatment_0008,P01-08,counterfactual_0007_03,0.1754938712665741,0.21815015579484737,4.976051890666446,8
main,sentinel1,treatment_0008,P01-09,counterfactual_0006_05,0.21429564448195704,0.21429564448195704,4.973740302847782,9
main,sentinel1,treatment_0008,P01-09,counterfactual_0005_03,0.20977096004575885,0.21429564448195704,4.973740302847782,9
main,sentinel1,treatment_0008,P01-09,counterfactual_0008_03,0.20484426953489931,0.21429564448195704,4.973740302847782,9
main,sentinel1,treatment_0008,P01-09,counterfactual_0003_01,0.1980886892254739,0.21429564448195704,4.973740302847782,9
main,sentinel1,treatment_0008,P01-09,counterfactual_0007_03,0.1730004367119109,0.21429564448195704,4.973740302847782,9
main,sentinel1,treatment_0009,P01-08,counterfactual_0003_02,0.21213514010356546,0.21213514010356546,4.986019053168375,8
main,sentinel1,treatment_0009,P01-08,counterfactual_0001_04,0.18486062223671965,0.21213514010356546,4.986019053168375,8
main,sentinel1,treatment_0009,P01-08,counterfactual_0001_05,0.20913665435730522,0.21213514010356546,4.986019053168375,8
main,sentinel1,treatment_0009,P01-08,counterfactual_0005_03,0.20333933177306057,0.21213514010356546,4.986019053168375,8
main,sentinel1,treatment_0009,P01-08,counterfactual_0009_05,0.19052825152934919,0.21213514010356546,4.986019053168375,8
main,sentinel1,treatment_0009,P01-09,counterfactual_0003_02,0.21345343620790863,0.21345343620790863,4.987809909970631,9
main,sentinel1,treatment_0009,P01-09,counterfactual_0001_04,0.1847561559827363,0.21345343620790863,4.987809909970631,9
main,sentinel1,treatment_0009,P01-09,counterfactual_0001_05,0.20459904255421796,0.21345343620790863,4.987809909970631,9
main,sentinel1,treatment_0009,P01-09,counterfactual_0005_03,0.20361216345064537,0.21345343620790863,4.987809909970631,9
main,sentinel1,treatment_0009,P01-09,counterfactual_0009_05,0.19357920180449179,0.21345343620790863,4.987809909970631,9
main,sentinel1,treatment_0010,P01-08,counterfactual_0007_04,0.19535245408812166,0.2135652457068466,4.9806345151386076,8
main,sentinel1,treatment_0010,P01-08,counterfactual_0009_02,0.2135652457068466,0.2135652457068466,4.9806345151386076,8
main,sentinel1,treatment_0010,P01-08,counterfactual_0008_03,0.2044218330896351,0.2135652457068466,4.9806345151386076,8
main,sentinel1,treatment_0010,P01-08,counterfactual_0001_01,0.20855343106820207,0.2135652457068466,4.9806345151386076,8
main,sentinel1,treatment_0010,P01-08,counterfactual_0003_02,0.1781070360471945,0.2135652457068466,4.9806345151386076,8
main,sentinel1,treatment_0010,P01-09,counterfactual_0007_04,0.19278694396129936,0.21337800262239182,4.974954327832195,9
main,sentinel1,treatment_0010,P01-09,counterfactual_0009_02,0.21337800262239182,0.21337800262239182,4.974954327832195,9
main,sentinel1,treatment_0010,P01-09,counterfactual_0008_03,0.2070452159363953,0.21337800262239182,4.974954327832195,9
main,sentinel1,treatment_0010,P01-09,counterfactual_0001_01,0.21126923047506377,0.21337800262239182,4.974954327832195,9
main,sentinel1,treatment_0010,P01-09,counterfactual_0003_02,0.17552060700484978,0.21337800262239182,4.974954327832195,9
main,sentinel2,treatment_0001,P01-08,counterfactual_0002_02,0.3789766588802169,0.3789766588802169,3.4789527488468983,8
main,sentinel2,treatment_0001,P01-08,counterfactual_0005_02,0.13488195054276156,0.3789766588802169,3.4789527488468983,8
main,sentinel2,treatment_0001,P01-08,counterfactual_0009_03,0.33405064135623797,0.3789766588802169,3.4789527488468983,8
main,sentinel2,treatment_0001,P01-08,counterfactual_0005_03,0.11119324565859617,0.3789766588802169,3.4789527488468983,8
main,sentinel2,treatment_0001,P01-08,counterfactual_0008_03,0.040897503562187236,0.3789766588802169,3.4789527488468983,8
main,sentinel2,treatment_0001,P01-09,counterfactual_0002_02,0.3336544518104317,0.3336544518104317,3.6734996124165495,9
main,sentinel2,treatment_0001,P01-09,counterfactual_0005_02,0.21104719482153245,0.3336544518104317,3.6734996124165495,9
main,sentinel2,treatment_0001,P01-09,counterfactual_0009_03,0.32918457735213236,0.3336544518104317,3.6734996124165495,9
main,sentinel2,treatment_0001,P01-09,counterfactual_0005_03,0.06746951602453857,0.3336544518104317,3.6734996124165495,9
main,sentinel2,treatment_0001,P01-09,counterfactual_0008_03,0.05864425999136498,0.3336544518104317,3.6734996124165495,9
main,sentinel2,treatment_0002,P01-08,counterfactual_0004_01,0.3256432628157754,0.3256432628157754,4.203674083105396,8
