fill,sensor,n,m,n_sites,N,h_median,h_interior,n_selected_mean,most_recent_only,oldest_only,n_eff_mean,mse_pre_mean,passes_nu,delta_rms_mean,placebo_sites,placebo_rmse,placebo_rmse_raw,placebo_rmse_ownmean,placebo_beats_ownmean,nc_sites,nc_rank1,nc_p_mean,nc_controls_mean
chipmean,sentinel1,3,5,12,3,0.7126427896022376,12,1.0,12,0,1.0,0.008610694282180075,0,0.2399154009150839,,,,,,12,0,0.6060606060606061,1.26005291005291
chipmean,sentinel1,3,6,12,2,0.7126427896022376,12,1.0,12,0,1.0,0.008440978312479077,0,0.2399154009150839,,,,,,12,0,0.6060606060606061,1.26005291005291
chipmean,sentinel1,3,7,12,1,0.7126427896022376,12,1.0,12,12,1.0,0.008308652861191293,0,0.2399154009150839,,,,,,12,0,0.6060606060606061,1.26005291005291
chipmean,sentinel2,2,2,15,7,0.5011872336272725,15,1.0,15,0,1.0,0.006572389206639808,0,0.22317247198735826,15.0,0.20160906335182383,0.22044172945900986,0.24147830126175737,14.0,15,2,0.5030303030303029,2.2883597883597884
chipmean,sentinel2,2,3,15,6,0.5011872336272725,15,1.0,15,0,1.0,0.0063963324579952045,0,0.22317247198735826,15.0,0.20160906335182383,0.22044172945900986,0.24147830126175737,14.0,15,2,0.5030303030303029,2.2883597883597884
chipmean,sentinel2,2,4,15,5,0.5011872336272725,15,1.0,15,0,1.0,0.006269859994886102,0,0.22317247198735826,15.0,0.20160906335182383,0.22044172945900986,0.24147830126175737,14.0,15,2,0.5030303030303029,2.2883597883597884
chipmean,sentinel2,2,5,15,4,0.5011872336272725,15,1.0,15,0,1.0,0.0061893282991657885,0,0.22317247198735826,15.0,0.20160906335182383,0.22044172945900986,0.24147830126175737,14.0,15,2,0.5030303030303029,2.2883597883597884
chipmean,sentinel2,2,6,15,3,0.5011872336272725,15,1.0,15,0,1.0,0.006154547188209134,0,0.22317247198735826,15.0,0.20160906335182383,0.22044172945900986,0.24147830126175737,14.0,15,2,0.5030303030303029,2.2883597883597884
chipmean,sentinel2,2,7,15,2,0.5011872336272725,15,1.0,15,0,1.0,0.006169626866179064,0,0.22317247198735826,,,,,,15,2,0.5030303030303029,2.2883597883597884
chipmean,sentinel2,2,8,15,1,0.5011872336272725,15,1.0,15,15,1.0,0.0062442066200773345,0,0.22317247198735826,,,,,,15,2,0.5030303030303029,2.2883597883597884
chipmean,sentinel2,3,2,15,6,0.5011872336272725,15,1.0,15,0,1.0,0.014230225058359552,0,0.23532904918963374,15.0,0.22036214391514347,0.2810864816456848,0.2539754652035798,14.0,15,1,0.5212121212121211,2.047169312169312
chipmean,sentinel2,3,3,15,5,0.5011872336272725,15,1.0,15,0,1.0,0.013922724029461962,0,0.23532904918963374,15.0,0.22036214391514347,0.2810864816456848,0.2539754652035798,14.0,15,1,0.5212121212121211,2.047169312169312
chipmean,sentinel2,3,4,15,4,0.5011872336272725,15,1.0,15,0,1.0,0.013719631130016865,0,0.23532904918963374,15.0,0.22036214391514347,0.2810864816456848,0.2539754652035798,14.0,15,1,0.5272727272727272,2.0105026455026453
chipmean,sentinel2,3,5,15,3,0.5011872336272725,15,1.0,15,0,1.0,0.013617573824048388,0,0.23532904918963374,,,,,,15,1,0.5272727272727272,2.0105026455026453
chipmean,sentinel2,3,6,15,2,0.5011872336272725,15,1.0,15,0,1.0,0.013621999975058996,0,0.23532904918963374,,,,,,15,1,0.5272727272727272,2.0105026455026453
chipmean,sentinel2,3,7,15,1,0.5011872336272725,15,1.0,15,15,1.0,0.013749591296075708,0,0.23532904918963374,,,,,,15,0,0.5333333333333332,1.643835978835979
histfill,sentinel1,2,2,12,7,0.7126427896022376,12,1.0,12,0,1.0,0.004289848893582192,0,0.23666506565907527,12.0,0.23097712859719285,0.267712198148157,0.23601995607956275,10.0,12,0,0.6363636363636364,1.1203703703703702
histfill,sentinel1,2,3,12,6,0.7126427896022376,12,1.0,12,0,1.0,0.004157581710485384,0,0.23666506565907527,12.0,0.23097712859719285,0.267712198148157,0.23601995607956275,10.0,12,0,0.6363636363636364,1.1203703703703702
histfill,sentinel1,2,4,12,5,0.7126427896022376,12,1.0,12,0,1.0,0.004040065361630602,0,0.23666506565907527,12.0,0.23097712859719285,0.267712198148157,0.23601995607956275,10.0,12,0,0.6363636363636364,1.1203703703703702
histfill,sentinel1,2,5,12,4,0.7126427896022376,12,1.0,12,0,1.0,0.003937452913904423,0,0.23666506565907527,12.0,0.23097712859719285,0.267712198148157,0.23601995607956275,10.0,12,0,0.6363636363636364,1.1203703703703702
histfill,sentinel1,2,6,12,3,0.7126427896022376,12,1.0,12,0,1.0,0.003850172437006713,0,0.23666506565907527,12.0,0.23097712859719285,0.267712198148157,0.23601995607956275,10.0,12,0,0.6363636363636364,1.1203703703703702
histfill,sentinel1,2,7,12,2,0.7126427896022376,12,1.0,12,0,1.0,0.0037789292720283086,0,0.23666506565907527,,,,,,12,0,0.6363636363636364,1.1203703703703702
histfill,sentinel1,2,8,12,1,0.7126427896022376,12,1.0,12,12,1.0,0.0037247101787678404,0,0.23666506565907527,,,,,,12,0,0.6363636363636364,1.1203703703703702
histfill,sentinel1,3,2,12,6,0.7126427896022376,12,1.0,12,0,1.0,0.009327494255747153,0,0.2399154009150839,12.0,0.24800044757132655,0.30214538154628495,0.2451810143429878,2.0,12,0,0.6060606060606061,1.26005291005291
histfill,sentinel1,3,3,12,5,0.7126427896022376,12,1.0,12,0,1.0,0.00905499684160121,0,0.2399154009150839,12.0,0.24800044757132655,0.30214538154628495,0.2451810143429878,2.0,12,0,0.6060606060606061,1.26005291005291
histfill,sentinel1,3,4,12,4,0.7126427896022376,12,1.0,12,0,1.0,0.008815818662848288,0,0.2399154009150839,12.0,0.24800044757132655,0.30214538154628495,0.2451810143429878,2.0,12,0,0.6060606060606061,1.26005291005291
histfill,sentinel1,3,5,12,3,0.7126427896022376,12,1.0,12,0,1.0,0.008610694282180075,0,0.2399154009150839,,,,,,12,0,0.6060606060606061,1.26005291005291
histfill,sentinel1,3,6,12,2,0.7126427896022376,12,1.0,12,0,1.0,0.008440978312479077,0,0.2399154009150839,,,,,,12,0,0.6060606060606061,1.26005291005291
histfill,sentinel1,3,7,12,1,0.7126427896022376,12,1.0,12,12,1.0,0.008308652861191293,0,0.2399154009150839,,,,,,12,0,0.6060606060606061,1.26005291005291
histfill,sentinel2,2,2,15,7,0.5011872336272725,15,1.0,15,0,1.0,0.006268779300991552,0,0.21720115842837887,15.0,0.21134461807751637,0.23621494913217855,0.2439112709570178,14.0,15,1,0.5818181818181819,1.7939682539682542
histfill,sentinel2,2,3,15,6,0.5011872336272725,15,1.0,15,0,1.0,0.00602710839242844,0,0.21720115842837887,15.0,0.21134461807751637,0.23621494913217855,0.2439112709570178,14.0,15,1,0.5818181818181819,1.7939682539682542
histfill,sentinel2,2,4,15,5,0.5011872336272725,15,1.0,15,0,1.0,0.005845756888641649,0,0.21720115842837887,15.0,0.21134461807751637,0.23621494913217855,0.2439112709570178,14.0,15,1,0.5818181818181819,1.7939682539682542
histfill,sentinel2,2,5,15,4,0.5011872336272725,15,1.0,15,0,1.0,0.00572205996996236,0,0.21720115842837887,15.0,0.21134461807751637,0.23621494913217855,0.2439112709570178,14.0,15,1,0.5818181818181819,1.7939682539682542
histfill,sentinel2,2,6,15,3,0.5011872336272725,15,1.0,15,0,1.0,0.005655728190259392,0,0.21720115842837887,15.0,0.21134461807751637,0.23621494913217855,0.2439112709570178,14.0,15,1,0.5818181818181819,1.7939682539682542
histfill,sentinel2,2,7,15,2,0.5011872336272725,15,1.0,15,0,1.0,0.005649851227404184,0,0.21720115842837887,,,,,,15,1,0.5818181818181819,1.7939682539682542
histfill,sentinel2,2,8,15,1,0.5011872336272725,15,1.0,15,15,1.0,0.005712280377490535,0,0.21720115842837887,,,,,,15,1,0.5818181818181819,1.7939682539682542
histfill,sentinel2,3,2,15,6,0.5011872336272725,15,1.0,15,0,1.0,0.013409362659086417,0,0.23599180541769707,15.0,0.22666782732860255,0.2845861013558355,0.2525201574576875,13.0,15,1,0.5333333333333333,1.9525396825396824
histfill,sentinel2,3,3,15,5,0.5011872336272725,15,1.0,15,0,1.0,0.012971254468769398,0,0.23599180541769707,15.0,0.22666782732860255,0.2845861013558355,0.2525201574576875,13.0,15,1,0.5333333333333333,1.9525396825396824
histfill,sentinel2,3,4,15,4,0.5011872336272725,15,1.0,15,0,1.0,0.012663339362271254,0,0.23599180541769707,15.0,0.22666782732860255,0.2845861013558355,0.2525201574576875,13.0,15,1,0.5333333333333333,1.9525396825396824
histfill,sentinel2,3,5,15,3,0.5011872336272725,15,1.0,15,0,1.0,0.012482948574894894,0,0.23599180541769707,,,,,,15,1,0.5333333333333333,1.9525396825396824
histfill,sentinel2,3,6,15,2,0.5011872336272725,15,1.0,15,0,1.0,0.012433983867256743,0,0.23599180541769707,,,,,,15,0,0.5454545454545454,1.4636507936507936
histfill,sentinel2,3,7,15,1,0.5011872336272725,15,1.0,15,15,1.0,0.012529692952163015,0,0.23599180541769707,,,,,,15,0,0.5454545454545454,1.4636507936507936
