fill,sensor,site,group,matched_treatment,n,m,T0,h,h_flag,ok,note,N,selected,n_selected,w,w_max,n_eff,mse_pre,passes_nu,nu,zeta,var_pre,single_block,mse_single,mse_allin,n_post_observed,pre_periods,post_periods,delta_rms_k1,delta_rms_k2,delta_rms_mean,placebo_T0,placebo_ok,placebo_h,placebo_h_flag,placebo_selected,placebo_w,placebo_n_eff,placebo_mse_pre,placebo_rmse_P09,placebo_rmse_P10,placebo_rmse,placebo_rmse_raw,placebo_rmse_ownmean,placebo_beats_ownmean,delta_rms_k3,placebo_rmse_P08
chipmean,sentinel1,counterfactual_0015_01,counterfactual,treatment_0015,2,2,10,0.7943282347242817,interior,True,,7,1,1,1.0000,1.0,1.0,0.003551246932500099,False,8.614947688583198e-05,8.614947688583199e-07,0.08614947688583198,1,0.003551246932500099,0.003551246932500099,2,P09-P10,P11-P12,0.2112562801080791,0.2629746960788703,0.2371154880934747,8,True,3.1622776601683795,interior,1,1.0000,1.0,0.004445296330242937,0.23721552903970727,0.2597392354482401,0.2484773822439737,0.28349374174786357,0.24344085498068646,False,,
chipmean,sentinel1,counterfactual_0015_02,counterfactual,treatment_0015,2,2,10,1.0,interior,True,,7,1,1,1.0000,1.0,1.0,0.0030580162001734358,False,8.677382023285362e-05,8.677382023285362e-07,0.08677382023285361,1,0.0030580162001734358,0.0030580162001734358,2,P09-P10,P11-P12,0.19927028783887532,0.2622446946549059,0.2307574912468906,8,True,0.6309573444801934,interior,1,1.0000,1.0,0.004768522027818046,0.20371975082133376,0.22613789875193577,0.21492882478663478,0.25902439888691575,0.21633058398911176,True,,
chipmean,sentinel1,counterfactual_0015_03,counterfactual,treatment_0015,2,2,10,10.0,ceiling,True,,7,1,1,1.0000,1.0,1.0,0.0029409587969303048,False,8.247931281618418e-05,8.247931281618418e-07,0.08247931281618417,1,0.0029409587969303048,0.0029409587969303048,2,P09-P10,P11-P12,0.2346589723306033,0.2607161353573565,0.2476875538439799,8,True,1.2589254117941675,interior,1,1.0000,1.0,0.004801537841877045,0.23419000409025928,0.25508623241979106,0.24463811825502518,0.289753451879578,0.23502479724113434,False,,
chipmean,sentinel1,counterfactual_0015_04,counterfactual,treatment_0015,2,2,10,1.0,interior,True,,7,1,1,1.0000,1.0,1.0,0.00401736776530216,False,8.640280355437308e-05,8.640280355437308e-07,0.08640280355437308,1,0.00401736776530216,0.00401736776530216,2,P09-P10,P11-P12,0.2311868389850845,0.2706519687159841,0.2509194038505343,8,True,0.7943282347242817,interior,1,1.0000,1.0,0.006433194170213814,0.2631269553085977,0.27398277734504006,0.2685548663268189,0.3191226406098411,0.26151710348142976,False,,
chipmean,sentinel1,counterfactual_0015_05,counterfactual,treatment_0015,2,2,10,1.0,interior,True,,7,1,1,1.0000,1.0,1.0,0.0025631958902055493,False,9.86459617835396e-05,9.864596178353961e-07,0.0986459617835396,1,0.0025631958902055493,0.0025631958902055493,2,P09-P10,P11-P12,0.19011815197496632,0.22886656415151527,0.2094923580632408,8,True,0.6309573444801934,interior,1,1.0000,1.0,0.004380236017988397,0.2127284583465327,0.21884914546066195,0.21578880190359734,0.25524652177681106,0.20797772945831605,False,,
chipmean,sentinel1,counterfactual_0015_06,counterfactual,treatment_0015,2,2,10,10.0,ceiling,True,,7,1,1,1.0000,1.0,1.0,0.0032022153366641757,False,8.442716159772832e-05,8.442716159772832e-07,0.08442716159772831,1,0.0032022153366641757,0.0032022153366641757,2,P09-P10,P11-P12,0.2601562684928195,0.2884508526161427,0.2743035605544811,8,True,1.584893192461114,interior,1,1.0000,1.0,0.005350513743050541,0.25713303925909015,0.2734581700647523,0.26529560466192126,0.3255392077895669,0.2545185396724307,False,,
chipmean,sentinel1,counterfactual_0015_07,counterfactual,treatment_0015,2,2,10,1.0,interior,True,,7,1,1,1.0000,1.0,1.0,0.0035261344837948455,False,8.464947733341293e-05,8.464947733341293e-07,0.08464947733341292,1,0.0035261344837948455,0.0035261344837948455,2,P09-P10,P11-P12,0.22619597143934345,0.2767385420732776,0.25146725675631054,8,True,0.7943282347242817,interior,1,1.0000,1.0,0.0056357437676770395,0.24512724074849218,0.26208960121454,0.2536084209815161,0.30013080621798777,0.24420125420374247,False,,
chipmean,sentinel1,counterfactual_0015_08,counterfactual,treatment_0015,2,2,10,1.0,interior,True,,7,1,1,1.0000,1.0,1.0,0.002728334539564934,False,8.303604160355068e-05,8.303604160355068e-07,0.08303604160355067,1,0.002728334539564934,0.002728334539564934,2,P09-P10,P11-P12,0.21824769561757823,0.2703258146242995,0.24428675512093886,8,True,0.7943282347242817,interior,1,1.0000,1.0,0.004480967076411012,0.22897029216284953,0.2503389788782745,0.23965463552056201,0.2857808756356254,0.22689623096646339,False,,
chipmean,sentinel1,counterfactual_0015_09,counterfactual,treatment_0015,2,2,10,1.2589254117941675,interior,True,,7,1,1,1.0000,1.0,1.0,0.003789500646281749,False,7.97346743664825e-05,7.973467436648251e-07,0.0797346743664825,1,0.003789500646281749,0.003789500646281749,2,P09-P10,P11-P12,0.23717978030034745,0.3010785363294593,0.26912915831490336,8,True,0.7943282347242817,interior,1,1.0000,1.0,0.00598463997376416,0.25626442729973437,0.27277925795666347,0.2645218426281989,0.3185557864078352,0.2579193343618293,False,,
chipmean,sentinel1,counterfactual_0015_10,counterfactual,treatment_0015,2,2,10,0.6309573444801934,interior,True,,7,1,1,1.0000,1.0,1.0,0.004569778831976584,False,9.542394219102301e-05,9.542394219102301e-07,0.095423942191023,1,0.004569778831976584,0.004569778831976584,2,P09-P10,P11-P12,0.2000882731429373,0.254517988084561,0.22730313061374915,8,True,0.5011872336272725,interior,1,1.0000,1.0,0.006321624089747801,0.22521986609437766,0.2489194710162869,0.2370696685553323,0.2748553953366436,0.24064095100968336,True,,
chipmean,sentinel1,counterfactual_0016_01,counterfactual,treatment_0016,2,2,10,1.0,interior,True,,7,1,1,1.0000,1.0,1.0,0.00360427986124523,False,8.423768388471771e-05,8.423768388471772e-07,0.08423768388471771,1,0.00360427986124523,0.00360427986124523,2,P09-P10,P11-P12,0.24876603629347857,0.311028023328503,0.2798970298109908,8,True,0.7943282347242817,interior,1,1.0000,1.0,0.005707559052445152,0.24959054759412255,0.2648442497359338,0.2572173986650282,0.2995209662139535,0.25153708069779546,False,,
chipmean,sentinel1,counterfactual_0016_02,counterfactual,treatment_0016,2,2,10,1.584893192461114,interior,True,,7,1,1,1.0000,1.0,1.0,0.002918966525221411,False,8.304537834453406e-05,8.304537834453407e-07,0.08304537834453406,1,0.002918966525221411,0.002918966525221411,2,P09-P10,P11-P12,0.22901772278010746,0.2769368127886038,0.25297726778435564,8,True,1.2589254117941675,interior,1,1.0000,1.0,0.004935492957066979,0.23651764941703496,0.2644154204644539,0.25046653494074445,0.2946728084490772,0.237410083119798,False,,
chipmean,sentinel1,counterfactual_0016_03,counterfactual,treatment_0016,2,2,10,1.0,interior,True,,7,1,1,1.0000,1.0,1.0,0.0034945283629318944,False,8.135266227521616e-05,8.135266227521617e-07,0.08135266227521616,1,0.0034945283629318944,0.0034945283629318944,2,P09-P10,P11-P12,0.250508111275972,0.29986143782345825,0.2751847745497151,8,True,0.7943282347242817,interior,1,1.0000,1.0,0.006271876348513199,0.25839490730676645,0.2765038255613292,0.2674493664340478,0.31889887225349534,0.2516709633933539,False,,
chipmean,sentinel1,counterfactual_0016_04,counterfactual,treatment_0016,2,2,10,0.5011872336272725,interior,True,,7,1,1,1.0000,1.0,1.0,0.0053308655514935676,False,9.378878139475095e-05,9.378878139475095e-07,0.09378878139475094,1,0.0053308655514935676,0.0053308655514935676,2,P09-P10,P11-P12,0.21701739613522594,0.26553062158293156,0.24127400885907874,8,True,0.5011872336272725,interior,1,1.0000,1.0,0.006699445584044011,0.22483314158119477,0.25207004961436025,0.2384515955977775,0.2726076779497334,0.241512083450525,True,,
chipmean,sentinel1,counterfactual_0016_05,counterfactual,treatment_0016,2,2,10,1.0,interior,True,,7,1,1,1.0000,1.0,1.0,0.003029279274323784,False,8.843247961392812e-05,8.843247961392812e-07,0.08843247961392811,1,0.003029279274323784,0.003029279274323784,2,P09-P10,P11-P12,0.21170023504827495,0.26008100943373824,0.2358906222410066,8,True,0.6309573444801934,interior,1,1.0000,1.0,0.004963711516240425,0.2233814522172119,0.22856039393658054,0.2259709230768962,0.26596700767581094,0.22088551148058574,False,,
chipmean,sentinel1,counterfactual_0016_06,counterfactual,treatment_0016,2,2,10,0.7943282347242817,interior,True,,7,1,1,1.0000,1.0,1.0,0.0034371480191490306,False,9.134523294716819e-05,9.134523294716819e-07,0.09134523294716819,1,0.0034371480191490306,0.0034371480191490306,2,P09-P10,P11-P12,0.19337906515417969,0.2371180927705604,0.21524857896237004,8,True,0.5011872336272725,interior,1,1.0000,1.0,0.005860473064771592,0.20317525661780186,0.22145949279863503,0.21231737470821843,0.24170138237213942,0.21624770773041846,True,,
chipmean,sentinel1,counterfactual_0016_07,counterfactual,treatment_0016,2,2,10,0.6309573444801934,interior,True,,7,1,1,1.0000,1.0,1.0,0.004754804462374839,False,9.028235841308288e-05,9.028235841308289e-07,0.09028235841308288,1,0.004754804462374839,0.004754804462374839,2,P09-P10,P11-P12,0.2310592565516227,0.2907723863066867,0.2609158214291547,8,True,0.5011872336272725,interior,1,1.0000,1.0,0.0076312637597760295,0.23955143417297634,0.2658722164131324,0.25271182529305436,0.2949810170560809,0.249561677914061,False,,
chipmean,sentinel1,counterfactual_0016_08,counterfactual,treatment_0016,2,2,10,1.2589254117941675,interior,True,,7,1,1,1.0000,1.0,1.0,0.0027315476720986246,False,8.781312877365608e-05,8.781312877365608e-07,0.08781312877365607,1,0.0027315476720986246,0.0027315476720986246,2,P09-P10,P11-P12,0.1980243435908082,0.2368368522648245,0.21743059792781635,8,True,0.6309573444801934,interior,1,1.0000,1.0,0.004767530014379476,0.20525622680198707,0.22558543910749979,0.21542083295474343,0.25613111644244935,0.21150229363037432,False,,
chipmean,sentinel1,counterfactual_0016_09,counterfactual,treatment_0016,2,2,10,10.0,ceiling,True,,7,1,1,1.0000,1.0,1.0,0.003502458314174083,False,8.177964075420407e-05,8.177964075420406e-07,0.08177964075420406,1,0.003502458314174083,0.003502458314174083,2,P09-P10,P11-P12,0.24618656059034788,0.2955433010202797,0.2708649308053138,8,True,0.7943282347242817,interior,1,1.0000,1.0,0.005867837390733782,0.23856320151342625,0.26150338147799584,0.2500332914957111,0.3076025642517336,0.24379733282971078,False,,
chipmean,sentinel1,counterfactual_0016_10,counterfactual,treatment_0016,2,2,10,0.7943282347242817,interior,True,,7,1,1,1.0000,1.0,1.0,0.002750277432900485,False,9.308006910104636e-05,9.308006910104636e-07,0.09308006910104635,1,0.002750277432900485,0.002750277432900485,2,P09-P10,P11-P12,0.2035665180204891,0.24147868139076836,0.22252259970562874,8,True,0.6309573444801934,interior,1,1.0000,1.0,0.004587550064456587,0.20072595020828246,0.21706002661553353,0.208892988411908,0.2461728320698648,0.20054128015794492,False,,
chipmean,sentinel1,counterfactual_0017_01,counterfactual,treatment_0017,2,2,10,0.7943282347242817,interior,True,,7,1,1,1.0000,1.0,1.0,0.0035124170876281073,False,8.193900559453494e-05,8.193900559453495e-07,0.08193900559453494,1,0.0035124170876281073,0.0035124170876281073,2,P09-P10,P11-P12,0.23092140835512795,0.2893202652409068,0.2601208367980174,8,True,1.584893192461114,interior,1,1.0000,1.0,0.005093870390585172,0.24775676275338668,0.2634139075899644,0.25558533517167553,0.3046801090516934,0.24431727609949017,False,,
chipmean,sentinel1,counterfactual_0017_02,counterfactual,treatment_0017,2,2,10,2.511886431509581,interior,True,,7,1,1,1.0000,1.0,1.0,0.003345237458464381,False,8.292063690248839e-05,8.292063690248839e-07,0.08292063690248838,1,0.003345237458464381,0.003345237458464381,2,P09-P10,P11-P12,0.22825229204372044,0.2877355558750225,0.2579939239593715,8,True,1.0,interior,1,1.0000,1.0,0.005372924507199885,0.24845929806207828,0.2672557873934886,0.25785754272778344,0.31518450850267266,0.25029671166702777,False,,
chipmean,sentinel1,counterfactual_0017_03,counterfactual,treatment_0017,2,2,10,0.6309573444801934,interior,True,,7,1,1,1.0000,1.0,1.0,0.004616260625969836,False,9.436572806018177e-05,9.436572806018178e-07,0.09436572806018177,1,0.004616260625969836,0.004616260625969836,2,P09-P10,P11-P12,0.21741762870593845,0.2656728632558723,0.24154524598090538,8,True,0.5011872336272725,interior,1,1.0000,1.0,0.00669712234024677,0.23411950453087402,0.25393620146762375,0.2440278529992489,0.28747744944367626,0.24635163028324086,True,,
chipmean,sentinel1,counterfactual_0017_04,counterfactual,treatment_0017,2,2,10,1.0,interior,True,,7,1,1,1.0000,1.0,1.0,0.003486112551111104,False,8.50054463004613e-05,8.50054463004613e-07,0.0850054463004613,1,0.003486112551111104,0.003486112551111104,2,P09-P10,P11-P12,0.21460894797815727,0.2669232598122681,0.2407661038952127,8,True,0.6309573444801934,interior,1,1.0000,1.0,0.005600448744439396,0.22817605075961953,0.24700608477748975,0.23759106776855465,0.2843030803081925,0.23545172753473326,False,,
chipmean,sentinel1,counterfactual_0017_05,counterfactual,treatment_0017,2,2,10,1.584893192461114,interior,True,,7,1,1,1.0000,1.0,1.0,0.003247927969260935,False,8.364516614999082e-05,8.364516614999083e-07,0.08364516614999082,1,0.003247927969260935,0.003247927969260935,2,P09-P10,P11-P12,0.22957352788984897,0.30164093317763135,0.26560723053374014,8,True,1.2589254117941675,interior,1,1.0000,1.0,0.0047910531724847435,0.2352006217861516,0.26330618939519723,0.2492534055906744,0.2933634051362509,0.24349486868306433,False,,
chipmean,sentinel1,counterfactual_0017_06,counterfactual,treatment_0017,2,2,10,1.0,interior,True,,7,1,1,1.0000,1.0,1.0,0.0034968841685876534,False,8.837416318561894e-05,8.837416318561895e-07,0.08837416318561894,1,0.0034968841685876534,0.0034968841685876534,2,P09-P10,P11-P12,0.2208260745539002,0.26597886686663325,0.24340247071026672,8,True,0.7943282347242817,interior,1,1.0000,1.0,0.005002390197950992,0.2239703620607125,0.2320561439932694,0.22801325302699094,0.2714104087962321,0.22994803285214302,True,,
chipmean,sentinel1,counterfactual_0017_07,counterfactual,treatment_0017,2,2,10,1.584893192461114,interior,True,,7,1,1,1.0000,1.0,1.0,0.0033630062021124413,False,8.183904964504952e-05,8.183904964504952e-07,0.08183904964504951,1,0.0033630062021124413,0.0033630062021124413,2,P09-P10,P11-P12,0.25298634938901876,0.28691255802185744,0.2699494537054381,8,True,1.0,interior,1,1.0000,1.0,0.005641475723530647,0.24702091976790821,0.26619668585741885,0.2566088028126635,0.3108052641022111,0.24680379363061417,False,,
chipmean,sentinel1,counterfactual_0017_08,counterfactual,treatment_0017,2,2,10,0.6309573444801934,interior,True,,7,1,1,1.0000,1.0,1.0,0.004352429308809429,False,9.084038913883656e-05,9.084038913883655e-07,0.09084038913883655,1,0.004352429308809429,0.004352429308809429,2,P09-P10,P11-P12,0.211214558968496,0.27011547942644143,0.24066501919746872,8,True,0.5011872336272725,interior,1,1.0000,1.0,0.005735019783732151,0.22267332301328546,0.24231835974564694,0.23249584137946622,0.2729004996970307,0.2405813190785633,True,,
chipmean,sentinel1,counterfactual_0017_09,counterfactual,treatment_0017,2,2,10,0.7943282347242817,interior,True,,7,1,1,1.0000,1.0,1.0,0.0038995664495812448,False,9.525977986983613e-05,9.525977986983614e-07,0.09525977986983612,1,0.0038995664495812448,0.0038995664495812448,2,P09-P10,P11-P12,0.20821989060471913,0.27955275751370745,0.2438863240592133,8,True,0.5011872336272725,interior,1,1.0000,1.0,0.006370746891575956,0.2141457620542589,0.22398810612627643,0.21906693409026767,0.2561944089652354,0.22722521369370746,True,,
chipmean,sentinel1,counterfactual_0017_10,counterfactual,treatment_0017,2,2,10,1.0,interior,True,,7,1,1,1.0000,1.0,1.0,0.004416873043264206,False,9.14446284380609e-05,9.14446284380609e-07,0.0914446284380609,1,0.004416873043264206,0.004416873043264206,2,P09-P10,P11-P12,0.21639345398266355,0.2732195280230953,0.24480649100287943,8,True,0.6309573444801934,interior,1,1.0000,1.0,0.006814130297251075,0.2316294706233366,0.23946830394217247,0.23554888728275453,0.277202484563559,0.24322740069268456,True,,
chipmean,sentinel1,counterfactual_0018_01,counterfactual,treatment_0018,2,2,10,0.6309573444801934,interior,True,,7,1,1,1.0000,1.0,1.0,0.004066833060764073,False,9.268695216569327e-05,9.268695216569328e-07,0.09268695216569327,1,0.004066833060764073,0.004066833060764073,2,P09-P10,P11-P12,0.18406300065577366,0.24783478260738803,0.21594889163158085,8,True,0.5011872336272725,interior,1,1.0000,1.0,0.005613255121558822,0.21529203911345618,0.22803156958505585,0.22166180434925603,0.2522314047952913,0.22813278491506356,True,,
chipmean,sentinel1,counterfactual_0018_02,counterfactual,treatment_0018,2,2,10,0.6309573444801934,interior,True,,7,1,1,1.0000,1.0,1.0,0.003293549493603454,False,9.416976527447797e-05,9.416976527447797e-07,0.09416976527447797,1,0.003293549493603454,0.003293549493603454,2,P09-P10,P11-P12,0.1949378139123086,0.25790423396504125,0.22642102393867491,8,True,0.5011872336272725,interior,1,1.0000,1.0,0.005485538541496953,0.2286867636940852,0.23610318068341687,0.23239497218875105,0.2654858128567026,0.221741866619799,False,,
chipmean,sentinel1,counterfactual_0018_03,counterfactual,treatment_0018,2,2,10,1.0,interior,True,,7,1,1,1.0000,1.0,1.0,0.003221349726729914,False,8.45721891612161e-05,8.457218916121611e-07,0.0845721891612161,1,0.003221349726729914,0.003221349726729914,2,P09-P10,P11-P12,0.2043920896452979,0.24905135460453437,0.22672172212491615,8,True,0.7943282347242817,interior,1,1.0000,1.0,0.004550677507800434,0.20759716529471264,0.22086152192493022,0.21422934360982143,0.2492713677158017,0.21747500618217072,True,,
chipmean,sentinel1,counterfactual_0018_04,counterfactual,treatment_0018,2,2,10,0.5011872336272725,interior,True,,7,1,1,1.0000,1.0,1.0,0.004584438013413584,False,9.743346120050095e-05,9.743346120050095e-07,0.09743346120050095,1,0.004584438013413584,0.004584438013413584,2,P09-P10,P11-P12,0.20423819506513774,0.2640943260735439,0.2341662605693408,8,True,0.5011872336272725,interior,1,1.0000,1.0,0.006411295036107109,0.22784645920800267,0.24626238014873006,0.23705441967836638,0.27241785589481493,0.2293631968549013,False,,
chipmean,sentinel1,counterfactual_0018_05,counterfactual,treatment_0018,2,2,10,0.6309573444801934,interior,True,,7,1,1,1.0000,1.0,1.0,0.0034268224311464696,False,9.216718989757775e-05,9.216718989757775e-07,0.09216718989757774,1,0.0034268224311464696,0.0034268224311464696,2,P09-P10,P11-P12,0.19811675849613872,0.25051484192444196,0.22431580021029035,8,True,0.5011872336272725,interior,1,1.0000,1.0,0.005629641984075373,0.2063226468418003,0.2207390991478339,0.2135308729948171,0.2509120487173859,0.21116671372010898,False,,
chipmean,sentinel1,counterfactual_0018_06,counterfactual,treatment_0018,2,2,10,0.6309573444801934,interior,True,,7,1,1,1.0000,1.0,1.0,0.003989813864834364,False,9.006837879974197e-05,9.006837879974198e-07,0.09006837879974197,1,0.003989813864834364,0.003989813864834364,2,P09-P10,P11-P12,0.20599318292474894,0.26602531555629805,0.2360092492405235,8,True,0.6309573444801934,interior,1,1.0000,1.0,0.004780529002365522,0.22016425969323072,0.23570183798022135,0.22793304883672605,0.26579984399035617,0.23111097092383837,True,,
chipmean,sentinel1,counterfactual_0018_07,counterfactual,treatment_0018,2,2,10,0.7943282347242817,interior,True,,7,1,1,1.0000,1.0,1.0,0.0031784459996082788,False,9.123931044918737e-05,9.123931044918736e-07,0.09123931044918736,1,0.0031784459996082788,0.0031784459996082788,2,P09-P10,P11-P12,0.20568342400797243,0.25160474401414307,0.22864408401105774,8,True,0.5011872336272725,interior,1,1.0000,1.0,0.0058466696328337096,0.21271629307445053,0.24174432456781145,0.227230308821131,0.26468703915110936,0.22233990884430593,False,,
chipmean,sentinel1,counterfactual_0018_08,counterfactual,treatment_0018,2,2,10,0.6309573444801934,interior,True,,7,1,1,1.0000,1.0,1.0,0.0038737687286229624,False,9.586794356762511e-05,9.586794356762513e-07,0.09586794356762511,1,0.0038737687286229624,0.0038737687286229624,2,P09-P10,P11-P12,0.22426120289280788,0.25974114542359666,0.24200117415820227,8,True,0.6309573444801934,interior,1,1.0000,1.0,0.005199929605296452,0.22883528663963898,0.2542530627366541,0.24154417468814654,0.2821577569797284,0.23550301772674093,False,,
chipmean,sentinel1,counterfactual_0018_09,counterfactual,treatment_0018,2,2,10,0.7943282347242817,interior,True,,7,1,1,1.0000,1.0,1.0,0.0033417971367333053,False,8.604407033321689e-05,8.60440703332169e-07,0.08604407033321688,1,0.0033417971367333053,0.0033417971367333053,2,P09-P10,P11-P12,0.21357041157922513,0.27190394527806766,0.2427371784286464,8,True,0.6309573444801934,interior,1,1.0000,1.0,0.005167773367494732,0.2208320470286353,0.2460117020277166,0.23342187452817595,0.27269332012802966,0.22955378628583906,False,,
