group,donor,weight_fsc,weight_afsc,lambda,lambda_at_bound,sum_w_fsc,sum_w_afsc,n_nonzero_fsc,n_negative_afsc,label,sensor,repr,method,T_0,treatment_site_id
1,1,0.7127,0.736791275792546,0.316227766,False,1.0,1.0,3,2,maskdrop,sentinel2,gram,covmat,6,treatment_0001
1,2,0.23,0.288191330154996,0.316227766,False,1.0,1.0,3,2,maskdrop,sentinel2,gram,covmat,6,treatment_0001
1,3,0.0,-0.0867110633074328,0.316227766,False,1.0,1.0,3,2,maskdrop,sentinel2,gram,covmat,6,treatment_0001
1,4,0.0573,0.119268563996843,0.316227766,False,1.0,1.0,3,2,maskdrop,sentinel2,gram,covmat,6,treatment_0001
1,5,0.0,-0.057540106636952,0.316227766,False,1.0,1.0,3,2,maskdrop,sentinel2,gram,covmat,6,treatment_0001
1,1,0.6896,0.743835655519492,0.316227766,False,1.0,1.0,3,1,maskdrop,sentinel2,gram,covmat,7,treatment_0001
1,2,0.1478,0.192330310858948,0.316227766,False,1.0,1.0,3,1,maskdrop,sentinel2,gram,covmat,7,treatment_0001
1,3,0.0,0.0107387203738263,0.316227766,False,1.0,1.0,3,1,maskdrop,sentinel2,gram,covmat,7,treatment_0001
1,4,0.1626,0.209063860519411,0.316227766,False,1.0,1.0,3,1,maskdrop,sentinel2,gram,covmat,7,treatment_0001
1,5,0.0,-0.155968547271677,0.316227766,False,1.0,1.0,3,1,maskdrop,sentinel2,gram,covmat,7,treatment_0001
2,1,0.0,-0.0467174419520005,0.316227766,False,0.9999,0.9999,3,2,maskdrop,sentinel2,gram,covmat,4,treatment_0002
2,2,0.0,-0.0572117991759369,0.316227766,False,0.9999,0.9999,3,2,maskdrop,sentinel2,gram,covmat,4,treatment_0002
2,3,0.058,0.100716853963006,0.316227766,False,0.9999,0.9999,3,2,maskdrop,sentinel2,gram,covmat,4,treatment_0002
2,4,0.2636,0.286371681609303,0.316227766,False,0.9999,0.9999,3,2,maskdrop,sentinel2,gram,covmat,4,treatment_0002
2,5,0.6783,0.716740705555628,0.316227766,False,0.9999,0.9999,3,2,maskdrop,sentinel2,gram,covmat,4,treatment_0002
2,1,0.0,-0.0762516458003134,0.316227766,False,1.0,1.0,2,2,maskdrop,sentinel2,gram,covmat,5,treatment_0002
2,2,0.0,-0.0803341575220982,0.316227766,False,1.0,1.0,2,2,maskdrop,sentinel2,gram,covmat,5,treatment_0002
2,3,0.0,0.0485045026146919,0.316227766,False,1.0,1.0,2,2,maskdrop,sentinel2,gram,covmat,5,treatment_0002
2,4,0.2387,0.277908504516632,0.316227766,False,1.0,1.0,2,2,maskdrop,sentinel2,gram,covmat,5,treatment_0002
2,5,0.7613,0.830172796191088,0.316227766,False,1.0,1.0,2,2,maskdrop,sentinel2,gram,covmat,5,treatment_0002
3,1,0.269,0.756173887424916,1e-06,False,1.0,1.00000000000057,3,2,maskdrop,sentinel2,gram,covmat,4,treatment_0003
3,2,0.496,0.535941784310315,1e-06,False,1.0,1.00000000000057,3,2,maskdrop,sentinel2,gram,covmat,4,treatment_0003
3,3,0.0,-0.915407811701982,1e-06,False,1.0,1.00000000000057,3,2,maskdrop,sentinel2,gram,covmat,4,treatment_0003
3,4,0.235,0.642157982535665,1e-06,False,1.0,1.00000000000057,3,2,maskdrop,sentinel2,gram,covmat,4,treatment_0003
3,5,0.0,-0.0188658425683457,1e-06,False,1.0,1.00000000000057,3,2,maskdrop,sentinel2,gram,covmat,4,treatment_0003
3,1,0.0468,0.193890616804624,0.0316227766,False,1.0,1.0,3,2,maskdrop,sentinel2,gram,covmat,5,treatment_0003
3,2,0.5073,0.49983759254058,0.0316227766,False,1.0,1.0,3,2,maskdrop,sentinel2,gram,covmat,5,treatment_0003
3,3,0.0,-0.0931358085613344,0.0316227766,False,1.0,1.0,3,2,maskdrop,sentinel2,gram,covmat,5,treatment_0003
3,4,0.4459,0.572623328732535,0.0316227766,False,1.0,1.0,3,2,maskdrop,sentinel2,gram,covmat,5,treatment_0003
3,5,0.0,-0.173215729516404,0.0316227766,False,1.0,1.0,3,2,maskdrop,sentinel2,gram,covmat,5,treatment_0003
4,1,0.0,-0.519123785983618,0.01,False,1.0,0.999999999999996,2,2,maskdrop,sentinel2,gram,covmat,4,treatment_0004
4,2,0.2184,0.25105023116794,0.01,False,1.0,0.999999999999996,2,2,maskdrop,sentinel2,gram,covmat,4,treatment_0004
4,3,0.0,0.258735500870201,0.01,False,1.0,0.999999999999996,2,2,maskdrop,sentinel2,gram,covmat,4,treatment_0004
4,4,0.7816,1.0185008342745,0.01,False,1.0,0.999999999999996,2,2,maskdrop,sentinel2,gram,covmat,4,treatment_0004
4,5,0.0,-0.0091627803290221,0.01,False,1.0,0.999999999999996,2,2,maskdrop,sentinel2,gram,covmat,4,treatment_0004
4,1,0.0,5.448659558979761e-09,1000000.0,False,1.0,1.0,3,1,maskdrop,sentinel2,gram,covmat,5,treatment_0004
4,2,0.5108,0.510800015244649,1000000.0,False,1.0,1.0,3,1,maskdrop,sentinel2,gram,covmat,5,treatment_0004
4,3,0.1235,0.123500015231772,1000000.0,False,1.0,1.0,3,1,maskdrop,sentinel2,gram,covmat,5,treatment_0004
4,4,0.3657,0.365700015246682,1000000.0,False,1.0,1.0,3,1,maskdrop,sentinel2,gram,covmat,5,treatment_0004
4,5,0.0,-5.11717612116296e-08,1000000.0,False,1.0,1.0,3,1,maskdrop,sentinel2,gram,covmat,5,treatment_0004
5,1,0.0,-0.0344561302407821,3.16227766,False,1.0,1.0,2,3,maskdrop,sentinel2,gram,covmat,5,treatment_0005
5,2,0.6907,0.717234251417137,3.16227766,False,1.0,1.0,2,3,maskdrop,sentinel2,gram,covmat,5,treatment_0005
5,3,0.0,-0.0087084529780131,3.16227766,False,1.0,1.0,2,3,maskdrop,sentinel2,gram,covmat,5,treatment_0005
5,4,0.3093,0.331830222256896,3.16227766,False,1.0,1.0,2,3,maskdrop,sentinel2,gram,covmat,5,treatment_0005
5,5,0.0,-0.0058998904552371,3.16227766,False,1.0,1.0,2,3,maskdrop,sentinel2,gram,covmat,5,treatment_0005
5,1,0.0,-0.0344392422803843,3.16227766,False,1.0,1.0,2,2,maskdrop,sentinel2,gram,covmat,6,treatment_0005
5,2,0.7205,0.742319195355608,3.16227766,False,1.0,1.0,2,2,maskdrop,sentinel2,gram,covmat,6,treatment_0005
5,3,0.0,-0.012623573771169,3.16227766,False,1.0,1.0,2,2,maskdrop,sentinel2,gram,covmat,6,treatment_0005
5,4,0.2795,0.29887011696509,3.16227766,False,1.0,1.0,2,2,maskdrop,sentinel2,gram,covmat,6,treatment_0005
5,5,0.0,0.0058735037308556,3.16227766,False,1.0,1.0,2,2,maskdrop,sentinel2,gram,covmat,6,treatment_0005
6,1,0.2268,0.260966079812061,0.1,False,1.0,1.0,2,3,maskdrop,sentinel2,gram,covmat,3,treatment_0006
6,2,0.0,-0.0702461250357652,0.1,False,1.0,1.0,2,3,maskdrop,sentinel2,gram,covmat,3,treatment_0006
6,3,0.0,-0.0003987550667548,0.1,False,1.0,1.0,2,3,maskdrop,sentinel2,gram,covmat,3,treatment_0006
6,4,0.7732,0.814609774460952,0.1,False,1.0,1.0,2,3,maskdrop,sentinel2,gram,covmat,3,treatment_0006
6,5,0.0,-0.0049309741704932,0.1,False,1.0,1.0,2,3,maskdrop,sentinel2,gram,covmat,3,treatment_0006
6,1,0.2017,0.40638928133505,1e-06,False,1.0,0.99999999999477,3,1,maskdrop,sentinel2,gram,covmat,4,treatment_0006
6,2,0.0,-0.765148922301705,1e-06,False,1.0,0.99999999999477,3,1,maskdrop,sentinel2,gram,covmat,4,treatment_0006
6,3,0.0,0.0331712543174945,1e-06,False,1.0,0.99999999999477,3,1,maskdrop,sentinel2,gram,covmat,4,treatment_0006
6,4,0.271,0.287910996921069,1e-06,False,1.0,0.99999999999477,3,1,maskdrop,sentinel2,gram,covmat,4,treatment_0006
6,5,0.5273,1.03767738972286,1e-06,False,1.0,0.99999999999477,3,1,maskdrop,sentinel2,gram,covmat,4,treatment_0006
7,1,0.0,0.328360807569054,0.0316227766,False,1.0,0.999999999999998,1,2,maskdrop,sentinel2,gram,covmat,5,treatment_0007
7,2,0.0,0.18473865093964,0.0316227766,False,1.0,0.999999999999998,1,2,maskdrop,sentinel2,gram,covmat,5,treatment_0007
7,3,1.0,1.40302417976851,0.0316227766,False,1.0,0.999999999999998,1,2,maskdrop,sentinel2,gram,covmat,5,treatment_0007
7,4,0.0,-0.50064494346899,0.0316227766,False,1.0,0.999999999999998,1,2,maskdrop,sentinel2,gram,covmat,5,treatment_0007
7,5,0.0,-0.415478694808211,0.0316227766,False,1.0,0.999999999999998,1,2,maskdrop,sentinel2,gram,covmat,5,treatment_0007
7,1,0.0,0.707270071338826,1e-06,False,1.0,0.999999999949978,2,2,maskdrop,sentinel2,gram,covmat,6,treatment_0007
7,2,0.5712,0.436028563225274,1e-06,False,1.0,0.999999999949978,2,2,maskdrop,sentinel2,gram,covmat,6,treatment_0007
7,3,0.4288,1.03300772270891,1e-06,False,1.0,0.999999999949978,2,2,maskdrop,sentinel2,gram,covmat,6,treatment_0007
7,4,0.0,-0.624970611454046,1e-06,False,1.0,0.999999999949978,2,2,maskdrop,sentinel2,gram,covmat,6,treatment_0007
7,5,0.0,-0.551335745868982,1e-06,False,1.0,0.999999999949978,2,2,maskdrop,sentinel2,gram,covmat,6,treatment_0007
8,1,0.1346,0.134600002945675,1000000.0,False,1.0,1.0,4,1,maskdrop,sentinel2,gram,covmat,5,treatment_0008
8,2,0.2223,0.222300002938784,1000000.0,False,1.0,1.0,4,1,maskdrop,sentinel2,gram,covmat,5,treatment_0008
8,3,0.4349,0.434900002942161,1000000.0,False,1.0,1.0,4,1,maskdrop,sentinel2,gram,covmat,5,treatment_0008
8,4,0.0,-1.17681772119807e-08,1000000.0,False,1.0,1.0,4,1,maskdrop,sentinel2,gram,covmat,5,treatment_0008
8,5,0.2082,0.208200002941557,1000000.0,False,1.0,1.0,4,1,maskdrop,sentinel2,gram,covmat,5,treatment_0008
8,1,0.0,-2.07514017849381e-08,1000000.0,False,1.0,1.0,3,1,maskdrop,sentinel2,gram,covmat,6,treatment_0008
8,2,0.1206,0.120600006134571,1000000.0,False,1.0,1.0,3,1,maskdrop,sentinel2,gram,covmat,6,treatment_0008
8,3,0.5095,0.509500006137776,1000000.0,False,1.0,1.0,3,1,maskdrop,sentinel2,gram,covmat,6,treatment_0008
8,4,0.0,2.34543107570756e-09,1000000.0,False,1.0,1.0,3,1,maskdrop,sentinel2,gram,covmat,6,treatment_0008
8,5,0.3699,0.369900006133624,1000000.0,False,1.0,1.0,3,1,maskdrop,sentinel2,gram,covmat,6,treatment_0008
9,1,0.0,0.009375793583551,1.0,True,1.0,1.0,3,1,maskdrop,sentinel2,gram,covmat,5,treatment_0009
9,2,0.5518,0.562778415938077,1.0,True,1.0,1.0,3,1,maskdrop,sentinel2,gram,covmat,5,treatment_0009
9,3,0.3688,0.385982016741033,1.0,True,1.0,1.0,3,1,maskdrop,sentinel2,gram,covmat,5,treatment_0009
9,4,0.0794,0.0877108304208436,1.0,True,1.0,1.0,3,1,maskdrop,sentinel2,gram,covmat,5,treatment_0009
9,5,0.0,-0.0458470566835052,1.0,True,1.0,1.0,3,1,maskdrop,sentinel2,gram,covmat,5,treatment_0009
9,1,0.7314,0.731400004839347,1000000.0,False,1.0,1.0,3,2,maskdrop,sentinel2,gram,covmat,6,treatment_0009
9,2,0.0,-3.73288521508668e-09,1000000.0,False,1.0,1.0,3,2,maskdrop,sentinel2,gram,covmat,6,treatment_0009
9,3,0.2246,0.224600004834877,1000000.0,False,1.0,1.0,3,2,maskdrop,sentinel2,gram,covmat,6,treatment_0009
9,4,0.044,0.0440000048207119,1000000.0,False,1.0,1.0,3,2,maskdrop,sentinel2,gram,covmat,6,treatment_0009
9,5,0.0,-1.07620502932926e-08,1000000.0,False,1.0,1.0,3,2,maskdrop,sentinel2,gram,covmat,6,treatment_0009
10,1,0.74,0.750806667869801,0.0316227766,False,1.0,1.0,3,2,maskdrop,sentinel2,gram,covmat,5,treatment_0010
10,2,0.0057,0.0616202091463252,0.0316227766,False,1.0,1.0,3,2,maskdrop,sentinel2,gram,covmat,5,treatment_0010
10,3,0.0,-0.133729181653831,0.0316227766,False,1.0,1.0,3,2,maskdrop,sentinel2,gram,covmat,5,treatment_0010
10,4,0.2543,0.603263005497278,0.0316227766,False,1.0,1.0,3,2,maskdrop,sentinel2,gram,covmat,5,treatment_0010
10,5,0.0,-0.281960700859571,0.0316227766,False,1.0,1.0,3,2,maskdrop,sentinel2,gram,covmat,5,treatment_0010
10,1,0.3243,0.355702688219349,0.316227766,False,1.0,1.0,3,2,maskdrop,sentinel2,gram,covmat,6,treatment_0010
10,2,0.2807,0.33904472913571,0.316227766,False,1.0,1.0,3,2,maskdrop,sentinel2,gram,covmat,6,treatment_0010
10,3,0.0,-0.0861676269295769,0.316227766,False,1.0,1.0,3,2,maskdrop,sentinel2,gram,covmat,6,treatment_0010
10,4,0.395,0.527553078110833,0.316227766,False,1.0,1.0,3,2,maskdrop,sentinel2,gram,covmat,6,treatment_0010
10,5,0.0,-0.136132868536316,0.316227766,False,1.0,1.0,3,2,maskdrop,sentinel2,gram,covmat,6,treatment_0010
1,1,0.5249,0.524900390234605,1000000.0,False,1.0,1.0,4,1,maskdrop,sentinel2,combined,covmat,6,treatment_0001
1,2,0.2231,0.223100390978495,1000000.0,False,1.0,1.0,4,1,maskdrop,sentinel2,combined,covmat,6,treatment_0001
1,3,0.0,-1.56331114459725e-06,1000000.0,False,1.0,1.0,4,1,maskdrop,sentinel2,combined,covmat,6,treatment_0001
1,4,0.2406,0.240600390865534,1000000.0,False,1.0,1.0,4,1,maskdrop,sentinel2,combined,covmat,6,treatment_0001
1,5,0.0114,0.0114003912325111,1000000.0,False,1.0,1.0,4,1,maskdrop,sentinel2,combined,covmat,6,treatment_0001
1,1,0.5294,0.529400096000815,1000000.0,False,1.0,1.0,3,1,maskdrop,sentinel2,combined,covmat,7,treatment_0001
1,2,0.1426,0.142600098504415,1000000.0,False,1.0,1.0,3,1,maskdrop,sentinel2,combined,covmat,7,treatment_0001
1,3,0.0,3.94546896725656e-08,1000000.0,False,1.0,1.0,3,1,maskdrop,sentinel2,combined,covmat,7,treatment_0001
1,4,0.328,0.328000096805951,1000000.0,False,1.0,1.0,3,1,maskdrop,sentinel2,combined,covmat,7,treatment_0001
1,5,0.0,-3.30765870947197e-07,1000000.0,False,1.0,1.0,3,1,maskdrop,sentinel2,combined,covmat,7,treatment_0001
2,1,0.0367,0.036700000092511,1000000.0,False,1.0,1.0,5,0,maskdrop,sentinel2,combined,covmat,4,treatment_0002
2,2,0.0128,0.0127999999543091,1000000.0,False,1.0,1.0,5,0,maskdrop,sentinel2,combined,covmat,4,treatment_0002
2,3,0.2809,0.28090000029362,1000000.0,False,1.0,1.0,5,0,maskdrop,sentinel2,combined,covmat,4,treatment_0002
2,4,0.2285,0.228499999450857,1000000.0,False,1.0,1.0,5,0,maskdrop,sentinel2,combined,covmat,4,treatment_0002
2,5,0.4411,0.441100000208703,1000000.0,False,1.0,1.0,5,0,maskdrop,sentinel2,combined,covmat,4,treatment_0002
2,1,0.0158,0.0158000067879765,1000000.0,False,1.0,1.0,4,1,maskdrop,sentinel2,combined,covmat,5,treatment_0002
2,2,0.0,-2.72226987432524e-08,1000000.0,False,1.0,1.0,4,1,maskdrop,sentinel2,combined,covmat,5,treatment_0002
2,3,0.3049,0.304900006901399,1000000.0,False,1.0,1.0,4,1,maskdrop,sentinel2,combined,covmat,5,treatment_0002
2,4,0.2139,0.213900006851339,1000000.0,False,1.0,1.0,4,1,maskdrop,sentinel2,combined,covmat,5,treatment_0002
2,5,0.4654,0.465400006681984,1000000.0,False,1.0,1.0,4,1,maskdrop,sentinel2,combined,covmat,5,treatment_0002
3,1,0.1552,0.155200088676432,1000000.0,False,1.0,1.0,4,1,maskdrop,sentinel2,combined,covmat,4,treatment_0003
3,2,0.4076,0.407600088544161,1000000.0,False,1.0,1.0,4,1,maskdrop,sentinel2,combined,covmat,4,treatment_0003
3,3,0.0164,0.016400088535576,1000000.0,False,1.0,1.0,4,1,maskdrop,sentinel2,combined,covmat,4,treatment_0003
3,4,0.4208,0.420800088585674,1000000.0,False,1.0,1.0,4,1,maskdrop,sentinel2,combined,covmat,4,treatment_0003
3,5,0.0,-3.54341843153743e-07,1000000.0,False,1.0,1.0,4,1,maskdrop,sentinel2,combined,covmat,4,treatment_0003
3,1,0.1268,0.126799999813783,1000000.0,False,1.0,1.0,5,0,maskdrop,sentinel2,combined,covmat,5,treatment_0003
3,2,0.3625,0.362500000326894,1000000.0,False,1.0,1.0,5,0,maskdrop,sentinel2,combined,covmat,5,treatment_0003
3,3,0.0154,0.0154000000687899,1000000.0,False,1.0,1.0,5,0,maskdrop,sentinel2,combined,covmat,5,treatment_0003
3,4,0.4917,0.491699999880818,1000000.0,False,1.0,1.0,5,0,maskdrop,sentinel2,combined,covmat,5,treatment_0003
3,5,0.0036,0.0035999999097151,1000000.0,False,1.0,1.0,5,0,maskdrop,sentinel2,combined,covmat,5,treatment_0003
4,1,0.0,-3.28356899769631e-07,1000000.0,False,1.0001,1.0001,3,2,maskdrop,sentinel2,combined,covmat,4,treatment_0004
4,2,0.2994,0.299400254574288,1000000.0,False,1.0001,1.0001,3,2,maskdrop,sentinel2,combined,covmat,4,treatment_0004
4,3,0.0409,0.0409002547567845,1000000.0,False,1.0001,1.0001,3,2,maskdrop,sentinel2,combined,covmat,4,treatment_0004
4,4,0.6598,0.659800254561388,1000000.0,False,1.0001,1.0001,3,2,maskdrop,sentinel2,combined,covmat,4,treatment_0004
4,5,0.0,-4.35535561036784e-07,1000000.0,False,1.0001,1.0001,3,2,maskdrop,sentinel2,combined,covmat,4,treatment_0004
4,1,0.1198,0.119800000091897,1000000.0,False,1.0001,1.0001,5,0,maskdrop,sentinel2,combined,covmat,5,treatment_0004
4,2,0.4244,0.424399999909694,1000000.0,False,1.0001,1.0001,5,0,maskdrop,sentinel2,combined,covmat,5,treatment_0004
4,3,0.08,0.0800000004030117,1000000.0,False,1.0001,1.0001,5,0,maskdrop,sentinel2,combined,covmat,5,treatment_0004
4,4,0.3326,0.332599999958029,1000000.0,False,1.0001,1.0001,5,0,maskdrop,sentinel2,combined,covmat,5,treatment_0004
4,5,0.0433,0.043299999637368,1000000.0,False,1.0001,1.0001,5,0,maskdrop,sentinel2,combined,covmat,5,treatment_0004
5,1,0.0,-2.48870238451303e-06,1000000.0,False,1.0,1.0,3,1,maskdrop,sentinel2,combined,covmat,5,treatment_0005
5,2,0.5394,0.539400729901508,1000000.0,False,1.0,1.0,3,1,maskdrop,sentinel2,combined,covmat,5,treatment_0005
5,3,0.1316,0.131600729796859,1000000.0,False,1.0,1.0,3,1,maskdrop,sentinel2,combined,covmat,5,treatment_0005
5,4,0.329,0.329000729759468,1000000.0,False,1.0,1.0,3,1,maskdrop,sentinel2,combined,covmat,5,treatment_0005
5,5,0.0,2.99244549143227e-07,1000000.0,False,1.0,1.0,3,1,maskdrop,sentinel2,combined,covmat,5,treatment_0005
5,1,0.0,-1.95785101876044e-06,1000000.0,False,1.0,1.0,4,1,maskdrop,sentinel2,combined,covmat,6,treatment_0005
5,2,0.4746,0.47460048904311,1000000.0,False,1.0,1.0,4,1,maskdrop,sentinel2,combined,covmat,6,treatment_0005
5,3,0.1372,0.137200489023561,1000000.0,False,1.0,1.0,4,1,maskdrop,sentinel2,combined,covmat,6,treatment_0005
5,4,0.2946,0.294600489861805,1000000.0,False,1.0,1.0,4,1,maskdrop,sentinel2,combined,covmat,6,treatment_0005
5,5,0.0936,0.0936004899225429,1000000.0,False,1.0,1.0,4,1,maskdrop,sentinel2,combined,covmat,6,treatment_0005
6,1,0.2835,0.285643513074595,100.0,False,1.0,1.0,2,3,maskdrop,sentinel2,combined,covmat,3,treatment_0006
6,2,0.0,-0.0017935507069227,100.0,False,1.0,1.0,2,3,maskdrop,sentinel2,combined,covmat,3,treatment_0006
6,3,0.0,-0.001673884464865,100.0,False,1.0,1.0,2,3,maskdrop,sentinel2,combined,covmat,3,treatment_0006
6,4,0.7165,0.718712929277348,100.0,False,1.0,1.0,2,3,maskdrop,sentinel2,combined,covmat,3,treatment_0006
6,5,0.0,-0.0008890071801556,100.0,False,1.0,1.0,2,3,maskdrop,sentinel2,combined,covmat,3,treatment_0006
6,1,0.3052,0.3052001939265,1000000.0,False,0.9999,0.9999,3,2,maskdrop,sentinel2,combined,covmat,4,treatment_0006
6,2,0.0,-3.58075221938134e-07,1000000.0,False,0.9999,0.9999,3,2,maskdrop,sentinel2,combined,covmat,4,treatment_0006
6,3,0.0,-2.23449547685944e-07,1000000.0,False,0.9999,0.9999,3,2,maskdrop,sentinel2,combined,covmat,4,treatment_0006
6,4,0.5715,0.571500193854796,1000000.0,False,0.9999,0.9999,3,2,maskdrop,sentinel2,combined,covmat,4,treatment_0006
6,5,0.1232,0.123200193743474,1000000.0,False,0.9999,0.9999,3,2,maskdrop,sentinel2,combined,covmat,4,treatment_0006
7,1,0.1144,0.160391180506811,3.16227766,False,1.0,1.0,4,1,maskdrop,sentinel2,combined,covmat,5,treatment_0007
7,2,0.322,0.328744830097401,3.16227766,False,1.0,1.0,4,1,maskdrop,sentinel2,combined,covmat,5,treatment_0007
7,3,0.4792,0.500440441315207,3.16227766,False,1.0,1.0,4,1,maskdrop,sentinel2,combined,covmat,5,treatment_0007
7,4,0.0844,0.0855917097844493,3.16227766,False,1.0,1.0,4,1,maskdrop,sentinel2,combined,covmat,5,treatment_0007
7,5,0.0,-0.075168161703869,3.16227766,False,1.0,1.0,4,1,maskdrop,sentinel2,combined,covmat,5,treatment_0007
7,1,0.2126,0.286462259906946,1e-06,False,1.0,1.00000000025216,4,1,maskdrop,sentinel2,combined,covmat,6,treatment_0007
7,2,0.4626,0.451180939793792,1e-06,False,1.0,1.00000000025216,4,1,maskdrop,sentinel2,combined,covmat,6,treatment_0007
7,3,0.28,0.331508688714648,1e-06,False,1.0,1.00000000025216,4,1,maskdrop,sentinel2,combined,covmat,6,treatment_0007
7,4,0.0448,0.0379692326645134,1e-06,False,1.0,1.00000000025216,4,1,maskdrop,sentinel2,combined,covmat,6,treatment_0007
7,5,0.0,-0.107121120827742,1e-06,False,1.0,1.00000000025216,4,1,maskdrop,sentinel2,combined,covmat,6,treatment_0007
8,1,0.3621,0.36210000001019,1000000.0,False,1.0001,1.0001,5,0,maskdrop,sentinel2,combined,covmat,5,treatment_0008
8,2,0.31,0.310000000395006,1000000.0,False,1.0001,1.0001,5,0,maskdrop,sentinel2,combined,covmat,5,treatment_0008
8,3,0.2303,0.230299999948424,1000000.0,False,1.0001,1.0001,5,0,maskdrop,sentinel2,combined,covmat,5,treatment_0008
8,4,0.0181,0.0180999997788916,1000000.0,False,1.0001,1.0001,5,0,maskdrop,sentinel2,combined,covmat,5,treatment_0008
8,5,0.0796,0.0795999998674882,1000000.0,False,1.0001,1.0001,5,0,maskdrop,sentinel2,combined,covmat,5,treatment_0008
8,1,0.2047,0.204647785021504,1e-06,False,0.9999,0.999899999669626,5,0,maskdrop,sentinel2,combined,covmat,6,treatment_0008
8,2,0.2507,0.2506985216607,1e-06,False,0.9999,0.999899999669626,5,0,maskdrop,sentinel2,combined,covmat,6,treatment_0008
8,3,0.3263,0.326304058143531,1e-06,False,0.9999,0.999899999669626,5,0,maskdrop,sentinel2,combined,covmat,6,treatment_0008
8,4,0.0548,0.0548231315279962,1e-06,False,0.9999,0.999899999669626,5,0,maskdrop,sentinel2,combined,covmat,6,treatment_0008
8,5,0.1634,0.163426503315894,1e-06,False,0.9999,0.999899999669626,5,0,maskdrop,sentinel2,combined,covmat,6,treatment_0008
9,1,0.225,0.225000000140602,1000000.0,False,0.9999,0.9999,5,0,maskdrop,sentinel2,combined,covmat,5,treatment_0009
9,2,0.2759,0.275900000196385,1000000.0,False,0.9999,0.9999,5,0,maskdrop,sentinel2,combined,covmat,5,treatment_0009
9,3,0.3558,0.355800000233544,1000000.0,False,0.9999,0.9999,5,0,maskdrop,sentinel2,combined,covmat,5,treatment_0009
9,4,0.1412,0.14119999961855,1000000.0,False,0.9999,0.9999,5,0,maskdrop,sentinel2,combined,covmat,5,treatment_0009
9,5,0.002,0.0019999998109194,1000000.0,False,0.9999,0.9999,5,0,maskdrop,sentinel2,combined,covmat,5,treatment_0009
9,1,0.446,0.445999999546843,1000000.0,False,1.0001,1.0001,5,0,maskdrop,sentinel2,combined,covmat,6,treatment_0009
9,2,0.1324,0.132399999441034,1000000.0,False,1.0001,1.0001,5,0,maskdrop,sentinel2,combined,covmat,6,treatment_0009
9,3,0.1931,0.193100000595528,1000000.0,False,1.0001,1.0001,5,0,maskdrop,sentinel2,combined,covmat,6,treatment_0009
9,4,0.106,0.105999999199785,1000000.0,False,1.0001,1.0001,5,0,maskdrop,sentinel2,combined,covmat,6,treatment_0009
9,5,0.1226,0.12260000121681,1000000.0,False,1.0001,1.0001,5,0,maskdrop,sentinel2,combined,covmat,6,treatment_0009
10,1,0.5251,0.525100346426122,1000000.0,False,1.0,1.0,3,2,maskdrop,sentinel2,combined,covmat,5,treatment_0010
10,2,0.2574,0.257400346334921,1000000.0,False,1.0,1.0,3,2,maskdrop,sentinel2,combined,covmat,5,treatment_0010
10,3,0.0,-3.61287400529685e-07,1000000.0,False,1.0,1.0,3,2,maskdrop,sentinel2,combined,covmat,5,treatment_0010
10,4,0.2175,0.217500346162396,1000000.0,False,1.0,1.0,3,2,maskdrop,sentinel2,combined,covmat,5,treatment_0010
10,5,0.0,-6.77636038284564e-07,1000000.0,False,1.0,1.0,3,2,maskdrop,sentinel2,combined,covmat,5,treatment_0010
10,1,0.3049,0.314133034066106,31.6227766,False,1.0,1.0,3,2,maskdrop,sentinel2,combined,covmat,6,treatment_0010
10,2,0.3856,0.396137864029798,31.6227766,False,1.0,1.0,3,2,maskdrop,sentinel2,combined,covmat,6,treatment_0010
10,3,0.0,-0.0100281965372379,31.6227766,False,1.0,1.0,3,2,maskdrop,sentinel2,combined,covmat,6,treatment_0010
10,4,0.3095,0.326445710295874,31.6227766,False,1.0,1.0,3,2,maskdrop,sentinel2,combined,covmat,6,treatment_0010
10,5,0.0,-0.0266884118545412,31.6227766,False,1.0,1.0,3,2,maskdrop,sentinel2,combined,covmat,6,treatment_0010
