sensor,treatment_site_id,counterfactual_site_id,control_rank,match_quality,matching_score
sentinel2,treatment_0004,counterfactual_0017_07,10,tokenizer_latent_knn,9.784384727478027
sentinel2,treatment_0005,counterfactual_0012_04,1,tokenizer_latent_knn,8.994125366210938
sentinel2,treatment_0005,counterfactual_0019_10,2,tokenizer_latent_knn,8.997476577758789
sentinel2,treatment_0005,counterfactual_0012_08,3,tokenizer_latent_knn,9.036504745483398
sentinel2,treatment_0005,counterfactual_0006_03,4,tokenizer_latent_knn,9.058921813964844
sentinel2,treatment_0005,counterfactual_0015_06,5,tokenizer_latent_knn,9.162997245788574
sentinel2,treatment_0005,counterfactual_0024_05,6,tokenizer_latent_knn,9.164519309997559
sentinel2,treatment_0005,counterfactual_0011_07,7,tokenizer_latent_knn,9.185420036315918
sentinel2,treatment_0005,counterfactual_0024_10,8,tokenizer_latent_knn,9.213231086730957
sentinel2,treatment_0005,counterfactual_0017_02,9,tokenizer_latent_knn,9.240121841430664
sentinel2,treatment_0005,counterfactual_0020_02,10,tokenizer_latent_knn,9.305100440979004
sentinel2,treatment_0006,counterfactual_0024_08,1,tokenizer_latent_knn,8.532536506652832
sentinel2,treatment_0006,counterfactual_0003_04,2,tokenizer_latent_knn,8.575127601623535
sentinel2,treatment_0006,counterfactual_0025_08,3,tokenizer_latent_knn,8.709775924682617
sentinel2,treatment_0006,counterfactual_0015_06,4,tokenizer_latent_knn,8.71636962890625
sentinel2,treatment_0006,counterfactual_0007_06,5,tokenizer_latent_knn,8.764774322509766
sentinel2,treatment_0006,counterfactual_0017_02,6,tokenizer_latent_knn,8.901121139526367
sentinel2,treatment_0006,counterfactual_0017_07,7,tokenizer_latent_knn,8.906649589538574
sentinel2,treatment_0006,counterfactual_0024_10,8,tokenizer_latent_knn,9.011333465576172
sentinel2,treatment_0006,counterfactual_0024_01,9,tokenizer_latent_knn,9.02017593383789
sentinel2,treatment_0006,counterfactual_0006_09,10,tokenizer_latent_knn,9.0394287109375
sentinel2,treatment_0007,counterfactual_0017_02,1,tokenizer_latent_knn,7.222212791442871
sentinel2,treatment_0007,counterfactual_0015_06,2,tokenizer_latent_knn,7.249890327453613
sentinel2,treatment_0007,counterfactual_0012_08,3,tokenizer_latent_knn,7.354794979095459
sentinel2,treatment_0007,counterfactual_0024_08,4,tokenizer_latent_knn,7.383178234100342
sentinel2,treatment_0007,counterfactual_0012_04,5,tokenizer_latent_knn,7.398427486419678
sentinel2,treatment_0007,counterfactual_0003_04,6,tokenizer_latent_knn,7.466711521148682
sentinel2,treatment_0007,counterfactual_0007_06,7,tokenizer_latent_knn,7.561614036560059
sentinel2,treatment_0007,counterfactual_0024_03,8,tokenizer_latent_knn,7.573062419891357
sentinel2,treatment_0007,counterfactual_0006_03,9,tokenizer_latent_knn,7.624737739562988
sentinel2,treatment_0007,counterfactual_0024_06,10,tokenizer_latent_knn,7.63382625579834
sentinel2,treatment_0008,counterfactual_0012_08,1,tokenizer_latent_knn,8.359776496887207
sentinel2,treatment_0008,counterfactual_0003_05,2,tokenizer_latent_knn,8.4468412399292
sentinel2,treatment_0008,counterfactual_0007_06,3,tokenizer_latent_knn,8.478336334228516
sentinel2,treatment_0008,counterfactual_0015_06,4,tokenizer_latent_knn,8.485113143920898
sentinel2,treatment_0008,counterfactual_0006_03,5,tokenizer_latent_knn,8.496776580810547
sentinel2,treatment_0008,counterfactual_0007_08,6,tokenizer_latent_knn,8.547869682312012
sentinel2,treatment_0008,counterfactual_0006_09,7,tokenizer_latent_knn,8.552189826965332
sentinel2,treatment_0008,counterfactual_0012_10,8,tokenizer_latent_knn,8.670860290527344
sentinel2,treatment_0008,counterfactual_0003_04,9,tokenizer_latent_knn,8.71143627166748
sentinel2,treatment_0008,counterfactual_0024_02,10,tokenizer_latent_knn,8.727107048034668
sentinel2,treatment_0009,counterfactual_0024_05,1,tokenizer_latent_knn,8.45986270904541
sentinel2,treatment_0009,counterfactual_0012_04,2,tokenizer_latent_knn,8.517410278320312
sentinel2,treatment_0009,counterfactual_0017_07,3,tokenizer_latent_knn,8.681230545043945
sentinel2,treatment_0009,counterfactual_0024_09,4,tokenizer_latent_knn,8.724855422973633
sentinel2,treatment_0009,counterfactual_0006_03,5,tokenizer_latent_knn,8.766369819641113
sentinel2,treatment_0009,counterfactual_0012_08,6,tokenizer_latent_knn,8.901117324829102
sentinel2,treatment_0009,counterfactual_0003_08,7,tokenizer_latent_knn,8.913387298583984
sentinel2,treatment_0009,counterfactual_0019_05,8,tokenizer_latent_knn,8.920095443725586
sentinel2,treatment_0009,counterfactual_0006_09,9,tokenizer_latent_knn,8.921899795532227
sentinel2,treatment_0009,counterfactual_0015_06,10,tokenizer_latent_knn,8.987789154052734
sentinel2,treatment_0010,counterfactual_0013_03,1,tokenizer_latent_knn,9.398523330688477
sentinel2,treatment_0010,counterfactual_0024_05,2,tokenizer_latent_knn,9.42065143585205
sentinel2,treatment_0010,counterfactual_0003_06,3,tokenizer_latent_knn,9.443583488464355
sentinel2,treatment_0010,counterfactual_0006_09,4,tokenizer_latent_knn,9.697843551635742
sentinel2,treatment_0010,counterfactual_0024_09,5,tokenizer_latent_knn,9.700801849365234
sentinel2,treatment_0010,counterfactual_0004_03,6,tokenizer_latent_knn,9.718518257141113
sentinel2,treatment_0010,counterfactual_0007_04,7,tokenizer_latent_knn,9.740241050720215
sentinel2,treatment_0010,counterfactual_0017_07,8,tokenizer_latent_knn,9.80732250213623
sentinel2,treatment_0010,counterfactual_0003_08,9,tokenizer_latent_knn,9.888242721557617
sentinel2,treatment_0010,counterfactual_0024_01,10,tokenizer_latent_knn,9.94160270690918
sentinel2,treatment_0011,counterfactual_0017_02,1,tokenizer_latent_knn,8.252083778381348
sentinel2,treatment_0011,counterfactual_0017_07,2,tokenizer_latent_knn,8.320269584655762
sentinel2,treatment_0011,counterfactual_0016_03,3,tokenizer_latent_knn,8.512730598449707
sentinel2,treatment_0011,counterfactual_0015_06,4,tokenizer_latent_knn,8.53743839263916
sentinel2,treatment_0011,counterfactual_0006_03,5,tokenizer_latent_knn,8.548737525939941
sentinel2,treatment_0011,counterfactual_0003_04,6,tokenizer_latent_knn,8.560054779052734
sentinel2,treatment_0011,counterfactual_0024_10,7,tokenizer_latent_knn,8.590024948120117
sentinel2,treatment_0011,counterfactual_0012_08,8,tokenizer_latent_knn,8.62142276763916
sentinel2,treatment_0011,counterfactual_0024_05,9,tokenizer_latent_knn,8.626676559448242
sentinel2,treatment_0011,counterfactual_0024_08,10,tokenizer_latent_knn,8.6290922164917
sentinel2,treatment_0012,counterfactual_0017_07,1,tokenizer_latent_knn,7.689891815185547
sentinel2,treatment_0012,counterfactual_0017_02,2,tokenizer_latent_knn,7.770788192749023
sentinel2,treatment_0012,counterfactual_0024_05,3,tokenizer_latent_knn,7.913225173950195
sentinel2,treatment_0012,counterfactual_0006_09,4,tokenizer_latent_knn,7.957396030426025
sentinel2,treatment_0012,counterfactual_0003_06,5,tokenizer_latent_knn,8.020357131958008
sentinel2,treatment_0012,counterfactual_0019_05,6,tokenizer_latent_knn,8.03821849822998
sentinel2,treatment_0012,counterfactual_0024_09,7,tokenizer_latent_knn,8.05431842803955
sentinel2,treatment_0012,counterfactual_0012_04,8,tokenizer_latent_knn,8.079862594604492
sentinel2,treatment_0012,counterfactual_0016_01,9,tokenizer_latent_knn,8.120649337768555
sentinel2,treatment_0012,counterfactual_0025_04,10,tokenizer_latent_knn,8.123906135559082
sentinel2,treatment_0013,counterfactual_0012_08,1,tokenizer_latent_knn,7.749640941619873
sentinel2,treatment_0013,counterfactual_0015_06,2,tokenizer_latent_knn,7.8697590827941895
sentinel2,treatment_0013,counterfactual_0024_08,3,tokenizer_latent_knn,7.889352321624756
sentinel2,treatment_0013,counterfactual_0024_10,4,tokenizer_latent_knn,8.004825592041016
sentinel2,treatment_0013,counterfactual_0017_02,5,tokenizer_latent_knn,8.005999565124512
sentinel2,treatment_0013,counterfactual_0006_03,6,tokenizer_latent_knn,8.007658958435059
sentinel2,treatment_0013,counterfactual_0007_06,7,tokenizer_latent_knn,8.025895118713379
sentinel2,treatment_0013,counterfactual_0012_04,8,tokenizer_latent_knn,8.04370403289795
sentinel2,treatment_0013,counterfactual_0019_03,9,tokenizer_latent_knn,8.135676383972168
sentinel2,treatment_0013,counterfactual_0006_09,10,tokenizer_latent_knn,8.163169860839844
sentinel2,treatment_0014,counterfactual_0013_01,1,tokenizer_latent_knn,7.798216819763184
sentinel2,treatment_0014,counterfactual_0003_04,2,tokenizer_latent_knn,7.980825424194336
sentinel2,treatment_0014,counterfactual_0007_06,3,tokenizer_latent_knn,7.987547874450684
sentinel2,treatment_0014,counterfactual_0013_06,4,tokenizer_latent_knn,8.037809371948242
sentinel2,treatment_0014,counterfactual_0024_08,5,tokenizer_latent_knn,8.051780700683594
sentinel2,treatment_0014,counterfactual_0006_09,6,tokenizer_latent_knn,8.052271842956543
sentinel2,treatment_0014,counterfactual_0007_08,7,tokenizer_latent_knn,8.080570220947266
sentinel2,treatment_0014,counterfactual_0017_02,8,tokenizer_latent_knn,8.090300559997559
sentinel2,treatment_0014,counterfactual_0006_05,9,tokenizer_latent_knn,8.189190864562988
sentinel2,treatment_0014,counterfactual_0013_07,10,tokenizer_latent_knn,8.211430549621582
sentinel2,treatment_0015,counterfactual_0024_05,1,tokenizer_latent_knn,9.105772972106934
sentinel2,treatment_0015,counterfactual_0017_07,2,tokenizer_latent_knn,9.270339012145996
sentinel2,treatment_0015,counterfactual_0011_07,3,tokenizer_latent_knn,9.33153247833252
sentinel2,treatment_0015,counterfactual_0006_03,4,tokenizer_latent_knn,9.370108604431152
sentinel2,treatment_0015,counterfactual_0019_10,5,tokenizer_latent_knn,9.423934936523438
sentinel2,treatment_0015,counterfactual_0015_06,6,tokenizer_latent_knn,9.46674919128418
sentinel2,treatment_0015,counterfactual_0014_07,7,tokenizer_latent_knn,9.520256996154785
sentinel2,treatment_0015,counterfactual_0006_09,8,tokenizer_latent_knn,9.555834770202637
sentinel2,treatment_0015,counterfactual_0017_02,9,tokenizer_latent_knn,9.592630386352539
sentinel2,treatment_0015,counterfactual_0024_04,10,tokenizer_latent_knn,9.714067459106445
sentinel2,treatment_0016,counterfactual_0024_05,1,tokenizer_latent_knn,8.048529624938965
sentinel2,treatment_0016,counterfactual_0003_06,2,tokenizer_latent_knn,8.386176109313965
sentinel2,treatment_0016,counterfactual_0003_08,3,tokenizer_latent_knn,8.765653610229492
sentinel2,treatment_0016,counterfactual_0006_09,4,tokenizer_latent_knn,8.782452583312988
sentinel2,treatment_0016,counterfactual_0006_03,5,tokenizer_latent_knn,8.797483444213867
sentinel2,treatment_0016,counterfactual_0017_07,6,tokenizer_latent_knn,8.867674827575684
sentinel2,treatment_0016,counterfactual_0017_02,7,tokenizer_latent_knn,8.871304512023926
sentinel2,treatment_0016,counterfactual_0024_07,8,tokenizer_latent_knn,8.877850532531738
sentinel2,treatment_0016,counterfactual_0003_05,9,tokenizer_latent_knn,8.87812328338623
sentinel2,treatment_0016,counterfactual_0013_03,10,tokenizer_latent_knn,8.897147178649902
sentinel2,treatment_0017,counterfactual_0024_08,1,tokenizer_latent_knn,8.116785049438477
sentinel2,treatment_0017,counterfactual_0017_07,2,tokenizer_latent_knn,8.152700424194336
sentinel2,treatment_0017,counterfactual_0006_09,3,tokenizer_latent_knn,8.199682235717773
sentinel2,treatment_0017,counterfactual_0012_08,4,tokenizer_latent_knn,8.2101411819458
sentinel2,treatment_0017,counterfactual_0007_06,5,tokenizer_latent_knn,8.227331161499023
sentinel2,treatment_0017,counterfactual_0025_08,6,tokenizer_latent_knn,8.2550687789917
sentinel2,treatment_0017,counterfactual_0003_05,7,tokenizer_latent_knn,8.262195587158203
sentinel2,treatment_0017,counterfactual_0007_08,8,tokenizer_latent_knn,8.299391746520996
sentinel2,treatment_0017,counterfactual_0017_02,9,tokenizer_latent_knn,8.353429794311523
sentinel2,treatment_0017,counterfactual_0024_10,10,tokenizer_latent_knn,8.3814115524292
sentinel2,treatment_0018,counterfactual_0017_02,1,tokenizer_latent_knn,8.497568130493164
sentinel2,treatment_0018,counterfactual_0015_06,2,tokenizer_latent_knn,8.605542182922363
sentinel2,treatment_0018,counterfactual_0017_07,3,tokenizer_latent_knn,8.671598434448242
sentinel2,treatment_0018,counterfactual_0012_08,4,tokenizer_latent_knn,8.750574111938477
sentinel2,treatment_0018,counterfactual_0007_06,5,tokenizer_latent_knn,8.845648765563965
sentinel2,treatment_0018,counterfactual_0012_10,6,tokenizer_latent_knn,8.856319427490234
sentinel2,treatment_0018,counterfactual_0024_05,7,tokenizer_latent_knn,8.901473045349121
sentinel2,treatment_0018,counterfactual_0006_03,8,tokenizer_latent_knn,8.907858848571777
sentinel2,treatment_0018,counterfactual_0024_08,9,tokenizer_latent_knn,8.912164688110352
sentinel2,treatment_0018,counterfactual_0016_01,10,tokenizer_latent_knn,8.937829971313477
sentinel2,treatment_0019,counterfactual_0012_08,1,tokenizer_latent_knn,7.233432769775391
sentinel2,treatment_0019,counterfactual_0017_07,2,tokenizer_latent_knn,7.469645977020264
sentinel2,treatment_0019,counterfactual_0017_02,3,tokenizer_latent_knn,7.542275428771973
sentinel2,treatment_0019,counterfactual_0024_06,4,tokenizer_latent_knn,7.565789222717285
sentinel2,treatment_0019,counterfactual_0015_06,5,tokenizer_latent_knn,7.568695068359375
sentinel2,treatment_0019,counterfactual_0019_10,6,tokenizer_latent_knn,7.601325511932373
sentinel2,treatment_0019,counterfactual_0025_09,7,tokenizer_latent_knn,7.638760566711426
sentinel2,treatment_0019,counterfactual_0006_09,8,tokenizer_latent_knn,7.71266508102417
sentinel2,treatment_0019,counterfactual_0024_05,9,tokenizer_latent_knn,7.724774360656738
sentinel2,treatment_0019,counterfactual_0024_10,10,tokenizer_latent_knn,7.748541355133057
sentinel2,treatment_0020,counterfactual_0024_07,1,tokenizer_latent_knn,8.123432159423828
sentinel2,treatment_0020,counterfactual_0024_05,2,tokenizer_latent_knn,8.374383926391602
sentinel2,treatment_0020,counterfactual_0015_09,3,tokenizer_latent_knn,8.406824111938477
sentinel2,treatment_0020,counterfactual_0019_05,4,tokenizer_latent_knn,8.435212135314941
sentinel2,treatment_0020,counterfactual_0003_06,5,tokenizer_latent_knn,8.509271621704102
sentinel2,treatment_0020,counterfactual_0024_08,6,tokenizer_latent_knn,8.651084899902344
sentinel2,treatment_0020,counterfactual_0016_02,7,tokenizer_latent_knn,8.714888572692871
sentinel2,treatment_0020,counterfactual_0017_07,8,tokenizer_latent_knn,8.730446815490723
sentinel2,treatment_0020,counterfactual_0006_09,9,tokenizer_latent_knn,8.742284774780273
sentinel2,treatment_0020,counterfactual_0003_08,10,tokenizer_latent_knn,8.766849517822266
sentinel2,treatment_0021,counterfactual_0015_04,1,tokenizer_latent_knn,8.982599258422852
sentinel2,treatment_0021,counterfactual_0019_03,2,tokenizer_latent_knn,9.1828031539917
sentinel2,treatment_0021,counterfactual_0025_09,3,tokenizer_latent_knn,9.204878807067871
sentinel2,treatment_0021,counterfactual_0024_08,4,tokenizer_latent_knn,9.242768287658691
sentinel2,treatment_0021,counterfactual_0025_01,5,tokenizer_latent_knn,9.290674209594727
sentinel2,treatment_0021,counterfactual_0007_08,6,tokenizer_latent_knn,9.30837631225586
sentinel2,treatment_0021,counterfactual_0013_08,7,tokenizer_latent_knn,9.449163436889648
sentinel2,treatment_0021,counterfactual_0016_09,8,tokenizer_latent_knn,9.458847045898438
sentinel2,treatment_0021,counterfactual_0003_09,9,tokenizer_latent_knn,9.481717109680176
sentinel2,treatment_0021,counterfactual_0024_10,10,tokenizer_latent_knn,9.509648323059082
sentinel2,treatment_0022,counterfactual_0024_10,1,tokenizer_latent_knn,9.259057998657227
sentinel2,treatment_0022,counterfactual_0019_03,2,tokenizer_latent_knn,9.267598152160645
sentinel2,treatment_0022,counterfactual_0019_05,3,tokenizer_latent_knn,9.382816314697266
sentinel2,treatment_0022,counterfactual_0025_09,4,tokenizer_latent_knn,9.469839096069336
sentinel2,treatment_0022,counterfactual_0007_06,5,tokenizer_latent_knn,9.478544235229492
sentinel2,treatment_0022,counterfactual_0025_07,6,tokenizer_latent_knn,9.510740280151367
sentinel2,treatment_0022,counterfactual_0003_05,7,tokenizer_latent_knn,9.556060791015625
sentinel2,treatment_0022,counterfactual_0015_09,8,tokenizer_latent_knn,9.602876663208008
sentinel2,treatment_0022,counterfactual_0016_09,9,tokenizer_latent_knn,9.615967750549316
sentinel2,treatment_0022,counterfactual_0024_08,10,tokenizer_latent_knn,9.627245903015137
sentinel2,treatment_0023,counterfactual_0007_06,1,tokenizer_latent_knn,8.608197212219238
sentinel2,treatment_0023,counterfactual_0024_08,2,tokenizer_latent_knn,8.760509490966797
sentinel2,treatment_0023,counterfactual_0025_09,3,tokenizer_latent_knn,8.808171272277832
sentinel2,treatment_0023,counterfactual_0017_02,4,tokenizer_latent_knn,8.830099105834961
sentinel2,treatment_0023,counterfactual_0019_09,5,tokenizer_latent_knn,8.867790222167969
sentinel2,treatment_0023,counterfactual_0015_06,6,tokenizer_latent_knn,8.883308410644531
sentinel2,treatment_0023,counterfactual_0006_06,7,tokenizer_latent_knn,8.88587474822998
sentinel2,treatment_0023,counterfactual_0024_06,8,tokenizer_latent_knn,8.889996528625488
sentinel2,treatment_0023,counterfactual_0012_08,9,tokenizer_latent_knn,8.926054000854492
sentinel2,treatment_0023,counterfactual_0024_01,10,tokenizer_latent_knn,8.935043334960938
sentinel2,treatment_0024,counterfactual_0006_03,1,tokenizer_latent_knn,7.613846778869629
sentinel2,treatment_0024,counterfactual_0015_06,2,tokenizer_latent_knn,7.797065734863281
sentinel2,treatment_0024,counterfactual_0024_10,3,tokenizer_latent_knn,7.948886394500732
sentinel2,treatment_0024,counterfactual_0024_08,4,tokenizer_latent_knn,7.9862284660339355
sentinel2,treatment_0024,counterfactual_0017_02,5,tokenizer_latent_knn,7.990293979644775
sentinel2,treatment_0024,counterfactual_0003_04,6,tokenizer_latent_knn,8.097001075744629
sentinel2,treatment_0024,counterfactual_0012_08,7,tokenizer_latent_knn,8.158787727355957
sentinel2,treatment_0024,counterfactual_0011_07,8,tokenizer_latent_knn,8.159309387207031
sentinel2,treatment_0024,counterfactual_0006_09,9,tokenizer_latent_knn,8.246805191040039
sentinel2,treatment_0024,counterfactual_0024_01,10,tokenizer_latent_knn,8.259431838989258
sentinel2,treatment_0025,counterfactual_0017_02,1,tokenizer_latent_knn,7.552107810974121
sentinel2,treatment_0025,counterfactual_0019_10,2,tokenizer_latent_knn,7.650850296020508
sentinel2,treatment_0025,counterfactual_0012_08,3,tokenizer_latent_knn,7.731386184692383
sentinel2,treatment_0025,counterfactual_0024_05,4,tokenizer_latent_knn,7.796149253845215
sentinel2,treatment_0025,counterfactual_0006_09,5,tokenizer_latent_knn,7.808704853057861
sentinel2,treatment_0025,counterfactual_0015_06,6,tokenizer_latent_knn,7.823884010314941
sentinel2,treatment_0025,counterfactual_0017_07,7,tokenizer_latent_knn,7.8403096199035645
sentinel2,treatment_0025,counterfactual_0024_06,8,tokenizer_latent_knn,7.844613075256348
sentinel2,treatment_0025,counterfactual_0024_08,9,tokenizer_latent_knn,7.879371166229248
sentinel2,treatment_0025,counterfactual_0016_03,10,tokenizer_latent_knn,7.921995162963867
sentinel2,treatment_0027,counterfactual_0024_02,1,tokenizer_latent_knn,9.682607650756836
sentinel2,treatment_0027,counterfactual_0017_02,2,tokenizer_latent_knn,9.695798873901367
sentinel2,treatment_0027,counterfactual_0019_03,3,tokenizer_latent_knn,9.702061653137207
sentinel2,treatment_0027,counterfactual_0024_10,4,tokenizer_latent_knn,9.707195281982422
sentinel2,treatment_0027,counterfactual_0019_02,5,tokenizer_latent_knn,9.723102569580078
sentinel2,treatment_0027,counterfactual_0015_06,6,tokenizer_latent_knn,9.770149230957031
sentinel2,treatment_0027,counterfactual_0012_08,7,tokenizer_latent_knn,9.792434692382812
sentinel2,treatment_0027,counterfactual_0024_06,8,tokenizer_latent_knn,9.870942115783691
sentinel2,treatment_0027,counterfactual_0024_08,9,tokenizer_latent_knn,9.914105415344238
sentinel2,treatment_0027,counterfactual_0003_04,10,tokenizer_latent_knn,9.927237510681152
